"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"OF","Mike Trout",5500,"LAA@KC 07:15PM ET",10,"LAA",10.53,11.7,11.47,10,12
"1B","Freddie Freeman",5000,"SD@Atl 07:10PM ET",11.333,"Atl",7.2,7,8.98,8,5
"1B","Paul Goldschmidt",4900,"Ari@LAD 09:10PM ET",9.636,"Ari",8.84,7.3,8.45,8.9,8
"SS","Corey Seager",4900,"Ari@LAD 09:10PM ET",9.333,"LAD",7.07,6.7,8.04,7.7,18
"OF","Giancarlo Stanton",4800,"NYM@Mia 07:10PM ET",8,"Mia",7.72,7,7.62,7.9,14
"2B","Robinson Cano",4700,"Tex@Sea 09:10PM ET",6.818,"Sea",9.86,8.4,8.84,8.5,2
"SS","Jean Segura",4700,"Tex@Sea 09:10PM ET",9.25,"Sea",NA,0,NA,0,0
"OF","Yoenis Cespedes",4700,"NYM@Mia 07:10PM ET",12.091,"NYM",8.71,8.1,8.32,7.9,0
"OF","Nelson Cruz",4600,"Tex@Sea 09:10PM ET",5.182,"Sea",8.32,6.8,9.07,7.7,11
"1B","Wil Myers",4600,"SD@Atl 07:10PM ET",12,"SD",8.05,9.3,8.69,7.7,5
"1B","Albert Pujols",4500,"LAA@KC 07:15PM ET",6.5,"LAA",7.39,9.3,8.48,6.8,5
"OF","Christian Yelich",4500,"NYM@Mia 07:10PM ET",8.7,"Mia",7.46,7.4,7.43,8.4,16
"3B","Kyle Seager",4400,"Tex@Sea 09:10PM ET",5.545,"Sea",7.45,7.8,7.87,8.2,9
"2B","Dee Gordon",4400,"NYM@Mia 07:10PM ET",8.8,"Mia",5.85,7.5,8.48,7.9,0
"OF","Matt Kemp",4400,"SD@Atl 07:10PM ET",15,"Atl",NA,0,NA,0,0
"OF","Lorenzo Cain",4300,"LAA@KC 07:15PM ET",9.6,"KC",7.23,7.5,8.88,7.7,6
"1B","Adrian Gonzalez",4300,"Ari@LAD 09:10PM ET",5.083,"LAD",6.33,5.7,6.93,6.6,2
"3B","Jose Reyes",4300,"NYM@Mia 07:10PM ET",2.364,"NYM",5.65,7.7,7.12,5.4,2
"1B","Eric Hosmer",4200,"LAA@KC 07:15PM ET",4.2,"KC",7.37,7.8,8.18,7.6,7
"OF","Kole Calhoun",4200,"LAA@KC 07:15PM ET",6.5,"LAA",7.06,8,8.46,7.7,2
"2B","Rougned Odor",4200,"Tex@Sea 09:10PM ET",8.5,"Tex",6.47,7,7.01,7.6,0
"OF","Yasiel Puig",4200,"Ari@LAD 09:10PM ET",9,"LAD",7.39,8.4,7.56,6.9,33
"OF","Curtis Granderson",4200,"NYM@Mia 07:10PM ET",4.5,"NYM",5.55,6,7.35,7.1,12
"OF","Ender Inciarte",4200,"SD@Atl 07:10PM ET",8.778,"Atl",5.15,6.1,7.74,6.1,5
"OF","Cameron Maybin",4100,"LAA@KC 07:15PM ET",7.111,"LAA",5.36,7.7,7.36,6,7
"OF","Shin-soo Choo",4100,"Tex@Sea 09:10PM ET",4.889,"Tex",NA,NA,NA,NA,NA
"2B/3B","Logan Forsythe",4100,"Ari@LAD 09:10PM ET",5.167,"LAD",7.29,8.5,7.83,8.1,13
"OF","AJ. Pollock",4100,"Ari@LAD 09:10PM ET",7.7,"Ari",7.09,0,NA,8.7,0
"OF","Joc Pederson",4100,"Ari@LAD 09:10PM ET",7,"LAD",5.71,0,1.73,6.3,0
"1B","CJ. Cron",4000,"LAA@KC 07:15PM ET",3.875,"LAA",6,0,7.9,7.3,0
