"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Cole Hamels","P","TEX","@ LAA",4.15,"Skaggs, L 8.44","L",4.5,0,0,6,6,1,NA,10000,14.8,11.3,14.76,14.76,"%",0,1.5,18.35,1.8
"Carlos Carrasco","P","CLE","vs CWS",3.01,"Shields, R 1.69","R",3.18,0,0,5.7,11.1,0.88,NA,9800,23.2,23.2,23.24,23.24,"%",0,2.4,25.35,2.6
"Robbie Ray","P","ARI","@ SF",3.87,"Samardzija, R 10.13","L",4.76,0,0,5.7,9.5,1.06,NA,9200,13.5,15.2,13.54,13.54,"%",0,1.5,29.6,3.2
"Jeff Samardzija","P","SF","vs ARI",3.64,"Ray, L 4.76","R",10.13,0,0,5.3,15.3,1.88,NA,8900,19,12,18.99,18.99,"%",0,2.1,17,1.9
"Jameson Taillon","P","PIT","vs CIN",3.31,"Davis, R 12.00","R",0,0,0,7,7.7,1.14,NA,8400,18.6,23,18.56,18.56,"%",0,2.2,13.9,1.7
"Matt Harvey","P","NYM","@ PHI",4.15,"Buchholz, R 7.20","R",2.7,0,0,6.7,5.4,0.45,NA,8300,12.3,21.2,12.31,12.31,"%",0,1.5,21.15,2.5
"Gio Gonzalez","P","WSH","vs STL",3.9,"Lynn, R 3.38","L",0,0,0,6,10.5,1.17,NA,8100,14.3,22.7,14.29,14.29,"%",0,1.8,25.55,3.2
"J.A. Happ","P","TOR","vs MIL",3.42,"Peralta, R 0.00","L",3.86,0,0,7,11.6,0.71,NA,8000,17,24.8,16.95,16.95,"%",0,2.1,13.1,1.6
"Tyler Skaggs","P","LAA","vs TEX",3.85,"Hamels, L 4.50","L",8.44,0,0,5.3,8.5,1.5,NA,7800,14,7.2,13.99,13.99,"%",0,1.8,4.65,0.6
"Joe Musgrove","P","HOU","@ SEA",4.09,"Miranda, L 3.60","R",3.6,0,0,5,3.6,1.6,NA,7700,11.2,6.5,11.19,11.19,"%",0,1.5,8.6,1.1
"Dan Straily","P","MIA","vs ATL",3.91,"Colon, R 1.50","R",13.5,0,0,3.3,0,2.4,NA,7500,14.5,-7.3,14.46,14.46,"%",0,1.9,17.65,2.4
"Hector Santiago","P","MIN","@ DET",5.21,"Boyd, L 19.29","L",1.8,0,0,5,7.2,1.2,NA,7300,8.9,17.1,8.94,8.94,"%",0,1.2,9.25,1.3
"Drew Pomeranz","P","BOS","vs BAL",4.33,"Bundy, R 1.29","L",NA,0,0,0,0,0,NA,7300,12.2,NA,12.18,12.18,"%",0,1.7,24.5,3.4
"Dylan Bundy","P","BAL","@ BOS",4.67,"Pomeranz, L","R",1.29,0,0,7,10.3,0.57,NA,6800,9.3,31.4,9.34,9.34,"%",0,1.4,8.85,1.3
"Bartolo Colon","P","ATL","@ MIA",4.6,"Straily, R 13.50","R",1.5,0,0,6,9,0.5,NA,6600,10.4,21.7,10.41,10.41,"%",0,1.6,-4.4,NA
"James Shields","P","CWS","@ CLE",5.49,"Carrasco, R 3.18","R",1.69,0,0,5.3,8.5,1.31,NA,6400,7.5,19.8,7.47,7.47,"%",0,1.2,20.2,3.2
"Lance Lynn","P","STL","@ WSH",4.61,"Gonzalez, L 0.00","R",3.38,0,0,5.3,6.8,1.13,NA,6300,9,12.4,9.04,9.04,"%",0,1.4,5.85,0.9
"Ariel Miranda","P","SEA","vs HOU",4.41,"Musgrove, R 3.60","L",3.6,0,0,5,7.2,1.4,NA,6100,11,10.5,11.02,11.02,"%",0,1.8,9.35,1.5
"Wily Peralta","P","MIL","@ TOR",4.58,"Happ, L 3.86","R",0,0,0,5,9,0.8,NA,5800,10.2,22.9,10.23,10.23,"%",0,1.8,20.1,3.5
"Clay Buchholz","P","PHI","vs NYM",4.85,"Harvey, R 2.70","R",7.2,0,0,5,5.4,1.8,NA,5500,10.3,3.9,10.3,10.3,"%",0,1.9,-8.15,NA
"Edwin Encarnacion","1B","CLE","vs CWS",5.49,"Shields, R 1.69","R",0.217,0.31,0.174,0,0,0,4,5200,26.5,6,13.82,13.82,"%",47,2.7,0,NA
"Michael Brantley","OF","CLE","vs CWS",5.49,"Shields, R 1.69","L",0.235,0.24,0,0,0,0,3,5200,18.4,5,12.89,12.89,"%",72,2.5,11,2.1
"Wil Myers","1B/OF","SD","@ COL",5.04,"Senzatela, R 0.00","R",0.382,0.486,0.412,0,0,0,3,5200,34.5,12.6,14.34,14.34,"%",60,2.8,10,1.9
"Nolan Arenado","3B","COL","vs SD",6.96,"Weaver, R 7.20","R",0.333,0.423,0.267,0,0,0,4,5200,32,9.3,19.88,19.88,"%",68,3.8,14,2.7
"Miguel Cabrera","1B","DET","vs MIN",5.21,"Santiago, L 1.80","R",0.095,0.187,0,0,0,0,3,5100,17.4,2.3,13.11,13.11,"%",54,2.6,5,1
"Carlos Santana","1B","CLE","vs CWS",5.49,"Shields, R 1.69","B",0.269,0.363,0.231,0,0,0,1,5100,27.4,10.3,13.82,13.82,"%",67,2.7,2,0.4
"Manny Machado","3B/SS","BAL","@ BOS",4.33,"Pomeranz, L","R",0.235,0.358,0.235,0,0,0,3,5100,26,8.8,12.43,12.43,"%",61,2.4,2,0.4
"Mookie Betts","OF","BOS","vs BAL",4.67,"Bundy, R 1.29","R",0.1,0.235,0,0,0,0,3,5100,19.1,3.7,13.82,13.82,"%",65,2.7,6,1.2
"Charlie Blackmon","OF","COL","vs SD",6.96,"Weaver, R 7.20","L",0.219,0.283,0.156,0,0,0,1,5100,32.6,7.5,18.9,18.9,"%",54,3.7,16,3.1
"Jose Abreu","1B","CWS","@ CLE",3.01,"Carrasco, R 3.18","R",0.3,0.308,0.05,0,0,0,4,5000,14.1,5.6,7.36,7.36,"%",70,1.5,0,NA
"Mark Reynolds","1B/3B","COL","vs SD",6.96,"Weaver, R 7.20","R",0.345,0.512,0.517,0,0,0,6,5000,31.4,12.5,14,14,"%",65,2.8,2,0.4
"Antonio Senzatela","P","COL","vs SD",5.04,"Weaver, R 7.20","R",0,0,0,5,10.8,1,NA,5000,7.8,19.7,7.83,7.83,"%",0,1.6,22.15,4.4
"Carlos Gonzalez","OF","COL","vs SD",6.96,"Weaver, R 7.20","L",0.179,0.197,0.071,0,0,0,3,5000,22.9,3.3,17.72,17.72,"%",61,3.5,14,2.8
"Bryce Harper","OF","WSH","vs STL",4.61,"Lynn, R 3.38","L",0.385,0.493,0.269,0,0,0,3,5000,31.1,12.6,12.7,12.7,"%",64,2.5,15,3
"Todd Frazier","1B/3B","CWS","@ CLE",3.01,"Carrasco, R 3.18","R",0.059,0.18,0,0,0,0,5,4900,17.1,4.4,6.88,6.88,"%",42,1.4,19,3.9
"Francisco Lindor","SS","CLE","vs CWS",5.49,"Shields, R 1.69","B",0.292,0.427,0.417,0,0,0,2,4900,44.1,13.2,13.51,13.51,"%",42,2.8,20,4.1
"Mike Trout","OF","LAA","vs TEX",4.15,"Hamels, L 4.50","R",0.28,0.421,0.4,0,0,0,3,4900,23.3,10.3,11.5,11.5,"%",71,2.3,16,3.3
"Melky Cabrera","OF","CWS","@ CLE",3.01,"Carrasco, R 3.18","B",0.263,0.331,0.158,0,0,0,3,4800,15.4,7,7,7,"%",70,1.5,0,NA
"Ryan Schimpf","2B/3B","SD","@ COL",5.04,"Senzatela, R 0.00","L",0.15,0.314,0.15,0,0,0,5,4800,22.3,5.4,11.52,11.52,"%",50,2.4,2,0.4
"Brian Dozier","2B","MIN","@ DET",4.3,"Boyd, L 19.29","R",0.24,0.282,0.04,0,0,0,1,4700,21.7,8.5,11.03,11.03,"%",69,2.3,2,0.4
"Jose Ramirez","3B/OF","CLE","vs CWS",5.49,"Shields, R 1.69","B",0.182,0.268,0.182,0,0,0,5,4700,24.2,6.2,11.32,11.32,"%",48,2.4,7,1.5
