"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4500,113.333333333333,51,"Yoenis Cespedes","NYM",NA,"OF",3,3,3,5,0,6,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,2,3600,105.555555555556,38,"Marcell Ozuna","MIA",NA,"OF",6,2,2,6,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,3,4500,82.2222222222222,37,"Daniel Murphy","WAS",NA,"2B",4,2,1,5,0,5,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,4,3700,97.2972972972973,36,"Lucas Duda","NYM",NA,"1B",6,2,2,2,0,6,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,2700,118.518518518519,32,"Christian Vazquez","BOS",NA,"C",9,2,0,2,1,4,2,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,6,3800,81.5789473684211,31,"Asdrubal Cabrera","NYM",NA,"2B/SS",2,3,1,2,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,9200,32.1739130434783,29.6,"Robbie Ray","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,6.66666666666667,0,0,0,4,5,0
8,7,3400,82.3529411764706,28,"Scooter Gennett","CIN",NA,"2B/OF",7,2,1,3,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,8,3100,90.3225806451613,28,"Travis d'Arnaud","NYM",NA,"C",8,1,1,3,0,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2,8100,31.5432098765432,25.55,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,6,0,1
11,3,9800,25.8673469387755,25.35,"Carlos Carrasco","CLE",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,7,0,0,1,4,0,0
12,4,7300,33.5616438356164,24.5,"Drew Pomeranz","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,6,0,0,1,4,1,0
13,9,3400,70.5882352941177,24,"Keon Broxton","MIL",NA,"OF",2,2,1,1,1,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,3500,68.5714285714286,24,"Jonathan Lucroy","TEX",NA,"C",6,1,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,3300,72.7272727272727,24,"Brandon Phillips","ATL",NA,"2B",6,1,0,0,2,3,0,2,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,5,6800,34.8529411764706,23.7,"Matt Boyd","DET",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,0,1,2,0
