"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5600,"STL@COL 09:10PM ET",11.16,"COL","STL",NA,10.2,0,NA,"1","1",0
"3B","Nolan Arenado",5400,"STL@COL 09:10PM ET",9.32,"COL","STL",NA,9.5,2,NA,"3","3",2
"1B","Mark Reynolds",5000,"STL@COL 09:10PM ET",9.553,"COL","STL",NA,8.5,5,NA,"5","5",5
"OF","Carlos Gonzalez",4900,"STL@COL 09:10PM ET",6.326,"COL","STL",NA,9.3,0,NA,"4","4",0
"OF","Dexter Fowler",4800,"STL@COL 09:10PM ET",7.171,"STL","COL",NA,11.2,14,NA,"1","1",14
"1B","Matt Carpenter",4800,"STL@COL 09:10PM ET",7.955,"STL","COL",NA,0,2,NA,"x","x",NA
"OF","Randal Grichuk",4700,"STL@COL 09:10PM ET",6.682,"STL","COL",NA,9.8,0,NA,"7","7",0
"3B","Jedd Gyorko",4700,"STL@COL 09:10PM ET",8.462,"STL","COL",NA,11,2,NA,"4","4",2
"1B/OF","Ian Desmond",4600,"STL@COL 09:10PM ET",7.333,"COL","STL",NA,8,6,NA,"6","6",6
"SS","Trevor Story",4600,"STL@COL 09:10PM ET",6.892,"COL","STL",NA,7.5,3,NA,"7","7",3
"OF","David Dahl",4600,"STL@COL 09:10PM ET",0,"COL","STL",NA,0,NA,NA,"x","x",NA
"2B","DJ LeMahieu",4500,"STL@COL 09:10PM ET",6.725,"COL","STL",NA,8.3,0,NA,"2","2",0
"OF","Stephen Piscotty",4500,"STL@COL 09:10PM ET",6.2,"STL","COL",NA,0,2.12,NA,"x","x",NA
"SS","Aledmys Diaz",4500,"STL@COL 09:10PM ET",6.953,"STL","COL",NA,9.9,8,NA,"6","6",8
"1B","Freddie Freeman",4500,"ATL@SF 10:05PM ET",12.514,"ATL","SF",NA,0,NA,NA,"x","x",NA
"OF","Matt Kemp",4300,"ATL@SF 10:05PM ET",9.75,"ATL","SF",NA,7.3,5,NA,"4","4",5
"2B","Kolten Wong",4200,"STL@COL 09:10PM ET",6.756,"STL","COL",NA,8,7.09,NA,"8","8",NA
"2B","Brandon Phillips",4200,"ATL@SF 10:05PM ET",7.381,"ATL","SF",NA,6.3,5,NA,"2","2",5
"OF","Ender Inciarte",4200,"ATL@SF 10:05PM ET",8.522,"ATL","SF",NA,7,9,NA,"1","1",9
"OF","Gerardo Parra",4100,"STL@COL 09:10PM ET",5.463,"COL","STL",NA,0,0,NA,"x","x",NA
"1B/C","Buster Posey",4100,"ATL@SF 10:05PM ET",8,"SF","ATL",NA,0,1.8,NA,"x","x",NA
"C","Yadier Molina",4000,"STL@COL 09:10PM ET",6.8,"STL","COL",NA,9.9,5,NA,"5","3",5
"OF","Hunter Pence",3900,"ATL@SF 10:05PM ET",5.649,"SF","ATL",NA,0,NA,NA,"x","x",NA
"3B","Jhonny Peralta",3800,"STL@COL 09:10PM ET",2.357,"STL","COL",NA,9.1,3,NA,"x","5",3
"OF","Tommy Pham",3800,"STL@COL 09:10PM ET",9.176,"STL","COL",NA,10.5,NA,NA,"x","2",24
"SS","Pat Valaika",3800,"STL@COL 09:10PM ET",4.429,"COL","STL",NA,0,NA,NA,"x","x",NA
"3B/OF","Eduardo Nunez",3800,"ATL@SF 10:05PM ET",7.043,"SF","ATL",NA,7.9,2,NA,"6","2",2
"1B/OF","Brandon Belt",3800,"ATL@SF 10:05PM ET",7.688,"SF","ATL",NA,8.1,23,NA,"3","4",23
"3B/SS","Greg Garcia",3700,"STL@COL 09:10PM ET",2.886,"STL","COL",NA,0,2,NA,"x","x",NA
"2B","Joe Panik",3700,"ATL@SF 10:05PM ET",5.761,"SF","ATL",NA,7.4,2,NA,"2","3",2
"1B/OF","Jose Martinez",3600,"STL@COL 09:10PM ET",4.75,"STL","COL",NA,0,NA,NA,"x","x",NA
"OF","Stephen Cardullo",3600,"STL@COL 09:10PM ET",2,"COL","STL",NA,0,NA,NA,"x","x",NA
"OF","Raimel Tapia",3600,"STL@COL 09:10PM ET",0.333,"COL","STL",NA,0,NA,NA,"x","x",NA
"OF","Denard Span",3600,"ATL@SF 10:05PM ET",6.5,"SF","ATL",NA,8.5,7,NA,"1","1",7
"1B/OF","Matt Adams",3600,"ATL@SF 10:05PM ET",4,"ATL","SF",NA,5.7,0,NA,"x","5",0
"C","Dustin Garneau",3500,"STL@COL 09:10PM ET",4.318,"COL","STL",NA,0,NA,NA,"x","x",NA
"OF","Magneuris Sierra",3500,"STL@COL 09:10PM ET",8.857,"STL","COL",NA,0,NA,NA,"x","x",NA
"OF","Harrison Bader",3500,"STL@COL 09:10PM ET",0,"STL","COL",NA,0,NA,NA,"x","x",NA
"SS","Brandon Crawford",3500,"ATL@SF 10:05PM ET",6.5,"SF","ATL",NA,7.1,3,NA,"5","5",3
"SS","Dansby Swanson",3500,"ATL@SF 10:05PM ET",5.622,"ATL","SF",NA,6,6,NA,"7","7",6
"OF/SS","Alexi Amarista",3400,"STL@COL 09:10PM ET",5.654,"COL","STL",NA,0,1.68,NA,"x","x",NA
"C","Tom Murphy",3400,"STL@COL 09:10PM ET",0,"COL","STL",NA,0,NA,NA,"x","x",NA
"C","Carson Kelly",3400,"STL@COL 09:10PM ET",0,"STL","COL",NA,0,NA,NA,"x","x",NA
"OF","Nick Markakis",3400,"ATL@SF 10:05PM ET",7.283,"ATL","SF",NA,5.8,5,NA,"3","3",5
"C","Eric Fryer",3300,"STL@COL 09:10PM ET",2.067,"STL","COL",NA,0,1.62,NA,"x","x",NA
"C","Tony Wolters",3300,"STL@COL 09:10PM ET",6.423,"COL","STL",NA,0,2,NA,"x","x",NA
"C","Tyler Flowers",3300,"ATL@SF 10:05PM ET",6.273,"ATL","SF",NA,5.6,6,NA,"x","6",6
"3B","Adonis Garcia",3300,"ATL@SF 10:05PM ET",6.412,"ATL","SF",NA,0,NA,NA,"x","x",NA
"OF","Jarrett Parker",3200,"ATL@SF 10:05PM ET",2.667,"SF","ATL",NA,0,NA,NA,"x","x",NA
"C","Nick Hundley",3000,"ATL@SF 10:05PM ET",3.586,"SF","ATL",NA,5.6,26,NA,"x","7",26
"OF","Mac Williamson",3000,"ATL@SF 10:05PM ET",5.5,"SF","ATL",NA,5.8,5,NA,"8","8",5
"3B/SS","Christian Arroyo",3000,"ATL@SF 10:05PM ET",5.226,"SF","ATL",NA,0,1.42,NA,"x","x",NA
