"Giancarlo Stanton_MIA","Nolan Arenado_COL","Charlie Blackmon_COL","Justin Bour_MIA","Gerardo Parra_COL","Mark Reynolds_COL","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Tommy Pham_STL","DJ LeMahieu_COL","Trevor Story_COL","Christian Yelich_MIA","Marcell Ozuna_MIA","Randal Grichuk_STL","Dee Gordon_MIA","Delino DeShields_TEX","Ian Desmond_COL","Adrian Beltre_TEX","Stephen Piscotty_STL","David Dahl_COL","Aledmys Diaz_STL","Mike Napoli_TEX","Matt Carpenter_STL","Dexter Fowler_STL","Robinson Chirinos_TEX","Joey Gallo_TEX","Carlos Gonzalez_COL","Paul DeJong_STL","Carlos Gomez_TEX","Nomar Mazara_TEX","Jedd Gyorko_STL","Pat Valaika_COL","Magneuris Sierra_STL","Martin Prado_MIA","Derek Dietrich_MIA","JT Realmuto_MIA","Yadier Molina_STL","Kolten Wong_STL","Luke Voit_STL","Raimel Tapia_COL","Destin Hood_MIA","Ichiro Suzuki_MIA","Tomas Telis_MIA","Brett Nicholas_TEX","Rougned Odor_TEX","Stephen Cardullo_COL","Christian Colon_MIA","Tyler Moore_MIA","Steve Lombardozzi_MIA","Jurickson Profar_TEX","Jose Martinez_STL","Dustin Garneau_COL","Jordan Patterson_COL","Mike Tauchman_COL","Greg Garcia_STL","Tom Murphy_COL","Harrison Bader_STL","AJ Ellis_MIA","Miguel Rojas_MIA","Hanser Alberto_TEX","Alexi Amarista_COL","Mike Aviles_MIA","Drew Stubbs_TEX","JT Riddle_MIA","Cristhian Adames_COL","Drew Robinson_TEX","Ryan Hanigan_COL","Jonathan Lucroy_TEX","Pete Kozma_TEX","Jared Hoying_TEX","Ryan Rua_TEX","Ronald Guzman_TEX","Andy Ibanez_TEX","Tony Wolters_COL","Carson Kelly_STL","Eric Fryer_STL","Chad Huffman_STL","Alex Mejia_STL"
0,0,0,0,0,0,0,0,53,0,0,0,0,47,0,0,0,0,53,0,57,0,83,61,0,0,0,37,0,0,68,0,11,0,0,0,68,42,11,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
0,0,0,0,0,0,0,0,36,0,0,0,0,35,0,0,0,0,44,0,51,0,61,67,0,0,0,26,0,0,54,0,7,0,0,0,57,36,5,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,32,35,0,0,0,0,0,0,0,23,0,19,0,0,0,24,0,0,36,27,0,0,25,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5,12,0,0,0,0,0,0,0
0,0,0,0,0,0,70,74,0,0,0,0,0,0,0,40,0,28,0,0,0,59,0,0,27,77,0,0,51,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,54,3,14,22,0,0,0,0,0,0,0
0,65,67,0,30,59,0,0,0,64,52,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,69,0,0,0,0,14,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,0,0,43,0,0,0,0
0,0,0,0,0,0,0,0,36,0,0,0,0,13,0,0,0,0,28,0,19,0,37,26,0,0,0,40,0,0,33,0,5,0,0,0,34,5,11,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2
0,0,0,0,0,0,57,61,0,0,0,0,0,0,0,31,0,27,0,0,0,58,0,0,25,51,0,0,64,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,44,6,0,15,0,0,0,0,0,0,0
0,0,0,0,0,0,70,75,0,0,0,0,0,0,0,41,0,34,0,0,0,60,0,0,28,73,0,0,54,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,56,3,13,20,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,48,0,0,0,0,42,0,0,0,0,45,0,50,0,68,54,0,0,0,33,0,0,73,0,9,0,0,0,64,35,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2
0,14,16,0,5,17,0,0,0,14,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,0,0,7,0,11,7,0,0,0,5,0,0,9,0,11,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,29,0,0,0,0,0,0,0,29,30,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,0,0,43,0,0,0,0,0,0,0,52,52,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,53,40,0,0,0,0,0,6,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,14,12,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,0,0,62,0,0,0,0,0,0,0,72,73,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,40,74,0,0,0,0,0,10,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,46,0,0,0,0,47,0,0,0,0,47,0,53,0,68,57,0,0,0,34,0,0,64,0,10,0,0,0,75,36,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,21,0,0,0,0,32,0,0,0,0,27,0,35,0,42,36,0,0,0,5,0,0,35,0,8,0,0,0,36,45,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,0,0,0,6,0,0,0,11,5,0,0,0,11,0,0,9,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
0,20,20,0,3,18,0,0,0,17,17,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,11,0,0,0,0,0,0,0,10,10,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,82,87,0,0,0,0,0,0,0,53,0,40,0,0,0,72,0,0,35,77,0,0,63,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,65,7,14,26,0,0,0,0,0,0,0
0,5,5,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,7,0,0,0,0,0,0,0,10,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,13,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,17,13,0,0,0,0,0,0,0,5,0,4,0,0,0,13,0,0,4,16,0,0,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,0,12,0,0,0,0,18,0,19,0,23,16,0,0,0,16,0,0,21,0,0,0,0,0,21,9,5,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2
0,15,15,0,8,14,0,0,0,15,13,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,20,0,0,0,0,17,0,0,0,0,19,0,12,0,26,18,0,0,0,13,0,0,17,0,2,0,0,0,18,11,6,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,13,0,0,0,0,0,0,0,16,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,16,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,17,0,0,0,0,0,0,0,19,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,14,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17,17,0,8,14,0,0,0,13,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,42,0,0,0,0,0,0,0,54,54,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,32,47,0,0,0,0,0,6,0,0,0,0,10,13,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0
0,15,14,0,4,15,0,0,0,12,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,58,63,0,0,0,0,0,0,0,40,0,30,0,0,0,57,0,0,10,54,0,0,44,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,66,4,10,16,0,0,0,0,0,0,0
0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,6,0,5,0,0,0,6,0,0,5,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,9,0,6,0,0,0,7,0,0,5,14,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14,5,0,0,0,0,0,0,0
0,0,0,0,0,0,20,26,0,0,0,0,0,0,0,19,0,3,0,0,0,18,0,0,12,22,0,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,26,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,51,53,0,29,47,0,0,0,51,44,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,43,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,11,0,10,0,14,10,0,0,0,5,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
