"Sport","Entry","Contest_Date_EST","Place","Points","Winnings_Non_Ticket","Winnings_Ticket","Contest_Entries","Entry_Fee","Prize_Pool","Places_Paid"
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (53/150)","2016-09-11 13:00:00",11287,190.22,"$15.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (32/150)","2016-09-11 13:00:00",26963,181.22,"$9.43","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (35/150)","2016-09-11 13:00:00",36614,177.82,"$9.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (87/150)","2016-09-11 13:00:00",52377,173.66,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (52/150)","2016-09-11 13:00:00",54255,173.22,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (25/150)","2016-09-11 13:00:00",61331,171.72,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (48/150)","2016-09-11 13:00:00",61853,171.62,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (92/150)","2016-09-11 13:00:00",75763,169.06,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (51/150)","2016-09-11 13:00:00",76005,169.02,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (82/150)","2016-09-11 13:00:00",83976,167.7,"$8.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (31/150)","2016-09-11 13:00:00",88246,167.02,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (90/150)","2016-09-11 13:00:00",88640,166.96,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (81/150)","2016-09-11 13:00:00",93180,166.3,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (91/150)","2016-09-11 13:00:00",93387,166.26,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (44/150)","2016-09-11 13:00:00",94420,166.12,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (30/150)","2016-09-11 13:00:00",96712,165.82,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (125/150)","2016-09-11 13:00:00",101683,165.14,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (45/150)","2016-09-11 13:00:00",105428,164.62,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (4/150)","2016-09-11 13:00:00",112295,163.74,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (28/150)","2016-09-11 13:00:00",119599,162.82,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (41/150)","2016-09-11 13:00:00",137283,160.82,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (23/150)","2016-09-11 13:00:00",138184,160.72,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (18/150)","2016-09-11 13:00:00",147127,159.76,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (86/150)","2016-09-11 13:00:00",147830,159.7,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (57/150)","2016-09-11 13:00:00",148385,159.64,"$7.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (85/150)","2016-09-11 13:00:00",150771,159.4,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (19/150)","2016-09-11 13:00:00",153155,159.16,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (115/150)","2016-09-11 13:00:00",153446,159.14,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (46/150)","2016-09-11 13:00:00",153618,159.12,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (131/150)","2016-09-11 13:00:00",167959,157.74,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (39/150)","2016-09-11 13:00:00",169230,157.62,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (127/150)","2016-09-11 13:00:00",177568,156.84,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (34/150)","2016-09-11 13:00:00",177785,156.82,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (47/150)","2016-09-11 13:00:00",185540,156.12,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (89/150)","2016-09-11 13:00:00",186133,156.06,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (141/150)","2016-09-11 13:00:00",192240,155.54,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (29/150)","2016-09-11 13:00:00",194831,155.32,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (79/150)","2016-09-11 13:00:00",197496,155.1,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (61/150)","2016-09-11 13:00:00",199827,154.9,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (83/150)","2016-09-11 13:00:00",199827,154.9,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (84/150)","2016-09-11 13:00:00",202299,154.7,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (122/150)","2016-09-11 13:00:00",204254,154.54,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (94/150)","2016-09-11 13:00:00",220779,153.26,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (37/150)","2016-09-11 13:00:00",222568,153.12,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (132/150)","2016-09-11 13:00:00",223669,153.04,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (149/150)","2016-09-11 13:00:00",235561,152.14,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (60/150)","2016-09-11 13:00:00",236092,152.1,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (144/150)","2016-09-11 13:00:00",242621,151.64,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (13/150)","2016-09-11 13:00:00",250710,151.06,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (120/150)","2016-09-11 13:00:00",258225,150.54,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (3/150)","2016-09-11 13:00:00",259283,150.46,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (22/150)","2016-09-11 13:00:00",267100,149.92,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (33/150)","2016-09-11 13:00:00",271494,149.62,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (26/150)","2016-09-11 13:00:00",274604,149.42,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (40/150)","2016-09-11 13:00:00",276081,149.32,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (21/150)","2016-09-11 13:00:00",276891,149.26,"$6.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (80/150)","2016-09-11 13:00:00",286972,148.6,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (27/150)","2016-09-11 13:00:00",289812,148.42,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (12/150)","2016-09-11 13:00:00",290636,148.36,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (148/150)","2016-09-11 13:00:00",302006,147.64,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (17/150)","2016-09-11 13:00:00",303209,147.56,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (16/150)","2016-09-11 13:00:00",331097,145.86,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (129/150)","2016-09-11 13:00:00",333243,145.74,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (58/150)","2016-09-11 13:00:00",361528,144.1,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (62/150)","2016-09-11 13:00:00",366213,143.84,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (10/150)","2016-09-11 13:00:00",379907,143.06,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (150/150)","2016-09-11 13:00:00",384104,142.84,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (56/150)","2016-09-11 13:00:00",410108,141.44,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (55/150)","2016-09-11 13:00:00",415656,141.14,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (59/150)","2016-09-11 13:00:00",427874,140.5,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (98/150)","2016-09-11 13:00:00",477329,138,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (64/150)","2016-09-11 13:00:00",478552,137.94,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (6/150)","2016-09-11 13:00:00",482705,137.74,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (88/150)","2016-09-11 13:00:00",488208,137.46,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (146/150)","2016-09-11 13:00:00",488716,137.44,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (138/150)","2016-09-11 13:00:00",490713,137.34,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (96/150)","2016-09-11 13:00:00",500363,136.86,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (78/150)","2016-09-11 13:00:00",501631,136.8,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (118/150)","2016-09-11 13:00:00",511107,136.34,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (15/150)","2016-09-11 13:00:00",518772,135.96,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (20/150)","2016-09-11 13:00:00",524888,135.66,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (93/150)","2016-09-11 13:00:00",529688,135.44,"$5.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (67/150)","2016-09-11 13:00:00",544398,134.74,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (119/150)","2016-09-11 13:00:00",569872,133.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (147/150)","2016-09-11 13:00:00",569872,133.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (38/150)","2016-09-11 13:00:00",594163,132.42,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (140/150)","2016-09-11 13:00:00",617705,131.34,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (145/150)","2016-09-11 13:00:00",617705,131.34,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (76/150)","2016-09-11 13:00:00",618199,131.32,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (14/150)","2016-09-11 13:00:00",634597,130.56,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (11/150)","2016-09-11 13:00:00",639047,130.36,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (2/150)","2016-09-11 13:00:00",672662,128.86,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (65/150)","2016-09-11 13:00:00",675545,128.74,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (73/150)","2016-09-11 13:00:00",680541,128.52,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (102/150)","2016-09-11 13:00:00",690244,128.08,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (121/150)","2016-09-11 13:00:00",693459,127.94,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (126/150)","2016-09-11 13:00:00",704686,127.44,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (124/150)","2016-09-11 13:00:00",711489,127.14,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (49/150)","2016-09-11 13:00:00",712006,127.12,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (7/150)","2016-09-11 13:00:00",725284,126.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (71/150)","2016-09-11 13:00:00",728059,126.42,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (109/150)","2016-09-11 13:00:00",728918,126.38,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (8/150)","2016-09-11 13:00:00",729255,126.36,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (111/150)","2016-09-11 13:00:00",742613,125.78,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (77/150)","2016-09-11 13:00:00",755419,125.22,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (72/150)","2016-09-11 13:00:00",777955,124.22,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (128/150)","2016-09-11 13:00:00",811143,122.74,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (106/150)","2016-09-11 13:00:00",816981,122.48,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (63/150)","2016-09-11 13:00:00",838221,121.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (75/150)","2016-09-11 13:00:00",838732,121.52,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (136/150)","2016-09-11 13:00:00",851617,120.94,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (112/150)","2016-09-11 13:00:00",855265,120.78,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (103/150)","2016-09-11 13:00:00",875468,119.88,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (105/150)","2016-09-11 13:00:00",875468,119.88,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (139/150)","2016-09-11 13:00:00",876332,119.84,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (123/150)","2016-09-11 13:00:00",907300,118.44,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (104/150)","2016-09-11 13:00:00",919752,117.88,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (95/150)","2016-09-11 13:00:00",924505,117.66,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (135/150)","2016-09-11 13:00:00",927171,117.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (24/150)","2016-09-11 13:00:00",930599,117.38,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (143/150)","2016-09-11 13:00:00",933829,117.24,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (9/150)","2016-09-11 13:00:00",937688,117.06,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (97/150)","2016-09-11 13:00:00",941960,116.86,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (69/150)","2016-09-11 13:00:00",955322,116.24,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (5/150)","2016-09-11 13:00:00",961737,115.94,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (1/150)","2016-09-11 13:00:00",970247,115.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (113/150)","2016-09-11 13:00:00",984014,114.88,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (130/150)","2016-09-11 13:00:00",991223,114.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (101/150)","2016-09-11 13:00:00",996597,114.28,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (133/150)","2016-09-11 13:00:00",1011951,113.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (117/150)","2016-09-11 13:00:00",1065506,110.84,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (116/150)","2016-09-11 13:00:00",1088461,109.64,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (142/150)","2016-09-11 13:00:00",1095792,109.24,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (107/150)","2016-09-11 13:00:00",1118549,107.98,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (134/150)","2016-09-11 13:00:00",1159818,105.64,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (108/150)","2016-09-11 13:00:00",1180614,104.38,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (68/150)","2016-09-11 13:00:00",1204669,102.84,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (137/150)","2016-09-11 13:00:00",1213601,102.24,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (66/150)","2016-09-11 13:00:00",1223762,101.54,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (70/150)","2016-09-11 13:00:00",1241135,100.32,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (100/150)","2016-09-11 13:00:00",1312625,94.28,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (114/150)","2016-09-11 13:00:00",1350843,89.98,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (99/150)","2016-09-11 13:00:00",1364563,88.08,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (74/150)","2016-09-11 13:00:00",1370332,87.22,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
"NFL","NFL $5M Fantasy Football Millionaire [$1M to 1st] (110/150)","2016-09-11 13:00:00",1423407,72.08,"$0.00","$0.00",1436510,"$3.00","$5,000,000.00",542850
