"Place_lo","Place_hi","Payout"
"1","1","250"
"2","2","150"
"3","3","100"
"4","4","75"
"5","5","50"
"6","6","40"
"7","8","30"
"9","10","20"
"11","15","15"
"16","20","12"
"21","25","10"
"26","30","8"
"31","35","6"
"36","45","5"
"46","60","4.5"
"61","80","4"
"81","100","3.5"
"101","125","3"
"126","150","2.5"
"151","225","2"
"226","425","1.5"
"426","925","1.25"
"926","1425","1"
"1426","2525","0.75"
"2526","4875","0.5"
