"George Springer_HOU","Cody Bellinger_LAD","Carlos Correa_HOU","Jose Altuve_HOU","Corey Seager_LAD","Justin Turner_LAD","Jay Bruce_NYM","Chris Taylor_LAD","Yasiel Puig_LAD","Yoenis Cespedes_NYM","Nelson Cruz_SEA","JD Martinez_DET","Michael Conforto_NYM","Yonder Alonso_OAK","Robinson Cano_SEA","Jean Segura_SEA","Mike Zunino_SEA","Joc Pederson_LAD","Matt Joyce_OAK","Jed Lowrie_OAK","Ryon Healy_OAK","Alex Avila_DET","Khris Davis_OAK","Miguel Cabrera_DET","Mitch Haniger_SEA","Ben Gamel_SEA","Adrian Gonzalez_LAD","Carlos Beltran_HOU","Justin Upton_DET","Jarrod Dyson_SEA","Kyle Seager_SEA","Brian McCann_HOU","Ian Kinsler_DET","Rajai Davis_OAK","Marwin Gonzalez_HOU","Jose Reyes_NYM","Lucas Duda_NYM","Curtis Granderson_NYM","Peter O'Brien_LAD","Derek Fisher_HOU","Alex Bregman_HOU","Franklin Gutierrez_LAD","David Wright_NYM","Asdrubal Cabrera_NYM","Victor Martinez_DET","Chase Utley_LAD","Neil Walker_NYM","Logan Forsythe_LAD","Kike Hernandez_LAD","Josh Reddick_HOU","Jake Marisnick_HOU","Marcus Semien_OAK","Danny Valencia_SEA","Nicholas Castellanos_DET","Trayce Thompson_LAD","Stephen Vogt_OAK","Leonys Martin_SEA","Andrew Toles_LAD","Austin Barnes_LAD","Willie Calhoun_LAD","Chad Pinder_OAK","Rob Segedin_LAD","TJ Rivera_NYM","Alex Verdugo_LAD","Evan Gattis_HOU","Andre Ethier_LAD","Travis d'Arnaud_NYM","Mark Canha_OAK","Joey Wendle_OAK","Yuli Gurriel_HOU","Mikie Mahtook_DET","Guillermo Heredia_SEA","Scott Van Slyke_LAD","Yasmani Grandal_LAD","Wilmer Flores_NYM","Amed Rosario_NYM","Andrew Romine_DET","Jose Iglesias_DET","DJ Peterson_SEA","Brandon Nimmo_NYM","Norichika Aoki_HOU","Jake Smolinski_OAK","Ryan LaMarre_OAK","JD Davis_HOU","John Hicks_DET","JaCoby Jones_DET","Taylor Motter_SEA","Tyler Smith_SEA","Bruce Maxwell_OAK","Matt Chapman_OAK","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Dixon Machado_DET","Tyler Collins_DET","Juan Lagares_NYM","Gavin Cecchini_NYM","Jaycob Brugman_OAK","Alex Presley_DET","Boog Powell_SEA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Josh Phegley_OAK","Jim Adduci_DET","Tuffy Gosewisch_SEA","James McCann_DET","Mike Freeman_LAD","Kyle Tucker_HOU","Rene Rivera_NYM","Adam Rosales_OAK","Colin Moran_HOU","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Brett Eibner_LAD","Juan Centeno_HOU","Jaff Decker_OAK","Renato Nunez_OAK","Teoscar Hernandez_HOU","Matt Olson_OAK","Tony Kemp_HOU","Franklin Barreto_OAK"
72.4333333333333,0,22.9853249475891,-0.583333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28571428571429,0,0,0,-0.0238095238095238,0,0,9.2176386913229,0,0,0,0,25.4166666666667,9.69881201956674,0,0,0,0,0,0,0,0,-0.829809725158562,1.86166007905138,0,0,0,0,0,0,0,0,0,0,0,0,0,28.253781512605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6793650793651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,101.439407955597,0,0,30.2161616161616,8.98,0,7.97083926031294,48.0161943319838,0,0,0,0,0,0,0,0,-15.733918128655,0,0,0,0,0,0,0,0,-4.06833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,2.22103386809269,0,4.91176470588235,0,0,0,0,0,0,0,0,0,13.7361111111111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.392603129445235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0,0,0,0,0,0
22.9853249475891,0,54.0371584699454,-3.2843366452367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5204081632653,0,0,0,-7.46463414634146,0,0,14.031746031746,0,0,0,0,25.0833333333333,5.14150943396226,0,0,0,0,0,0,0,0,17.2505050505051,10.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9643493761141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568253968253968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.583333333333333,0,-3.2843366452367,65.920979020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8176100628931,0,0,0,-6.18963414634146,0,0,3.96280487804878,0,0,0,0,-7.91666666666667,5.13611615245009,0,0,0,0,0,0,0,0,-6.50382653061224,1.57264957264957,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65465465465465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21052631578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0,0,0,0
0,30.2161616161616,0,0,80.4797747055812,2.31282051282051,0,-17.8378378378378,17.7474747474747,0,0,0,0,0,0,0,0,22.9790640394089,0,0,0,0,0,0,0,0,3.24466571834993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56944444444444,0,0,0,9.08704453441296,0,24.7204433497537,0,0,0,0,0,0,0,0,0,1.18014705882353,7.99450549450549,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,29.5224489795918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0,0,0,0,0,0
0,8.98,0,0,2.31282051282051,42.2768549280177,0,21.7785714285714,7.48245614035088,0,0,0,0,0,0,0,0,4.35692307692308,0,0,0,0,0,0,0,0,9.87619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2142857142857,0,0,0,15.2547619047619,0,14.9,0,0,0,0,0,0,0,0,0,12.6708333333333,6.92727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,3.02520161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
0,0,0,0,0,0,87.3908653846154,0,0,-17.8913043478261,0,0,-9.88392857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28410740203193,-18.684756097561,-0.870286576168929,0,0,0,0,0,16.9122807017544,0,0,-10.7452830188679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.79059829059829,0,0,0,-17.3503787878788,0,0,0,0,0,0,0,12.4126050420168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.3717948717949,84.5,0,0,0,-9.16666666666667,-18.4,0,0,0,0,0,0,2.68233618233618,0,0,0,0,0,0,0,0,0,0,0,0
0,7.97083926031294,0,0,-17.8378378378378,21.7785714285714,0,86.2560975609756,16.6613445378151,0,0,0,0,0,0,0,0,17.9007352941176,0,0,0,0,0,0,0,0,3.66959064327485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.85714285714286,0,0,0,-7.78153846153846,0,8.79166666666667,0,0,0,0,0,0,0,0,0,-1.16666666666667,-2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,-3.41290322580645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0
0,48.0161943319838,0,0,17.7474747474747,7.48245614035088,0,16.6613445378151,64.7247223845704,0,0,0,0,0,0,0,0,10.0504926108374,0,0,0,0,0,0,0,0,2.06349206349206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1666666666667,0,0,0,0.155555555555556,0,3.85692307692308,0,0,0,0,0,0,0,0,0,-0.481617647058824,20.1060606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1.56105457909343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.5,0,0,0,0,0,0,0
0,0,0,0,0,0,-17.8913043478261,0,0,137.023333333333,0,0,5.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.05533596837945,86.7833333333333,30.6428571428571,0,0,0,0,0,45.0490196078431,0,0,10.4736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.8333333333333,0,0,0,120.3375,0,0,0,0,0,0,0,44.1590909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,19.5,0,0,0,0,0,0,0,0,0,0,0,0.736111111111111,0,0,0,0,0,0,0,0,0,0,0,0
