Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,14008,Andrew Luck,QB,IND,WAS,13,51,100,8,0,61,61,37.80,64.3
2,8283,Ryan Fitzpatrick,QB,HOU,TEN,13,65,92,3,0,54,54,42.32,60.5
3,14986,DeAndre Hopkins,WR,HOU,TEN,13,64,90,0,14,14,14,47.80,55.9
4,7242,Drew Brees,QB,NO,PIT,13,56,100,0,0,48,48,30.28,54.1
5,6029,Calvin Johnson,WR,DET,CHI,13,57,78,0,28,19,28,40.60,46.7
6,14187,Alshon Jeffery,WR,CHI,DET,13,50,78,0,26,18,26,28.10,38.2
7,8244,Philip Rivers,QB,SD,BAL,13,72,100,6,0,68,68,31.22,37.8
8,12830,Torrey Smith,WR,BAL,SD,13,51,72,0,16,12,16,24.50,36.3
9,14967,Le'Veon Bell,RB,PIT,NO,13,88,98,24,13,33,36,42.40,35.7
10,14414,Trumaine Johnson,CB,LA,OAK,13,57,73,0,0,0,0,0,35.1
11,15020,CJ Anderson,RB,DEN,KC,13,70,85,46,4,49,50,29.50,35
12,13957,Kendall Wright,WR,TEN,HOU,13,55,89,0,16,13,16,29.20,34.9
13,13291,Julio Jones,WR,ATL,ARI,13,72,91,0,17,14,17,37.90,34.6
14,2593,Aaron Rodgers,QB,GB,NE,13,73,100,7,0,59,59,27.92,34.1
15,11047,Colt McCoy,QB,WAS,IND,13,80,100,4,0,63,63,30.88,33.6
16,15076,Keenan Allen,WR,SD,BAL,13,72,100,0,21,15,21,38.10,33.5
17,611,Joe Flacco,QB,BAL,SD,13,71,100,3,0,47,47,23.30,32.8
18,11792,Arian Foster,RB,HOU,TEN,13,51,72,37,14,47,51,21.50,32.4
19,4314,Tom Brady,QB,NE,GB,13,56,100,2,0,64,64,17.70,31.6
20,11414,Everson Griffen,DE,MIN,CAR,13,65,88,0,0,0,0,0,30.5
21,11463,Brandon LaFell,WR,NE,GB,13,53,95,0,13,9,13,20.80,29.8
22,9038,Matthew Stafford,QB,DET,CHI,13,73,100,0,0,62,62,25.60,29.6
23,3807,Ben Roethlisberger,QB,PIT,NO,13,90,100,1,0,66,66,31.20,29.1
24,8415,Mark Sanchez,QB,PHI,DAL,13,77,100,9,0,47,47,21.48,27.9
25,16245,Blake Bortles,QB,JAX,NYG,13,68,100,7,0,59,59,18.56,27.3
26,3943,DeSean Jackson,WR,WAS,IND,13,53,66,0,11,9,11,19.40,27.2
27,2957,Danny Lansanah,OLB,TB,CIN,13,61,100,0,0,0,0,0,27
28,11056,Antonio Brown,WR,PIT,NO,13,88,98,0,14,9,14,31.70,26.9
29,732,Matt Ryan,QB,ATL,ARI,13,79,100,4,0,56,56,24.84,26.4
30,8550,Jason McCourty,CB,TEN,HOU,13,70,99,0,0,0,0,0,26.4
31,16249,Aaron Colvin,CB,JAX,NYG,13,55,74,0,0,0,0,0,26.4
32,14536,Russell Wilson,QB,SEA,SF,13,65,100,11,0,45,45,16.94,26.1
33,16661,Chris Borland,ILB,SF,SEA,13,62,95,0,0,0,0,0,25.8
34,622,Jared Allen,OLB,CHI,DET,13,73,100,0,0,0,0,0,25.6
35,13756,Nigel Bradham,OLB,BUF,CLE,13,64,93,0,0,0,0,0,25.2
36,14873,Jelani Jenkins,OLB,MIA,NYJ,13,60,94,0,0,0,0,0,25
37,15100,Jordan Reed,TE,WAS,IND,13,50,63,0,22,18,22,24.30,24.6
38,12424,Erik Walden,OLB,IND,WAS,13,55,69,0,0,0,0,0,24.4
39,13205,JT Thomas,OLB,JAX,NYG,13,74,100,0,0,0,0,0,24.3
40,10960,Koa Misi,OLB,MIA,NYJ,13,63,98,0,0,0,0,0,24.3
41,12215,Reshad Jones,SS,MIA,NYJ,13,64,100,0,0,0,0,0,24.2
42,184,David Harris,ILB,NYJ,MIA,13,59,100,0,0,0,0,0,23.7
43,8972,Jay Cutler,QB,CHI,DET,13,64,100,2,0,77,77,17.10,23.6
44,11070,Jason Worilds,OLB,PIT,NO,13,56,100,0,0,0,0,0,23.6
45,11132,Jerry Hughes,OLB,BUF,CLE,13,64,93,0,0,0,0,0,23.4
46,12741,Da'Norris Searcy,SS,BUF,CLE,13,54,78,0,0,0,0,0,23.1
47,4737,Drew Stanton,QB,ARI,ATL,13,55,100,2,0,73,73,14.46,22.7
48,8564,Nate Washington,WR,TEN,HOU,13,54,87,0,17,9,17,17.10,22.4
49,15138,Eddie Lacy,RB,GB,NE,13,52,71,40,6,44,46,13.50,22.1
50,13036,Justin Houston,OLB,KC,DEN,13,82,100,0,0,0,0,0,22
51,2503,D'Qwell Jackson,ILB,IND,WAS,13,80,100,0,0,0,0,0,21.9
52,9827,Desmond Bryant,DE,CLE,BUF,13,52,80,0,0,0,0,0,21.9
53,9369,Justin Forsett,RB,BAL,SD,13,57,80,42,5,46,47,17.30,21.6
54,6211,Harry Douglas,WR,ATL,ARI,13,54,68,0,22,17,22,23.60,21.5
55,14885,Jamie Collins,OLB,NE,GB,13,73,100,0,0,0,0,0,21.4
56,15974,Jordan Matthews,WR,PHI,DAL,13,52,68,0,10,8,10,15.10,21.3
57,11023,Carlos Dunlap,DE,CIN,TB,13,58,89,0,0,0,0,0,20.9
58,12845,AJ Green,WR,CIN,TB,13,56,92,0,14,7,14,15.70,20.9
59,7035,Ryan Clark,FS,WAS,IND,13,51,100,0,0,0,0,0,20.6
60,9783,Rashad Johnson,FS,ARI,ATL,13,78,100,0,0,0,0,0,20.5
61,16470,Davante Adams,WR,GB,NE,13,59,81,0,19,10,19,21.10,20.5
62,9026,DeAndre Levy,OLB,DET,CHI,13,64,100,0,0,0,0,0,20.3
63,13320,Cam Newton,QB,CAR,MIN,13,74,100,12,0,60,60,15.66,19.8
64,14534,Bobby Wagner,ILB,SEA,SF,13,58,100,0,0,0,0,0,19.8
65,13748,Dont'a Hightower,ILB,NE,GB,13,72,99,0,0,0,0,0,19.3
66,12841,Andy Dalton,QB,CIN,TB,13,61,100,5,0,49,49,14.74,19.2
67,13484,KJ Wright,OLB,SEA,SF,13,58,100,0,0,0,0,0,19
68,11271,Barry Church,SS,DAL,PHI,13,65,84,0,0,0,0,0,18.5
69,1181,Martellus Bennett,TE,CHI,DET,13,59,92,0,19,14,19,21.90,18.5
70,2677,Jameel McClain,ILB,NYG,JAX,13,68,100,0,0,0,0,0,17.9
71,12116,Chris Clemons,DE,JAX,NYG,13,56,76,0,0,0,0,0,17.9
72,10974,Rob Gronkowski,TE,NE,GB,13,55,98,0,22,13,22,16.80,17.8
73,8914,Jeremy Maclin,WR,PHI,DAL,13,61,79,0,16,13,16,21.80,17.7
74,13999,Jerrell Freeman,ILB,IND,WAS,13,77,96,0,0,0,0,0,17.5
75,7389,Eddie Royal,WR,SD,BAL,13,69,96,0,15,13,15,22.10,17.5
76,15986,Preston Brown,ILB,BUF,CLE,13,69,100,0,0,0,0,0,17.4
77,11700,Dwight Lowery,FS,ATL,ARI,13,55,100,0,0,0,0,0,17.3
78,13479,Richard Sherman,CB,SEA,SF,13,58,100,0,0,0,0,0,17.2
79,14461,Harrison Smith,FS,MIN,CAR,13,74,100,0,0,0,0,0,16.4
80,11096,Alterraun Verner,CB,TB,CIN,13,58,95,0,0,0,0,0,16.4
81,8515,Ryan Mundy,SS,CHI,DET,13,72,99,0,0,0,0,0,16
82,14397,Michael Brockers,DT,LA,OAK,13,53,68,0,0,0,0,0,16
83,12247,Jason Pierre-Paul,DE,NYG,JAX,13,66,97,0,0,0,0,0,15.9
84,15127,Darius Slay,CB,DET,CHI,13,64,100,0,0,0,0,0,15.6
85,8593,Glover Quin,FS,DET,CHI,13,64,100,0,0,0,0,0,15.6
86,4556,Jordy Nelson,WR,GB,NE,13,73,100,0,8,3,8,13.30,15.5
87,11197,Demaryius Thomas,WR,DEN,KC,13,80,98,0,16,8,16,18.30,15.4
88,8405,Jim Leonhard,FS,CLE,BUF,13,65,100,0,0,0,0,0,15.4
89,7328,Peyton Manning,QB,DEN,KC,13,82,100,2,0,44,44,13.56,15.3
90,16364,Anthony Hitchens,ILB,DAL,PHI,13,72,94,0,0,0,0,0,15.3
91,5916,Terence Newman,CB,CIN,TB,13,62,95,0,0,0,0,0,15.3
92,13306,Darrin Walls,CB,NYJ,MIA,13,59,100,0,0,0,0,0,15.3
93,3942,Tramon Williams,CB,GB,NE,13,56,100,0,0,0,0,0,15.2
94,11227,Stevie Brown,SS,NYG,JAX,13,68,100,0,0,0,0,0,14.9
95,5483,George Wilson,SS,TEN,HOU,13,67,94,0,0,0,0,0,14.9
96,10195,Cary Williams,CB,PHI,DAL,13,61,100,0,0,0,0,0,14.8
97,13799,Ryan Tannehill,QB,MIA,NYJ,13,59,100,7,0,66,66,9.70,14.7
98,5940,Dashon Goldson,FS,TB,CIN,13,58,95,0,0,0,0,0,14.7
99,15070,Sio Moore,ILB,OAK,LA,13,51,100,0,0,0,0,0,14.7
100,15183,Desmond Trufant,CB,ATL,ARI,13,51,93,0,0,0,0,0,14.7
101,14269,Alfred Morris,RB,WAS,IND,13,57,71,30,9,35,39,11.30,14.6
102,9782,Greg Toler,CB,IND,WAS,13,80,100,0,0,0,0,0,14.5
103,2429,Andre Johnson,WR,HOU,TEN,13,64,90,0,17,11,17,17.30,14.5
