"Paul Goldschmidt_ARI","Mookie Betts_BOS","Joey Votto_CIN","Justin Smoak_TOR","Josh Donaldson_TOR","Jose Bautista_TOR","Jake Lamb_ARI","JD Martinez_ARI","AJ Pollock_ARI","Adam Duvall_CIN","Andrew Benintendi_BOS","Tommy Pham_STL","Travis Shaw_MIL","David Peralta_ARI","Matt Carpenter_STL","Michael Conforto_NYM","Dustin Pedroia_BOS","Andrew McCutchen_PIT","Ryan Braun_MIL","Chris Owings_ARI","Scooter Gennett_CIN","Jay Bruce_NYM","Eric Thames_MIL","Starling Marte_PIT","Zack Cozart_CIN","Hanley Ramirez_BOS","Yasmany Tomas_ARI","Asdrubal Cabrera_NYM","Yoenis Cespedes_NYM","Devon Travis_TOR","Jedd Gyorko_STL","Russell Martin_TOR","Kendrys Morales_TOR","Lucas Duda_NYM","Steve Pearce_TOR","Xander Bogaerts_BOS","Hernan Perez_MIL","Domingo Santana_MIL","Josh Bell_PIT","Gregor Blanco_ARI","Billy Hamilton_CIN","Dexter Fowler_STL","TJ Rivera_NYM","Mitch Moreland_BOS","Josh Harrison_PIT","Jonathan Villar_MIL","Jesus Aguilar_MIL","Brandon Drury_ARI","Scott Schebler_CIN","Paul DeJong_STL","Troy Tulowitzki_TOR","Orlando Arcia_MIL","Daniel Descalso_ARI","Eugenio Suarez_CIN","Curtis Granderson_NYM","Jackie Bradley_BOS","Gregory Polanco_PIT","Jeremy Hazelbaker_ARI","Nick Ahmed_ARI","Jose Reyes_NYM","Yadier Molina_STL","Randal Grichuk_STL","Brock Holt_BOS","Kevin Pillar_TOR","Eric Sogard_MIL","Adam Frazier_PIT","Chris Iannetta_ARI","Ketel Marte_ARI","David Wright_NYM","Neil Walker_NYM","Stephen Piscotty_STL","Aledmys Diaz_STL","Jordy Mercer_PIT","Lewis Brinson_MIL","Arismendy Alcantara_CIN","Chris Young_BOS","Ezequiel Carrera_TOR","Francisco Cervelli_PIT","Keon Broxton_MIL","Jose Osuna_PIT","Chris Herrmann_ARI","Rey Fuentes_ARI","Jack Reinheimer_ARI","Jesse Winker_CIN","Kolten Wong_STL","Darrell Ceciliani_TOR","Manny Pina_MIL","Stephen Vogt_MIL","Domingo Leyba_ARI","Travis d'Arnaud_NYM","Chris Coghlan_TOR","Steve Selsky_BOS","Marco Hernandez_BOS","Anthony Alford_TOR","Rowdy Tellez_TOR","John Jaso_PIT","Michael Reed_MIL","Christian Walker_ARI","Ildemaro Vargas_ARI","Socrates Brito_ARI","Dawel Lugo_ARI","Miguel Montero_TOR","Jhonny Peralta_BOS","Jarrod Saltalamacchia_TOR","Pablo Sandoval_BOS","Sandy Leon_BOS","Deven Marrero_BOS","Dwight Smith_TOR","Andrew Susac_MIL","Brett Phillips_MIL","Jose Peraza_CIN","Rene Rivera_NYM","Amed Rosario_NYM","Darwin Barney_TOR","Christian Vazquez_BOS","Luke Maile_TOR","Josh Rutledge_BOS","Dalton Pompey_TOR","Sam Travis_BOS","Tzu-Wei Lin_BOS","Kevin Newman_PIT","Devin Mesoraco_CIN","Jose Martinez_STL","Wilmer Flores_NYM","Greg Garcia_STL","Brandon Nimmo_NYM","Harrison Bader_STL","Ian Parmley_TOR","Harold Ramirez_TOR","Richard Urena_TOR","David Freese_PIT","Danny Ortiz_PIT","Ryan Cordell_MIL","Magneuris Sierra_STL","Ryan Goins_TOR","Kirk Nieuwenhuis_MIL","Jett Bandy_MIL","Jacob Nottingham_MIL","Corey Ray_MIL","Phillip Ervin_CIN","Juan Lagares_NYM","Matt Reynolds_NYM","Gavin Cecchini_NYM","Elias Diaz_PIT","Phil Gosselin_PIT","Chris Bostick_PIT","Jeff Mathis_ARI","Patrick Kivlehan_CIN","Kevin Plawecki_NYM","Gift Ngoepe_PIT","Yadiel Rivera_MIL","Carson Kelly_STL","Mike Ohlman_TOR","Jacob Stallings_PIT","Eric Fryer_STL","Max Moroff_PIT","Nick Senzel_CIN","Luke Voit_STL","John Bormann_PIT","Tucker Barnhart_CIN","Stuart Turner_CIN","Chris Stewart_PIT","Chad Huffman_STL","Alex Mejia_STL"
86,0,0,0,0,0,80,0,39,0,0,0,0,63,0,0,0,0,0,74,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,72,0,0,0,0,38,0,0,0,0,6,37,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,86,0,0,0,0,0,0,0,0,75,0,0,0,0,0,68,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,23,42,36,0,0,0,0,0,0,0,44,0,25,0,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,87,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,42,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,79,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0
0,0,0,78,43,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,50,72,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,41,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,43,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,35,45,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,78,47,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,57,80,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,45,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,83,0,36,0,0,0,0,64,0,0,0,0,0,70,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,68,0,0,0,0,34,0,0,0,0,6,35,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,0,0,0,0,0,36,0,40,0,0,0,0,30,0,0,0,0,0,37,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,34,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,80,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,36,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,73,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,46,6,0,0,0
