"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,6500,73.9230769230769,48.05,"Edinson Volquez","MIA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,9,1,1,0,0,2,0
2,1,4100,107.317073170732,44,"Chris Taylor","LAD",NA,"2B/OF",6,3,1,4,2,4,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,2,3400,117.647058823529,40,"Ryon Healy","OAK",NA,"1B/3B",6,2,2,3,0,4,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,3,3500,105.714285714286,37,"Matt Adams","ATL",NA,"1B",5,2,2,5,0,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,4,2600,130.769230769231,34,"Mike Zunino","SEA",NA,"C",9,1,1,7,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,5,4300,76.7441860465116,33,"Travis Shaw","MIL",NA,"3B",4,1,1,4,1,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,2,7200,45.8333333333333,33,"Tyler Chatwood","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,0,0,1,4,1,0
8,6,3200,93.75,30,"Jed Lowrie","OAK",NA,"2B",3,1,1,4,0,5,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,8500,34.5294117647059,29.35,"David Price","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,0,0,1,3,1,0
10,7,2900,100,29,"Adam Lind","WAS",NA,"1B",5,2,1,3,0,3,0,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,8,2600,111.538461538462,29,"Alex Presley","DET",NA,"OF",8,3,1,1,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,9,4600,60.8695652173913,28,"Elvis Andrus","TEX",NA,"SS",2,2,0,3,1,4,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,10,3900,69.2307692307692,27,"Yonder Alonso","OAK",NA,"1B",5,3,1,2,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,3200,81.25,26,"Lorenzo Cain","KC",NA,"OF",3,2,1,3,0,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,12,3800,68.4210526315789,26,"Adonis Garcia","ATL",NA,"3B",6,1,0,0,2,6,3,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,13,4300,58.1395348837209,25,"Hanley Ramirez","BOS",NA,"1B",5,1,1,3,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,4,6600,36.3636363636364,24,"Jason Hammel","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,6.66666666666667,0,0,3,5,0,0
18,14,4400,54.5454545454545,24,"Carlos Beltran","HOU",NA,"OF",5,1,1,3,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,15,4500,53.3333333333333,24,"Nelson Cruz","SEA",NA,"OF",4,2,1,1,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,6900,34.6376811594203,23.9,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,0,3,3,0
21,16,4100,56.0975609756098,23,"Carlos Santana","CLE",NA,"1B",4,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,6,4900,46.6326530612245,22.85,"Sam Gaviglio","SEA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,5,0,0,1,4,0,0
23,7,4700,48.4042553191489,22.75,"Joe Biagini","TOR",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,7,0,0,1,4,1,0
24,17,3500,62.8571428571429,22,"Yasiel Puig","LAD",NA,"OF",8,0,0,2,2,4,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,18,3900,56.4102564102564,22,"Albert Pujols","LAA",NA,"1B",3,1,1,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
