"Ender Inciarte_ATL","Anthony Rizzo_CHC","Kris Bryant_CHC","Charlie Blackmon_COL","Nolan Arenado_COL","Freddie Freeman_ATL","Matt Kemp_ATL","Gerardo Parra_COL","DJ LeMahieu_COL","Javier Baez_CHC","Ian Desmond_COL","Mark Reynolds_COL","Ian Happ_CHC","Adonis Garcia_ATL","Trevor Story_COL","Kyle Schwarber_CHC","Tyler Flowers_ATL","Matt Adams_ATL","Cesar Hernandez_PHI","Carlos Gonzalez_COL","Jason Heyward_CHC","David Dahl_COL","Howie Kendrick_PHI","Freddy Galvis_PHI","Odubel Herrera_PHI","Willson Contreras_CHC","Ben Zobrist_CHC","Maikel Franco_PHI","Daniel Nava_PHI","Aaron Altherr_PHI","Andrew Knapp_PHI","Rhys Hoskins_PHI","Brandon Phillips_ATL","Jon Jay_CHC","Addison Russell_CHC","Tommy Joseph_PHI","Jace Peterson_ATL","Kurt Suzuki_ATL","Danny Santana_ATL","Dansby Swanson_ATL","Miguel Montero_CHC","Jeimer Candelario_CHC","Pat Valaika_COL","Nick Markakis_ATL","Alexi Amarista_COL","Stephen Cardullo_COL","Tony Wolters_COL","Raimel Tapia_COL","Albert Almora_CHC","Michael Saunders_PHI","Brock Stassi_PHI","Micah Johnson_ATL","Dustin Garneau_COL","Tommy La Stella_CHC","Tom Murphy_COL","Andres Blanco_PHI","Cameron Rupp_PHI","Rio Ruiz_ATL","Ryan Hanigan_COL","Ty Kelly_PHI","Cristhian Adames_COL","Anthony Recker_ATL","Eloy Jimenez_CHC","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL"
65.8619528619529,0,0,0,0,6.03949579831933,0.325757575757576,0,0,0,0,0,0,-9.24453781512605,0,0,13.5047348484848,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77959830866808,0,0,0,-3.66666666666667,26.3030303030303,137.238095238095,5.20135746606335,0,0,0,7.54716981132075,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.59340659340659,0,0,0,0,0,6,0,29.3333333333333
0,68.1981132075472,9.48734693877551,0,0,0,0,0,0,-0.756045519203414,0,0,9.05555555555556,0,0,7.57928118393235,0,0,0,0,26.5786585365854,0,0,0,0,20,4.54588394062078,0,0,0,0,0,0,21.5147058823529,3.52380952380952,0,0,0,0,0,8.71666666666667,55,0,0,0,0,0,0,-14.6645021645022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.48734693877551,75.6164705882353,0,0,0,0,0,0,9.1984126984127,0,0,14.25,0,0,5.85830429732869,0,0,0,0,12.184756097561,0,0,0,0,12.3941176470588,18.9694167852063,0,0,0,0,0,0,16.7352941176471,18.0034843205575,0,0,0,0,0,25.2833333333333,0,0,0,0,0,0,0,19.7157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,72.2503628447025,7.22247360482655,0,0,13.5862068965517,1.45795918367347,0,10.951566951567,15.1036077705828,0,0,7.57894736842105,0,0,0,0,9.58510638297872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1111111111111,0,23.5777777777778,5.4,21.6965517241379,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0.619047619047619,0,0,0,0,0,0,0
0,0,0,7.22247360482655,64.7197763801537,0,0,-1.6633064516129,2.20901960784314,0,29.5555555555556,9.87322695035461,0,0,8.03238866396761,0,0,0,0,0.398936170212766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.4888888888889,0,35.8909090909091,14.05,-0.632183908045977,0,0,0,0,0,-2.2,0,0,0,0,0,20.3392857142857,0,0,0,0,0,0,0
6.03949579831933,0,0,0,0,100.139495798319,10.4366666666667,0,0,0,0,0,0,6.87956989247312,0,0,4.62105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.0135467980296,0,0,0,-0.792397660818713,-4.91208791208791,0,24.1016042780749,0,0,0,-1.10168067226891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0
0.325757575757576,0,0,0,0,10.4366666666667,83.8131313131313,0,0,0,0,0,0,5.17166666666667,0,0,13.5978835978836,-18.7904761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.54010695187166,0,0,0,-8.68947368421053,2.09477124183007,-62.8095238095238,17.8310104529617,0,0,0,9.73150105708245,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.401098901098901,0,0,0,0,0,0,0,-80.6666666666667
0,0,0,13.5862068965517,-1.6633064516129,0,0,60.6088709677419,-6.6816091954023,0,-20.0681818181818,4.01538461538462,0,0,5.7,0,0,0,0,7.46461538461538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-1.38095238095238,0,1.94861660079051,0,0,0,0,0,-1.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.45795918367347,2.20901960784314,0,0,-6.6816091954023,44.0648567119155,0,4.61640211640212,5.57874396135266,0,0,3.67492492492492,0,0,0,0,9.12753623188406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0888888888889,0,54.6527777777778,2.5,-2.08990147783251,0,0,0,0,0,3.81904761904762,0,0,0,0,0,6.59523809523809,0,0,0,0,0,0,0
0,-0.756045519203414,9.1984126984127,0,0,0,0,0,0,87.8515519568151,0,0,-12.8030303030303,0,0,20.7528735632184,0,0,0,0,-5.58404558404558,0,0,0,0,-16.4988505747126,1.71833333333333,0,0,0,0,0,0,3.33333333333333,-13.4854497354497,0,0,0,0,0,10.4166666666667,-8.33333333333333,0,0,0,0,0,0,-10.0643274853801,0,0,0,0,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0
