Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,16389,Odell Beckham Jr,WR,NYG,WAS,15,59,97,2,25,22,27,46.30,51.4
2,11270,Dez Bryant,WR,DAL,PHI,15,69,84,0,10,9,10,38.40,42.6
3,15090,Johnathan Hankins,DT,NYG,WAS,15,50,71,0,0,0,0,0,40.6
4,14967,Le'Veon Bell,RB,PIT,ATL,15,59,100,34,12,42,46,28.90,40.5
5,7242,Drew Brees,QB,NO,CHI,15,68,100,4,0,57,57,30.20,40
6,9373,David Hawthorne,OLB,NO,CHI,15,52,87,0,0,0,0,0,36.2
7,4932,Eli Manning,QB,NYG,WAS,15,61,100,0,0,56,56,22,36.1
8,13124,DeMarco Murray,RB,DAL,PHI,15,57,70,54,2,56,56,21.40,35.8
9,732,Matt Ryan,QB,ATL,PIT,15,60,100,5,0,67,67,25.10,35.2
10,12247,Jason Pierre-Paul,DE,NYG,WAS,15,68,97,0,0,0,0,0,34.3
11,6739,Alex Smith,QB,KC,OAK,15,63,94,5,0,52,52,21.58,34.3
12,4122,William Gay,CB,PIT,ATL,15,58,97,0,0,0,0,0,32.8
13,4314,Tom Brady,QB,NE,MIA,15,60,92,5,0,63,63,20.28,32.1
14,11197,Demaryius Thomas,WR,DEN,SD,15,61,92,0,18,10,18,27.30,30
15,13749,Chandler Jones,OLB,NE,MIA,15,55,71,0,0,0,0,0,28.5
16,8529,Mike Wallace,WR,MIA,NE,15,58,74,2,12,10,14,24.40,28.3
17,14257,Robert Griffin III,QB,WAS,NYG,15,58,83,9,0,55,55,17.04,27.7
18,8355,Julian Edelman,WR,NE,MIA,15,57,88,2,18,14,19,22.40,27
19,6211,Harry Douglas,WR,ATL,PIT,15,50,83,0,28,20,28,26.10,26.2
20,10974,Rob Gronkowski,TE,NE,MIA,15,60,92,0,13,5,13,18.60,26
21,14534,Bobby Wagner,ILB,SEA,SF,15,58,100,0,0,0,0,0,25.9
22,7383,Terrell Suggs,OLB,BAL,JAX,15,58,85,0,0,0,0,0,25.5
23,12955,JJ Watt,DE,HOU,IND,15,65,96,0,0,0,0,0,25.2
24,3867,Tony Romo,QB,DAL,PHI,15,82,100,5,0,43,43,21.50,25
25,3807,Ben Roethlisberger,QB,PIT,ATL,15,59,100,3,0,63,63,17.20,24.1
26,5094,Marques Colston,WR,NO,CHI,15,52,77,0,14,10,14,17.50,24
27,14375,Lavonte David,OLB,TB,CAR,15,77,100,0,0,0,0,0,23.9
28,14187,Alshon Jeffery,WR,CHI,NO,15,60,100,0,15,7,15,17.80,23
29,8972,Jay Cutler,QB,CHI,NO,15,60,100,2,0,53,53,16.76,22.9
30,16497,Teddy Bridgewater,QB,MIN,DET,15,69,100,4,0,64,64,20.60,22.6
31,14008,Andrew Luck,QB,IND,HOU,15,68,100,12,0,62,62,16.28,22.5
32,11056,Antonio Brown,WR,PIT,ATL,15,55,93,0,18,18,18,25.30,22.4
33,5282,Josh McCown,QB,TB,CAR,15,55,100,4,0,55,55,15.26,22.3
34,12212,Kendrick Lewis,FS,HOU,IND,15,68,100,0,0,0,0,0,22.1
35,611,Joe Flacco,QB,BAL,JAX,15,62,100,7,0,55,55,13.64,22
36,4701,Aqib Talib,CB,DEN,SD,15,62,94,0,0,0,0,0,21.8
37,12083,Derek Anderson,QB,CAR,TB,15,77,100,7,0,58,58,16.48,21.4
38,7328,Peyton Manning,QB,DEN,SD,15,62,94,5,0,37,37,13.02,21
39,4104,Jerricho Cotchery,WR,CAR,TB,15,51,66,0,10,10,10,15.70,21
40,5467,Mario Williams,DE,BUF,GB,15,55,78,0,0,0,0,0,20.9
41,12742,Kelvin Sheppard,ILB,MIA,NE,15,65,100,0,0,0,0,0,20.8
