"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Clayton Kershaw",13500,"NYM@LAD 10:10PM ET",25.66,"LAD"
"SP","Noah Syndergaard",11900,"NYM@LAD 10:10PM ET",18.18,"NYM"
"SP","Jacob deGrom",10600,"NYM@LAD 10:10PM ET",19.29,"NYM"
"SP","Felix Hernandez",9800,"DET@SEA 10:10PM ET",11.52,"SEA"
"SP","Alex Wood",9100,"NYM@LAD 10:10PM ET",20.679,"LAD"
"SP","Rich Hill",8900,"NYM@LAD 10:10PM ET",12.267,"LAD"
"SP","Drew Smyly",8200,"DET@SEA 10:10PM ET",0,"SEA"
"SP","Julio Urias",8200,"NYM@LAD 10:10PM ET",4.74,"LAD"
"SP","Hisashi Iwakuma",8100,"DET@SEA 10:10PM ET",7.858,"SEA"
"SP","Justin Verlander",8000,"DET@SEA 10:10PM ET",14.657,"DET"
"SP","Michael Fulmer",8000,"DET@SEA 10:10PM ET",16.646,"DET"
"SP","James Paxton",7700,"DET@SEA 10:10PM ET",18.477,"SEA"
"SP","Daniel Norris",7600,"DET@SEA 10:10PM ET",13.408,"DET"
"SP","Kenta Maeda",7200,"NYM@LAD 10:10PM ET",14.65,"LAD"
"SP","Hyun-Jin Ryu",7100,"NYM@LAD 10:10PM ET",12.742,"LAD"
"SP","Zack Wheeler",7000,"NYM@LAD 10:10PM ET",10.204,"NYM"
"SP","Steven Matz",6900,"NYM@LAD 10:10PM ET",9.7,"NYM"
"SP","Marcos Molina",6700,"NYM@LAD 10:10PM ET",0,"NYM"
"SP","Scott Kazmir",6600,"NYM@LAD 10:10PM ET",0,"LAD"
"SP","Anibal Sanchez",6500,"DET@SEA 10:10PM ET",2.942,"DET"
"SP","Chase De Jong",6500,"DET@SEA 10:10PM ET",3.336,"SEA"
"SP","Yovani Gallardo",6400,"DET@SEA 10:10PM ET",8.446,"SEA"
"SP","Brandon McCarthy",6400,"NYM@LAD 10:10PM ET",15.8,"LAD"
"SP","Seth Lugo",6300,"NYM@LAD 10:10PM ET",18.975,"NYM"
"RP","Sam Gaviglio",6200,"DET@SEA 10:10PM ET",11.463,"SEA"
"SP","Matthew Boyd",6100,"DET@SEA 10:10PM ET",7.064,"DET"
"SP","Ariel Miranda",6100,"DET@SEA 10:10PM ET",13.375,"SEA"
"SP","Matt Harvey",6000,"NYM@LAD 10:10PM ET",9.804,"NYM"
"SP","Jordan Zimmermann",5900,"DET@SEA 10:10PM ET",10.346,"DET"
"RP","Buck Farmer",5800,"DET@SEA 10:10PM ET",12.688,"DET"
"SP","Robert Gsellman",5700,"NYM@LAD 10:10PM ET",6.234,"NYM"
"SP","Christian Bergman",5600,"DET@SEA 10:10PM ET",9.206,"SEA"
"SP","Tommy Milone",5600,"NYM@LAD 10:10PM ET",4.672,"NYM"
"1B/OF","Cody Bellinger",5600,"NYM@LAD 10:10PM ET",10.907,"LAD"
"SP","Rob Whalen",5500,"DET@SEA 10:10PM ET",1.95,"SEA"
"RP","Tyler Pill",5500,"NYM@LAD 10:10PM ET",6.22,"NYM"
"SS","Corey Seager",5000,"NYM@LAD 10:10PM ET",9.083,"LAD"
"RP","Joe Jimenez",4900,"DET@SEA 10:10PM ET",0.71,"DET"
"RP","Ryan Weber",4800,"DET@SEA 10:10PM ET",4.45,"SEA"
"OF","J.D. Martinez",4700,"DET@SEA 10:10PM ET",10,"DET"
"SP","Andrew Moore",4700,"DET@SEA 10:10PM ET",0,"SEA"
"SP","Rafael Montero",4600,"NYM@LAD 10:10PM ET",2.91,"NYM"
"RP","Francisco Rodriguez",4500,"DET@SEA 10:10PM ET",1.828,"DET"
"OF","Nelson Cruz",4500,"DET@SEA 10:10PM ET",8.592,"SEA"
"RP","Chad Bell",4500,"DET@SEA 10:10PM ET",6.779,"DET"
"RP","Justin Wilson",4500,"DET@SEA 10:10PM ET",3.983,"DET"
"RP","Blaine Hardy",4500,"DET@SEA 10:10PM ET",1.84,"DET"
"RP","Alex Wilson",4500,"DET@SEA 10:10PM ET",1.908,"DET"
"SP","Shane Greene",4500,"DET@SEA 10:10PM ET",3.163,"DET"
"RP","Bruce Rondon",4500,"DET@SEA 10:10PM ET",-3.733,"DET"
"RP","Kyle Ryan",4500,"DET@SEA 10:10PM ET",-0.606,"DET"
"SP","Casey Lawrence",4500,"DET@SEA 10:10PM ET",3.22,"SEA"
"RP","Warwick Saupold",4500,"DET@SEA 10:10PM ET",4.431,"DET"
"SP","Tyler Alexander",4500,"DET@SEA 10:10PM ET",0,"DET"
"SP","Walker Buehler",4500,"NYM@LAD 10:10PM ET",0,"LAD"
"2B","Ian Kinsler",4400,"DET@SEA 10:10PM ET",7.964,"DET"
"RP","Jerry Blevins",4400,"NYM@LAD 10:10PM ET",3.211,"NYM"
"3B","Justin Turner",4400,"NYM@LAD 10:10PM ET",9.06,"LAD"
