"Cody Bellinger_LAD","Corey Seager_LAD","JD Martinez_DET","Nelson Cruz_SEA","Ian Kinsler_DET","Justin Turner_LAD","Chris Taylor_LAD","Robinson Cano_SEA","Jean Segura_SEA","Ben Gamel_SEA","Jay Bruce_NYM","Joc Pederson_LAD","Yoenis Cespedes_NYM","Michael Conforto_NYM","Justin Upton_DET","Alex Avila_DET","Mitch Haniger_SEA","Yasiel Puig_LAD","Mike Zunino_SEA","Adrian Gonzalez_LAD","Jose Reyes_NYM","Jarrod Dyson_SEA","Kyle Seager_SEA","Curtis Granderson_NYM","Victor Martinez_DET","Miguel Cabrera_DET","David Wright_NYM","Asdrubal Cabrera_NYM","Neil Walker_NYM","Lucas Duda_NYM","Yasmani Grandal_LAD","Logan Forsythe_LAD","Peter O'Brien_LAD","Leonys Martin_SEA","Nicholas Castellanos_DET","Franklin Gutierrez_LAD","Taylor Motter_SEA","Chase Utley_LAD","Kike Hernandez_LAD","Danny Valencia_SEA","Trayce Thompson_LAD","Austin Barnes_LAD","Guillermo Heredia_SEA","Travis d'Arnaud_NYM","Andrew Toles_LAD","Willie Calhoun_LAD","Wilmer Flores_NYM","Rob Segedin_LAD","Amed Rosario_NYM","Alex Verdugo_LAD","Andrew Romine_DET","John Hicks_DET","Andre Ethier_LAD","Brandon Nimmo_NYM","Carlos Ruiz_SEA","Shawn O'Malley_SEA","Dixon Machado_DET","Jose Iglesias_DET","JaCoby Jones_DET","DJ Peterson_SEA","Mikie Mahtook_DET","Scott Van Slyke_LAD","TJ Rivera_NYM","Tyler Collins_DET","Boog Powell_SEA","Tyler Smith_SEA","Juan Lagares_NYM","Gavin Cecchini_NYM","Jim Adduci_DET","Tuffy Gosewisch_SEA","Matt Reynolds_NYM","Kevin Plawecki_NYM","Alex Presley_DET","Rene Rivera_NYM","James McCann_DET","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Mike Freeman_LAD","Brett Eibner_LAD"
99.5633865248227,29.5111111111111,0,0,0,8.98,8.78947368421053,0,0,0,0,-16.4,0,0,0,0,0,45.7461538461538,0,-4.06833333333333,0,0,0,0,0,0,0,0,0,0,-2.59919028340081,4.16666666666667,0,0,0,-0.25,0,3.15294117647059,0,0,0,16,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333
29.5111111111111,79.2061011904762,0,0,0,2.31282051282051,-17.2105263157895,0,0,0,0,22.0379310344828,0,0,0,0,0,17.4925324675325,0,3.24466571834993,0,0,0,0,0,0,0,0,0,0,29.1847058823529,23.8344827586207,0,0,0,1.56944444444444,0,8.64615384615385,0,0,0,7.99450549450549,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35
0,0,113.251893939394,0,23.9966666666667,0,0,0,0,0,0,0,0,0,33.0322580645161,17.5078947368421,0,0,0,0,0,0,0,0,33.5434782608696,33.3365591397849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16666666666667,54.3,0,0,0,0,39.6805555555556,13.756157635468,0,0,9.80909090909091,0,0,-52,0,0,0,0,0,0,0,0,-5.40909090909091,0,21.2,0,0,0,0
0,0,0,60.9774705581157,0,0,0,2.92089985486212,14.2094594594595,10.0903846153846,0,0,0,0,0,0,9.59259259259259,0,4.94331983805668,0,0,3.08525506638714,6.63617767387493,0,0,0,0,0,0,0,0,0,0,17.3653846153846,0,0,24.8128964059197,0,0,13.6197387518142,0,0,2.75897435897436,0,0,0,0,0,0,0,0,0,0,0,-3.16959064327485,0,0,0,0,0,0,0,0,0,0,43,0,0,0,-1.9,0,0,0,0,0,0,0,0,0
0,0,23.9966666666667,0,50.2832446808511,0,0,0,0,0,0,0,0,0,11.3984848484848,23.6957671957672,0,0,0,0,0,0,0,0,12.3903846153846,6.39264264264264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.95,-11.7333333333333,0,0,0,0,10.6666666666667,-7.12944523470839,-4.66666666666667,0,-15.7166666666667,0,0,13.0849802371542,0,0,0,0,31.8571428571429,0,0,0,-1,0,20.8783068783069,0,0,0,0
8.98,2.31282051282051,0,0,0,42.2768549280177,21.7785714285714,0,0,0,0,4.35692307692308,0,0,0,0,0,7.48245614035088,0,9.87619047619048,0,0,0,0,0,0,0,0,0,0,3.02520161290323,14.9,0,0,0,21.2142857142857,0,15.2547619047619,0,0,0,6.92727272727273,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
8.78947368421053,-17.2105263157895,0,0,0,21.7785714285714,86.3012181616833,0,0,0,0,14.0294117647059,0,0,0,0,0,12.9222222222222,0,3.66959064327485,0,0,0,0,0,0,0,0,0,0,-9.50907258064516,6.59191176470588,0,0,0,-8.85714285714286,0,-4.5968660968661,0,0,0,-2.33333333333333,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6
0,0,0,2.92089985486212,0,0,0,65.7364114552893,6.52258064516129,8.86666666666667,0,0,0,0,0,0,5.06349206349206,0,-20.2607973421927,0,0,4.48857142857143,12.476430976431,0,0,0,0,0,0,0,0,0,0,3.03205128205128,0,0,12.7072072072072,0,0,10.797619047619,0,0,9.71977240398293,0,0,0,0,0,0,0,0,0,0,0,30.0916666666667,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14.2094594594595,0,0,0,6.52258064516129,52.5378048780488,13.0781609195402,0,0,0,0,0,0,7.23611111111111,0,9.35714285714286,0,0,18.2680672268908,4.43117408906883,0,0,0,0,0,0,0,0,0,0,8.43333333333333,0,0,8.90476190476191,0,0,-3.10160427807487,0,0,11.2827586206897,0,0,0,0,0,0,0,0,0,0,0,2.43956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03333333333333,0,0,0,0,0,0,0,0,0
0,0,0,10.0903846153846,0,0,0,8.86666666666667,13.0781609195402,61.3357487922705,0,0,0,0,0,0,-2.30357142857143,0,-7.44,0,0,0.15587044534413,-4.12474747474747,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60537634408602,0,0,11.246963562753,0,0,2.02773109243697,0,0,0,0,0,0,0,0,0,0,0,11.3857142857143,0,0,0,0,0,0,0,0,0,0,17.3333333333333,0,0,0,15,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,86.4440559440559,0,-16.565,-9.88392857142857,0,0,0,0,0,0,2.0083857442348,0,0,-2.4989114658926,0,0,0,16.9122807017544,-10.7452830188679,-18.684756097561,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.825311942959,0,0,12.2285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.59523809523809,0,0,0,-19.3717948717949,54.1666666666667,0,0,-9.16666666666667,-18.4,0,2.68233618233618,0,0,0,0,0
-16.4,22.0379310344828,0,0,0,4.35692307692308,14.0294117647059,0,0,0,0,43.9586693548387,0,0,0,0,0,11.5931034482759,0,14.7820512820513,0,0,0,0,0,0,0,0,0,0,14.1894586894587,5.99358974358974,0,0,0,-2.5,0,-0.75,0,0,0,-6.3,0,0,-1.46363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-16.565,0,131.661538461538,5.09090909090909,0,0,0,0,0,0,-1.69565217391304,0,0,25.1583333333333,0,0,0,45.0490196078431,10.4736842105263,86.7833333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,113.591911764706,0,0,40.6089743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.7619047619048,0,0,0,9.25,-2.16666666666667,0,0,0,0,0,0.736111111111111,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-9.88392857142857,0,5.09090909090909,98.638431372549,0,0,0,0,0,0,-0.563414634146341,0,0,-12.0666666666667,0,0,0,2.73015873015873,3.3,8.45967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.48571428571429,0,0,4.65527065527066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5507246376812,0,0,0,-9.31818181818182,-26,0,0,2.83333333333333,-19.1666666666667,0,1.02461538461538,0,0,0,0,0
