"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Chris Sale",13200,"BOS@KC 08:15PM ET",29.346,"BOS","KC",31.97,22.2,33.7425,NA,33.75
"SP","Ervin Santana",10400,"CWS@MIN 08:10PM ET",20.454,"MIN","CWS",23.61,17.2,8.05,NA,8.05
"SP","Zack Greinke",8600,"ARI@COL 08:40PM ET",21.947,"ARI","COL",17.42,15.1,17.0925,NA,17.1
"SP","Jhoulys Chacin",7000,"SD@CHC 08:05PM ET",11.197,"SD","CHC",14.37,15.3,16.7,NA,16.7
"SP","Francisco Liriano",6700,"TOR@TEX 08:05PM ET",11.24,"TOR","TEX",17.61,13.3,1.1075,NA,1.1
"SP","German Marquez",6000,"ARI@COL 08:40PM ET",14.595,"COL","ARI",10.72,11.3,13.9,NA,13.3
"SP","Derek Holland",5600,"CWS@MIN 08:10PM ET",13.781,"CWS","MIN",12.74,12.1,-7.9925,NA,-8
"RP","Mike Montgomery",5500,"SD@CHC 08:05PM ET",5.508,"CHC","SD",14.17,16.2,18.5,NA,22.5
"RP","Matt Strahm",5000,"BOS@KC 08:15PM ET",3.96,"KC","BOS",NA,13.2,-0.0500000000000002,NA,NA
"SP","Nick Martinez",4800,"TOR@TEX 08:05PM ET",8.67,"TEX","TOR",10.17,8.3,17.2425,NA,17.25
