"Place_lo","Place_hi","Payout"
"1","1","1000000"
"2","2","200000"
"3","3","100000"
"4","4","50000"
"5","5","30000"
"6","6","20000"
"7","8","15000"
"9","10","10000"
"11","15","7500"
"16","25","5000"
"26","50","3500"
"51","75","2500"
"76","100","1500"
"101","150","1000"
"151","250","750"
"251","500","500"
"501","750","300"
"751","1250","200"
"1251","2000","150"
"2001","3555","125"
"3556","6000","100"
"6001","10500","80"
"10501","19000","60"
"19001","36500","40"
"36501","79306","30"
