"Place_lo","Place_hi","Payout"
"1","1","2500"
"2","2","1500"
"3","3","1000"
"4","4","800"
"5","5","600"
"6","6","500"
"7","8","400"
"9","10","300"
"11","15","250"
"16","25","200"
"26","45","150"
"46","70","100"
"71","100","75"
"101","135","60"
"136","207","50"
