"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,4000,97.5,39,"Elvis Andrus","TEX",NA,"SS",2,3,2,4,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1,7600,39.6710526315789,30.15,"Jordan Montgomery","NYY",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,0,0,1,5,1,0
3,2,12900,20.6589147286822,26.65,"Chris Sale","BOS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6.33333333333333,0,0,1,4,2,0
4,3,5000,48.1,24.05,"Ricky Nolasco","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6.33333333333333,0,0,0,5,2,0
5,2,4400,52.2727272727273,23,"Thomas Pham","STL",NA,"OF",1,3,0,1,1,3,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,3,3900,58.974358974359,23,"Adrian Beltre","TEX",NA,"3B",4,1,1,3,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,4,4200,54.7619047619048,23,"Jedd Gyorko","STL",NA,"3B",4,1,1,3,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,4,9800,23.1632653061224,22.7,"Gio Gonzalez","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,6,0,0,1,2,5,1
9,5,2700,81.4814814814815,22,"Roberto Perez","CLE",NA,"C",8,2,0,2,0,3,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,5,7200,30.4166666666667,21.9,"Michael Wacha","STL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,6,0,0,1,5,1,0
11,6,3700,56.7567567567568,21,"Randal Grichuk","STL",NA,"OF",2,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,7,3000,70,21,"Tim Anderson","CHW",NA,"SS",1,1,1,3,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
