"Place_lo","Place_hi","Payout"
"1","1","600"
"2","2","400"
"3","3","300"
"4","4","200"
"5","5","150"
"6","6","100"
"7","8","75"
"9","10","60"
"11","15","50"
"16","20","40"
"21","30","35"
"31","45","30"
"46","60","25"
"61","80","20"
"81","110","15"
"111","150","12"
"151","200","10"
"201","260","8"
"261","390","7"
"391","710","6"
"711","1353","5"
