"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","FreqInd","Projection_reg","Actual","Projection_reg_split"
"WR","Tavon Austin (7809829)","Tavon Austin",7809829,4200,"LA@NO 01:00PM ET","LA","Tavon","Austin","NO",9.88,11.6,2,0.213872832369942,1,10.6610846612244,15.5,10.6610846612244
"TE","Antonio Gates (7809961)","Antonio Gates",7809961,4200,"SD@Hou 01:00PM ET","SD","Antonio","Gates","Hou",12.96,10.2,4,0.152815013404826,1,11.2221902918967,0,11.2221902918967
"RB","Giovani Bernard (7809682)","Giovani Bernard",7809682,4100,"Cin@Bal 01:00PM ET","Cin","Giovani","Bernard","Bal",0,0,2,0.155313351498638,1,0,0,0
"WR","Dontrelle Inman (7809850)","Dontrelle Inman",7809850,4100,"SD@Hou 01:00PM ET","SD","Dontrelle","Inman","Hou",9.72,7.4,2,0.171581769436997,0,8.27896910549673,26.9,8.27896910549673
"WR","Quincy Enunwa (7809898)","Quincy Enunwa",7809898,4100,"NE@NYJ 04:25PM ET","NYJ","Quincy","Enunwa","NE",11.35,9.2,2,0.200573065902579,1,9.97518240831388,24.9,9.97518240831388
"WR","Kendall Wright (7809771)","Kendall Wright",7809771,4000,"Ten@Chi 01:00PM ET","Ten","Kendall","Wright","Chi",9.17,7.3,5,0.0953678474114441,0,7.986028612652,0,7.986028612652
"WR","Marqise Lee (7809787)","Marqise Lee",7809787,4000,"Jax@Buf 01:00PM ET","Jax","Marqise","Lee","Buf",11.35,9.2,3,0.152224824355972,1,9.97518240831388,13.9,9.97518240831388
"RB","Terrance West (7809683)","Terrance West",7809683,4000,"Cin@Bal 01:00PM ET","Bal","Terrance","West","Cin",10.52,10.2,7,0.0575539568345324,1,10.1669078267375,9.4,10.1669078267375
"WR","Tyler Boyd (7809802)","Tyler Boyd",7809802,4000,"Cin@Bal 01:00PM ET","Cin","Tyler","Boyd","Bal",13.85,13.2,4,0.136239782016349,0,13.2591922571012,11.2,13.2591922571012
"WR","John Brown (7809808)","John Brown",7809808,4000,"Ari@Atl 01:00PM ET","Ari","John","Brown","Atl",10.95,11.4,3,0.139479905437352,0,11.0137130810249,2.9,11.0137130810249
"RB","Shane Vereen (7809698)","Shane Vereen",7809698,4000,"NYG@Cle 01:00PM ET","NYG","Shane","Vereen","Cle",0,0,9,0.035264483627204,0,0,0,0
"RB","Benny Cunningham (7809710)","Benny Cunningham",7809710,4000,"LA@NO 01:00PM ET","LA","Benny","Cunningham","NO",4.89,8.1,6,0.0578034682080925,0,6.57551493345004,2.2,6.57551493345004
"RB","DuJuan Harris (7809716)","DuJuan Harris",7809716,4000,"SF@Mia 01:00PM ET","SF","DuJuan","Harris","Mia",4.53,7.1,9,0.0290322580645161,0,5.86912306685452,1.5,5.86912306685452
"RB","Kapri Bibbs (7809753)","Kapri Bibbs",7809753,4000,"KC@Den 08:30PM ET","Den","Kapri","Bibbs","KC",4.24,5.6,11,0.0114942528735632,0,4.9176584703587,2.2,4.9176584703587
"TE","Travis Kelce (7809984)","Travis Kelce",7809984,4000,"KC@Den 08:30PM ET","KC","Travis","Kelce","Den",11.2,11.3,1,0.191666666666667,1,11.0667668390521,21.1,11.0667668390521
"RB","Dion Lewis (7809764)","Dion Lewis",7809764,4000,"NE@NYJ 04:25PM ET","NE","Dion","Lewis","NYJ",8.22,5.9,9,0.0145348837209302,0,6.8041882045572,9.8,6.8041882045572
"WR","Allen Hurns (7809783)","Allen Hurns",7809783,3900,"Jax@Buf 01:00PM ET","Jax","Allen","Hurns","Buf",10.54,10.8,2,0.166276346604215,1,10.5059743552312,8.2,10.5059743552312
"RB","Jeremy Hill (7809685)","Jeremy Hill",7809685,3900,"Cin@Bal 01:00PM ET","Cin","Jeremy","Hill","Bal",14.21,10.6,7,0.0381471389645777,1,11.9830840903653,14.2,11.9830840903653
"RB","Isaiah Crowell (7809701)","Isaiah Crowell",7809701,3900,"NYG@Cle 01:00PM ET","Cle","Isaiah","Crowell","NYG",9.83,12.4,6,0.085,1,11.0800155835075,14.1,11.0800155835075
"RB","Paul Perkins (7809703)","Paul Perkins",7809703,3900,"NYG@Cle 01:00PM ET","NYG","Paul","Perkins","Cle",6.58,7.9,8,0.0403022670025189,0,7.19628889767623,6.3,7.19628889767623
"RB","Damien Williams (7809719)","Damien Williams",7809719,3900,"SF@Mia 01:00PM ET","Mia","Damien","Williams","SF",3.88,6.6,5,0.0598006644518272,0,5.31265551116954,3.8,5.31265551116954
"RB","Peyton Barber (7809739)","Peyton Barber",7809739,3900,"Sea@TB 04:05PM ET","TB","Peyton","Barber","Sea",2.62,3.4,11,0.0151898734177215,0,3.00549231419618,3,3.00549231419618
"RB","DeAndre Washington (7809746)","DeAndre Washington",7809746,3900,"Car@Oak 04:25PM ET","Oak","DeAndre","Washington","Car",4.08,4.6,7,0.041871921182266,0,4.29776516648115,0,4.29776516648115
"WR","Ted Ginn Jr. (7809872)","Ted Ginn",7809872,3900,"Car@Oak 04:25PM ET","Car","Ted","Ginn","Oak",0,9.1,3,0.141304347826087,0,5.01131952869892,25.8,5.01131952869892
"RB","Jeremy Langford (7809664)","Jeremy Langford",7809664,3800,"Ten@Chi 01:00PM ET","Chi","Jeremy","Langford","Ten",5.36,4.3,7,0.0532212885154062,0,4.68614763176519,0.5,4.68614763176519
"WR","Eddie Royal (7809768)","Eddie Royal",7809768,3800,"Ten@Chi 01:00PM ET","Chi","Eddie","Royal","Ten",10.23,10.4,4,0.123249299719888,1,10.1516238015371,0.4,10.1516238015371
"RB","Kenneth Dixon (7809686)","Kenneth Dixon",7809686,3800,"Cin@Bal 01:00PM ET","Bal","Kenneth","Dixon","Cin",8.31,10.5,10,0.0311750599520384,0,9.37630704481491,12,9.37630704481491
"RB","Cameron Artis-Payne (7809748)","Cameron Artis-Payne",7809748,3800,"Car@Oak 04:25PM ET","Car","Cameron","Artis-Payne","Oak",0,0,10,0.00271739130434783,0,0,0,0
"WR","Tajae Sharpe (7809777)","Tajae Sharpe",7809777,3700,"Ten@Chi 01:00PM ET","Ten","Tajae","Sharpe","Chi",10.16,9.2,1,0.198910081743869,0,9.46051596014197,3.1,9.46051596014197
"RB","Kenneth Farrow (7809730)","Kenneth Farrow",7809730,3700,"SD@Hou 01:00PM ET","SD","Kenneth","Farrow","Hou",1.24,2.1,11,0.00804289544235925,0,1.69274944162807,-0.3,1.69274944162807
"WR","Adam Humphries (7809869)","Adam Humphries",7809869,3700,"Sea@TB 04:05PM ET","TB","Adam","Humphries","Sea",8.23,9.3,2,0.169620253164557,1,8.68087427528391,3.1,8.68087427528391
"WR","Danny Amendola (7809896)","Danny Amendola",7809896,3700,"NE@NYJ 04:25PM ET","NE","Danny","Amendola","NYJ",6.35,6.6,6,0.0726744186046512,0,6.38091276073643,1.8,6.38091276073643
"WR","Percy Harvin (7809780)","Percy Harvin",7809780,3600,"Jax@Buf 01:00PM ET","Buf","Percy","Harvin","Jax",0,7.6,14,0.0132450331125828,0,4.18527784814415,0,4.18527784814415
"WR","Marquise Goodwin (7809782)","Marquise Goodwin",7809782,3600,"Jax@Buf 01:00PM ET","Buf","Marquise","Goodwin","Jax",10.34,10.1,3,0.135761589403974,0,10.033989674921,3.3,10.033989674921
"WR","Taylor Gabriel (7809814)","Taylor Gabriel",7809814,3600,"Ari@Atl 01:00PM ET","Atl","Taylor","Gabriel","Ari",5.83,5.6,5,0.0681818181818182,0,5.60532204396654,26.2,5.60532204396654
"RB","Duke Johnson Jr. (7809704)","Duke Johnson",7809704,3600,"NYG@Cle 01:00PM ET","Cle","Duke","Johnson","NYG",9.18,10.5,3,0.1525,0,9.75257579263806,7,9.75257579263806
"TE","Gary Barnidge (7809938)","Gary Barnidge",7809938,3600,"NYG@Cle 01:00PM ET","Cle","Gary","Barnidge","NYG",9.21,8.1,2,0.155,1,8.44388388815813,2.1,8.44388388815813
"WR","Brian Quick (7809828)","Brian Quick",7809828,3600,"LA@NO 01:00PM ET","LA","Brian","Quick","NO",9.31,7.3,4,0.135838150289017,1,8.04657760655457,1.3,8.04657760655457
"WR","Kenny Stills (7809841)","Kenny Stills",7809841,3600,"SF@Mia 01:00PM ET","Mia","Kenny","Stills","SF",8.95,7.2,3,0.149501661129568,0,7.83581074829192,16.2,7.83581074829192
"WR","Tyler Lockett (7809871)","Tyler Lockett",7809871,3600,"Sea@TB 04:05PM ET","Sea","Tyler","Lockett","TB",7.69,9.1,4,0.135646687697161,0,8.33718926520476,0.9,8.33718926520476
"RB","T.J. Yeldon (7809678)","T.J. Yeldon",7809678,3500,"Jax@Buf 01:00PM ET","Jax","T.J.","Yeldon","Buf",0,9.2,5,0.105386416861827,1,5.06638897406923,3,5.06638897406923
"RB","Andre Ellington (7809690)","Andre Ellington",7809690,3500,"Ari@Atl 01:00PM ET","Ari","Andre","Ellington","Atl",2.45,2.6,9,0.0212765957446809,0,2.49141297292336,3.9,2.49141297292336
"RB","Terron Ward (7809694)","Terron Ward",7809694,3500,"Ari@Atl 01:00PM ET","Atl","Terron","Ward","Ari",0,0,12,0.00568181818181818,0,0,0,0
"WR","Victor Cruz (7809815)","Victor Cruz",7809815,3500,"NYG@Cle 01:00PM ET","NYG","Victor","Cruz","Cle",8.44,8,3,0.115869017632242,0,8.05579497632364,4.7,8.05579497632364
"WR","Jeremy Kerley (7809840)","Jeremy Kerley",7809840,3500,"SF@Mia 01:00PM ET","SF","Jeremy","Kerley","Mia",8.38,9.3,1,0.245161290322581,1,8.74574819732238,4.4,8.74574819732238
"RB","Akeem Hunt (7809727)","Akeem Hunt",7809727,3500,"SD@Hou 01:00PM ET","Hou","Akeem","Hunt","SD",2.95,4.2,12,0.00546448087431694,0,3.58877050564336,1.9,3.58877050564336
"WR","Russell Shepard (7809864)","Russell Shepard",7809864,3500,"Sea@TB 04:05PM ET","TB","Russell","Shepard","Sea",6.1,4.1,6,0.0481012658227848,0,4.89605342308103,4.3,4.89605342308103
"WR","Devin Funchess (7809879)","Devin Funchess",7809879,3500,"Car@Oak 04:25PM ET","Car","Devin","Funchess","Oak",9.16,6.5,4,0.116847826086957,0,7.54114812155356,3.9,7.54114812155356
"RB","Reggie Bush (7809671)","Reggie Bush",7809671,3400,"Jax@Buf 01:00PM ET","Buf","Reggie","Bush","Jax",0,0,7,0.0397350993377483,0,0,0,0
"WR","Torrey Smith (7809839)","Torrey Smith",7809839,3400,"SF@Mia 01:00PM ET","SF","Torrey","Smith","Mia",5.4,7.2,3,0.125806451612903,0,6.300461260048,11.4,6.300461260048
"WR","Quinton Patton (7809844)","Quinton Patton",7809844,3300,"SF@Mia 01:00PM ET","SF","Quinton","Patton","Mia",8.93,9,2,0.17741935483871,0,8.81841090868584,2.2,8.81841090868584
"RB","Derek Watt (7809729)","Derek Watt",7809729,3300,"SD@Hou 01:00PM ET","SD","Derek","Watt","Hou",0,0,11,0.00804289544235925,0,0,0,0
"TE","C.J. Fiedorowicz (7809964)","C.J. Fiedorowicz",7809964,3300,"SD@Hou 01:00PM ET","Hou","C.J.","Fiedorowicz","SD",10.17,8.9,3,0.147540983606557,1,9.29963255216692,8.2,9.29963255216692
"RB","Jalen Richard (7809747)","Jalen Richard",7809747,3300,"Car@Oak 04:25PM ET","Oak","Jalen","Richard","Car",4.85,5.6,6,0.0665024630541872,1,5.1814790866485,2.3,5.1814790866485
"TE","Dennis Pitta (7809923)","Dennis Pitta",7809923,3200,"Cin@Bal 01:00PM ET","Bal","Dennis","Pitta","Cin",9.92,9.1,2,0.175059952038369,1,9.3016482395101,6.4,9.3016482395101
"RB","Shaun Draughn (7809715)","Shaun Draughn",7809715,3200,"SF@Mia 01:00PM ET","SF","Shaun","Draughn","Mia",4.3,0,7,0.0548387096774194,0,1.8597190984363,10.9,1.8597190984363
"WR","Albert Wilson (7809888)","Albert Wilson",7809888,3200,"KC@Den 08:30PM ET","KC","Albert","Wilson","Den",5.54,5.4,5,0.102777777777778,0,5.36976023728485,2.6,5.36976023728485
"WR","Breshad Perriman (7809800)","Breshad Perriman",7809800,3100,"Cin@Bal 01:00PM ET","Bal","Breshad","Perriman","Cin",5.88,6.1,4,0.100719424460432,0,5.90229391149762,8.4,5.90229391149762
"TE","Coby Fleener (7809947)","Coby Fleener",7809947,3100,"LA@NO 01:00PM ET","NO","Coby","Fleener","LA",9.87,7.3,4,0.127659574468085,1,8.28877358216488,9.9,8.28877358216488
"RB","Mike Davis (7809720)","Mike Davis",7809720,3100,"SF@Mia 01:00PM ET","SF","Mike","Davis","Mia",0,0,11,0.0161290322580645,0,0,0,0
"TE","Cameron Brate (7809974)","Cameron Brate",7809974,3100,"Sea@TB 04:05PM ET","TB","Cameron","Brate","Sea",8.24,9.3,3,0.139240506329114,1,8.68519920341981,8.9,8.68519920341981
"WR","Chris Conley (7809889)","Chris Conley",7809889,3100,"KC@Den 08:30PM ET","KC","Chris","Conley","Den",6.33,8.7,3,0.144444444444444,0,7.52872125724131,5.6,7.52872125724131
"RB","Jalston Fowler (7809663)","Jalston Fowler",7809663,3000,"Ten@Chi 01:00PM ET","Ten","Jalston","Fowler","Chi",0,0,12,0.00272479564032698,0,0,0,0
"RB","David Fluellen (7809665)","David Fluellen",7809665,3000,"Ten@Chi 01:00PM ET","Ten","David","Fluellen","Chi",0,0,0,0,0,0,0,0
"RB","Antonio Andrews (7809666)","Antonio Andrews",7809666,3000,"Ten@Chi 01:00PM ET","Ten","Antonio","Andrews","Chi",0,0,0,0,0,0,0,0
"RB","Ka'Deem Carey (7809667)","Ka'Deem Carey",7809667,3000,"Ten@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Ten",2.17,2.2,10,0.0140056022408964,0,2.15003720363694,2.8,2.15003720363694
"RB","Paul Lasike (7809668)","Paul Lasike",7809668,3000,"Ten@Chi 01:00PM ET","Chi","Paul","Lasike","Ten",0,0,13,0.00280112044817927,0,0,0,0
"WR","Harry Douglas (7809767)","Harry Douglas",7809767,3000,"Ten@Chi 01:00PM ET","Ten","Harry","Douglas","Chi",3.63,0,7,0.0326975476839237,0,1.56994891333111,8,1.56994891333111
"WR","Marc Mariani (7809769)","Marc Mariani",7809769,3000,"Ten@Chi 01:00PM ET","Ten","Marc","Mariani","Chi",0,0,0,0,0,0,0,0
"WR","Deonte Thompson (7809770)","Deonte Thompson",7809770,3000,"Ten@Chi 01:00PM ET","Chi","Deonte","Thompson","Ten",0,5,11,0.0112044817927171,0,2.75347226851589,15.4,2.75347226851589
"WR","Joshua Bellamy (7809772)","Joshua Bellamy",7809772,3000,"Ten@Chi 01:00PM ET","Chi","Joshua","Bellamy","Ten",0,0,0,0,0,0,0,0
"WR","Marquess Wilson (7809774)","Marquess Wilson",7809774,3000,"Ten@Chi 01:00PM ET","Chi","Marquess","Wilson","Ten",8.93,6.6,12,0.00840336134453781,0,7.49674421979821,29.5,7.49674421979821
"WR","Tre McBride (7809776)","Tre McBride",7809776,3000,"Ten@Chi 01:00PM ET","Ten","Tre","McBride","Chi",0,0,0,0,0,0,0,0
"TE","Zach Miller (7809907)","Zach Miller",7809907,3000,"Ten@Chi 01:00PM ET","Chi","Zach","Miller","Ten",0,0,2,0.179271708683473,1,0,0,0
"RB","Jerome Felton (7809672)","Jerome Felton",7809672,3000,"Jax@Buf 01:00PM ET","Buf","Jerome","Felton","Jax",0,0,12,0.0198675496688742,0,0,0,0
"RB","Denard Robinson (7809676)","Denard Robinson",7809676,3000,"Jax@Buf 01:00PM ET","Jax","Denard","Robinson","Buf",2.27,0,12,0.00702576112412178,0,0.981758686848929,3.9,0.981758686848929
"RB","Corey Grant (7809677)","Corey Grant",7809677,3000,"Jax@Buf 01:00PM ET","Jax","Corey","Grant","Buf",0,0,14,0.00234192037470726,0,0,0,0
"RB","Jonathan Williams (7809679)","Jonathan Williams",7809679,3000,"Jax@Buf 01:00PM ET","Buf","Jonathan","Williams","Jax",2.15,2.8,15,0.0033112582781457,0,2.47180401958705,1.2,2.47180401958705
"WR","Brandon Tate (7809778)","Brandon Tate",7809778,3000,"Jax@Buf 01:00PM ET","Buf","Brandon","Tate","Jax",6.23,0,10,0.0264900662251656,0,2.69443022866468,1.8,2.69443022866468
"WR","Bryan Walters (7809779)","Bryan Walters",7809779,3000,"Jax@Buf 01:00PM ET","Jax","Bryan","Walters","Buf",0,1.5,11,0.00936768149882904,0,0.826041680554766,0,0.826041680554766
"WR","Arrelious Benn (7809781)","Arrelious Benn",7809781,3000,"Jax@Buf 01:00PM ET","Jax","Arrelious","Benn","Buf",0,0,8,0.0210772833723653,0,0,0,0
"WR","Justin Hunter (7809784)","Justin Hunter",7809784,3000,"Jax@Buf 01:00PM ET","Buf","Justin","Hunter","Jax",4.91,2.7,6,0.0496688741721854,0,3.61041473972468,8.6,3.61041473972468
"WR","Walt Powell (7809785)","Walt Powell",7809785,3000,"Jax@Buf 01:00PM ET","Buf","Walt","Powell","Jax",0,0,5,0.0860927152317881,0,0,1.1,0
"WR","Rashad Greene Sr. (7809789)","Rashad Greene",7809789,3000,"Jax@Buf 01:00PM ET","Jax","Rashad","Greene","Buf",1.73,0,10,0.0163934426229508,0,0.748212567510418,0,0.748212567510418
"TE","Julius Thomas (7809918)","Julius Thomas",7809918,3000,"Jax@Buf 01:00PM ET","Jax","Julius","Thomas","Buf",0,0,4,0.126463700234192,1,0,0,0
"RB","Rex Burkhead (7809680)","Rex Burkhead",7809680,3000,"Cin@Bal 01:00PM ET","Cin","Rex","Burkhead","Bal",6.65,7.2,10,0.00817438692098093,0,6.84107727703529,6.8,6.84107727703529
"RB","Kyle Juszczyk (7809681)","Kyle Juszczyk",7809681,3000,"Cin@Bal 01:00PM ET","Bal","Kyle","Juszczyk","Cin",3.89,3.8,6,0.0815347721822542,0,3.77503596893654,4.8,3.77503596893654
"RB","Javorius Allen (7809684)","Javorius Allen",7809684,3000,"Cin@Bal 01:00PM ET","Bal","Javorius","Allen","Cin",0,0,11,0.0143884892086331,0,0,0,0
"RB","Lorenzo Taliaferro (7809687)","Lorenzo Taliaferro",7809687,3000,"Cin@Bal 01:00PM ET","Bal","Lorenzo","Taliaferro","Cin",0,0,13,0.00719424460431655,0,0,0,0
"WR","Devin Hester (7809792)","Devin Hester",7809792,3000,"Cin@Bal 01:00PM ET","Bal","Devin","Hester","Cin",0,0,0,0,0,0,0,0
"WR","Kamar Aiken (7809795)","Kamar Aiken",7809795,3000,"Cin@Bal 01:00PM ET","Bal","Kamar","Aiken","Cin",4.89,5,5,0.0911270983213429,0,4.86836212697019,5,4.86836212697019
"WR","James Wright (7809797)","James Wright",7809797,3000,"Cin@Bal 01:00PM ET","Cin","James","Wright","Bal",4.84,6.1,9,0.0272479564032698,0,5.45250138536419,5.3,5.45250138536419
"WR","Chris Moore (7809798)","Chris Moore",7809798,3000,"Cin@Bal 01:00PM ET","Bal","Chris","Moore","Cin",0,0,8,0.0335731414868106,0,0,0,0
"WR","Alex Erickson (7809799)","Alex Erickson",7809799,3000,"Cin@Bal 01:00PM ET","Cin","Alex","Erickson","Bal",0,1.2,10,0.00817438692098093,0,0.660833344443813,1.7,0.660833344443813
"WR","Cody Core (7809801)","Cody Core",7809801,3000,"Cin@Bal 01:00PM ET","Cin","Cody","Core","Bal",0,0,0,0,0,0,0,0
"RB","Stevan Ridley (7809688)","Stevan Ridley",7809688,3000,"Ari@Atl 01:00PM ET","Atl","Stevan","Ridley","Ari",0,0,0,0,0,0,0,0
"RB","Patrick DiMarco (7809689)","Patrick DiMarco",7809689,3000,"Ari@Atl 01:00PM ET","Atl","Patrick","DiMarco","Ari",0,0,11,0.0198863636363636,0,0,0,0
"RB","Stepfan Taylor (7809691)","Stepfan Taylor",7809691,3000,"Ari@Atl 01:00PM ET","Ari","Stepfan","Taylor","Atl",0,0,0,0,0,0,0,0
"RB","Kerwynn Williams (7809692)","Kerwynn Williams",7809692,3000,"Ari@Atl 01:00PM ET","Ari","Kerwynn","Williams","Atl",0,0,0,0,0,0,0,0
"WR","Eric Weems (7809803)","Eric Weems",7809803,3000,"Ari@Atl 01:00PM ET","Atl","Eric","Weems","Ari",0,0,0,0,0,0,0,0
"WR","Aldrick Robinson (7809805)","Aldrick Robinson",7809805,3000,"Ari@Atl 01:00PM ET","Atl","Aldrick","Robinson","Ari",0,1.2,8,0.0454545454545455,0,0.660833344443813,0,0.660833344443813
"WR","Justin Hardy (7809810)","Justin Hardy",7809810,3000,"Ari@Atl 01:00PM ET","Atl","Justin","Hardy","Ari",4.02,1.6,9,0.0369318181818182,0,2.61973223655623,7.7,2.61973223655623
"WR","Brittan Golden (7809812)","Brittan Golden",7809812,3000,"Ari@Atl 01:00PM ET","Ari","Brittan","Golden","Atl",0,0,11,0.00709219858156028,0,0,0.9,0
"WR","Chris Hubert (7809813)","Chris Hubert",7809813,3000,"Ari@Atl 01:00PM ET","Ari","Chris","Hubert","Atl",0,0,0,0,0,0,0,0
"RB","Bobby Rainey (7809699)","Bobby Rainey",7809699,3000,"NYG@Cle 01:00PM ET","NYG","Bobby","Rainey","Cle",0,1.1,6,0.0554156171284635,0,0.605763899073495,-1,0.605763899073495
"RB","Orleans Darkwa (7809700)","Orleans Darkwa",7809700,3000,"NYG@Cle 01:00PM ET","NYG","Orleans","Darkwa","Cle",0,0,12,0.0100755667506297,0,0,0,0
"RB","George Atkinson III (7809702)","George Atkinson III",7809702,3000,"NYG@Cle 01:00PM ET","Cle","George","Atkinson III","NYG",0,0,0,0,0,0,0,0
"WR","Andrew Hawkins (7809816)","Andrew Hawkins",7809816,3000,"NYG@Cle 01:00PM ET","Cle","Andrew","Hawkins","NYG",5.94,5.8,4,0.1075,0,5.76303514420206,0,5.76303514420206
"WR","Dwayne Harris (7809817)","Dwayne Harris",7809817,3000,"NYG@Cle 01:00PM ET","NYG","Dwayne","Harris","Cle",1.53,0,14,0.00251889168765743,0,0.66171400479245,8.3,0.66171400479245
"WR","Tavarres King (7809818)","Tavarres King",7809818,3000,"NYG@Cle 01:00PM ET","NYG","Tavarres","King","Cle",0,0,13,0.00755667506297229,0,0,0,0
"WR","Jordan Payton (7809821)","Jordan Payton",7809821,3000,"NYG@Cle 01:00PM ET","Cle","Jordan","Payton","NYG",0,0,11,0.0075,0,0,0,0
"WR","Ricardo Louis (7809823)","Ricardo Louis",7809823,3000,"NYG@Cle 01:00PM ET","Cle","Ricardo","Louis","NYG",4.1,1.1,7,0.0825,0,2.37898443479183,0,2.37898443479183
"WR","Rashard Higgins (7809825)","Rashard Higgins",7809825,3000,"NYG@Cle 01:00PM ET","Cle","Rashard","Higgins","NYG",1.81,0,8,0.02,0,0.782811992597604,5.4,0.782811992597604
"WR","Roger Lewis (7809826)","Roger Lewis",7809826,3000,"NYG@Cle 01:00PM ET","NYG","Roger","Lewis","Cle",3.05,1.1,10,0.0302267002518892,0,1.9248669805225,2.8,1.9248669805225
"TE","Will Tye (7809940)","Will Tye",7809940,3000,"NYG@Cle 01:00PM ET","NYG","Will","Tye","Cle",8.12,6.4,4,0.110831234256927,1,7.03628615004981,3.2,7.03628615004981
"RB","John Kuhn (7809706)","John Kuhn",7809706,3000,"LA@NO 01:00PM ET","NO","John","Kuhn","LA",0,2.1,9,0.0307328605200946,0,1.15645835277667,1.7,1.15645835277667
"RB","Chase Reynolds (7809707)","Chase Reynolds",7809707,3000,"LA@NO 01:00PM ET","LA","Chase","Reynolds","NO",0,0,0,0,0,0,0,0
"RB","Travaris Cadet (7809708)","Travaris Cadet",7809708,3000,"LA@NO 01:00PM ET","NO","Travaris","Cadet","LA",0,1.1,5,0.0803782505910166,0,0.605763899073495,0,0.605763899073495
"RB","Marcus Murphy (7809711)","Marcus Murphy",7809711,3000,"LA@NO 01:00PM ET","NO","Marcus","Murphy","LA",0,0,13,0.00236406619385343,0,0,0,0
"RB","Malcolm Brown (7809712)","Malcolm Brown",7809712,3000,"LA@NO 01:00PM ET","LA","Malcolm","Brown","NO",0,0,10,0.00578034682080925,0,0,0.9,0
"RB","Daniel Lasco (7809713)","Daniel Lasco",7809713,3000,"LA@NO 01:00PM ET","NO","Daniel","Lasco","LA",0,0,12,0.00945626477541371,0,0,0,0
"WR","Brandon Coleman (7809830)","Brandon Coleman",7809830,3000,"LA@NO 01:00PM ET","NO","Brandon","Coleman","LA",5.42,1.3,7,0.0567375886524823,0,3.06001383947105,7.3,3.06001383947105
"WR","Bradley Marquez (7809832)","Bradley Marquez",7809832,3000,"LA@NO 01:00PM ET","LA","Bradley","Marquez","NO",2.18,0,8,0.0144508670520231,0,0.942834333625844,2.2,0.942834333625844
"WR","Tommylee Lewis (7809834)","Tommylee Lewis",7809834,3000,"LA@NO 01:00PM ET","NO","Tommylee","Lewis","LA",0,0,11,0.0212765957446809,0,0,0.7,0
"WR","Pharoh Cooper (7809836)","Pharoh Cooper",7809836,3000,"LA@NO 01:00PM ET","LA","Pharoh","Cooper","NO",0,1.7,9,0.00867052023121387,0,0.936180571295402,0,0.936180571295402
"WR","Jake Lampman (7809837)","Jake Lampman",7809837,3000,"LA@NO 01:00PM ET","NO","Jake","Lampman","LA",0,0,0,0,0,0,0,0
"WR","Mike Thomas (7809838)","Mike Thomas",7809838,3000,"LA@NO 01:00PM ET","LA","Mike","Thomas","NO",0,0,10,0.00578034682080925,0,0,0,0
"TE","Lance Kendricks (7809946)","Lance Kendricks",7809946,3000,"LA@NO 01:00PM ET","LA","Lance","Kendricks","NO",9.36,9.4,3,0.182080924855491,1,9.22466060001074,15.1,9.22466060001074
"RB","Kenyan Drake (7809721)","Kenyan Drake",7809721,3000,"SF@Mia 01:00PM ET","Mia","Kenyan","Drake","SF",1.47,2.5,11,0.026578073089701,0,2.012500570235,0.9,2.012500570235
"WR","Rod Streater (7809842)","Rod Streater",7809842,3000,"SF@Mia 01:00PM ET","SF","Rod","Streater","Mia",2.28,2.6,8,0.032258064516129,0,2.41788919461309,8.6,2.41788919461309
"WR","Jakeem Grant (7809846)","Jakeem Grant",7809846,3000,"SF@Mia 01:00PM ET","Mia","Jakeem","Grant","SF",0,0,13,0.00332225913621262,0,0,0,0
"WR","Chris Harper (7809847)","Chris Harper",7809847,3000,"SF@Mia 01:00PM ET","SF","Chris","Harper","Mia",0,0,13,0.00967741935483871,0,0,5.2,0
"WR","Aaron Burbridge (7809848)","Aaron Burbridge",7809848,3000,"SF@Mia 01:00PM ET","SF","Aaron","Burbridge","Mia",0,1.5,10,0.0258064516129032,0,0.826041680554766,0,0.826041680554766
"WR","Leonte Carroo (7809849)","Leonte Carroo",7809849,3000,"SF@Mia 01:00PM ET","Mia","Leonte","Carroo","SF",1.03,0,12,0.00996677740863787,0,0.445467597997532,8.5,0.445467597997532
"TE","Vance McDonald (7809955)","Vance McDonald",7809955,3000,"SF@Mia 01:00PM ET","SF","Vance","McDonald","Mia",10.24,5.9,4,0.103225806451613,1,7.67782368800867,10,7.67782368800867
"RB","Jonathan Grimes (7809722)","Jonathan Grimes",7809722,3000,"SD@Hou 01:00PM ET","Hou","Jonathan","Grimes","SD",0,0,9,0.0191256830601093,0,0,1.4,0
"RB","Jay Prosch (7809725)","Jay Prosch",7809725,3000,"SD@Hou 01:00PM ET","Hou","Jay","Prosch","SD",0,0,14,0.00273224043715847,0,0,0,0
"RB","Tyler Ervin (7809726)","Tyler Ervin",7809726,3000,"SD@Hou 01:00PM ET","Hou","Tyler","Ervin","SD",0,0,10,0.0136612021857923,0,0,0,0
"WR","Griff Whalen (7809851)","Griff Whalen",7809851,3000,"SD@Hou 01:00PM ET","SD","Griff","Whalen","Hou",1.5,2,10,0.0134048257372654,0,1.75012812779111,0,1.75012812779111
