"Charlie Blackmon_COL","Joey Votto_CIN","Nolan Arenado_COL","Adam Duvall_CIN","Ian Desmond_COL","Anthony Rizzo_CHC","Mark Reynolds_COL","Zack Cozart_CIN","Scooter Gennett_CIN","David Dahl_COL","Travis Shaw_MIL","Ryan Braun_MIL","Eric Thames_MIL","Billy Hamilton_CIN","Carlos Gonzalez_COL","Gerardo Parra_COL","Raimel Tapia_COL","Kris Bryant_CHC","DJ LeMahieu_COL","Eugenio Suarez_CIN","Arismendy Alcantara_CIN","Domingo Santana_MIL","Orlando Arcia_MIL","Ian Happ_CHC","Scott Schebler_CIN","Manny Pina_MIL","Willson Contreras_CHC","Trevor Story_COL","Jesse Winker_CIN","Stephen Vogt_MIL","Devin Mesoraco_CIN","Jose Peraza_CIN","Jonathan Villar_MIL","Jason Heyward_CHC","Phillip Ervin_CIN","Pat Valaika_COL","Eric Sogard_MIL","Hernan Perez_MIL","Kyle Schwarber_CHC","Dustin Garneau_COL","Tom Murphy_COL","Jesus Aguilar_MIL","Ben Zobrist_CHC","Jon Jay_CHC","Tucker Barnhart_CIN","Stephen Cardullo_COL","Mike Tauchman_COL","Alexi Amarista_COL","Javier Baez_CHC","Lewis Brinson_MIL","Cristhian Adames_COL","Patrick Kivlehan_CIN","Jordan Patterson_COL","Addison Russell_CHC","Keon Broxton_MIL","Jeimer Candelario_CHC","Brett Phillips_MIL","Mark Zagunis_CHC","Ryan Hanigan_COL","Tony Wolters_COL","Michael Reed_MIL","Nick Senzel_CIN","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Tommy La Stella_CHC","Ryan Cordell_MIL","Albert Almora_CHC","Jacob Nottingham_MIL","Stuart Turner_CIN","Jett Bandy_MIL","Corey Ray_MIL","Victor Caratini_CHC","Eloy Jimenez_CHC"
71.2287719298246,0,10.7465753424658,0,8.50724637681159,0,16.5669446883231,0,0,0,0,0,0,0,6.61581920903955,0,0,0,9.6191389599318,0,0,0,0,0,0,0,0,1.89534180278282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0151515151515,0,0,0,0,0,0,0,0,0,0,0,0,0
0,56.1473547549497,0,2.74295774647887,0,0,0,6.79631794272355,-10.273826458037,0,0,0,0,-7.57464788732394,0,0,0,0,0,-2.69025875190259,0,0,0,0,-0.539906103286385,0,0,0,0,0,0,7.8215291750503,0,0,0,0,0,0,0,0,0,0,0,0,1.29509713228492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.7465753424658,0,67.3677375256323,0,20.7548566142461,0,10.0882352941176,0,0,0,0,0,0,0,1.46101694915254,0,0,0,10.9507246376812,0,0,0,0,0,0,0,0,10.4839685420448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.55505050505051,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.74295774647887,0,70.4771126760563,0,0,0,-19.494557329463,8.17741935483871,0,0,0,0,12.2257211538462,0,0,0,0,0,10.6344988344988,0,0,0,0,1.45874125874126,0,0,0,0,0,0,7.93700396825397,0,0,0,0,0,0,0,0,0,0,0,0,-0.424390243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.50724637681159,0,20.7548566142461,0,53.4489795918367,0,3.85191637630662,0,0,0,0,0,0,0,4.60336134453781,0,0,0,7.94449583718779,0,0,0,0,0,0,0,0,1.57575757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.80153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,63.3464912280702,0,0,0,0,0,0,0,0,0,0,0,13.4469309462916,0,0,0,0,0,23.2176386913229,0,0,21.2962962962963,0,0,0,0,0,0,25.8273469387755,0,0,0,0,8.15686274509804,0,0,0,2.6231884057971,0,0,0,0,0,3.76623376623377,0,0,0,0,6.37146892655367,0,0,0,0,0,0,0,0,0,0,0,0,-2.34285714285714,0,0,0,0,0,0
16.5669446883231,0,10.0882352941176,0,3.85191637630662,0,72.1798792756539,0,0,0,0,0,0,0,12.4734451432565,0,0,0,6.55555555555556,0,0,0,0,0,0,0,0,0.722222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1189024390244,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.79631794272355,0,-19.494557329463,0,0,0,72.7066043249562,3.5,0,0,0,0,12.3333333333333,0,0,0,0,0,5.77777777777778,0,0,0,0,0.342525399129173,0,0,0,0,0,0,4.19758672699849,0,0,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10.273826458037,0,8.17741935483871,0,0,0,3.5,157.26386913229,0,0,0,0,2.8195564516129,0,0,0,0,0,32.4969758064516,0,0,0,0,-7.41666666666667,0,0,0,0,0,0,-9.1494623655914,0,0,0,0,0,0,0,0,0,0,0,0,-22.5652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
