P,P,C,1B,2B,3B,SS,OF,OF,OF
Clayton Kershaw,Jacob Faria,Caleb Joseph,Anthony Rizzo,Rougned Odor,Manny Machado,Carlos Correa,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Ty Blach,Cameron Rupp,Trey Mancini,Jose Altuve,Manny Machado,Trea Turner,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Tyler Chatwood,Caleb Joseph,Jose Abreu,Jose Altuve,Manny Machado,JJ Hardy,Mookie Betts,Adam Jones,Joey Rickard
Clayton Kershaw,Zack Wheeler,Omar Narvaez,Trey Mancini,Jonathan Schoop,Manny Machado,Corey Seager,Mookie Betts,Adam Jones,Mark Trumbo
Clayton Kershaw,Clayton Richard,Caleb Joseph,Mitch Moreland,Dustin Pedroia,Manny Machado,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Mark Trumbo
Clayton Kershaw,Jharel Cotton,Caleb Joseph,Danny Valencia,Robinson Cano,Kyle Seager,Corey Seager,Nelson Cruz,Mitch Haniger,Mark Trumbo
David Price,Jon Lester,Caleb Joseph,Jose Abreu,Brian Dozier,Manny Machado,Trea Turner,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jacob Faria,Cameron Rupp,Tommy Joseph,Brian Dozier,Maikel Franco,Trea Turner,Mookie Betts,Howie Kendrick,Michael Saunders
Clayton Kershaw,Clayton Richard,Cameron Rupp,Trey Mancini,Robinson Cano,Kyle Seager,Trea Turner,Nelson Cruz,Mitch Haniger,Ben Gamel
Clayton Kershaw,Jacob Faria,Caleb Joseph,Joe Mauer,Brian Dozier,Manny Machado,Jorge Polanco,Mookie Betts,Robbie Grossman,Eddie Rosario
Clayton Kershaw,Clayton Richard,Caleb Joseph,Marwin Gonzalez,Jose Altuve,Manny Machado,Carlos Correa,George Springer,Mark Trumbo,Norichika Aoki
Clayton Kershaw,Jacob Faria,Cameron Rupp,Anthony Rizzo,Ian Happ,Kris Bryant,Addison Russell,Mookie Betts,Mark Trumbo,Jason Heyward
David Price,Jacob Faria,Josh Phegley,Trey Mancini,Jonathan Schoop,Manny Machado,Trea Turner,Bryce Harper,Adam Jones,Mark Trumbo
Zack Greinke,CC Sabathia,Caleb Joseph,Hanley Ramirez,Jose Altuve,Manny Machado,Corey Seager,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jacob Faria,Cameron Rupp,Trey Mancini,Rougned Odor,Joey Gallo,Trea Turner,Shin-Soo Choo,Delino DeShields,Jurickson Profar
Clayton Kershaw,Jacob Faria,Cameron Rupp,Chase Utley,Rougned Odor,Justin Turner,Corey Seager,Joc Pederson,Yasiel Puig,Mark Trumbo
Clayton Kershaw,Clayton Richard,Cameron Rupp,Ryan Zimmerman,Daniel Murphy,Manny Machado,Trea Turner,Bryce Harper,Mark Trumbo,Ryan Raburn
Jon Lester,Jacob Faria,Cameron Rupp,Danny Valencia,Robinson Cano,Kyle Seager,Carlos Correa,Nelson Cruz,Mookie Betts,Mitch Haniger
Clayton Kershaw,Jon Lester,Cameron Rupp,Anthony Rizzo,Jose Altuve,Maikel Franco,Freddy Galvis,Mookie Betts,Odubel Herrera,Michael Saunders
Zack Greinke,Tyler Chatwood,Josh Phegley,Trey Mancini,Brian Dozier,Manny Machado,Carlos Correa,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jacob Faria,Derek Norris,Trey Mancini,Taylor Featherston,Evan Longoria,Carlos Correa,Mookie Betts,Corey Dickerson,Mallex Smith
Clayton Kershaw,Ty Blach,Caleb Joseph,Chase Utley,Logan Forsythe,Manny Machado,Corey Seager,Mookie Betts,Joc Pederson,Yasiel Puig
David Price,Jacob Faria,Josh Phegley,Mitch Moreland,Dustin Pedroia,Joey Gallo,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Mitch Haniger
Clayton Kershaw,Ty Blach,Cameron Rupp,Kendrys Morales,Jose Altuve,Josh Donaldson,Ryan Goins,Mookie Betts,Jose Bautista,Kevin Pillar
Jon Lester,CC Sabathia,Cameron Rupp,Trey Mancini,Jonathan Schoop,Manny Machado,Carlos Correa,George Springer,Adam Jones,Mark Trumbo
Clayton Kershaw,Ty Blach,Cameron Rupp,Joe Mauer,Brian Dozier,Joey Gallo,Trea Turner,Robbie Grossman,Max Kepler,Eddie Rosario
David Price,CC Sabathia,Caleb Joseph,Anthony Rizzo,Robinson Cano,Manny Machado,JJ Hardy,Bryce Harper,Adam Jones,Joey Rickard
David Price,Jacob Faria,Caleb Joseph,Anthony Rizzo,Robinson Cano,Kyle Seager,Xander Bogaerts,Nelson Cruz,Mitch Haniger,Ben Gamel
Zack Greinke,Jacob Faria,Caleb Joseph,Paul Goldschmidt,Brian Dozier,Manny Machado,JJ Hardy,Mitch Haniger,Adam Jones,Joey Rickard
Clayton Kershaw,David Price,Caleb Joseph,Hanley Ramirez,Ian Happ,Kris Bryant,Addison Russell,Mitch Haniger,Kyle Schwarber,Jason Heyward
Clayton Kershaw,Jacob Faria,Cameron Rupp,Matt Adams,Brandon Phillips,Manny Machado,Carlos Correa,Matt Kemp,Ender Inciarte,Nick Markakis
Clayton Kershaw,Zack Greinke,Cameron Rupp,Tommy Joseph,Robinson Cano,Maikel Franco,Freddy Galvis,Adam Jones,Mark Trumbo,Michael Saunders
Clayton Kershaw,Jacob Faria,Cameron Rupp,Paul Goldschmidt,Brian Dozier,Manny Machado,Freddy Galvis,Odubel Herrera,Daniel Nava,Michael Saunders
David Price,Zack Wheeler,Josh Phegley,Danny Valencia,Robinson Cano,Kyle Seager,Trea Turner,Nelson Cruz,Mitch Haniger,Adam Jones
Clayton Kershaw,Ty Blach,Cameron Rupp,Danny Valencia,Robinson Cano,Kyle Seager,JJ Hardy,Nelson Cruz,Jarrod Dyson,Adam Jones
Clayton Kershaw,Jon Lester,Caleb Joseph,Anthony Rizzo,Ian Happ,Kris Bryant,Corey Seager,Mallex Smith,Jason Heyward,Albert Almora
Clayton Kershaw,Tyler Chatwood,Caleb Joseph,Logan Morrison,Taylor Featherston,Evan Longoria,Trea Turner,Corey Dickerson,Mallex Smith,Mark Trumbo
Jon Lester,CC Sabathia,Cameron Rupp,Mitch Moreland,Dustin Pedroia,Kyle Seager,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Mallex Smith
Clayton Kershaw,Jon Lester,Caleb Joseph,Tommy Joseph,Jose Altuve,Maikel Franco,Carlos Correa,Howie Kendrick,Aaron Altherr,Michael Saunders
Clayton Kershaw,Jacob Faria,Cameron Rupp,Marwin Gonzalez,Jose Altuve,Alex Bregman,Alcides Escobar,George Springer,Mitch Haniger,Norichika Aoki
Clayton Kershaw,Ty Blach,Cameron Rupp,Logan Morrison,Rougned Odor,Evan Longoria,Corey Seager,Corey Dickerson,Steven Souza,Mallex Smith
Clayton Kershaw,Zack Wheeler,Caleb Joseph,Hanley Ramirez,Jose Altuve,Joey Gallo,Elvis Andrus,Shin-Soo Choo,Delino DeShields,Jurickson Profar
David Price,Jason Vargas,Martin Maldonado,Trey Mancini,Robinson Cano,Manny Machado,Corey Seager,Adam Jones,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jacob Faria,Caleb Joseph,Trey Mancini,Wilmer Flores,Adrian Beltre,Elvis Andrus,Shin-Soo Choo,Nomar Mazara,Delino DeShields
Clayton Kershaw,Ty Blach,Cameron Rupp,Jose Abreu,Yolmer Sanchez,Todd Frazier,Corey Seager,Avisail Garcia,Melky Cabrera,Mark Trumbo
CC Sabathia,Tyler Chatwood,Caleb Joseph,Danny Valencia,Robinson Cano,Kyle Seager,Trea Turner,Nelson Cruz,Mookie Betts,Jarrod Dyson
Jon Lester,Tyler Chatwood,Cameron Rupp,Marwin Gonzalez,Jose Altuve,Kyle Seager,Carlos Correa,George Springer,Mookie Betts,Norichika Aoki
Clayton Kershaw,Jacob Faria,Cameron Rupp,Josh Bell,Josh Harrison,David Freese,Corey Seager,Adam Frazier,Mark Trumbo,Gregory Polanco
Clayton Kershaw,Ty Blach,Caleb Joseph,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,JJ Hardy,Bryce Harper,Mookie Betts,Ryan Raburn
David Price,Ty Blach,Caleb Joseph,Marwin Gonzalez,Jose Altuve,Alex Bregman,Trea Turner,George Springer,Mookie Betts,Norichika Aoki
Tyler Chatwood,Zack Wheeler,Caleb Joseph,Paul Goldschmidt,Robinson Cano,Manny Machado,Xander Bogaerts,Adam Jones,Mark Trumbo,Joey Rickard
Jon Lester,CC Sabathia,Josh Phegley,Mitch Moreland,Robinson Cano,Kyle Seager,Corey Seager,Nelson Cruz,Mitch Haniger,Ben Gamel
Zack Greinke,Marco Estrada,Martin Maldonado,Trey Mancini,Jonathan Schoop,Manny Machado,Xander Bogaerts,Mitch Haniger,Adam Jones,Mark Trumbo
Clayton Kershaw,Jharel Cotton,Cameron Rupp,Jose Abreu,Brian Dozier,Adrian Beltre,Elvis Andrus,Shin-Soo Choo,Delino DeShields,Jurickson Profar
Clayton Kershaw,David Price,Caleb Joseph,Trey Mancini,Rougned Odor,Josh Donaldson,Ryan Goins,Jose Bautista,Kevin Pillar,Ezequiel Carrera
Clayton Kershaw,Jacob Faria,Josh Phegley,Tommy Joseph,Robinson Cano,Maikel Franco,Corey Seager,Howie Kendrick,Aaron Altherr,Daniel Nava
Clayton Kershaw,Jon Lester,Cameron Rupp,Hanley Ramirez,Robinson Cano,Joey Gallo,Freddy Galvis,Aaron Altherr,Odubel Herrera,Daniel Nava
David Price,Jacob Faria,Josh Phegley,Marwin Gonzalez,Jose Altuve,Joey Gallo,Carlos Correa,George Springer,Adam Jones,Norichika Aoki
Clayton Kershaw,Jacob Faria,Omar Narvaez,Matt Davidson,Rougned Odor,Todd Frazier,Corey Seager,Avisail Garcia,Mookie Betts,Willy Garcia
David Price,Jon Lester,Caleb Joseph,Chase Utley,Jose Altuve,Justin Turner,Corey Seager,Joc Pederson,Mitch Haniger,Yasiel Puig
Clayton Kershaw,Ty Blach,Josh Phegley,Yonder Alonso,Chad Pinder,Manny Machado,Corey Seager,Khris Davis,Matt Joyce,Mark Trumbo
Clayton Kershaw,Jacob Faria,Caleb Joseph,Logan Morrison,Daniel Robertson,Evan Longoria,Carlos Correa,Mookie Betts,Steven Souza,Colby Rasmus
David Price,Jacob Faria,Caleb Joseph,Ryan Zimmerman,Daniel Murphy,Justin Turner,Trea Turner,Bryce Harper,Mitch Haniger,Ryan Raburn
Tyler Chatwood,Zack Wheeler,Martin Maldonado,Mitch Moreland,Dustin Pedroia,Justin Turner,Xander Bogaerts,Bryce Harper,Andrew Benintendi,Mookie Betts
Clayton Kershaw,Clayton Richard,Caleb Joseph,Paul Goldschmidt,Rougned Odor,Jake Lamb,Chris Owings,David Peralta,Gregor Blanco,Mark Trumbo
Clayton Kershaw,Clayton Richard,Caleb Joseph,Josh Bell,Josh Harrison,David Freese,Trea Turner,Mookie Betts,Andrew McCutchen,Gregory Polanco
Clayton Kershaw,Zack Wheeler,Derek Norris,Logan Morrison,Daniel Robertson,Manny Machado,Trea Turner,Steven Souza,Mark Trumbo,Colby Rasmus
Jon Lester,Jacob Faria,Derek Norris,Trey Mancini,Daniel Murphy,Manny Machado,Xander Bogaerts,Adam Jones,Mark Trumbo,Joey Rickard
David Price,Jacob Faria,Omar Narvaez,Danny Valencia,Robinson Cano,Kyle Seager,Corey Seager,Nelson Cruz,Shin-Soo Choo,Jarrod Dyson
Clayton Kershaw,Ty Blach,Jeff Mathis,Paul Goldschmidt,Rougned Odor,Manny Machado,Corey Seager,David Peralta,Gregor Blanco,Rey Fuentes
David Price,Jon Lester,Josh Phegley,Joe Mauer,Brian Dozier,Manny Machado,Carlos Correa,Robbie Grossman,Max Kepler,Eddie Rosario
Zack Greinke,Ty Blach,Derek Norris,Mitch Moreland,Dustin Pedroia,Maikel Franco,Xander Bogaerts,Andrew Benintendi,Mookie Betts,Adam Jones
David Price,Jon Lester,Caleb Joseph,Anthony Rizzo,Rougned Odor,Joey Gallo,Carlos Correa,Shin-Soo Choo,Delino DeShields,Jurickson Profar
Tyler Chatwood,Zack Wheeler,Martin Maldonado,Paul Goldschmidt,Robinson Cano,Kyle Seager,Carlos Correa,Nelson Cruz,Mitch Haniger,Ben Gamel
David Price,Jacob Faria,Caleb Joseph,Jose Abreu,Yolmer Sanchez,Todd Frazier,Carlos Correa,Avisail Garcia,Mookie Betts,Melky Cabrera
David Price,CC Sabathia,Josh Phegley,Anthony Rizzo,Ian Happ,Kris Bryant,Trea Turner,Mookie Betts,Jason Heyward,Albert Almora
Jon Lester,Tyler Chatwood,Josh Phegley,Ryan Zimmerman,Daniel Murphy,Kyle Seager,Trea Turner,Bryce Harper,Mookie Betts,Ryan Raburn
Zack Greinke,Ty Blach,Omar Narvaez,Danny Valencia,Robinson Cano,Kyle Seager,Xander Bogaerts,Nelson Cruz,Mitch Haniger,Mallex Smith
Clayton Kershaw,Jacob Faria,Caleb Joseph,Wil Myers,Yangervis Solarte,Cory Spangenberg,Trea Turner,Mookie Betts,Hunter Renfroe,Franchy Cordero
David Price,Jacob Faria,Josh Phegley,Logan Morrison,Brian Dozier,Evan Longoria,Carlos Correa,Corey Dickerson,Steven Souza,Mallex Smith
Jacob Faria,Ty Blach,Jeff Mathis,Paul Goldschmidt,Jose Altuve,Jake Lamb,Trea Turner,Mookie Betts,David Peralta,Gregor Blanco
Clayton Kershaw,Jacob Faria,Martin Maldonado,CJ Cron,Danny Espinosa,Manny Machado,Andrelton Simmons,Mookie Betts,Mark Trumbo,Eric Young
David Price,Jon Lester,Derek Norris,Anthony Rizzo,Taylor Featherston,Evan Longoria,Trea Turner,Corey Dickerson,Mitch Haniger,Mallex Smith
Clayton Kershaw,Clayton Richard,Omar Narvaez,Logan Morrison,Robinson Cano,Evan Longoria,Trea Turner,Corey Dickerson,Steven Souza,Colby Rasmus
Jon Lester,Zack Wheeler,Caleb Joseph,Mitch Moreland,Rougned Odor,Manny Machado,JJ Hardy,George Springer,Adam Jones,Joey Rickard
Jason Vargas,Jharel Cotton,Omar Narvaez,Mitch Moreland,Dustin Pedroia,Josh Donaldson,Xander Bogaerts,George Springer,Andrew Benintendi,Mookie Betts
CC Sabathia,Tyler Chatwood,Josh Phegley,Chase Utley,Brian Dozier,Justin Turner,Corey Seager,Mookie Betts,Joc Pederson,Yasiel Puig
Clayton Kershaw,Jon Lester,Omar Narvaez,Matt Davidson,Alen Hanson,Todd Frazier,Trea Turner,Mitch Haniger,Mark Trumbo,Willy Garcia
Zack Greinke,CC Sabathia,Cameron Rupp,Tommy Joseph,Jose Altuve,Maikel Franco,Corey Seager,George Springer,Howie Kendrick,Michael Saunders
Jon Lester,Tyler Chatwood,Cameron Rupp,Anthony Rizzo,Jose Altuve,Adrian Beltre,Elvis Andrus,Shin-Soo Choo,Nomar Mazara,Delino DeShields
Zack Greinke,Jharel Cotton,Derek Norris,Hanley Ramirez,Robinson Cano,Kyle Seager,Elvis Andrus,Nelson Cruz,Mitch Haniger,Ben Gamel
CC Sabathia,Jacob Faria,Cameron Rupp,Paul Goldschmidt,Brandon Drury,Jake Lamb,Chris Owings,Mookie Betts,David Peralta,Mark Trumbo
Jon Lester,Zack Wheeler,Martin Maldonado,Danny Valencia,Robinson Cano,Kyle Seager,Xander Bogaerts,Bryce Harper,Nelson Cruz,Jarrod Dyson
CC Sabathia,Jason Vargas,Austin Hedges,Danny Valencia,Robinson Cano,Kyle Seager,Elvis Andrus,Bryce Harper,Nelson Cruz,Mitch Haniger
CC Sabathia,Zack Wheeler,Derek Norris,Marwin Gonzalez,Jose Altuve,Josh Donaldson,Carlos Correa,George Springer,Mitch Haniger,Norichika Aoki
Jon Lester,CC Sabathia,Josh Phegley,Marwin Gonzalez,Jose Altuve,Alex Bregman,Corey Seager,George Springer,Mark Trumbo,Norichika Aoki
Zack Greinke,Jon Lester,Caleb Joseph,Kendrys Morales,Brian Dozier,Josh Donaldson,Ryan Goins,Jose Bautista,Kevin Pillar,Mark Trumbo
Zack Greinke,Clayton Richard,Josh Phegley,Danny Valencia,Robinson Cano,Kyle Seager,Carlos Correa,Nelson Cruz,Jarrod Dyson,Mark Trumbo
Clayton Kershaw,Jharel Cotton,Jeff Mathis,Paul Goldschmidt,Ian Happ,Jake Lamb,JJ Hardy,David Peralta,Gregor Blanco,Adam Jones
Jon Lester,Jacob Faria,Cameron Rupp,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Carlos Correa,Bryce Harper,George Springer,Ryan Raburn
David Price,Jon Lester,Martin Maldonado,Anthony Rizzo,Ian Happ,Kris Bryant,Addison Russell,Bryce Harper,Nelson Cruz,Jason Heyward
Clayton Kershaw,Jacob Faria,Cameron Rupp,Albert Pujols,Rougned Odor,Yunel Escobar,Andrelton Simmons,Cameron Maybin,Mookie Betts,Kole Calhoun
David Price,CC Sabathia,Josh Phegley,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Corey Seager,Bryce Harper,Mark Trumbo,Ryan Raburn
Zack Greinke,Jon Lester,Cameron Rupp,Joe Mauer,Brian Dozier,Justin Turner,Jorge Polanco,Robbie Grossman,Mark Trumbo,Eddie Rosario
CC Sabathia,Zack Wheeler,Austin Hedges,Trey Mancini,Rougned Odor,Manny Machado,Elvis Andrus,Adam Jones,Mark Trumbo,Joey Rickard
David Price,Jacob Faria,Josh Phegley,Yonder Alonso,Chad Pinder,Joey Gallo,Trea Turner,Mookie Betts,Khris Davis,Matt Joyce
Zack Greinke,Tyler Chatwood,Caleb Joseph,Joe Mauer,Brian Dozier,Josh Donaldson,Corey Seager,Robbie Grossman,Max Kepler,Eddie Rosario
Zack Greinke,CC Sabathia,Josh Phegley,Jose Abreu,Rougned Odor,Joey Gallo,Corey Seager,Shin-Soo Choo,Delino DeShields,Jurickson Profar
Zack Greinke,CC Sabathia,Caleb Joseph,Anthony Rizzo,Ian Happ,Kris Bryant,Addison Russell,Shin-Soo Choo,Adam Jones,Jason Heyward
David Price,Zack Wheeler,Josh Phegley,Hanley Ramirez,Brian Dozier,Adrian Beltre,Elvis Andrus,Shin-Soo Choo,Nomar Mazara,Delino DeShields
Zack Greinke,Tyler Chatwood,Cameron Rupp,Anthony Rizzo,Ian Happ,Kris Bryant,Carlos Correa,Mitch Haniger,Jason Heyward,Albert Almora
Marco Estrada,Joe Ross,Austin Hedges,Mitch Moreland,Dustin Pedroia,Kris Bryant,Xander Bogaerts,Nelson Cruz,Andrew Benintendi,Mookie Betts
David Price,Jon Lester,Caleb Joseph,Logan Morrison,Jose Altuve,Evan Longoria,Corey Seager,Corey Dickerson,Steven Souza,Colby Rasmus
Zack Greinke,Zack Wheeler,Omar Narvaez,Chase Utley,Robinson Cano,Justin Turner,Corey Seager,Joc Pederson,Yasiel Puig,Adam Jones
Jason Vargas,Marco Estrada,Caleb Joseph,Mitch Moreland,Daniel Murphy,Manny Machado,Elvis Andrus,Adam Jones,Mark Trumbo,Joey Rickard
Jon Lester,Tyler Chatwood,Jeff Mathis,Paul Goldschmidt,Brian Dozier,Jake Lamb,Corey Seager,David Peralta,Gregor Blanco,Mark Trumbo
Zack Greinke,Jon Lester,Josh Phegley,Mitch Moreland,Ian Happ,Kris Bryant,Addison Russell,Mookie Betts,Kyle Schwarber,Jason Heyward
Clayton Kershaw,Jacob Faria,Austin Hedges,Anthony Rizzo,Yangervis Solarte,Cory Spangenberg,Carlos Correa,Hunter Renfroe,Mark Trumbo,Allen Cordoba
Jason Vargas,Tyler Chatwood,Derek Norris,Trey Mancini,Jonathan Schoop,Manny Machado,Elvis Andrus,Nelson Cruz,Adam Jones,Mark Trumbo
David Price,CC Sabathia,Josh Phegley,Kendrys Morales,Robinson Cano,Josh Donaldson,Ryan Goins,Bryce Harper,Jose Bautista,Kevin Pillar
David Price,Jacob Faria,Martin Maldonado,Paul Goldschmidt,Brian Dozier,Joey Gallo,Elvis Andrus,Shin-Soo Choo,Delino DeShields,Jurickson Profar
Clayton Kershaw,Jacob Faria,Jeff Mathis,Hanley Ramirez,Daniel Descalso,Joey Gallo,Trea Turner,David Peralta,Gregor Blanco,Rey Fuentes
Clayton Kershaw,Ty Blach,Martin Maldonado,Trey Mancini,Danny Espinosa,Manny Machado,Trea Turner,Cameron Maybin,Kole Calhoun,Eric Young
Zack Greinke,Ty Blach,Martin Maldonado,Marwin Gonzalez,Jose Altuve,Maikel Franco,Carlos Correa,George Springer,Mallex Smith,Norichika Aoki
Clayton Kershaw,David Price,Caleb Joseph,Buster Posey,Aaron Hill,Manny Machado,Brandon Crawford,Mookie Betts,Hunter Pence,Austin Slater
Jon Lester,CC Sabathia,Josh Phegley,Jose Abreu,Yolmer Sanchez,Todd Frazier,Trea Turner,Avisail Garcia,Mitch Haniger,Melky Cabrera
David Price,Jon Lester,Caleb Joseph,Matt Adams,Brandon Phillips,Josh Donaldson,Trea Turner,Matt Kemp,Ender Inciarte,Nick Markakis
Zack Greinke,CC Sabathia,Cameron Rupp,Trey Mancini,Jose Altuve,Manny Machado,Freddy Galvis,Aaron Altherr,Odubel Herrera,Daniel Nava
CC Sabathia,Zack Wheeler,Derek Norris,Ryan Zimmerman,Daniel Murphy,Josh Donaldson,Trea Turner,Bryce Harper,Shin-Soo Choo,Ryan Raburn
Zack Greinke,Tyler Chatwood,Caleb Joseph,Tommy Joseph,Brian Dozier,Maikel Franco,Trea Turner,Howie Kendrick,Aaron Altherr,Daniel Nava
Zack Greinke,CC Sabathia,Cameron Rupp,Chase Utley,Logan Forsythe,Joey Gallo,Corey Seager,Joc Pederson,Mitch Haniger,Yasiel Puig
