P,P,C,1B,2B,3B,SS,OF,OF,OF
Ty Blach,Clayton Richard,Gary Sanchez,Anthony Rizzo,Starlin Castro,Chase Headley,Trea Turner,Aaron Judge,Brett Gardner,Yoenis Cespedes
Clayton Kershaw,Clayton Richard,Welington Castillo,Ryan Zimmerman,DJ LeMahieu,Manny Machado,JJ Hardy,Bryce Harper,Adam Jones,Mark Trumbo
Ty Blach,Clayton Richard,Gary Sanchez,Ryan Zimmerman,DJ LeMahieu,Anthony Rendon,Trea Turner,Aaron Judge,Bryce Harper,Michael Taylor
Jacob Faria,Zack Wheeler,Brian McCann,Ryan Zimmerman,Chris Taylor,Anthony Rendon,Trea Turner,Bryce Harper,Adam Jones,Michael Taylor
Clayton Kershaw,Ben Lively,Welington Castillo,Trey Mancini,Chris Taylor,Manny Machado,Trea Turner,Bryce Harper,Adam Jones,Joey Rickard
Jacob Faria,Clayton Richard,Brian McCann,Yuli Gurriel,Jose Altuve,Nicholas Castellanos,Carlos Correa,Bryce Harper,George Springer,Joc Pederson
Clayton Kershaw,Clayton Richard,Caleb Joseph,Ryan Zimmerman,Chris Taylor,Anthony Rendon,Trea Turner,Bryce Harper,Mallex Smith,Ryan Raburn
Jon Lester,Jacob Faria,Gary Sanchez,Anthony Rizzo,Jonathan Schoop,Manny Machado,JJ Hardy,Aaron Judge,Adam Jones,Mark Trumbo
Jacob Faria,Clayton Richard,Yasmani Grandal,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Trea Turner,Bryce Harper,Nelson Cruz,Shin-Soo Choo
Jon Lester,Clayton Richard,Yasmani Grandal,Ryan Zimmerman,Chris Taylor,Justin Turner,Trea Turner,Bryce Harper,Joc Pederson,Yasiel Puig
David Price,Jacob Faria,Caleb Joseph,Trey Mancini,DJ LeMahieu,Manny Machado,Trea Turner,Bryce Harper,Adam Jones,Mark Trumbo
Jacob Faria,Clayton Richard,Gary Sanchez,Anthony Rizzo,DJ LeMahieu,Joey Gallo,Didi Gregorius,Aaron Judge,Brett Gardner,Aaron Hicks
Jon Lester,Clayton Richard,Matt Wieters,Ryan Zimmerman,Jose Altuve,Anthony Rendon,Trea Turner,Bryce Harper,Andrew Benintendi,Adam Jones
Clayton Kershaw,Clayton Richard,Gary Sanchez,Trey Mancini,Brian Dozier,Manny Machado,JJ Hardy,Aaron Judge,Mark Trumbo,Joey Rickard
Jacob Faria,Jharel Cotton,Matt Wieters,Ryan Zimmerman,DJ LeMahieu,Anthony Rendon,Trea Turner,Bryce Harper,George Springer,Mallex Smith
David Price,Clayton Richard,Matt Wieters,Ryan Zimmerman,Chris Taylor,Joey Gallo,Trea Turner,Bryce Harper,Nelson Cruz,Michael Taylor
Jacob Faria,Clayton Richard,Tony Wolters,Ryan Zimmerman,DJ LeMahieu,Nolan Arenado,Trea Turner,Charlie Blackmon,Bryce Harper,Carlos Gonzalez
Clayton Kershaw,Jon Lester,Welington Castillo,Alex Avila,Jonathan Schoop,Manny Machado,JJ Hardy,Adam Jones,Alex Gordon,Eddie Rosario
Clayton Kershaw,Clayton Richard,Brian McCann,Marwin Gonzalez,Jose Altuve,Rio Ruiz,Carlos Correa,George Springer,Adam Jones,Allen Cordoba
Clayton Kershaw,Clayton Richard,Caleb Joseph,Yuli Gurriel,Jonathan Schoop,Manny Machado,Trea Turner,Bryce Harper,Mark Trumbo,Joey Rickard
Clayton Kershaw,Jacob Faria,Welington Castillo,Trey Mancini,Jose Altuve,Manny Machado,JJ Hardy,Justin Upton,Adam Jones,Mallex Smith
Clayton Kershaw,Clayton Richard,Caleb Joseph,Trey Mancini,Jonathan Schoop,Manny Machado,Carlos Correa,George Springer,Joc Pederson,Adam Jones
Clayton Kershaw,Clayton Richard,Cameron Rupp,Ryan Zimmerman,Daniel Murphy,Rio Ruiz,Trea Turner,Bryce Harper,Adam Jones,Michael Taylor
Clayton Kershaw,Clayton Richard,Yasmani Grandal,Trey Mancini,Rougned Odor,Joey Gallo,Elvis Andrus,Nelson Cruz,Shin-Soo Choo,Nomar Mazara
Clayton Kershaw,Tyler Chatwood,Caleb Joseph,Trey Mancini,DJ LeMahieu,Manny Machado,JJ Hardy,Bryce Harper,Nomar Mazara,Joey Rickard
Clayton Kershaw,Clayton Richard,Welington Castillo,Trey Mancini,Jonathan Schoop,Nolan Arenado,Trea Turner,Jarrod Dyson,Adam Jones,Mark Trumbo
David Price,Clayton Richard,Mike Zunino,Danny Valencia,DJ LeMahieu,Kyle Seager,Trea Turner,Bryce Harper,Nelson Cruz,Mitch Haniger
Clayton Kershaw,Ben Lively,Yasmani Grandal,Ryan Zimmerman,DJ LeMahieu,Joey Gallo,Trea Turner,Bryce Harper,Michael Taylor,Ryan Raburn
CC Sabathia,Clayton Richard,Matt Wieters,Ryan Zimmerman,Daniel Murphy,Nicholas Castellanos,Trea Turner,Bryce Harper,George Springer,Joc Pederson
Ty Blach,Clayton Richard,Gary Sanchez,Yuli Gurriel,Jose Altuve,Alex Bregman,Carlos Correa,Aaron Judge,George Springer,Yoenis Cespedes
Jon Lester,Ty Blach,Brian McCann,Ryan Zimmerman,Daniel Murphy,Anthony Rendon,Trea Turner,Bryce Harper,Mallex Smith,Allen Cordoba
Zack Wheeler,Clayton Richard,Brian McCann,Marwin Gonzalez,Jose Altuve,Alex Bregman,Trea Turner,Bryce Harper,George Springer,Andrew Benintendi
Jon Lester,Clayton Richard,Jonathan Lucroy,Ryan Zimmerman,Rougned Odor,Joey Gallo,Trea Turner,Bryce Harper,Shin-Soo Choo,Nomar Mazara
Clayton Kershaw,Clayton Richard,Cameron Rupp,Tommy Joseph,DJ LeMahieu,Maikel Franco,Trea Turner,Bryce Harper,Howie Kendrick,Aaron Altherr
Gerrit Cole,Ty Blach,Matt Wieters,Ryan Zimmerman,Chris Taylor,Anthony Rendon,Trea Turner,Bryce Harper,Cameron Maybin,Khris Davis
Clayton Kershaw,Clayton Richard,Yasmani Grandal,Cody Bellinger,Logan Forsythe,Justin Turner,Jorge Polanco,Bryce Harper,Joc Pederson,Mallex Smith
David Price,Clayton Richard,Gary Sanchez,Anthony Rizzo,Rougned Odor,Joey Gallo,Elvis Andrus,Aaron Judge,Nomar Mazara,Delino DeShields
Tyler Chatwood,Jharel Cotton,Yasmani Grandal,Ryan Zimmerman,Brian Dozier,Anthony Rendon,Trea Turner,Bryce Harper,Andrew Benintendi,Michael Taylor
David Price,Clayton Richard,Gary Sanchez,Anthony Rizzo,Logan Forsythe,Justin Turner,Corey Seager,Aaron Judge,Joc Pederson,Yasiel Puig
Clayton Kershaw,Clayton Richard,Brian McCann,Yuli Gurriel,DJ LeMahieu,Alex Bregman,Carlos Correa,George Springer,Alex Gordon,Eddie Rosario
CC Sabathia,Tyler Chatwood,Mike Zunino,Ryan Zimmerman,DJ LeMahieu,Anthony Rendon,Trea Turner,Bryce Harper,Adam Jones,Ryan Raburn
Clayton Kershaw,Clayton Richard,Welington Castillo,Trey Mancini,Jonathan Schoop,Manny Machado,JJ Hardy,Andrew Benintendi,Cameron Maybin,Khris Davis
Clayton Kershaw,Clayton Richard,Matt Wieters,Alex Avila,Daniel Murphy,Anthony Rendon,Trea Turner,Bryce Harper,Alex Gordon,Eddie Rosario
Clayton Kershaw,Clayton Richard,Jason Castro,Kennys Vargas,Brian Dozier,Eduardo Escobar,Trea Turner,Bryce Harper,Adam Jones,Eddie Rosario
Jharel Cotton,Trevor Bauer,Gary Sanchez,Anthony Rizzo,Jose Altuve,Chase Headley,Didi Gregorius,Aaron Judge,Brett Gardner,Avisail Garcia
Jacob Faria,Clayton Richard,JT Realmuto,Ryan Zimmerman,Dee Gordon,Derek Dietrich,Trea Turner,Bryce Harper,Giancarlo Stanton,Marcell Ozuna
Clayton Kershaw,Clayton Richard,Brian McCann,Kendrys Morales,Jonathan Schoop,Manny Machado,JJ Hardy,Justin Upton,Adam Jones,Joey Rickard
Gerrit Cole,Jharel Cotton,Gary Sanchez,Anthony Rizzo,Starlin Castro,Manny Machado,JJ Hardy,Aaron Judge,Brett Gardner,Aaron Hicks
Clayton Kershaw,Clayton Richard,Jonathan Lucroy,Wil Myers,DJ LeMahieu,Joey Gallo,Elvis Andrus,Bryce Harper,Nomar Mazara,Delino DeShields
Tyler Chatwood,Clayton Richard,Gary Sanchez,Anthony Rizzo,DJ LeMahieu,Nolan Arenado,Trevor Story,Aaron Judge,Charlie Blackmon,Carlos Gonzalez
Clayton Kershaw,Jharel Cotton,Yasmani Grandal,Trey Mancini,Jonathan Schoop,Manny Machado,JJ Hardy,Nelson Cruz,Shin-Soo Choo,Adam Jones
Jon Lester,Clayton Richard,Gary Sanchez,Ryan Zimmerman,Daniel Murphy,Manny Machado,Trea Turner,Bryce Harper,Avisail Garcia,Ryan Raburn
Jon Lester,Clayton Richard,Mike Zunino,Ryan Zimmerman,Robinson Cano,Kyle Seager,Trea Turner,Bryce Harper,Jarrod Dyson,Ben Gamel
David Price,Clayton Richard,Brian McCann,Marwin Gonzalez,DJ LeMahieu,Joey Gallo,Carlos Correa,Bryce Harper,George Springer,Norichika Aoki
Zack Wheeler,Ty Blach,Brian McCann,Marwin Gonzalez,Jose Altuve,Joey Gallo,Carlos Correa,George Springer,Nelson Cruz,Joc Pederson
Jon Lester,Clayton Richard,Evan Gattis,Marwin Gonzalez,Jose Altuve,Jake Lamb,Carlos Correa,George Springer,Joc Pederson,Mallex Smith
David Price,Clayton Richard,Yasmani Grandal,Mitch Moreland,Dustin Pedroia,Joey Gallo,Xander Bogaerts,Nelson Cruz,Andrew Benintendi,Mookie Betts
Jon Lester,Tyler Chatwood,Welington Castillo,Tommy Joseph,Jonathan Schoop,Manny Machado,Trea Turner,Bryce Harper,Adam Jones,Mark Trumbo
David Price,Clayton Richard,Yasmani Grandal,Cody Bellinger,Chris Taylor,Justin Turner,Carlos Correa,George Springer,Joc Pederson,Adam Jones
