"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Clayton Kershaw","P","LAD","vs ATL",2.41,"Newcomb, L 4.86","L",2.07,0,0,7,10.7,0.89,NA,13600,61.4,28.6,40.89,40.89,"%",64,3,7.9,0.6
"Corey Kluber","P","CLE","vs TOR",3.25,"Happ, L 3.55","R",2.86,0,0,6.7,12.1,0.95,NA,12400,55.1,27.5,28.45,28.45,"%",52,2.3,43.05,3.5
"Stephen Strasburg","P","WSH","@ ARI",4.18,"Ray, L 2.97","R",3.31,0,0,6.3,10.4,1.07,NA,11300,41.5,22.1,17.36,17.36,"%",45,1.5,6.1,0.5
"Lance McCullers","P","HOU","@ BAL",4.95,"Bundy, R 4.18","R",3.28,0,0,5.6,10.4,1.17,NA,10400,31.3,19.1,12.46,12.46,"%",51,1.2,-3.3,NA
"Rick Porcello","P","BOS","@ LAA",4.38,"Bridwell, R 3.18","R",4.6,0,0,6.3,8.3,1.43,NA,10500,28.2,14.5,12.71,12.71,"%",47,1.2,19.8,1.9
"Jose Quintana","P","CHC","vs STL",3.46,"Wacha, R 3.71","L",4.2,0,0,5.9,9.8,1.26,NA,9700,44.7,17,18.82,18.82,"%",24,1.9,21.3,2.2
"Robbie Ray","P","ARI","vs WSH",4.32,"Strasburg, R 3.31","L",2.97,0,0,6.2,11.8,1.19,NA,9400,42.9,23.7,19.26,19.26,"%",50,2,6.45,0.7
"Michael Wacha","P","STL","@ CHC",4.54,"Quintana, L 4.20","R",3.71,0,0,5.6,8.8,1.31,NA,9000,34,16.5,12.01,12.01,"%",33,1.3,11.9,1.3
"Jake Odorizzi","P","TB","vs TEX",4.23,"Ross, R 7.22","R",4.37,0,0,5.3,7.6,1.24,NA,8700,29.9,13.3,12.76,12.76,"%",35,1.5,8.8,1
"J.A. Happ","P","TOR","@ CLE",4.75,"Kluber, R 2.86","L",3.55,0,0,5.5,8.5,1.26,NA,8600,28.2,15.2,10.83,10.83,"%",43,1.3,-1.7,NA
"Kyle Freeland","P","COL","vs PIT",6.1,"Nova, R 3.27","L",3.59,0,0,5.5,5.7,1.34,NA,8400,28.3,12,8.75,8.75,"%",18,1,14.7,1.8
"Ivan Nova","P","PIT","@ COL",6.4,"Freeland, L 3.59","R",3.27,0,0,6.7,5.1,1.12,NA,7900,26.7,15.6,8,8,"%",40,1,0.65,0.1
"Adalberto Mejia","P","MIN","vs DET",5.1,"Boyd, L 5.58","L",4.22,0,0,5,7.4,1.39,NA,7700,24.8,11.6,9.98,9.98,"%",36,1.3,13.55,1.8
"Jerad Eickhoff","P","PHI","vs MIL",4.63,"Guerra, R 4.77","R",4.83,0,0,5.5,8.3,1.48,NA,7600,28.2,11.9,10.69,10.69,"%",26,1.4,21.9,2.9
"Dinelson Lamet","P","SD","@ SF",4.38,"Blach, L 4.36","R",6.4,0,0,5,12.4,1.29,NA,7500,37.5,15.3,11.59,11.59,"%",15,1.5,21.6,2.9
"Junior Guerra","P","MIL","@ PHI",4.88,"Eickhoff, R 4.83","R",4.77,0,0,5,7,1.5,NA,7400,23.5,9.4,8.62,8.62,"%",21,1.2,0.2,0
"Rafael Montero","P","NYM","vs OAK",4.31,"Gossett, R 5.79","R",5.4,0,0,2.4,9.4,1.78,NA,7200,25.2,5.2,9.88,9.88,"%",0,1.4,12.95,1.8
"Tyson Ross","P","TEX","@ TB",4.77,"Odorizzi, R 4.37","R",7.22,0,0,4.8,6.9,1.47,NA,7100,32.4,7.3,9.16,9.16,"%",0,1.3,4.85,0.7
"Parker Bridwell","P","LAA","vs BOS",4.62,"Porcello, R 4.60","R",3.18,0,0,5.7,6.2,1.36,NA,6900,26.9,13.4,10.99,10.99,"%",41,1.6,18.15,2.6
"Ty Blach","P","SF","vs SD",4.12,"Lamet, R 6.40","L",4.36,0,0,4.1,4.2,1.31,NA,6700,35.2,7,12.44,12.44,"%",0,1.9,14.35,2.1
"Dylan Bundy","P","BAL","vs HOU",5.55,"McCullers, R 3.28","R",4.18,0,0,6,6.9,1.23,NA,6400,26.8,14.5,9.1,9.1,"%",39,1.4,-0.6,NA
"Daniel Gossett","P","OAK","@ NYM",5.19,"Montero, R 5.40","R",5.79,0,0,5.3,5.6,1.37,NA,6200,28.6,7.9,8.06,8.06,"%",0,1.3,21.3,3.4
"Derek Holland","P","CWS","@ KC",5.6,"Wood, L 6.81","L",5.55,0,0,5.4,7.5,1.53,NA,5800,31.8,10.4,6.58,6.58,"%",0,1.1,2.3,0.4
"Nolan Arenado","3B","COL","vs PIT",6.4,"Nova, R 3.27","R",0.315,0.399,0.273,0,0,0,3,5800,38.4,10,19.2,19.2,"%",52,3.3,14,2.4
"Charlie Blackmon","OF","COL","vs PIT",6.4,"Nova, R 3.27","L",0.324,0.412,0.286,0,0,0,1,5800,37,10.9,19.74,19.74,"%",61,3.4,24,4.1
"Sean Newcomb","P","ATL","@ LAD",5.09,"Kershaw, L 2.07","L",4.86,0,0,5.3,8.5,1.49,NA,5700,32.6,11.9,8.35,8.35,"%",0,1.5,20.7,3.6
"Yovani Gallardo","P","SEA","vs NYY",4.83,"Smith, L 6.00","R",5.59,0,0,4.8,6.8,1.45,NA,5600,23.9,8.8,7.27,7.27,"%",6,1.3,10.45,1.9
"Giancarlo Stanton","OF","MIA","@ CIN",5.02,"Romano, R 7.50","R",0.275,0.397,0.308,0,0,0,2,5600,34.5,9.5,15.18,15.18,"%",49,2.7,0,NA
"Matt Boyd","P","DET","@ MIN",5.4,"Mejia, L 4.22","L",5.58,0,0,5.1,5.8,1.68,NA,5500,28.2,7.6,6.67,6.67,"%",0,1.2,23.3,4.2
"Jose Altuve","2B","HOU","@ BAL",5.55,"Bundy, R 4.18","R",0.352,0.419,0.2,0,0,0,1,5400,32.8,10.4,16.11,16.11,"%",60,3,34,6.3
