Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,18057,Seth Devalve,WR,CLE,BAL,10,5,10,0,20,20,20,9.50,170
2,16031,Damien Williams,RB,MIA,SD,10,12,24,17,8,25,25,15,116.7
3,18262,Stephen Anderson,TE,HOU,JAX,10,6,10,0,17,17,17,7.70,111.7
4,11256,Ryan Mathews,RB,PHI,ATL,10,26,33,73,8,81,81,32.90,107.3
5,18074,Leshaun Sims,CB,TEN,GB,10,5,6,0,0,0,0,0,100
6,17923,Ezekiel Elliott,RB,DAL,PIT,10,43,66,49,5,54,54,43.90,90.5
7,18023,Justin Simmons,FS,DEN,NO,10,5,10,0,0,0,0,0,90
8,11263,Darrell Stuckey,FS,SD,MIA,10,7,14,0,0,0,0,0,71.4
9,12296,LeGarrette Blount,RB,NE,SEA,10,37,55,57,0,57,57,24.90,67.3
10,8670,Robert Ayers Jr,DE,TB,CHI,10,27,48,0,0,0,0,0,64.8
11,16529,Freddie Martino,WR,TB,CHI,10,17,23,0,6,6,6,11.30,60.6
12,16669,Dontae Johnson,CB,SF,ARI,10,5,6,0,0,0,0,0,60
13,13124,DeMarco Murray,RB,TEN,GB,10,46,77,37,7,44,46,31,56.5
14,16141,Willie Snead,WR,NO,DEN,10,30,59,0,23,17,23,21.70,55.7
15,17153,Jordan Taylor,WR,DEN,NO,10,17,20,0,12,12,12,11.20,54.1
16,18101,Jerell Adams,TE,NYG,CIN,10,15,20,0,20,20,20,10.80,52
17,16271,Shaquil Barrett,OLB,DEN,NO,10,10,20,0,0,0,0,0,50
18,17872,Dexter Mccoil,FS,SD,MIA,10,6,12,0,0,0,0,0,50
19,12800,Bilal Powell,RB,NYJ,LA,10,32,53,13,22,34,34,21.90,46.6
20,16763,Marcus Mariota,QB,TEN,GB,10,60,100,8,0,52,52,27.80,46.3
21,16444,Will Sutton,NT,CHI,TB,10,7,9,0,0,0,0,0,42.9
22,16568,Brandin Cooks,WR,NO,DEN,10,38,75,0,13,8,13,18.80,41.6
23,16802,Devin Funchess,WR,CAR,KC,10,28,39,0,14,11,14,14.60,41.4
24,7242,Drew Brees,QB,NO,DEN,10,51,100,4,0,61,61,26.02,41.2
25,16129,Taylor Gabriel,WR,ATL,PHI,10,34,68,0,15,3,15,14.60,40
26,11464,Robert McClain,CB,CAR,KC,10,15,23,0,0,0,0,0,40
27,16100,Brent Urban,DE,BAL,CLE,10,5,10,0,0,0,0,0,40
28,16112,Jeremy Hill,RB,CIN,NYG,10,27,47,56,0,56,56,10.60,39.3
29,2262,Tim Hightower,RB,NO,DEN,10,14,28,57,14,71,71,7.50,39.3
30,3807,Ben Roethlisberger,QB,PIT,DAL,10,73,99,1,0,64,64,31.42,38.9
31,14536,Russell Wilson,QB,SEA,NE,10,70,100,4,0,57,57,29.52,37.9
32,13443,Colin Kaepernick,QB,SF,ARI,10,63,100,16,0,64,64,23.90,37.9
33,13460,Doug Baldwin,WR,SEA,NE,10,63,90,0,13,10,13,29.90,37.9
34,13799,Ryan Tannehill,QB,MIA,SD,10,51,100,6,0,53,53,19.20,37.6
35,7175,Delanie Walker,TE,TEN,GB,10,49,82,0,22,18,22,30.40,37.6
36,12997,Chris Prosinski,FS,CHI,TB,10,12,16,0,0,0,0,0,37.5
37,17136,Xavier Williams,NT,ARI,SF,10,8,13,0,0,0,0,0,37.5
38,2593,Aaron Rodgers,QB,GB,TEN,10,74,95,4,0,73,73,32.54,37.2
39,5084,Vernon Davis,TE,WAS,MIN,10,34,54,0,9,9,9,15.60,37.1
40,18070,Wendell Smallwood,RB,PHI,ATL,10,19,24,68,5,68,74,7,36.8
41,16799,Preston Smith,OLB,WAS,MIN,10,41,61,0,0,0,0,0,36.6
42,18058,Tajae Sharpe,WR,TEN,GB,10,36,60,0,11,8,11,15.80,35.6
43,18443,Maurice Harris,WR,WAS,MIN,10,8,13,0,38,38,38,5.80,35
44,13791,Lamar Miller,RB,HOU,JAX,10,24,38,63,0,63,63,8.30,34.6
45,14967,Le'Veon Bell,RB,PIT,DAL,10,74,100,23,14,35,37,34.40,34.3
46,14385,Doug Martin,RB,TB,CHI,10,31,41,52,7,55,58,11.60,34.2
47,18499,Tracy Howard,FS,CLE,BAL,10,9,11,0,0,0,0,0,33.3
48,13320,Cam Newton,QB,CAR,KC,10,72,100,17,0,69,69,24.84,33.1
49,13291,Julio Jones,WR,ATL,PHI,10,41,82,0,39,24,39,26.50,32.9
50,13188,Chris Conte,SS,TB,CHI,10,49,88,0,0,0,0,0,32.7
51,13255,Matt Asiata,RB,MIN,WAS,10,23,34,39,4,44,44,8.50,32.6
52,16906,Stefon Diggs,WR,MIN,WAS,10,51,76,0,29,26,29,32.40,32.2
53,2699,Matt Forte,RB,NYJ,LA,10,34,57,59,9,65,68,12.90,32.1
54,16787,Breshad Perriman,WR,BAL,CLE,10,39,48,0,10,8,10,15.40,31.8
