Rk,ID,Player,Pos,Team,Opp,Week,Snaps,Snap Pct,Rush Pct,Tgt Pct,Touch Pct,Util Pct,Fantasy Points,Points/100 Snaps
1,16668,Carlos Hyde,RB,SF,NYJ,14,30,53,57,3,60,60,30,86.7
2,16919,JJ Nelson,WR,ARI,MIA,14,22,31,5,9,9,14,19.40,83.6
3,16834,Tevin Coleman,RB,ATL,LA,14,21,36,38,14,48,52,19.50,83.3
4,16769,Vic Beasley,OLB,ATL,LA,14,34,47,0,0,0,0,0,79.4
5,15268,Nick Williams,WR,ATL,LA,14,7,12,0,71,57,71,8.90,70
6,14967,Le'Veon Bell,RB,PIT,BUF,14,72,96,53,7,58,60,54.80,66.4
7,18602,Tanner Mcevoy,WR,SEA,GB,14,16,23,0,19,19,19,13.10,63.1
8,15102,Chris Thompson,RB,WAS,PHI,14,17,35,18,6,18,24,9.80,57.6
9,13791,Lamar Miller,RB,HOU,IND,14,33,45,64,3,67,67,22.20,55.2
10,16964,Darren Waller,WR,BAL,NE,14,12,17,0,25,8,25,7.30,52.5
11,18304,Chris Landrum,OLB,SD,CAR,14,13,19,0,0,0,0,0,50
12,16877,Rodney Gunter,DT,ARI,MIA,14,6,10,0,0,0,0,0,50
13,12296,LeGarrette Blount,RB,NE,BAL,14,28,41,64,4,68,68,14.90,49.6
14,16112,Jeremy Hill,RB,CIN,CLE,14,41,58,61,10,68,71,26.20,49.3
15,16307,Charcandrick West,RB,KC,OAK,14,13,24,15,0,15,15,6.40,49.2
16,16855,Ty Montgomery,WR,GB,SEA,14,30,51,30,13,40,43,17.60,48.7
17,14872,Mike Gillislee,RB,BUF,PIT,14,7,14,29,0,29,29,3.40,48.6
18,18451,Rob Kelley,RB,WAS,PHI,14,31,65,52,7,58,58,16.80,47.7
19,17111,Deshazor Everett,FS,WAS,PHI,14,11,14,0,0,0,0,0,45.5
20,16802,Devin Funchess,WR,CAR,SD,14,21,30,0,24,10,24,11.30,44.3
21,2593,Aaron Rodgers,QB,GB,SEA,14,48,81,6,0,54,54,21.24,44.2
22,732,Matt Ryan,QB,ATL,LA,14,49,85,0,0,57,57,21.48,43.8
23,18082,Tyreek Hill,WR,KC,OAK,14,25,46,4,24,28,28,23.80,43.2
24,16475,Jay Elliott,OLB,GB,SEA,14,20,28,0,0,0,0,0,42.5
25,12800,Bilal Powell,RB,NYJ,SF,14,73,87,40,7,47,47,37.90,41
26,5820,Frank Gore,RB,IND,HOU,14,33,49,30,6,36,36,15.40,40.6
27,16031,Damien Williams,RB,MIA,ARI,14,17,28,29,18,41,47,8.80,40
28,18656,James Cowser,OLB,OAK,KC,14,10,18,0,0,0,0,0,40
29,18190,Ken Crawley,CB,NO,TB,14,5,8,0,0,0,0,0,40
