"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Corey Kluber","P","CLE","vs LAD",3.88,"McCarthy, R 3.28","R",4.38,0,0,6.2,10.7,1.28,NA,12500,46.8,21,20,20,"%",36,1.6,28.15,2.3
"Johnny Cueto","P","SF","vs KC",3.21,"Hammel, R 5.43","R",4.33,0,0,6.2,9,1.28,NA,11700,39.4,17.2,21.94,21.94,"%",49,1.9,4.95,0.4
"Michael Pineda","P","NYY","@ LAA",3.67,"Shoemaker, R 4.22","R",3.39,0,0,6,9.5,1.13,NA,11100,39.4,19.6,17.32,17.32,"%",44,1.6,0.9,0.1
"Ervin Santana","P","MIN","vs SEA",4.85,"Gaviglio, R","R",2.2,0,0,6.9,6.3,0.88,NA,10300,42.1,21.8,14.35,14.35,"%",36,1.4,4.05,0.4
"Edinson Volquez","P","MIA","vs OAK",3.71,"Gossett, R","R",3.41,0,0,5.7,8.5,1.3,NA,8900,43.9,16.6,16.3,16.3,"%",17,1.8,2.2,0.2
"Tanner Roark","P","WSH","vs ATL",4.07,"Teheran, R 5.08","R",3.87,0,0,6.1,7.2,1.29,NA,8700,31.8,15.2,15.23,15.23,"%",46,1.8,0.65,0.1
"Taijuan Walker","P","ARI","@ DET",5.29,"Zimmermann, R 5.72","R",3.46,0,0,5.8,7.9,1.25,NA,8200,29.2,16.1,10.13,10.13,"%",41,1.2,21.05,2.6
"Jake Odorizzi","P","TB","@ TOR",4.67,"Liriano, L 5.87","R",3.59,0,0,5.2,8,1.16,NA,7900,30,14.6,12.87,12.87,"%",41,1.6,6.95,0.9
"Jason Hammel","P","KC","@ SF",4.29,"Cueto, R 4.33","R",5.43,0,0,5.4,7.2,1.47,NA,7800,28.4,9.9,10.51,10.51,"%",10,1.3,19,2.4
"Dylan Bundy","P","BAL","@ CWS",4.5,"Gonzalez, R 5.01","R",3.05,0,0,6.4,6.3,1.14,NA,7700,27.4,16.5,12.07,12.07,"%",54,1.6,9.25,1.2
"Brandon McCarthy","P","LAD","@ CLE",4.62,"Kluber, R 4.38","R",3.28,0,0,5.8,7.9,1.11,NA,7600,26.4,17.1,11.65,11.65,"%",57,1.5,7,0.9
"Jhoulys Chacin","P","SD","vs CIN",4.38,"Garrett, L 7.40","R",5.48,0,0,5,7.9,1.34,NA,7100,41.7,11.3,13.86,13.86,"%",0,2,20.15,2.8
"Mike Leake","P","STL","vs MIL",3.82,"Garza, R 3.83","R",2.7,0,0,6.7,6.4,1.03,NA,6800,28.2,18.1,15.31,15.31,"%",64,2.3,0.9,0.1
"German Marquez","P","COL","@ PIT",4.53,"Kuhl, R 5.63","R",4.44,0,0,5.4,9,1.4,NA,6700,36.6,14.8,12.01,12.01,"%",17,1.8,13.65,2
"Julio Teheran","P","ATL","@ WSH",5.44,"Roark, R 3.87","R",5.08,0,0,5.6,6.8,1.46,NA,6600,29.8,11,7.88,7.88,"%",0,1.2,17.55,2.7
"Brian Johnson","P","BOS","@ PHI",4.95,"Hellickson, R 4.50","L",3.44,0,0,6.1,7.8,1.25,NA,6500,44.6,19.5,11.09,11.09,"%",14,1.7,-1,NA
"Matt Shoemaker","P","LAA","vs NYY",4.33,"Pineda, R 3.39","R",4.22,0,0,5.7,8.2,1.26,NA,6300,32.2,15.2,13.69,13.69,"%",39,2.2,-2.05,NA
"Matt Harvey","P","NYM","vs CHC",4.62,"Montgomery, L 2.43","R",5.02,0,0,5.5,6.7,1.43,NA,6000,27.4,10.9,9.84,9.84,"%",19,1.6,8,1.3
"Francisco Liriano","P","TOR","vs TB",3.83,"Odorizzi, R 3.59","L",5.87,0,0,4.3,9.2,1.72,NA,5800,40.1,9.7,12.16,12.16,"%",0,2.1,25.55,4.4
"Sam Gaviglio","P","SEA","@ MIN",5.65,"Santana, R 2.20","R",NA,0,0,0,0,0,NA,5600,7.5,NA,7.54,7.54,"%",0,1.3,NA,NA
"Aaron Judge","OF","NYY","@ LAA",4.33,"Shoemaker, R 4.22","R",0.341,0.483,0.379,0,0,0,3,5600,35.1,12.2,14.01,14.01,"%",57,2.5,10,1.8
"Trea Turner","SS","WSH","vs ATL",5.44,"Teheran, R 5.08","R",0.261,0.304,0.146,0,0,0,1,5600,34.8,9.9,15.69,15.69,"%",52,2.8,3,0.5
"Charlie Blackmon","OF","COL","@ PIT",4.47,"Kuhl, R 5.63","L",0.33,0.411,0.284,0,0,0,1,5500,31.5,11,14.35,14.35,"%",61,2.6,0,NA
"Bryce Harper","OF","WSH","vs ATL",5.44,"Teheran, R 5.08","L",0.308,0.431,0.284,0,0,0,2,5500,35.7,10.9,15.53,15.53,"%",54,2.8,3,0.5
"Paul Goldschmidt","1B","ARI","@ DET",4.72,"Zimmermann, R 5.72","R",0.323,0.448,0.276,0,0,0,3,5400,31.1,11.5,14.48,14.48,"%",64,2.7,7,1.3
"Mike Montgomery","P","CHC","@ NYM",4.38,"Harvey, R 5.02","L",2.43,0,0,2.1,6.9,1.23,NA,5300,15.2,5.3,6.52,6.52,"%",18,1.2,11.05,2.1
"Mookie Betts","OF","BOS","@ PHI",5.06,"Hellickson, R 4.50","R",0.269,0.357,0.197,0,0,0,1,5300,32.1,9.4,14.32,14.32,"%",53,2.7,42,7.9
"Joey Votto","1B","CIN","@ SD",4.38,"Chacin, R 5.48","L",0.304,0.432,0.296,0,0,0,3,5300,27.7,10.4,13.12,13.12,"%",65,2.5,14,2.6
"Ryan Zimmerman","1B","WSH","vs ATL",5.44,"Teheran, R 5.08","R",0.376,0.477,0.357,0,0,0,4,5300,32.7,11.3,14.3,14.3,"%",59,2.7,0,NA
"Jake Lamb","3B","ARI","@ DET",4.72,"Zimmermann, R 5.72","L",0.28,0.399,0.284,0,0,0,4,5200,29.9,10.4,13.32,13.32,"%",60,2.6,3,0.6
"Matt Garza","P","MIL","@ STL",5.18,"Leake, R 2.70","R",3.83,0,0,5.6,6.6,1.23,NA,5200,19.6,12.9,8.09,8.09,"%",55,1.6,11.05,2.1
"Nolan Arenado","3B","COL","@ PIT",4.47,"Kuhl, R 5.63","R",0.284,0.372,0.252,0,0,0,3,5100,28.3,9.1,12.68,12.68,"%",57,2.5,0,NA
"Andrew Cashner","P","TEX","@ HOU",5.23,"Martes, R 9.82","R",3.17,0,0,5.9,4,1.39,NA,5100,22,10.5,7.91,7.91,"%",33,1.6,2.4,0.5
"Adam Duvall","OF","CIN","@ SD",4.38,"Chacin, R 5.48","R",0.272,0.357,0.26,0,0,0,4,5100,28.9,9,11.51,11.51,"%",52,2.3,5,1
"Cameron Maybin","OF","LAA","vs NYY",3.67,"Pineda, R 3.39","R",0.259,0.347,0.126,0,0,0,1,5000,26.8,9.2,8.83,8.83,"%",51,1.8,13,2.6
"Gary Sanchez","C","NYY","@ LAA",4.33,"Shoemaker, R 4.22","R",0.268,0.373,0.246,0,0,0,6,5000,29,9.4,9.42,9.42,"%",48,1.9,26,5.2
"Jay Bruce","1B/OF","NYM","vs CHC",4.38,"Montgomery, L 2.43","L",0.263,0.368,0.28,0,0,0,4,5000,30.2,9.3,10.89,10.89,"%",48,2.2,8,1.6
"Jeremy Hellickson","P","PHI","vs BOS",5.06,"Johnson, L 3.44","R",4.5,0,0,5.5,4.1,1.24,NA,5000,24.1,9.2,7.66,7.66,"%",11,1.5,-5.95,NA
"George Springer","OF","HOU","vs TEX",5.23,"Cashner, R 3.17","R",0.271,0.364,0.242,0,0,0,1,5000,30.3,9.3,13.15,13.15,"%",54,2.6,14,2.8
"Cody Bellinger","1B/OF","LAD","@ CLE",3.88,"Kluber, R 4.38","L",0.261,0.398,0.37,0,0,0,4,4900,31.1,10.4,10.31,10.31,"%",50,2.1,4,0.8
"Amir Garrett","P","CIN","@ SD",5.12,"Chacin, R 5.48","L",7.4,0,0,4.9,7,1.46,NA,4900,37,7.4,6.92,6.92,"%",0,1.4,20.1,4.1
"Brian Dozier","2B","MIN","vs SEA",5.65,"Gaviglio, R","R",0.257,0.354,0.195,0,0,0,1,4800,27.1,9.1,13.88,13.88,"%",64,2.9,0,NA
"Miguel Gonzalez","P","CWS","vs BAL",5,"Bundy, R 3.05","R",5.01,0,0,6.1,5.2,1.47,NA,4800,32.2,9.9,8.1,8.1,"%",0,1.7,-5.35,NA
"Mark Reynolds","1B","COL","@ PIT",4.47,"Kuhl, R 5.63","R",0.297,0.4,0.257,0,0,0,4,4800,29.5,9.1,12.26,12.26,"%",53,2.6,0,NA
"Andrew Benintendi","OF","BOS","@ PHI",5.06,"Hellickson, R 4.50","L",0.276,0.337,0.158,0,0,0,4,4800,29.6,8.4,12.14,12.14,"%",48,2.5,5,1
"Marcell Ozuna","OF","MIA","vs OAK",4.79,"Gossett, R","R",0.332,0.414,0.246,0,0,0,4,4800,28.5,9.4,11.51,11.51,"%",55,2.4,23,4.8
"Giancarlo Stanton","OF","MIA","vs OAK",4.79,"Gossett, R","R",0.286,0.397,0.286,0,0,0,2,4800,29.1,9.2,11.51,11.51,"%",52,2.4,12,2.5
"Edwin Encarnacion","1B","CLE","vs LAD",4.62,"McCarthy, R 3.28","R",0.243,0.349,0.2,0,0,0,5,4700,24.5,7.4,10.01,10.01,"%",51,2.1,7,1.5
"Avisail Garcia","OF","CWS","vs BAL",4.5,"Bundy, R 3.05","R",0.335,0.399,0.222,0,0,0,4,4700,28.5,9.2,10.22,10.22,"%",50,2.2,13,2.8
"Josh Donaldson","3B","TOR","vs TB",4.67,"Odorizzi, R 3.59","R",0.326,0.457,0.349,0,0,0,2,4700,27.9,9.9,11.81,11.81,"%",59,2.5,4,0.9
"Justin Smoak","1B","TOR","vs TB",4.67,"Odorizzi, R 3.59","B",0.3,0.406,0.304,0,0,0,5,4700,28.2,8.5,10.16,10.16,"%",47,2.2,0,NA
"Chad Kuhl","P","PIT","vs COL",4.47,"Marquez, R 4.44","R",5.63,0,0,4.5,7.4,1.51,NA,4700,28.2,8,7.47,7.47,"%",0,1.6,8.25,1.8
"Jose Altuve","2B","HOU","vs TEX",5.23,"Cashner, R 3.17","R",0.314,0.383,0.188,0,0,0,2,4700,28.2,9.2,12.26,12.26,"%",57,2.6,21,4.5
"Dee Gordon","2B","MIA","vs OAK",4.79,"Gossett, R","L",0.278,0.303,0.071,0,0,0,1,4700,23.9,8,10.29,10.29,"%",58,2.2,16,3.4
"Eduardo Nunez","3B/OF","SF","vs KC",4.29,"Hammel, R 5.43","R",0.299,0.321,0.116,0,0,0,2,4700,24.4,8.1,10.81,10.81,"%",58,2.3,10,2.1
"Miguel Sano","3B","MIN","vs SEA",5.65,"Gaviglio, R","R",0.284,0.411,0.3,0,0,0,3,4600,30.9,9.7,13.56,13.56,"%",55,2.9,19,4.1
