"Cody Bellinger_LAD","Corey Seager_LAD","Charlie Blackmon_COL","Nolan Arenado_COL","Justin Turner_LAD","Mike Trout_LAA","Joc Pederson_LAD","Cameron Maybin_LAA","Chris Taylor_LAD","Yasmani Grandal_LAD","Ian Desmond_COL","Adrian Gonzalez_LAD","Buster Posey_SF","Eric Young_LAA","Kike Hernandez_LAD","Andrelton Simmons_LAA","Joe Panik_SF","Yasiel Puig_LAD","Mark Reynolds_COL","David Dahl_COL","Albert Pujols_LAA","Yunel Escobar_LAA","Austin Barnes_LAD","Denard Span_SF","Eduardo Nunez_SF","Brandon Belt_SF","Martin Maldonado_LAA","Luis Valbuena_LAA","Kole Calhoun_LAA","Peter O'Brien_LAD","Carlos Gonzalez_COL","Trevor Story_COL","Logan Forsythe_LAD","DJ LeMahieu_COL","Chase Utley_LAD","Franklin Gutierrez_LAD","Jefry Marte_LAA","CJ Cron_LAA","Trayce Thompson_LAD","Hunter Pence_SF","Gerardo Parra_COL","Danny Espinosa_LAA","Andrew Toles_LAD","Willie Calhoun_LAD","Christian Arroyo_SF","Rob Segedin_LAD","Alex Verdugo_LAD","Nick Hundley_SF","Brandon Crawford_SF","Pat Valaika_COL","Andre Ethier_LAD","Cliff Pennington_LAA","Gorkys Hernandez_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Kelby Tomlinson_SF","Austin Slater_SF","Scott Van Slyke_LAD","Ben Revere_LAA","David Fletcher_LAA","Dustin Garneau_COL","Tom Murphy_COL","Orlando Calixte_SF","Shane Robinson_LAA","Aaron Hill_SF","Jarrett Parker_SF","Jordan Patterson_COL","Carlos Perez_LAA","Nolan Fontana_LAA","Conor Gillaspie_SF","Alexi Amarista_COL","Tony Wolters_COL","Mac Williamson_SF","Justin Ruggiano_SF","Mike Freeman_LAD","Michael Morse_SF","Ryan Hanigan_COL","Cristhian Adames_COL","Juan Graterol_LAA","Tim Federowicz_SF","Brett Eibner_LAD","Chris Marrero_SF","Ryder Jones_SF"
105.814102564103,28.7687326549491,0,0,14.9425287356322,0,-12.7489177489177,0,14.5121951219512,-7.49390243902439,0,-4.06833333333333,0,0,0,0,0,43.3101045296167,0,0,0,0,11.0576923076923,0,0,0,0,0,0,0,0,0,10.5197628458498,0,3.85,-1.02380952380952,0,0,0,0,0,0,13.7361111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.5833333333333,0,0
28.7687326549491,78.0634615384615,0,0,2.525,0,22.0379310344828,0,-16.9615384615385,29.1847058823529,0,3.24466571834993,0,0,0,0,0,17.4925324675325,0,0,0,0,8.7952380952381,0,0,0,0,0,0,0,0,0,22.8279569892473,0,8.64615384615385,0.688888888888889,0,0,0,0,0,0,1.18014705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.35,0,0
0,0,72.4038630377524,9.51398601398601,0,0,0,0,0,0,8.78048780487805,0,0,0,0,0,0,0,20.0381355932203,0,0,0,0,0,0,0,0,0,0,0,8.06954887218045,3.3643137254902,0,8.43581730769231,0,0,0,0,0,0,13.5862068965517,0,0,0,0,0,0,0,0,26.2954545454545,0,0,0,5.4,-3.09722222222222,0,0,0,0,0,4.21428571428571,0,0,0,0,0,0,0,0,0,15.3636363636364,20.6525641025641,0,0,0,0,0.619047619047619,0,0,0,0,0,0
0,0,9.51398601398601,72.3968456947997,0,0,0,0,0,0,21.6650055370986,0,0,0,0,0,0,0,10.8407103825137,0,0,0,0,0,0,0,0,0,0,0,1.33176691729323,10.9756862745098,0,10.7631701631702,0,0,0,0,0,0,-1.6633064516129,0,0,0,0,0,0,0,0,62.6090909090909,0,0,0,14.05,0.0222222222222222,0,0,0,0,0,-2.2,0,0,0,0,0,0,0,0,0,27.5384615384615,-1.87692307692308,0,0,0,0,20.3392857142857,0,0,0,0,0,0
14.9425287356322,2.525,0,0,41.6133209990749,0,6.14417989417989,0,19.9873188405797,0.540998217468806,0,9.87619047619048,0,0,0,0,0,6.26219512195122,0,0,0,0,7.55494505494505,0,0,0,0,0,0,0,0,0,11.9035087719298,0,14.5238095238095,10.8472222222222,0,0,0,0,0,0,12.6708333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
0,0,0,0,0,50.5264270613108,0,10.7924369747899,0,0,0,0,0,0,0,11.0741971207087,0,0,0,0,9.81906906906907,2.6551724137931,0,0,0,0,-5.80714285714286,6.43406593406593,0.496153846153846,0,0,0,0,0,0,0,13.3116883116883,11.0584795321637,0,0,0,18.9019607843137,0,0,0,0,0,0,0,0,0,12.875,0,0,0,0,0,0,21.9125,0,0,0,0,0,0,0,0,0,-19.8333333333333,0,0,0,0,0,0,0,0,0,16.55,0,0,0,0
-12.7489177489177,22.0379310344828,0,0,6.14417989417989,0,45.5222816399287,0,17.1754385964912,10.7672413793103,0,14.7820512820513,0,0,0,0,0,10.6483870967742,0,0,0,0,-4.66666666666667,0,0,0,0,0,0,0,0,0,6.1,0,-0.714285714285714,-2.5,0,0,0,0,0,0,-1.46363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10.7924369747899,0,83.7243506493507,0,0,0,0,0,-7.54545454545455,0,14.6503246753247,0,0,0,0,8.87287414965986,8.29284750337382,0,0,0,0,3.49130434782609,21.5,12.8163650075415,0,0,0,0,0,0,0,4.15714285714286,5.45098039215686,0,0,0,10.8765227021041,0,0,0,0,0,0,0,0,0,21.280303030303,0,0,0,0,0,0,-1.60833333333333,0,0,0,0,0,0,0,0,0,-13.4166666666667,0,0,0,0,0,0,0,0,0,-0.805555555555556,0,0,0,0
14.5121951219512,-16.9615384615385,0,0,19.9873188405797,0,17.1754385964912,0,84.5971014492754,-11.625,0,3.66959064327485,0,0,0,0,0,13.4917417417417,0,0,0,0,-9.96190476190476,0,0,0,0,0,0,0,0,0,10.55,0,-4.5968660968661,0.486111111111111,0,0,0,0,0,0,-1.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0
-7.49390243902439,29.1847058823529,0,0,0.540998217468806,0,10.7672413793103,0,-11.625,49.9414141414141,0,6.75238095238095,0,0,0,0,0,3.77763605442177,0,0,0,0,-10.5,0,0,0,0,0,0,0,0,0,15.4061538461538,0,-3.02564102564103,-4,0,0,0,0,0,0,-1.27450980392157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
