"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev"
"SP","Dallas Keuchel",11000,"HOU@CWS 08:10PM ET",18.197,"HOU"
"SP","Lance McCullers Jr.",9800,"HOU@CWS 08:10PM ET",16.955,"HOU"
"SP","Brad Peacock",9500,"HOU@CWS 08:10PM ET",12.67,"HOU"
"SP","Ervin Santana",9500,"MIN@MIL 08:10PM ET",18.813,"MIN"
"SP","Collin McHugh",8800,"HOU@CWS 08:10PM ET",12.225,"HOU"
"SP","Jimmy Nelson",8600,"MIN@MIL 08:10PM ET",20.211,"MIL"
"SP","Zach Davies",8400,"MIN@MIL 08:10PM ET",12.63,"MIL"
"SP","Mike Fiers",8200,"HOU@CWS 08:10PM ET",14.513,"HOU"
"SP","Francisco Liriano",7700,"HOU@CWS 08:10PM ET",7.945,"HOU"
"SP","Junior Guerra",7700,"MIN@MIL 08:10PM ET",8.873,"MIL"
"SP","Jose Berrios",7300,"MIN@MIL 08:10PM ET",17.291,"MIN"
"SP","Matt Garza",7200,"MIN@MIL 08:10PM ET",11.265,"MIL"
"SP","Joe Musgrove",7000,"HOU@CWS 08:10PM ET",9.212,"HOU"
"SP","Carlos Rodon",7000,"HOU@CWS 08:10PM ET",16.971,"CWS"
"SP","Josh Hader",7000,"MIN@MIL 08:10PM ET",5.038,"MIL"
"SP","Taylor Jungmann",6600,"MIN@MIL 08:10PM ET",-0.9,"MIL"
"SP","Lucas Giolito",6400,"HOU@CWS 08:10PM ET",0,"CWS"
"SP","Jorge Lopez",6400,"MIN@MIL 08:10PM ET",-0.5,"MIL"
"SP","Brent Suter",6400,"MIN@MIL 08:10PM ET",8.766,"MIL"
"SP","Chase Anderson",6200,"MIN@MIL 08:10PM ET",17.303,"MIL"
"SP","Charlie Morton",6000,"HOU@CWS 08:10PM ET",18.931,"HOU"
"SP","Hector Santiago",5900,"MIN@MIL 08:10PM ET",8.31,"MIN"
"SP","Brandon Woodruff",5900,"MIN@MIL 08:10PM ET",11.133,"MIL"
"SP","James Shields",5700,"HOU@CWS 08:10PM ET",8.6,"CWS"
"SP","Wily Peralta",5700,"MIN@MIL 08:10PM ET",4.705,"MIL"
"SP","Tyler Duffey",5700,"MIN@MIL 08:10PM ET",3.34,"MIN"
"SP","Chris Heston",5600,"MIN@MIL 08:10PM ET",-5.5,"MIN"
"2B","Jose Altuve",5500,"HOU@CWS 08:10PM ET",10.743,"HOU"
"SP","Bartolo Colon",5500,"MIN@MIL 08:10PM ET",6.242,"MIN"
"SP","Phil Hughes",5500,"MIN@MIL 08:10PM ET",6.511,"MIN"
"SP","Adalberto Mejia",5400,"MIN@MIL 08:10PM ET",10.5,"MIN"
"SP","Reynaldo Lopez",5300,"HOU@CWS 08:10PM ET",0,"CWS"
"SP","Kyle Gibson",5200,"MIN@MIL 08:10PM ET",7.537,"MIN"
"2B","Brian Dozier",5200,"MIN@MIL 08:10PM ET",8.876,"MIN"
"1B","Yuli Gurriel",5100,"HOU@CWS 08:10PM ET",7.879,"HOU"
"OF","George Springer",5000,"HOU@CWS 08:10PM ET",10.489,"HOU"
"SP","David Paulino",5000,"HOU@CWS 08:10PM ET",12.242,"HOU"
"SS","Carlos Correa",5000,"HOU@CWS 08:10PM ET",10.143,"HOU"
"3B","Alex Bregman",4900,"HOU@CWS 08:10PM ET",7.822,"HOU"
"RP","Tyler Webb",4900,"MIN@MIL 08:10PM ET",1.733,"MIL"
"RP","Wei-Chung Wang",4900,"MIN@MIL 08:10PM ET",-0.6,"MIL"
"OF","Josh Reddick",4800,"HOU@CWS 08:10PM ET",8.041,"HOU"
"RP","Brady Rodgers",4800,"HOU@CWS 08:10PM ET",0,"HOU"
"OF","Ryan Braun",4800,"MIN@MIL 08:10PM ET",8.677,"MIL"
"SP","Paolo Espino",4800,"MIN@MIL 08:10PM ET",4.158,"MIL"
"OF/SS","Marwin Gonzalez",4700,"HOU@CWS 08:10PM ET",8.553,"HOU"
"SP","Michael Kopech",4600,"HOU@CWS 08:10PM ET",0,"CWS"
"RP","Dillon Gee",4600,"MIN@MIL 08:10PM ET",8.533,"MIN"
"SP","Felix Jorge",4600,"MIN@MIL 08:10PM ET",0.825,"MIN"
"SP","Miguel Gonzalez",4500,"HOU@CWS 08:10PM ET",9.181,"CWS"
"OF","Domingo Santana",4500,"MIN@MIL 08:10PM ET",8.109,"MIL"
"3B","Miguel Sano",4500,"MIN@MIL 08:10PM ET",8.786,"MIN"
"3B","Travis Shaw",4500,"MIN@MIL 08:10PM ET",9.422,"MIL"
"SP","Luis Ortiz",4500,"MIN@MIL 08:10PM ET",0,"MIL"
"RP","Tom Wilhelmsen",4300,"MIN@MIL 08:10PM ET",1.794,"MIL"
"RP","Carlos Torres",4300,"MIN@MIL 08:10PM ET",2.523,"MIL"
"RP","Anthony Swarzak",4300,"MIN@MIL 08:10PM ET",4.207,"MIL"
"RP","Jeremy Jeffress",4300,"MIN@MIL 08:10PM ET",1.555,"MIL"
"RP","Jared Hughes",4300,"MIN@MIL 08:10PM ET",2.408,"MIL"
"RP","Jeanmar Gomez",4300,"MIN@MIL 08:10PM ET",2.458,"MIL"
"RP","Michael Blazek",4300,"MIN@MIL 08:10PM ET",1.94,"MIL"
"RP","Oliver Drake",4300,"MIN@MIL 08:10PM ET",2.329,"MIL"
"SP","Nik Turley",4300,"MIN@MIL 08:10PM ET",-5.267,"MIN"
"RP","Rob Scahill",4300,"MIN@MIL 08:10PM ET",1.625,"MIL"
"RP","David Goforth",4300,"MIN@MIL 08:10PM ET",1.65,"MIL"
"RP","Jacob Barnes",4300,"MIN@MIL 08:10PM ET",2.701,"MIL"
"RP","Corey Knebel",4300,"MIN@MIL 08:10PM ET",4.629,"MIL"
"SP","Mike Pelfrey",4200,"HOU@CWS 08:10PM ET",6.75,"CWS"
"SP","Derek Holland",4200,"HOU@CWS 08:10PM ET",9.22,"CWS"
"OF","Derek Fisher",4200,"HOU@CWS 08:10PM ET",8.368,"HOU"
"RP","Francis Martes",4200,"HOU@CWS 08:10PM ET",7.423,"HOU"
"RP","Zack Burdi",4200,"HOU@CWS 08:10PM ET",0,"CWS"
"RP","Jean Machi",4000,"HOU@CWS 08:10PM ET",4.13,"CWS"
"RP","Jumbo Diaz",4000,"HOU@CWS 08:10PM ET",1.977,"HOU"
"RP","Tyler Clippard",4000,"HOU@CWS 08:10PM ET",2.704,"CWS"
"RP","Tony Sipp",4000,"HOU@CWS 08:10PM ET",1.742,"HOU"
"RP","Will Harris",4000,"HOU@CWS 08:10PM ET",3.594,"HOU"
"RP","Luke Gregerson",4000,"HOU@CWS 08:10PM ET",2.91,"HOU"
"RP","Nate Jones",4000,"HOU@CWS 08:10PM ET",4.059,"CWS"
"RP","Gregory Infante",4000,"HOU@CWS 08:10PM ET",2.142,"CWS"
"RP","Zach Putnam",4000,"HOU@CWS 08:10PM ET",4.814,"CWS"
"RP","Danny Farquhar",4000,"HOU@CWS 08:10PM ET",2.388,"CWS"
"SP","David Holmberg",4000,"HOU@CWS 08:10PM ET",2.652,"CWS"
"RP","Ashur Tolliver",4000,"HOU@CWS 08:10PM ET",3.95,"HOU"
"RP","Jake Petricka",4000,"HOU@CWS 08:10PM ET",1.477,"CWS"
"RP","Chris Beck",4000,"HOU@CWS 08:10PM ET",2.094,"CWS"
"RP","Ken Giles",4000,"HOU@CWS 08:10PM ET",3.42,"HOU"
"RP","Juan Minaya",4000,"HOU@CWS 08:10PM ET",4.236,"CWS"
"RP","Reymin Guduan",4000,"HOU@CWS 08:10PM ET",1.19,"HOU"
"SP","Dylan Covey",4000,"HOU@CWS 08:10PM ET",2.419,"CWS"
"RP","Michael Ynoa",4000,"HOU@CWS 08:10PM ET",2.011,"CWS"
"RP","Dayan Diaz",4000,"HOU@CWS 08:10PM ET",3.465,"HOU"
"RP","Jandel Gustave",4000,"HOU@CWS 08:10PM ET",0.342,"HOU"
"RP","Michael Feliz",4000,"HOU@CWS 08:10PM ET",3.736,"HOU"
"RP","Brad Goldberg",4000,"HOU@CWS 08:10PM ET",-0.108,"CWS"
"RP","Chris Devenski",4000,"HOU@CWS 08:10PM ET",5.591,"HOU"
"RP","Aaron Bummer",4000,"HOU@CWS 08:10PM ET",1.992,"CWS"
"RP","Carson Fulmer",4000,"HOU@CWS 08:10PM ET",0,"CWS"
"RP","Jordan Jankowski",4000,"HOU@CWS 08:10PM ET",2.117,"HOU"
"RP","James Hoyt",4000,"HOU@CWS 08:10PM ET",3.875,"HOU"
"RP","Tyler Danish",4000,"HOU@CWS 08:10PM ET",21.85,"CWS"
"RP","Matt Belisle",4000,"MIN@MIL 08:10PM ET",2.186,"MIN"
"RP","Glen Perkins",4000,"MIN@MIL 08:10PM ET",0,"MIN"
"RP","Ryan Pressly",4000,"MIN@MIL 08:10PM ET",2.635,"MIN"
"RP","Buddy Boshers",4000,"MIN@MIL 08:10PM ET",2.777,"MIN"
"RP","Michael Tonkin",4000,"MIN@MIL 08:10PM ET",2.194,"MIN"
"SP","Adam Wilk",4000,"MIN@MIL 08:10PM ET",-0.075,"MIN"
"RP","Taylor Rogers",4000,"MIN@MIL 08:10PM ET",2.438,"MIN"
"RP","Kevin Chapman",4000,"MIN@MIL 08:10PM ET",0,"MIN"
"RP","Alex Wimmers",4000,"MIN@MIL 08:10PM ET",2.15,"MIN"
"RP","Ryan O'Rourke",4000,"MIN@MIL 08:10PM ET",0,"MIN"
"RP","Randy Rosario",4000,"MIN@MIL 08:10PM ET",-5.775,"MIN"
"RP","Drew Rucinski",4000,"MIN@MIL 08:10PM ET",1.275,"MIN"
"RP","J.T. Chargois",4000,"MIN@MIL 08:10PM ET",0,"MIN"
"RP","Alan Busenitz",4000,"MIN@MIL 08:10PM ET",2.05,"MIN"
"RP","Trevor Hildenberger",4000,"MIN@MIL 08:10PM ET",4.757,"MIN"
"1B","Jesus Aguilar",3900,"MIN@MIL 08:10PM ET",4.588,"MIL"
"OF","Carlos Beltran",3800,"HOU@CWS 08:10PM ET",6.821,"HOU"
"1B/OF","Eric Thames",3800,"MIN@MIL 08:10PM ET",8.337,"MIL"
"OF","Eddie Rosario",3800,"MIN@MIL 08:10PM ET",6.767,"MIN"
"OF","Robbie Grossman",3700,"MIN@MIL 08:10PM ET",6.554,"MIN"
"OF","Keon Broxton",3700,"MIN@MIL 08:10PM ET",7.099,"MIL"
"3B/OF","Hernan Perez",3700,"MIN@MIL 08:10PM ET",6.202,"MIL"
"OF","Max Kepler",3700,"MIN@MIL 08:10PM ET",6.726,"MIN"
"SS","Orlando Arcia",3700,"MIN@MIL 08:10PM ET",6.486,"MIL"
"C","Brian McCann",3600,"HOU@CWS 08:10PM ET",7.507,"HOU"
"2B","Jonathan Villar",3600,"MIN@MIL 08:10PM ET",6.376,"MIL"
"1B","Kennys Vargas",3600,"MIN@MIL 08:10PM ET",6.569,"MIN"
"OF","Avisail Garcia",3500,"HOU@CWS 08:10PM ET",8.156,"CWS"
"C","Evan Gattis",3500,"HOU@CWS 08:10PM ET",7.559,"HOU"
"1B","Joe Mauer",3500,"MIN@MIL 08:10PM ET",6.787,"MIN"
"OF","Leury Garcia",3400,"HOU@CWS 08:10PM ET",6.955,"CWS"
"1B","Jose Abreu",3400,"HOU@CWS 08:10PM ET",8.491,"CWS"
"OF","Jake Marisnick",3400,"HOU@CWS 08:10PM ET",5.376,"HOU"
"C","Manny Pina",3400,"MIN@MIL 08:10PM ET",6.211,"MIL"
"SS","Jorge Polanco",3400,"MIN@MIL 08:10PM ET",5.862,"MIN"
"1B","Tyler White",3300,"HOU@CWS 08:10PM ET",9.111,"HOU"
"3B/SS","Eduardo Escobar",3300,"MIN@MIL 08:10PM ET",6.305,"MIN"
"OF","Michael Reed",3300,"MIN@MIL 08:10PM ET",0,"MIL"
"1B/3B","Matt Davidson",3200,"HOU@CWS 08:10PM ET",6.888,"CWS"
"2B/OF","Alen Hanson",3200,"HOU@CWS 08:10PM ET",2.987,"CWS"
"OF","Adam Engel",3200,"HOU@CWS 08:10PM ET",5.213,"CWS"
"SS","Tim Anderson",3200,"HOU@CWS 08:10PM ET",6.13,"CWS"
"2B","Yoan Moncada",3200,"HOU@CWS 08:10PM ET",5.833,"CWS"
"OF","Kirk Nieuwenhuis",3200,"MIN@MIL 08:10PM ET",2.25,"MIL"
