"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Dallas Keuchel","P","HOU","vs TB",3.43,"Pruitt, R 6.63","L",1.94,0,0,6.6,8.2,0.95,NA,10500,40.1,23.3,22.39,22.39,"%",62,2.1,3.85,0.4
"Jake Arrieta","P","CHC","vs ARI",3.57,"Godley, R 3.06","R",4.03,0,0,5.5,8.7,1.21,NA,10300,38.1,15.6,18.35,18.35,"%",37,1.8,26.15,2.5
"Ervin Santana","P","MIN","@ SD",4.43,"Perdomo, R 4.85","R",3.41,0,0,6.2,7,1.14,NA,10200,38.8,17.3,12.25,12.25,"%",23,1.2,37.75,3.7
"Zack Godley","P","ARI","@ CHC",4.43,"Arrieta, R 4.03","R",3.06,0,0,5.9,9.3,1,NA,9200,29.4,18.8,14.2,14.2,"%",60,1.5,24.5,2.7
"Masahiro Tanaka","P","NYY","vs DET",3.75,"Zimmermann, R 5.69","R",5.09,0,0,5.9,9.6,1.26,NA,9200,49.3,16.3,18.92,18.92,"%",7,2.1,21.3,2.3
"Jason Vargas","P","KC","@ BAL",5.42,"Hellickson, R 4.73","L",2.98,0,0,5.8,6.4,1.22,NA,8000,31.2,15.8,9.43,9.43,"%",31,1.2,14.25,1.8
"J.A. Happ","P","TOR","@ CWS",4.46,"Holland, L 5.84","L",4.15,0,0,5.6,8,1.33,NA,7800,29.5,13.8,11.17,11.17,"%",34,1.4,33.55,4.3
"J.C. Ramirez","P","LAA","vs PHI",3.66,"Thompson, R 4.50","R",4.29,0,0,5.3,7.1,1.33,NA,7200,32.4,12.4,14.74,14.74,"%",29,2,23.2,3.2
"Luis Perdomo","P","SD","vs MIN",4.07,"Santana, R 3.41","R",4.85,0,0,5.5,6.9,1.53,NA,6900,32.5,10.8,12.22,12.22,"%",6,1.8,6.7,1
"A.J. Cole","P","WSH","@ MIA",4.8,"Worley, R 6.42","R",1.5,0,0,6,3,1.67,NA,6600,8.5,13.5,8.47,8.47,"%",0,1.3,5.25,0.8
"Julio Teheran","P","ATL","vs LAD",5.27,"Stewart, R 0.00","R",5.16,0,0,5.2,6.9,1.4,NA,6600,30.8,10.4,9.3,9.3,"%",0,1.4,10.25,1.6
"Jeremy Hellickson","P","BAL","vs KC",4.58,"Vargas, L 2.98","R",4.73,0,0,5.6,5.3,1.24,NA,6500,27.3,10.1,9.89,9.89,"%",14,1.5,21.55,3.3
"Andrew Cashner","P","TEX","vs SEA",4.86,"Miranda, L 4.31","R",3.48,0,0,5.9,4.6,1.37,NA,6400,25.4,11.3,10.1,10.1,"%",32,1.6,18.7,2.9
"Daniel Gossett","P","OAK","@ SF",4.66,"Moore, L 5.74","R",5.74,0,0,5.2,6.4,1.49,NA,6300,29.7,8.6,9.1,9.1,"%",0,1.4,24.75,3.9
