P,P,C,1B,2B,3B,SS,OF,OF,OF
Stephen Strasburg,German Marquez,Yasmani Grandal,Matt Adams,Brandon Phillips,Nicholas Castellanos,Corey Seager,Matt Kemp,Ender Inciarte,Nick Markakis
Clayton Kershaw,Michael Fulmer,Yasmani Grandal,Miguel Cabrera,Dixon Machado,Nicholas Castellanos,Jose Iglesias,Giancarlo Stanton,Matt Kemp,Mikie Mahtook
Stephen Strasburg,German Marquez,Yasmani Grandal,Chris Davis,Brandon Phillips,Manny Machado,Corey Seager,Adam Jones,Mark Trumbo,Seth Smith
Clayton Kershaw,Michael Fulmer,Tyler Flowers,Matt Adams,Brandon Phillips,Maikel Franco,Corey Seager,Matt Kemp,Nick Markakis,Kole Calhoun
Clayton Kershaw,Michael Fulmer,Yasmani Grandal,Tommy Joseph,Cesar Hernandez,Maikel Franco,Corey Seager,Aaron Altherr,Howie Kendrick,Denard Span
Clayton Kershaw,Michael Fulmer,Salvador Perez,Eric Hosmer,Joe Panik,Mike Moustakas,Alcides Escobar,Giancarlo Stanton,Lorenzo Cain,Denard Span
Stephen Strasburg,Michael Pineda,Salvador Perez,Eric Hosmer,Brandon Phillips,Mike Moustakas,Corey Seager,Jorge Bonifacio,Lorenzo Cain,Denard Span
Clayton Kershaw,Michael Fulmer,Caleb Joseph,Adrian Gonzalez,Joe Panik,Manny Machado,Corey Seager,Adam Jones,Mark Trumbo,Seth Smith
Stephen Strasburg,Michael Pineda,Tyler Flowers,Matt Adams,Brandon Phillips,Manny Machado,Brandon Crawford,Matt Kemp,Nick Markakis,Denard Span
Clayton Kershaw,Michael Fulmer,Salvador Perez,Eric Hosmer,Jason Kipnis,Nicholas Castellanos,Corey Seager,Jorge Bonifacio,Brandon Moss,Lorenzo Cain
Clayton Kershaw,Michael Pineda,Yasmani Grandal,Miguel Cabrera,Whit Merrifield,Mike Moustakas,Alcides Escobar,Andrew Benintendi,Lorenzo Cain,Alex Gordon
Clayton Kershaw,Stephen Strasburg,Salvador Perez,John Hicks,Dixon Machado,Nicholas Castellanos,Jose Iglesias,Lorenzo Cain,Denard Span,Mikie Mahtook
Clayton Kershaw,Michael Fulmer,Yasmani Grandal,Chris Davis,Jonathan Schoop,Manny Machado,Alcides Escobar,Adam Jones,Mark Trumbo,Kole Calhoun
Stephen Strasburg,Michael Fulmer,Salvador Perez,Chris Davis,Jonathan Schoop,Manny Machado,Corey Seager,Mark Trumbo,Denard Span,Hyun Soo Kim
Clayton Kershaw,Michael Pineda,Yasmani Grandal,John Hicks,Dixon Machado,Manny Machado,Jose Iglesias,Mookie Betts,Justin Upton,Mikie Mahtook
Clayton Kershaw,Jake Odorizzi,Salvador Perez,Matt Adams,Brandon Phillips,Manny Machado,Allen Cordoba,Matt Kemp,Ender Inciarte,Nick Markakis
Stephen Strasburg,German Marquez,Sandy Leon,Miguel Cabrera,Josh Rutledge,Pablo Sandoval,Corey Seager,Mookie Betts,Andrew Benintendi,Kole Calhoun
Stephen Strasburg,Michael Pineda,Gary Sanchez,Miguel Cabrera,Dixon Machado,Nicholas Castellanos,Jose Iglesias,Billy Hamilton,Andrew Benintendi,Mikie Mahtook
Michael Pineda,Michael Fulmer,JT Realmuto,Miguel Cabrera,Dee Gordon,Nicholas Castellanos,Corey Seager,Giancarlo Stanton,Marcell Ozuna,Christian Yelich
Stephen Strasburg,German Marquez,Salvador Perez,Eric Hosmer,Cesar Hernandez,Mike Moustakas,Alcides Escobar,Mookie Betts,Andrew Benintendi,Lorenzo Cain
Clayton Kershaw,Michael Fulmer,Tyler Flowers,Matt Adams,Joe Panik,Adonis Garcia,Dansby Swanson,Matt Kemp,Andrew Benintendi,Denard Span
Clayton Kershaw,Michael Pineda,Cameron Rupp,Tommy Joseph,Brandon Phillips,Maikel Franco,Corey Seager,Andrew Benintendi,Howie Kendrick,Michael Saunders
Clayton Kershaw,Michael Pineda,Salvador Perez,Chris Davis,Yangervis Solarte,Manny Machado,Allen Cordoba,Adam Jones,Mark Trumbo,Seth Smith
Stephen Strasburg,Yu Darvish,Yasmani Grandal,Eric Hosmer,Brandon Phillips,Mike Moustakas,Alcides Escobar,Giancarlo Stanton,Lorenzo Cain,Alex Gordon
Michael Pineda,Michael Fulmer,Yasmani Grandal,Joey Votto,Jose Peraza,Eugenio Suarez,Corey Seager,Adam Duvall,Scott Schebler,Seth Smith
