P,P,C,1B,2B,3B,SS,OF,OF,OF
Dinelson Lamet,German Marquez,Willson Contreras,Anthony Rizzo,Ben Zobrist,Manny Machado,Marcus Semien,Adam Jones,Kyle Schwarber,Jason Heyward
Corey Kluber,German Marquez,Jonathan Lucroy,Joey Gallo,Jose Peraza,Manny Machado,Elvis Andrus,Nomar Mazara,Carlos Gomez,Jason Heyward
Dinelson Lamet,Eduardo Rodriguez,Hector Sanchez,Anthony Rizzo,Ben Zobrist,Kris Bryant,Elvis Andrus,Kyle Schwarber,Shin-Soo Choo,Jason Heyward
Corey Kluber,German Marquez,Jonathan Lucroy,Mike Napoli,Rougned Odor,Cory Spangenberg,Elvis Andrus,Shin-Soo Choo,Jason Heyward,Max Kepler
Corey Kluber,German Marquez,Caleb Joseph,Trey Mancini,Jose Peraza,Manny Machado,Ketel Marte,Adam Jones,Mark Trumbo,Jason Heyward
Dinelson Lamet,German Marquez,Caleb Joseph,Anthony Rizzo,Jonathan Schoop,Manny Machado,Elvis Andrus,Adam Jones,Shin-Soo Choo,Mark Trumbo
Corey Kluber,German Marquez,Devin Mesoraco,Anthony Rizzo,Jose Peraza,Eugenio Suarez,Francisco Lindor,Billy Hamilton,Jason Heyward,Patrick Kivlehan
Dinelson Lamet,German Marquez,Jonathan Lucroy,Anthony Rizzo,Ian Happ,Kris Bryant,Francisco Lindor,Mookie Betts,Kyle Schwarber,Jason Heyward
Corey Kluber,German Marquez,Hector Sanchez,Mitch Moreland,Ben Zobrist,Eduardo Nunez,Xander Bogaerts,Kyle Schwarber,Jackie Bradley,Andrew Benintendi
Corey Kluber,Chris Smith,Jonathan Lucroy,Sean Rodriguez,Rougned Odor,Manny Machado,Elvis Andrus,Kyle Schwarber,Shin-Soo Choo,Nomar Mazara
Corey Kluber,Chris Smith,Hector Sanchez,Trey Mancini,Jonathan Schoop,Manny Machado,Alcides Escobar,Seth Smith,Mark Trumbo,Jason Heyward
Corey Kluber,German Marquez,Hector Sanchez,Anthony Rizzo,Jed Lowrie,Matt Chapman,Marcus Semien,Khris Davis,Jason Heyward,Rajai Davis
Corey Kluber,German Marquez,Jonathan Lucroy,Trey Mancini,Rougned Odor,Maikel Franco,Marcus Semien,Shin-Soo Choo,Nomar Mazara,Carlos Gomez
Dinelson Lamet,German Marquez,Jonathan Lucroy,Anthony Rizzo,Rougned Odor,Adrian Beltre,Elvis Andrus,Giancarlo Stanton,Kyle Schwarber,Shin-Soo Choo
Corey Kluber,Chris Smith,Jonathan Lucroy,Anthony Rizzo,Jose Peraza,Eduardo Nunez,Xander Bogaerts,Mookie Betts,Jackie Bradley,Andrew Benintendi
Eduardo Rodriguez,Kyle Hendricks,Willson Contreras,Anthony Rizzo,Ian Happ,Manny Machado,Elvis Andrus,Kyle Schwarber,Andrew Benintendi,Jason Heyward
Corey Kluber,German Marquez,Christian Vazquez,Anthony Rizzo,Rougned Odor,Rafael Devers,Xander Bogaerts,Jackie Bradley,Andrew Benintendi,Jason Heyward
Corey Kluber,German Marquez,Hector Sanchez,Joey Gallo,Rougned Odor,Matt Chapman,Elvis Andrus,Shin-Soo Choo,Nomar Mazara,Andrew Benintendi
Corey Kluber,Chris Smith,Jonathan Lucroy,Eric Thames,Jose Peraza,Adrian Beltre,Elvis Andrus,Shin-Soo Choo,Carlos Gomez,Andrew Benintendi
Dinelson Lamet,Eduardo Rodriguez,Jonathan Lucroy,Anthony Rizzo,Ian Happ,Manny Machado,Elvis Andrus,Shin-Soo Choo,Nomar Mazara,Carlos Gomez
