"Paul Goldschmidt_ARI","JD Martinez_DET","Eric Thames_MIL","Jake Lamb_ARI","Justin Upton_DET","Joey Votto_CIN","Eduardo Nunez_SF","Dexter Fowler_STL","Ryan Braun_MIL","Zack Cozart_CIN","Jose Peraza_CIN","Domingo Santana_MIL","Travis Shaw_MIL","Mike Trout_LAA","Buster Posey_SF","Adam Duvall_CIN","AJ Pollock_ARI","Brandon Belt_SF","Miguel Cabrera_DET","Ian Kinsler_DET","Billy Hamilton_CIN","Albert Pujols_LAA","Brandon Crawford_SF","Randal Grichuk_STL","Stephen Piscotty_STL","Wil Myers_SD","Austin Hedges_SD","Nicholas Castellanos_DET","Denard Span_SF","Tommy Pham_STL","Matt Carpenter_STL","Eugenio Suarez_CIN","David Peralta_ARI","Chris Owings_ARI","Ryan Schimpf_SD","Hunter Pence_SF","Hernan Perez_MIL","Yadier Molina_STL","Scooter Gennett_CIN","Jedd Gyorko_STL","Nick Ahmed_ARI","Scott Schebler_CIN","Jose Iglesias_DET","Phillip Ervin_CIN","Manuel Margot_SD","Alex Avila_DET","Kole Calhoun_LAA","Keon Broxton_MIL","Yangervis Solarte_SD","Alex Dickerson_SD","Hunter Renfroe_SD","Victor Martinez_DET","Eric Sogard_MIL","Jonathan Villar_MIL","Jarrett Parker_SF","Joe Panik_SF","Christian Arroyo_SF","Cameron Maybin_LAA","Andrelton Simmons_LAA","Nick Hundley_SF","Jeremy Hazelbaker_ARI","Yasmany Tomas_ARI","Andrew Romine_DET","Jesus Aguilar_MIL","Mac Williamson_SF","Jhonny Peralta_STL","Kolten Wong_STL","Arismendy Alcantara_CIN","Paul DeJong_STL","Rey Fuentes_ARI","Travis Jankowski_SD","Yunel Escobar_LAA","Nick Franklin_MIL","Harrison Bader_STL","Gregor Blanco_ARI","Chris Iannetta_ARI","Matt Szczur_SD","Chris Herrmann_ARI","Brandon Drury_ARI","Socrates Brito_ARI","Jefry Marte_LAA","CJ Cron_LAA","Kelby Tomlinson_SF","Jose Martinez_STL","Jesse Winker_CIN","Aledmys Diaz_STL","Daniel Descalso_ARI","Chase d'Arnaud_SD","Dixon Machado_DET","Jett Bandy_MIL","Greg Garcia_STL","Magneuris Sierra_STL","Christian Bethancourt_SD","Aaron Hill_SF","Manny Pina_MIL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Devin Mesoraco_CIN","Allen Cordoba_SD","James McCann_DET","Mikie Mahtook_DET","Gorkys Hernandez_SF","Conor Gillaspie_SF","Orlando Arcia_MIL","Carson Kelly_STL","Patrick Kivlehan_CIN","Cory Spangenberg_SD","Martin Maldonado_LAA","John Hicks_DET","Tyler Collins_DET","Justin Ruggiano_SF","Austin Slater_SF","Eric Fryer_STL","Tucker Barnhart_CIN","Luis Valbuena_LAA","Ben Revere_LAA","Danny Espinosa_LAA","JaCoby Jones_DET","Michael Morse_SF","Brett Phillips_MIL","Orlando Calixte_SF","Jabari Blash_SD","Franchy Cordero_SD","Jim Adduci_DET","Tim Federowicz_SF","Erick Aybar_SD","Hector Sanchez_SD","Eric Young_LAA","Shane Robinson_LAA","Jose Pirela_SD","Alex Presley_DET","Nolan Fontana_LAA","Chris Marrero_SF","Juan Graterol_LAA","Luis Torrens_SD","Carlos Perez_LAA","Stuart Turner_CIN","Cliff Pennington_LAA","Jeff Mathis_ARI"
56,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,48,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,0,0,12,17,0,18,45,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,46,0,0,0,0,0,25,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,7,40,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,21,5,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,45,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,20,43,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
0,19,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,24,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,0,0,0,0,8,24,0,0,0,0,0,0,0,8,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
0,0,0,0,0,55,0,0,0,48,49,0,0,0,0,51,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,21,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
0,0,0,0,0,0,54,0,0,0,0,0,0,0,46,0,0,49,0,0,0,0,38,0,0,0,0,0,30,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,26,0,0,16,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,24,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,18,40,0,0,0,0,0,0,41,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,41,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,25,0,0,0,0,0,28,0,0,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,15,4,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,48,0,0,0,48,42,0,0,0,0,45,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,17,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
