Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,17923,Ezekiel Elliott,RB,10,DAL,PIT,0,0,0,114,2,2,95,1,0,0,0,0,43.90
2,11056,Antonio Brown,WR,10,PIT,DAL,0,0,0,-10,0,14,154,1,0,0,0,0,37.40
3,14967,Le'Veon Bell,RB,10,PIT,DAL,0,0,0,57,1,9,77,1,0,0,0,0,34.40
4,4556,Jordy Nelson,WR,10,GB,TEN,0,0,0,0,0,12,126,1,0,0,0,0,33.60
5,11256,Ryan Mathews,RB,10,PHI,ATL,0,0,0,109,2,2,30,0,0,0,0,0,32.90
6,2593,Aaron Rodgers,QB,10,GB,TEN,371,2,2,27,1,0,0,0,0,0,0,0,32.54
7,16906,Stefon Diggs,WR,10,MIN,WAS,0,0,0,0,0,13,164,0,0,0,0,0,32.40
8,3807,Ben Roethlisberger,QB,10,PIT,DAL,408,3,0,1,0,0,0,0,0,0,0,0,31.42
9,13124,DeMarco Murray,RB,10,TEN,GB,10,1,0,123,1,2,33,0,0,0,0,0,31
10,16263,Allen Robinson,WR,10,JAX,HOU,0,0,0,0,0,9,107,1,0,0,0,0,30.70
11,7175,Delanie Walker,TE,10,TEN,GB,0,0,0,0,0,9,124,1,0,0,0,0,30.40
12,13460,Doug Baldwin,WR,10,SEA,NE,0,0,0,0,0,6,59,3,0,0,0,0,29.90
13,14536,Russell Wilson,QB,10,SEA,NE,348,3,0,6,0,0,0,0,0,0,0,0,29.52
14,5571,Larry Fitzgerald,WR,10,ARI,SF,0,0,0,0,0,12,132,0,0,0,0,0,28.20
15,16763,Marcus Mariota,QB,10,TEN,GB,295,4,0,0,0,0,0,0,0,0,0,0,27.80
16,16847,David Johnson,RB,10,ARI,SF,0,0,0,55,1,5,46,1,0,0,0,0,27.10
17,11270,Dez Bryant,WR,10,DAL,PIT,0,0,0,0,0,6,116,1,0,0,0,0,26.60
18,17048,Tyrell Williams,WR,10,SD,MIA,0,0,0,0,0,5,125,1,0,0,0,0,26.50
19,13291,Julio Jones,WR,10,ATL,PHI,0,0,0,0,0,10,135,0,0,0,0,0,26.50
20,7242,Drew Brees,QB,10,NO,DEN,303,3,2,9,0,0,0,0,0,0,0,0,26.02
21,16389,Odell Beckham Jr,WR,10,NYG,CIN,0,0,0,0,0,10,97,1,0,0,0,0,25.70
22,12296,LeGarrette Blount,RB,10,NE,SEA,0,0,0,69,3,0,0,0,0,0,0,0,24.90
23,13320,Cam Newton,QB,10,CAR,KC,261,1,1,54,1,0,0,0,0,0,0,0,24.84
24,16470,Davante Adams,WR,10,GB,TEN,0,0,0,0,0,6,156,0,0,0,0,0,24.60
25,611,Joe Flacco,QB,10,BAL,CLE,296,3,2,3,0,0,0,0,0,0,0,0,24.14
26,8244,Philip Rivers,QB,10,SD,MIA,326,3,4,0,0,0,0,0,0,0,0,0,24.04
27,95,Tampa Bay Buccaneers,DST,10,TB,CHI,0,0,0,0,0,0,0,0,4,2,3,2,24
28,13443,Colin Kaepernick,QB,10,SF,ARI,210,1,0,55,1,0,0,0,0,0,0,0,23.90
29,18055,Dak Prescott,QB,10,DAL,PIT,319,2,0,0,0,0,0,0,0,0,0,0,22.76
30,11197,Demaryius Thomas,WR,10,DEN,NO,0,0,0,0,0,8,87,1,0,0,0,0,22.70
31,16762,Jameis Winston,QB,10,TB,CHI,312,2,1,0,0,0,0,0,0,0,0,0,22.48
32,17965,CJ Prosise,RB,10,SEA,NE,0,0,0,66,0,7,87,0,0,0,0,0,22.30
33,11527,Sam Bradford,QB,10,MIN,WAS,307,2,1,0,0,0,0,0,0,0,0,0,22.28
34,12800,Bilal Powell,RB,10,NYJ,LA,0,0,0,37,0,7,52,1,0,0,0,0,21.90
35,16141,Willie Snead,WR,10,NO,DEN,0,0,0,0,0,5,47,2,0,0,0,0,21.70
36,16593,Cameron Brate,TE,10,TB,CHI,0,0,0,0,0,7,84,1,0,0,0,0,21.40
37,8532,Kenny Britt,WR,10,LA,NYJ,0,0,0,0,0,7,109,0,0,0,0,0,20.90
38,2428,Carson Palmer,QB,10,ARI,SF,376,1,2,16,0,0,0,0,0,0,0,0,20.64
39,1181,Martellus Bennett,TE,10,NE,SEA,0,0,0,0,0,7,102,0,0,0,0,0,20.20
40,18082,Tyreek Hill,WR,10,KC,CAR,0,0,0,12,0,10,89,0,0,0,0,0,20.10
41,4932,Eli Manning,QB,10,NYG,CIN,240,3,2,4,0,0,0,0,0,0,0,0,20
42,12845,AJ Green,WR,10,CIN,NYG,0,0,0,0,0,7,68,1,0,0,0,0,19.80
43,16245,Blake Bortles,QB,10,JAX,HOU,265,2,1,11,0,0,0,0,0,0,0,0,19.70
44,13799,Ryan Tannehill,QB,10,MIA,SD,240,2,0,16,0,0,0,0,0,0,0,0,19.20
45,12794,Jeremy Kerley,WR,10,SF,ARI,0,0,0,0,0,7,71,1,0,0,0,0,19.10
46,16568,Brandin Cooks,WR,10,NO,DEN,0,0,0,0,0,3,98,1,0,0,0,0,18.80
