Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,15534,Adam Thielen,WR,16,MIN,GB,0,0,0,4,0,12,202,2,0,0,0,0,47.60
2,2593,Aaron Rodgers,QB,16,GB,MIN,347,4,0,13,1,0,0,0,0,0,0,0,40.18
3,13460,Doug Baldwin,WR,16,SEA,ARI,0,0,0,6,0,13,171,1,0,0,0,0,39.70
4,4556,Jordy Nelson,WR,16,GB,MIN,0,0,0,0,0,9,154,2,0,0,0,0,39.40
5,14536,Russell Wilson,QB,16,SEA,ARI,350,4,0,36,0,0,0,0,0,0,0,0,37.60
6,15048,Travis Kelce,TE,16,KC,DEN,0,0,0,0,0,11,160,1,0,0,0,0,36
7,16847,David Johnson,RB,16,ARI,SEA,0,0,0,95,3,4,41,0,0,0,0,0,34.60
8,12831,Tyrod Taylor,QB,16,BUF,MIA,329,3,0,60,0,0,0,0,0,0,0,0,34.16
9,14967,Le'Veon Bell,RB,16,PIT,BAL,0,0,0,122,1,3,15,1,0,0,0,0,31.70
10,17167,Cameron Meredith,WR,16,CHI,WAS,0,0,0,0,0,9,135,1,0,0,0,0,31.50
11,16003,Sammy Watkins,WR,16,BUF,MIA,0,0,0,0,0,7,154,1,0,0,0,0,31.40
12,16909,Jay Ajayi,RB,16,MIA,BUF,0,0,0,206,1,1,3,0,0,0,0,0,30.90
13,14252,Kirk Cousins,QB,16,WAS,CHI,270,1,0,30,2,0,0,0,0,0,0,0,29.80
14,11527,Sam Bradford,QB,16,MIN,GB,382,3,0,5,0,0,0,0,0,0,0,0,29.78
15,16245,Blake Bortles,QB,16,JAX,TEN,325,1,0,7,0,1,20,1,0,0,0,0,29.70
16,16389,Odell Beckham Jr,WR,16,NYG,PHI,0,0,0,0,0,11,150,0,0,0,0,0,29
17,11932,LeSean McCoy,RB,16,BUF,MIA,0,0,0,128,1,5,17,0,0,0,0,0,28.50
18,12751,Charles Clay,TE,16,BUF,MIA,0,0,0,0,0,8,85,2,0,0,0,0,28.50
19,11463,Brandon LaFell,WR,16,CIN,HOU,0,0,0,0,0,6,130,1,0,0,0,0,28
20,11270,Dez Bryant,WR,16,DAL,DET,10,1,0,0,0,4,70,2,0,0,0,0,27.40
21,13443,Colin Kaepernick,QB,16,SF,LA,266,2,1,15,1,0,0,0,0,0,0,0,27.14
22,14008,Andrew Luck,QB,16,IND,OAK,288,2,2,12,1,0,0,0,0,0,0,0,26.72
23,16263,Allen Robinson,WR,16,JAX,TEN,0,0,0,0,0,9,147,0,0,0,0,0,26.70
24,11056,Antonio Brown,WR,16,PIT,BAL,0,0,0,0,0,10,96,1,0,0,0,0,25.60
25,13337,Mark Ingram,RB,16,NO,TB,0,0,0,90,2,2,3,0,0,0,0,0,25.30
26,16919,JJ Nelson,WR,16,ARI,SEA,0,0,0,0,0,3,132,1,0,0,0,0,25.20
27,18061,Deandre Washington,RB,16,OAK,IND,0,0,0,99,2,1,18,0,0,0,0,0,24.70
28,18055,Dak Prescott,QB,16,DAL,DET,212,3,0,35,0,0,0,0,0,0,0,0,23.98
29,7884,Antonio Gates,TE,16,SD,CLE,0,0,0,0,0,8,94,1,0,0,0,0,23.40
30,6739,Alex Smith,QB,16,KC,DEN,244,1,1,46,1,0,0,0,0,0,0,0,23.36
31,17023,Zach Zenner,RB,16,DET,DAL,0,0,0,67,2,2,25,0,0,0,0,0,23.20
32,4358,Steve Smith,WR,16,BAL,PIT,0,0,0,0,0,7,79,1,0,0,0,0,22.90
33,8244,Philip Rivers,QB,16,SD,CLE,322,2,1,0,0,0,0,0,0,0,0,0,22.88
34,16597,Mike Evans,WR,16,TB,NO,0,0,0,0,0,7,97,1,0,0,0,0,22.70
35,16834,Tevin Coleman,RB,16,ATL,CAR,0,0,0,90,1,3,45,0,0,0,0,0,22.50
36,17923,Ezekiel Elliott,RB,16,DAL,DET,0,0,0,80,2,1,12,0,0,0,0,0,22.20
37,16311,Derek Carr,QB,16,OAK,IND,228,3,0,8,0,0,0,0,0,0,0,0,21.92
38,16127,Isaiah Crowell,RB,16,CLE,SD,0,0,0,54,2,4,4,0,0,0,0,0,21.80
39,3807,Ben Roethlisberger,QB,16,PIT,BAL,279,3,2,-1,0,0,0,0,0,0,0,0,21.06
40,4314,Tom Brady,QB,16,NE,NYJ,214,3,0,0,0,0,0,0,0,0,0,0,20.56
41,12239,Chris Ivory,RB,16,JAX,TEN,0,0,0,45,1,4,69,0,0,0,0,0,20.40
42,732,Matt Ryan,QB,16,ATL,CAR,277,2,0,9,0,0,0,0,0,0,0,0,19.98
43,14005,TY Hilton,WR,16,IND,OAK,0,0,0,0,0,4,105,0,0,0,0,0,19.50
44,3943,DeSean Jackson,WR,16,WAS,CHI,0,0,0,0,0,5,114,0,0,0,0,0,19.40
45,17961,Sterling Shepard,WR,16,NYG,PHI,0,0,0,2,0,7,61,1,0,0,0,0,19.30
46,16189,Alfred Blue,RB,16,HOU,CIN,0,0,0,73,1,4,17,0,0,0,0,0,19
47,14855,Matt Barkley,QB,16,CHI,WAS,323,2,5,0,0,0,0,0,0,0,0,0,18.92
48,16775,Devante Parker,WR,16,MIA,BUF,0,0,0,0,0,4,85,1,0,0,0,0,18.50
49,16762,Jameis Winston,QB,16,TB,NO,277,2,2,14,0,0,0,0,0,0,0,0,18.48
50,14111,Rod Streater,WR,16,SF,LA,0,0,0,0,0,6,63,1,0,0,0,0,18.30
51,4932,Eli Manning,QB,16,NYG,PHI,356,1,3,0,0,0,0,0,0,0,0,0,18.24
52,16771,Todd Gurley,RB,16,LA,SF,0,0,0,67,1,3,20,0,0,0,0,0,17.70
53,16258,Marqise Lee,WR,16,JAX,TEN,20,1,0,0,0,3,37,1,0,0,0,0,17.50
54,16451,Eric Ebron,TE,16,DET,DAL,0,0,0,0,0,8,93,0,0,0,0,0,17.30
55,21,New England Patriots,DST,16,NE,NYJ,0,0,0,0,0,0,0,0,2,3,1,1,17
56,12296,LeGarrette Blount,RB,16,NE,NYJ,0,0,0,50,2,0,0,0,0,0,0,0,17
57,18690,Jalen Richard,RB,16,OAK,IND,0,0,0,66,0,3,13,1,0,0,0,0,16.90
58,18067,Jordan Howard,RB,16,CHI,WAS,0,0,0,119,0,1,9,0,0,0,0,0,16.80
59,16524,Devonta Freeman,RB,16,ATL,CAR,0,0,0,53,0,8,35,0,0,0,0,0,16.80
60,15102,Chris Thompson,RB,16,WAS,CHI,0,0,0,20,1,1,17,1,0,0,0,0,16.70
61,17048,Tyrell Williams,WR,16,SD,CLE,0,0,0,0,0,4,64,1,0,0,0,0,16.40
62,12246,Victor Cruz,WR,16,NYG,PHI,0,0,0,0,0,8,84,0,0,0,0,0,16.40
63,16550,Kelvin Benjamin,WR,16,CAR,ATL,0,0,0,0,0,4,63,1,0,0,0,0,16.30
64,5834,Matt Moore,QB,16,MIA,BUF,233,2,1,-1,0,0,0,0,0,0,0,0,16.22
65,7242,Drew Brees,QB,16,NO,TB,299,1,0,1,0,0,0,0,0,0,0,0,16.06
66,9331,Michael Crabtree,WR,16,OAK,IND,0,0,0,0,0,7,90,0,0,0,0,0,16
67,13299,Jacquizz Rodgers,RB,16,TB,NO,0,0,0,63,1,2,15,0,0,0,0,0,15.80
68,17960,Michael Thomas,WR,16,NO,TB,0,0,0,0,0,6,98,0,0,0,0,0,15.80
69,15305,Demetrius Harris,TE,16,KC,DEN,0,0,0,0,0,6,37,1,0,0,0,0,15.70
70,18082,Tyreek Hill,WR,16,KC,DEN,0,0,0,95,1,0,0,0,0,0,0,0,15.50
71,11017,Dennis Pitta,TE,16,BAL,PIT,0,0,0,0,0,8,75,0,0,0,0,0,15.50
