Rk,ID,Player,Pos,Week,Team,Opp,Pass Yds,TD,Int,Rush Yds,TD,Rec,Yds,TD,Sck,Int,FF,FR,Fantasy Points
1,13443,Colin Kaepernick,QB,12,SF,MIA,296,3,1,113,0,0,0,0,0,0,0,0,37.14
2,7242,Drew Brees,QB,12,NO,LA,310,4,0,1,1,0,0,0,0,0,0,0,36.50
3,17960,Michael Thomas,WR,12,NO,LA,0,0,0,0,0,9,108,2,0,0,0,0,34.80
4,16597,Mike Evans,WR,12,TB,SEA,0,0,0,0,0,8,104,2,0,0,0,0,33.40
5,14252,Kirk Cousins,QB,12,WAS,DAL,449,3,0,2,0,0,0,0,0,0,0,0,33.16
6,16847,David Johnson,RB,12,ARI,ATL,0,0,0,58,0,8,103,1,0,0,0,0,33.10
7,13337,Mark Ingram,RB,12,NO,LA,0,0,0,146,1,1,21,1,0,0,0,0,32.70
8,18082,Tyreek Hill,WR,12,KC,DEN,0,0,0,3,1,9,52,1,0,0,0,0,32.50
9,11932,LeSean McCoy,RB,12,BUF,JAX,0,0,0,103,2,2,31,0,0,0,0,0,32.40
10,11063,Emmanuel Sanders,WR,12,DEN,KC,0,0,0,0,0,7,162,1,0,0,0,0,32.20
11,11056,Antonio Brown,WR,12,PIT,IND,0,0,0,0,0,5,91,3,0,0,0,0,32.10
12,17009,Trevor Siemian,QB,12,DEN,KC,368,3,0,23,0,0,0,0,0,0,0,0,32.02
13,15100,Jordan Reed,TE,12,WAS,DAL,0,0,0,0,0,10,95,2,0,0,0,0,31.50
14,16470,Davante Adams,WR,12,GB,PHI,0,0,0,0,0,5,113,2,0,0,0,0,31.30
15,15118,Marquess Wilson,WR,12,CHI,TEN,0,0,0,0,0,8,125,1,0,0,0,0,29.50
16,16389,Odell Beckham Jr,WR,12,NYG,CLE,0,0,0,0,0,6,96,2,0,0,0,0,27.60
17,14967,Le'Veon Bell,RB,12,PIT,IND,0,0,0,120,1,4,22,0,0,0,0,0,27.20
18,16728,Dontrelle Inman,WR,12,SD,HOU,0,0,0,0,0,6,119,1,0,0,0,0,26.90
19,13799,Ryan Tannehill,QB,12,MIA,SF,285,3,0,34,0,0,0,0,0,0,0,0,26.80
20,16129,Taylor Gabriel,WR,12,ATL,ARI,0,0,0,27,0,4,75,2,0,0,0,0,26.20
