"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mike Trout",5800,"LAA@TEX 03:05PM ET",11.192,"LAA","TEX",11.65,11.9,11.91,10.1,"3","3",7
"3B","Kris Bryant",5700,"CHC@BOS 08:08PM ET",10,"CHC","BOS",9.04,9.7,10.01,10.6,"2","2",14
"1B","Anthony Rizzo",5600,"CHC@BOS 08:08PM ET",10.409,"CHC","BOS",5.93,9.5,10.05,8.5,"3","3",2
"OF","Mookie Betts",5600,"CHC@BOS 08:08PM ET",8.737,"BOS","CHC",7.89,8.7,9.9,9,"3","3",2
"1B","Paul Goldschmidt",5500,"COL@ARI 04:10PM ET",11,"ARI","COL",10.18,9.4,10.59,9.1,"3","3",8
"3B","Nolan Arenado",5500,"COL@ARI 04:10PM ET",10.042,"COL","ARI",10.11,8.9,9.53,10.3,"3","3",0
"OF","Charlie Blackmon",5400,"COL@ARI 04:10PM ET",10.75,"COL","ARI",6.55,7.9,8.95,8.6,"1","1",0
"1B","Freddie Freeman",5300,"ATL@MIL 02:10PM ET",12.571,"ATL","MIL",10.23,12.1,10.1,9.3,"3","3",16
"2B","Jose Altuve",5300,"OAK@HOU 02:10PM ET",8.727,"HOU","OAK",9.62,8.2,9.9,8.7,"3","3",6
"OF","Bryce Harper",5300,"NYM@WAS 01:35PM ET",13.913,"WAS","NYM",8.4,8.6,8.59,9.3,"3","3",27
"2B","Robinson Cano",5200,"SEA@CLE 01:10PM ET",7.917,"SEA","CLE",8.75,9.2,8.9,9.2,"3","3",7
"1B","Ryan Zimmerman",5200,"NYM@WAS 01:35PM ET",12.727,"WAS","NYM",6,5.8,6.67,5.7,"4","4",21
"OF","Kyle Schwarber",5100,"CHC@BOS 08:08PM ET",7.136,"CHC","BOS",7.49,8.2,9.21,6,"1","1",2
"1B","Eric Thames",5100,"ATL@MIL 02:10PM ET",13.773,"MIL","ATL",9.28,11.4,9.43,7.5,"2","2",3
"OF","Ryan Braun",5100,"ATL@MIL 02:10PM ET",10.609,"MIL","ATL",8.95,8.6,10.17,8.4,"3","3",2
"SS","Carlos Correa",5100,"OAK@HOU 02:10PM ET",6.4,"HOU","OAK",9.29,7.8,8.2,8.4,"4","4",12
"SS","Trevor Story",5100,"COL@ARI 04:10PM ET",6.875,"COL","ARI",7.1,7.9,7.93,9.6,"7","7",4
"1B","Edwin Encarnacion",5000,"SEA@CLE 01:10PM ET",6.864,"CLE","SEA",8.96,9.5,9.52,7.7,"4","4",2
"OF","Nelson Cruz",5000,"SEA@CLE 01:10PM ET",9.125,"SEA","CLE",8.99,10.2,8.9,7.8,"4","4",21
