"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Actual_fpts"
"SP","Noah Syndergaard",11400,"NYM@WAS 01:35PM ET",24.525,"NYM","WAS",26.27,20.1,20.5455,19.3,-6.6
"SP","Chris Archer",10500,"TB@TOR 01:07PM ET",17.8,"TB","TOR",21.93,20.5,20.235,17.8,20.9
"SP","Kyle Hendricks",9700,"CHC@BOS 08:08PM ET",12.675,"CHC","BOS",13.85,15.1,16.338,12.7,17.9
"SP","Dallas Keuchel",9400,"OAK@HOU 02:10PM ET",25.31,"HOU","OAK",21.61,20.6,22.5655,16.3,34.25
"SP","Hyun-Jin Ryu",9200,"PHI@LAD 04:10PM ET",11.85,"LAD","PHI",19.12,14.4,18.105,11.6,28.4
"SP","Wade Miley",8200,"BAL@NYY 01:05PM ET",24.575,"BAL","NYY",12.65,14.3,13.953,10.2,11.45
"SP","Patrick Corbin",8200,"COL@ARI 04:10PM ET",15.61,"ARI","COL",13.9,13.2,13.494,10,23.85
"SP","Aaron Sanchez",8000,"TB@TOR 01:07PM ET",12.375,"TOR","TB",19.09,14.6,19.645,15.4,3.65
"SP","Mike Leake",7900,"CIN@STL 02:15PM ET",22.775,"STL","CIN",20.44,14.2,14.265,10.5,16.1
"SP","Eduardo Rodriguez",7800,"CHC@BOS 08:08PM ET",15.45,"BOS","CHC",14.53,13.5,15.766,10.8,25.3
"SP","Jason Hammel",7600,"MIN@KC 02:15PM ET",6.75,"KC","MIN",14.64,12.2,15.898,13.4,1.35
"SP","Joe Ross",7400,"NYM@WAS 01:35PM ET",7.55,"WAS","NYM",NA,14.3,14.284,13.7,4.2
"SP","Clayton Richard",7200,"SD@SF 04:05PM ET",11.73,"SD","SF",12.7,12.9,10.2,6.9,9.2
"SP","Miguel Gonzalez",7100,"CWS@DET 01:10PM ET",20.838,"CWS","DET",14.97,12.1,12.734,11.4,-5.5
"SP","Jordan Montgomery",6900,"BAL@NYY 01:05PM ET",14.633,"NYY","BAL",15.01,14.1,14.761,12.3,15.05
"SP","Martin Perez",6900,"LAA@TEX 03:05PM ET",10.18,"TEX","LAA",12.64,11.2,10.059,9.5,0.15
"SP","Mike Foltynewicz",6700,"ATL@MIL 02:10PM ET",11.863,"ATL","MIL",NA,13.6,16.163,14.1,NA
"SP","Ty Blach",6600,"SD@SF 04:05PM ET",1.85,"SF","SD",NA,12.7,12.066,7.7,14.75
"SP","Jesse Hahn",6500,"OAK@HOU 02:10PM ET",18.875,"OAK","HOU",10.65,11.7,8.624,7.7,16.1
"SP","Nick Pivetta",6200,"PHI@LAD 04:10PM ET",0,"PHI","LAD",NA,15.6,12.388,9.8,11.25
"SP","Tom Koehler",6200,"PIT@MIA 01:10PM ET",10.513,"MIA","PIT",13.42,13.4,12.301,9.8,4.8
"SP","Josh Tomlin",5900,"SEA@CLE 01:10PM ET",3.863,"CLE","SEA",13.14,10.5,14.205,11.7,7.85
"SP","Jordan Zimmermann",5800,"CWS@DET 01:10PM ET",6.55,"DET","CWS",11.09,12.3,15.64,12.7,13.85
"SP","Phil Hughes",5700,"MIN@KC 02:15PM ET",11.463,"MIN","KC",11.27,10.7,12.412,9.5,10.75
"SP","Chad Kuhl",5700,"PIT@MIA 01:10PM ET",5.67,"PIT","MIA",13.31,11.9,10.915,9.5,8.2
"SP","German Marquez",5500,"COL@ARI 04:10PM ET",-10.2,"COL","ARI",9.97,12.1,13.28,9.5,25.9
"SP","JC Ramirez",5400,"LAA@TEX 03:05PM ET",9.45,"LAA","TEX",11.63,12.9,10.584,9.3,26.4
"SP","Matt Garza",5000,"ATL@MIL 02:10PM ET",10.8,"MIL","ATL",12.64,11.5,11.625,8.8,23.4
"SP","Chase De Jong",4800,"SEA@CLE 01:10PM ET",2.45,"SEA","CLE",8.66,9.9,NA,11.4,-10.6
"SP","Bronson Arroyo",4700,"CIN@STL 02:15PM ET",9.913,"CIN","STL",12.65,11.2,10.599,5.8,-0.4
