"Charlie Blackmon_COL","Bryce Harper_WAS","Nolan Arenado_COL","Paul Goldschmidt_ARI","Jake Lamb_ARI","Daniel Murphy_WAS","Anthony Rendon_WAS","JD Martinez_ARI","Mark Reynolds_COL","Andrew McCutchen_PIT","AJ Pollock_ARI","Starling Marte_PIT","Trea Turner_WAS","Ian Desmond_COL","Gerardo Parra_COL","DJ LeMahieu_COL","Trevor Story_COL","David Dahl_COL","Ryan Zimmerman_WAS","Brian Goodwin_WAS","David Peralta_ARI","Gregory Polanco_PIT","Chris Owings_ARI","Michael Taylor_WAS","Josh Harrison_PIT","Raimel Tapia_COL","Josh Bell_PIT","Adam Frazier_PIT","Gregor Blanco_ARI","Wilmer Difo_WAS","Carlos Gonzalez_COL","Jordy Mercer_PIT","Jayson Werth_WAS","Adam Lind_WAS","Daniel Descalso_ARI","Adam Eaton_WAS","Yasmany Tomas_ARI","Jose Osuna_PIT","Pat Valaika_COL","Ryan Raburn_WAS","Chris Iannetta_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Ketel Marte_ARI","Francisco Cervelli_PIT","David Freese_PIT","Jordan Patterson_COL","Rey Fuentes_ARI","Adrian Sanchez_WAS","Brandon Drury_ARI","Socrates Brito_ARI","Nick Ahmed_ARI","Mike Tauchman_COL","Alexi Amarista_COL","Elias Diaz_PIT","Tom Murphy_COL","Max Moroff_PIT","Matt Wieters_WAS","Gift Ngoepe_PIT","Cristhian Adames_COL","Jacob Stallings_PIT","Stephen Drew_WAS","Jack Reinheimer_ARI","Ryan Hanigan_COL","John Jaso_PIT","Tony Wolters_COL","Kevin Newman_PIT","John Bormann_PIT","Chris Heisey_WAS","Chris Stewart_PIT","Ildemaro Vargas_ARI","Pedro Severino_WAS","Dawel Lugo_ARI","Domingo Leyba_ARI","Christian Walker_ARI","Rafael Bautista_WAS","Danny Ortiz_PIT","Dustin Garneau_COL","Stephen Cardullo_COL","Phil Gosselin_PIT","Chris Bostick_PIT","Jose Lobaton_WAS","Jeff Mathis_ARI"
73.1337893296854,0,23.6639566395664,0,0,0,0,0,14.8036842105263,0,0,0,0,7.65102040816326,0,11.8313859136644,11.7944369063772,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7039969834087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102.19937060348,0,0,0,6.93645409317051,23.1733977172959,0,0,0,0,0,19.065233785822,0,0,0,0,0,18.54653622422,0,0,0,0,16.7470238095238,0,0,0,0,0,0,0,0,15.065873015873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.6639566395664,0,99.7596638655462,0,0,0,0,0,4.86810810810811,0,0,0,0,15.6023529411765,0,15.2813852813853,27.8540865384615,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48489503328213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.03673469387755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,63.8922413793103,0.685185185185185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2956349206349,0,4.85495495495496,0,0,0,0,0,0,0,0,0,0,0,5.93333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.9421613394216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.685185185185185,74.6386554621849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9887019230769,0,-11.2195171026157,0,0,0,0,0,0,0,0,0,0,0,-19.7619047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4575873827792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.93645409317051,0,0,0,65.1981981981982,15.9904092071611,0,0,0,0,0,17.261355695318,0,0,0,0,0,14.1788461538462,0,0,0,0,20.7549019607843,0,0,0,0,0,0,0,0,15.7871794871795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.9457912457912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23.1733977172959,0,0,0,15.9904092071611,124.192280701754,0,0,0,0,0,-7.77009084556254,0,0,0,0,0,1.05769230769231,0,0,0,0,15.1959361393324,0,0,0,0,0,0,0,0,25.9046941678521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6288961038961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.8036842105263,0,4.86810810810811,0,0,0,0,0,70.0921778643298,0,0,0,0,3.6,0,5.5641627543036,-4.07773664727657,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8477443609023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3555555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65.2044907778669,0,0,0,0,0,0,0,0,0,0,0,0.349531116794544,0,0,1.73657407407407,0,6.31438596491228,2.84615384615385,0,0,0,8.18655063291139,0,0,0,0,0,0,0,0,0,0,0,0,9.87010159651669,13.0532786885246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
