"Charlie Blackmon_COL","Bryce Harper_WAS","Nolan Arenado_COL","Paul Goldschmidt_ARI","Jake Lamb_ARI","Daniel Murphy_WAS","Anthony Rendon_WAS","JD Martinez_ARI","Mark Reynolds_COL","Andrew McCutchen_PIT","AJ Pollock_ARI","Starling Marte_PIT","Trea Turner_WAS","Ian Desmond_COL","Gerardo Parra_COL","DJ LeMahieu_COL","Trevor Story_COL","David Dahl_COL","Ryan Zimmerman_WAS","Brian Goodwin_WAS","David Peralta_ARI","Gregory Polanco_PIT","Chris Owings_ARI","Michael Taylor_WAS","Josh Harrison_PIT","Raimel Tapia_COL","Josh Bell_PIT","Adam Frazier_PIT","Gregor Blanco_ARI","Wilmer Difo_WAS","Carlos Gonzalez_COL","Jordy Mercer_PIT","Jayson Werth_WAS","Adam Lind_WAS","Daniel Descalso_ARI","Adam Eaton_WAS","Yasmany Tomas_ARI","Jose Osuna_PIT","Pat Valaika_COL","Ryan Raburn_WAS","Chris Iannetta_ARI","Chris Herrmann_ARI","Jeremy Hazelbaker_ARI","Ketel Marte_ARI","Francisco Cervelli_PIT","David Freese_PIT","Jordan Patterson_COL","Rey Fuentes_ARI","Adrian Sanchez_WAS","Brandon Drury_ARI","Socrates Brito_ARI","Nick Ahmed_ARI","Mike Tauchman_COL","Alexi Amarista_COL","Elias Diaz_PIT","Tom Murphy_COL","Max Moroff_PIT","Matt Wieters_WAS","Gift Ngoepe_PIT","Cristhian Adames_COL","Jacob Stallings_PIT","Stephen Drew_WAS","Jack Reinheimer_ARI","Ryan Hanigan_COL","John Jaso_PIT","Tony Wolters_COL","Kevin Newman_PIT","John Bormann_PIT","Chris Heisey_WAS","Chris Stewart_PIT","Ildemaro Vargas_ARI","Pedro Severino_WAS","Dawel Lugo_ARI","Domingo Leyba_ARI","Christian Walker_ARI","Rafael Bautista_WAS","Danny Ortiz_PIT","Dustin Garneau_COL","Stephen Cardullo_COL","Phil Gosselin_PIT","Chris Bostick_PIT","Jose Lobaton_WAS","Jeff Mathis_ARI"
86,0,82,0,0,0,0,0,76,0,0,0,0,50,39,79,67,0,0,0,0,0,0,0,0,20,0,0,0,0,65,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,52,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0
0,74,0,0,0,67,68,0,0,0,0,0,52,0,0,0,0,0,62,26,0,0,0,49,0,0,0,0,0,21,0,0,36,17,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0
82,0,85,0,0,0,0,0,75,0,0,0,0,51,40,78,65,0,0,0,0,0,0,0,0,20,0,0,0,0,63,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,50,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0
0,0,0,88,82,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,64,0,75,0,0,0,0,0,30,0,0,0,0,0,40,0,40,0,0,0,31,31,6,6,0,0,0,0,0,73,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
0,0,0,82,85,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,65,0,71,0,0,0,0,0,29,0,0,0,0,0,36,0,37,0,0,0,29,34,6,5,0,0,0,0,0,69,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
0,67,0,0,0,75,69,0,0,0,0,0,54,0,0,0,0,0,65,27,0,0,0,51,0,0,0,0,0,15,0,0,40,18,0,18,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,68,0,0,0,69,76,0,0,0,0,0,54,0,0,0,0,0,65,28,0,0,0,53,0,0,0,0,0,18,0,0,38,19,0,16,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,11,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,0,75,0,0,0,0,0,79,0,0,0,0,45,33,72,62,0,0,0,0,0,0,0,0,18,0,0,0,0,57,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,46,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0
0,0,0,0,0,0,0,0,0,87,0,15,0,0,0,0,0,0,0,0,0,69,0,0,81,0,76,52,0,0,0,80,0,0,0,0,0,24,0,0,0,0,0,0,53,61,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,33,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,40,37,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,31,0,37,0,0,0,0,0,2,0,0,0,0,0,13,0,27,0,0,0,15,11,0,2,0,0,0,0,0,35,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,11,0,0,13,0,12,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52,0,0,0,54,54,0,0,0,0,0,60,0,0,0,0,0,52,19,0,0,0,49,0,0,0,0,0,8,0,0,35,13,0,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0
50,0,51,0,0,0,0,0,45,0,0,0,0,53,16,51,37,0,0,0,0,0,0,0,0,12,0,0,0,0,36,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,28,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
39,0,40,0,0,0,0,0,33,0,0,0,0,16,41,39,33,0,0,0,0,0,0,0,0,3,0,0,0,0,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
79,0,78,0,0,0,0,0,72,0,0,0,0,51,39,82,63,0,0,0,0,0,0,0,0,17,0,0,0,0,62,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,0,50,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0
67,0,65,0,0,0,0,0,62,0,0,0,0,37,33,63,69,0,0,0,0,0,0,0,0,17,0,0,0,0,50,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,43,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,62,0,0,0,65,65,0,0,0,0,0,52,0,0,0,0,0,70,25,0,0,0,49,0,0,0,0,0,16,0,0,38,9,0,15,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,26,0,0,0,27,28,0,0,0,0,0,19,0,0,0,0,0,25,31,0,0,0,21,0,0,0,0,0,8,0,0,4,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0
0,0,0,64,65,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,67,0,54,0,0,0,0,0,22,0,0,0,0,0,33,0,27,0,0,0,22,24,4,2,0,0,0,0,0,56,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
0,0,0,0,0,0,0,0,0,69,0,11,0,0,0,0,0,0,0,0,0,71,0,0,64,0,62,38,0,0,0,66,0,0,0,0,0,21,0,0,0,0,0,0,40,45,0,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,24,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,75,71,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,54,0,77,0,0,0,0,0,26,0,0,0,0,0,34,0,37,0,0,0,25,28,3,5,0,0,0,0,0,61,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
0,49,0,0,0,51,53,0,0,0,0,0,49,0,0,0,0,0,49,21,0,0,0,57,0,0,0,0,0,11,0,0,27,14,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0
0,0,0,0,0,0,0,0,0,81,0,13,0,0,0,0,0,0,0,0,0,64,0,0,83,0,72,48,0,0,0,76,0,0,0,0,0,25,0,0,0,0,0,0,49,58,0,0,0,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,30,0,0,0,0,17,0,0,0,0,0,0,2,0,0,0,0,0,0
20,0,20,0,0,0,0,0,18,0,0,0,0,12,3,17,17,0,0,0,0,0,0,0,0,21,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,76,0,12,0,0,0,0,0,0,0,0,0,62,0,0,72,0,80,49,0,0,0,73,0,0,0,0,0,20,0,0,0,0,0,0,48,55,0,0,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,0,31,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,52,0,10,0,0,0,0,0,0,0,0,0,38,0,0,48,0,49,55,0,0,0,51,0,0,0,0,0,5,0,0,0,0,0,0,33,45,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,23,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
