"Nelson Cruz_SEA","George Springer_HOU","Jose Altuve_HOU","Carlos Correa_HOU","Miguel Sano_MIN","Jonathan Schoop_BAL","Marwin Gonzalez_HOU","Jean Segura_SEA","Avisail Garcia_CWS","Elvis Andrus_TEX","Todd Frazier_CWS","Brian McCann_HOU","Robinson Cano_SEA","Brian Dozier_MIN","Chris Davis_BAL","Nomar Mazara_TEX","Manny Machado_BAL","Kyle Seager_SEA","Jose Abreu_CWS","Danny Valencia_SEA","Leury Garcia_CWS","Josh Reddick_HOU","Jarrod Dyson_SEA","Mike Zunino_SEA","Carlos Beltran_HOU","Shin-Soo Choo_TEX","Yuli Gurriel_HOU","Adam Jones_BAL","Seth Smith_BAL","Adrian Beltre_TEX","Evan Gattis_HOU","Joey Gallo_TEX","Robbie Grossman_MIN","Max Kepler_MIN","Mark Trumbo_BAL","Yoan Moncada_CWS","Mike Napoli_TEX","Carlos Gomez_TEX","Joe Mauer_MIN","Mitch Haniger_SEA","Tim Anderson_CWS","Jason Castro_MIN","Kennys Vargas_MIN","Melky Cabrera_CWS","Welington Castillo_BAL","Tyler Saladino_CWS","Leonys Martin_SEA","Yolmer Sanchez_CWS","Delino DeShields_TEX","Rougned Odor_TEX","Jorge Polanco_MIN","Ben Gamel_SEA","Craig Gentry_BAL","Hyun Soo Kim_BAL","Alen Hanson_CWS","Joey Rickard_BAL","Robinson Chirinos_TEX","Jonathan Lucroy_TEX","Derek Fisher_HOU","Alex Bregman_HOU","Taylor Motter_SEA","Byron Buxton_MIN","Charlie Tilson_CWS","Jurickson Profar_TEX","Eddie Rosario_MIN","Peter O'Brien_TEX","Carlos Ruiz_SEA","Eduardo Escobar_MIN","Matt Davidson_CWS","Pete Kozma_TEX","Brett Nicholas_TEX","Shawn O'Malley_SEA","Jacob May_CWS","Trey Mancini_BAL","Jake Marisnick_HOU","Jared Hoying_TEX","JD Davis_HOU","Andy Ibanez_TEX","Chris Gimenez_MIN","Boog Powell_SEA","Guillermo Heredia_SEA","Paul Janish_BAL","Francisco Pena_BAL","Ryan Flaherty_BAL","Cody Asche_CWS","Willy Garcia_CWS","Luis Sardinas_BAL","Tuffy Gosewisch_SEA","Geovany Soto_CWS","Ruben Tejada_BAL","Anthony Santander_BAL","Adam Engel_CWS","Norichika Aoki_HOU","Hanser Alberto_TEX","Ryan Rua_TEX","Ehire Adrianza_MIN","DJ Peterson_SEA","Omar Narvaez_CWS","Drew Stubbs_TEX","Colin Moran_HOU","Daniel Vogelbach_SEA","Kyle Lewis_SEA","JJ Hardy_BAL","Kevan Smith_CWS","Daniel Palka_MIN","Tyler Smith_SEA","Caleb Joseph_BAL","Kyle Tucker_HOU","Drew Robinson_TEX","Zack Collins_CWS","Juan Centeno_HOU","Teoscar Hernandez_HOU","Tony Kemp_HOU","Ronald Guzman_TEX"
61.8026936026936,0,0,0,0,0,0,14.752380952381,0,0,0,0,4.13636363636364,0,0,0,0,5.12941176470588,0,13.55,0,0,5.37789084181314,12.8870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.77857142857143,0,0,0,0,0,0,17.3653846153846,0,0,0,0,4.01209677419355,0,0,0,0,0,0,0,0,25.780701754386,0,0,0,0,0,-3.42483660130719,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66002844950213,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.1901306240929,-1.21589259796807,24.1884057971014,0,0,16.0975378787879,0,0,0,0,-2.48522167487685,0,0,0,0,0,0,0,0,0,-3.04878048780488,0,0,1.77061310782241,0,0,0,0,0,32.6258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00620567375887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.77777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4163306451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.21589259796807,63.6591046581972,-6.12745098039216,0,0,0.952380952380952,0,0,0,0,-14.0124777183601,0,0,0,0,0,0,0,0,0,-8.09481961147086,0,0,11.5425531914894,0,0,0,0,0,5.14772727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17948717948718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36796536796537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0117647058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.5,0,0,0
0,24.1884057971014,-6.12745098039216,58.8359941944848,0,0,17.9322580645161,0,0,0,0,-11.1292335115865,0,0,0,0,0,0,0,0,0,17.3488372093023,0,0,16.3197674418605,0,0,0,0,0,17.6942528735632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95235892691952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2456140350877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07661290322581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,81.1737373737374,0,0,0,0,0,0,0,0,-3.74307862679956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4849206349206,25.4224751066856,0,0,0,0,18.1351351351351,0,0,4.78965517241379,6.48333333333333,0,0,0,0,0,0,0,11.2063492063492,0,0,0,0,0,0,0,0,0,0,8.86167341430499,0,0,-2.13513513513514,0,0,26.1,0,0,0,0,0,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,38.8728070175439,0,0,0,0,0,0,0,0,6.42592592592593,0,-6.11901306240929,0,0,0,0,0,0,0,0,0,0,7.01137254901961,14.3256048387097,0,0,0,0,0,-1.2750626566416,0,0,0,0,0,0,0,0,0,2.4494623655914,0,0,0,0,0,0,0,4.61111111111111,0,0,-1.61111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5571428571429,0,0,0,0,0,0,0,0,-187.5,-9.66666666666667,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2.97435897435897,0,0,0,-6.14102564102564,0,0,0,0,0,0,0
0,16.0975378787879,0.952380952380952,17.9322580645161,0,0,73.0867709815078,0,0,0,0,-6.93675889328063,0,0,0,0,0,0,0,0,0,-0.461640211640212,0,0,27.8805418719212,0,0,0,0,0,21.7509881422925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.74596774193548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.47380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.5,0,0,0
14.752380952381,0,0,0,0,0,0,53.8814102564103,0,0,0,0,6.78735632183908,0,0,0,0,4.59317211948791,0,-3.30965909090909,0,0,18.8092691622103,9.80263157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92857142857143,0,0,0,0,0,0,8.43333333333333,0,0,0,0,13.5233990147783,0,0,0,0,0,0,0,0,8.90476190476191,0,0,0,0,0,2.43956043956044,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2827586206897,0,0,0,0,0,0,3.03333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,91.4387755102041,0,37.6573170731707,0,0,0,0,0,0,0,5.4234693877551,0,5.63589743589744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3111849390919,0,0,9.05024154589372,0,14.7572463768116,0,11.359477124183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4135472370766,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,15.5384615384615,46.3888888888889,0,0,44.0444444444444,0,0,14.25,0,0,0,0,0,10.8731884057971,0,0,0,0,0,-7.81666666666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,65.0311554748941,0,0,0,0,0,4.56549019607843,0,0,0,0,0,0,0,0,0,5.68352941176471,0,0,0,-12.1944444444444,0,-3.60097833682739,0,0,0,0,-10.010101010101,2.52941176470588,0,0,0,0,0,0,0,0,0,0,7.10135135135135,-2.46249243799153,0,0,0,0,0,0,15.827485380117,1.42303433001107,0,0,0,0,0,6.35606060606061,0,0,0,0,0,-5,0,0,0,0,0,-2.95512820512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
