"Place_lo","Place_hi","Payout"
"1","1","200"
"2","2","120"
"3","3","60"
"4","4","40"
"5","5","30"
"6","10","20"
"11","20","12"
"21","30","8"
"31","40","6"
"41","50","4"
"51","100","3"
