"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","ValueWR"
"RB","Corey Grant (7988882)","Corey Grant",7988882,3000,"Ten@Jax 01:00PM ET","Jax","Corey","Grant","Ten",0,0,15,0.00354609929078014,0,0,0
"RB","Antonio Andrews (7988883)","Antonio Andrews",7988883,3000,"Ten@Jax 01:00PM ET","Ten","Antonio","Andrews","Jax",0,0,0,0,0,0,0
"RB","Bronson Hill (7988884)","Bronson Hill",7988884,3000,"Ten@Jax 01:00PM ET","Jax","Bronson","Hill","Ten",0,0,0,0,0,0,0
"WR","Harry Douglas (7989018)","Harry Douglas",7989018,3000,"Ten@Jax 01:00PM ET","Ten","Harry","Douglas","Jax",2.63,0,7,0.0382022471910112,1.02618400656721,1.02213952537695,0
"WR","Marc Mariani (7989019)","Marc Mariani",7989019,3000,"Ten@Jax 01:00PM ET","Ten","Marc","Mariani","Jax",0,0,0,0,0,0,0
"WR","Bryan Walters (7989020)","Bryan Walters",7989020,3000,"Ten@Jax 01:00PM ET","Jax","Bryan","Walters","Ten",6.55,1.8,8,0.0336879432624113,3.5516078876342,3.6034982686682,0
"WR","Arrelious Benn (7989021)","Arrelious Benn",7989021,3000,"Ten@Jax 01:00PM ET","Jax","Arrelious","Benn","Ten",0,0,11,0.0177304964539007,0,0,0
"WR","Tre McBride (7989025)","Tre McBride",7989025,3000,"Ten@Jax 01:00PM ET","Ten","Tre","McBride","Jax",0,0,0,0,0,0,0
"WR","Shane Wynn (7989027)","Shane Wynn",7989027,3000,"Ten@Jax 01:00PM ET","Jax","Shane","Wynn","Ten",0,0,14,0.00531914893617021,0,0,0
"RB","Zach Line (7988890)","Zach Line",7988890,3000,"Min@GB 01:00PM ET","Min","Zach","Line","GB",0,0,0,0,0,0,0
"RB","Aaron Ripkowski (7988894)","Aaron Ripkowski",7988894,3000,"Min@GB 01:00PM ET","GB","Aaron","Ripkowski","Min",0,1.8,0,0,0.99590247203904,1.05786561041001,0
"RB","Joe Kerridge (7988895)","Joe Kerridge",7988895,3000,"Min@GB 01:00PM ET","GB","Joe","Kerridge","Min",0,0,0,0,0,0,0
"WR","Jarius Wright (7989032)","Jarius Wright",7989032,3000,"Min@GB 01:00PM ET","Min","Jarius","Wright","GB",0,0,9,0.015625,0,0,0
"WR","Trevor Davis (7989035)","Trevor Davis",7989035,3000,"Min@GB 01:00PM ET","GB","Trevor","Davis","Min",0,0,11,0.0144665461121157,0,0,0
"WR","Laquon Treadwell (7989039)","Laquon Treadwell",7989039,3000,"Min@GB 01:00PM ET","Min","Laquon","Treadwell","GB",0,0,11,0.005859375,0,0,0
"WR","Jeff Janis (7989040)","Jeff Janis",7989040,3000,"Min@GB 01:00PM ET","GB","Jeff","Janis","Min",2.22,1.2,8,0.0325497287522604,1.53014353443131,1.56803832062955,0
"WR","Geronimo Allison (7989041)","Geronimo Allison",7989041,3000,"Min@GB 01:00PM ET","GB","Geronimo","Allison","Min",0,0,9,0.0162748643761302,0,0,0
"TE","Jared Cook (7989186)","Jared Cook",7989186,3000,"Min@GB 01:00PM ET","GB","Jared","Cook","Min",8.36,6.2,6,0.0723327305605787,6.69226925219519,6.89284161833924,0
"RB","Derek Watt (7988898)","Derek Watt",7988898,3000,"SD@Cle 01:00PM ET","SD","Derek","Watt","Cle",0,0,0,0,0,0,0
"RB","George Atkinson III (7988901)","George Atkinson III",7988901,3000,"SD@Cle 01:00PM ET","Cle","George","Atkinson III","SD",0,0,0,0,0,0,0
"RB","Darius Jackson (7988903)","Darius Jackson",7988903,3000,"SD@Cle 01:00PM ET","Cle","Darius","Jackson","SD",0,0,0,0,0,0,0
"WR","Andrew Hawkins (7989042)","Andrew Hawkins",7989042,3000,"SD@Cle 01:00PM ET","Cle","Andrew","Hawkins","SD",4.92,5.3,5,0.0987903225806452,4.85208494294707,5.02696585978948,1
"WR","Geremy Davis (7989046)","Geremy Davis",7989046,3000,"SD@Cle 01:00PM ET","SD","Geremy","Davis","Cle",0,0,0,0,0,0,0
"WR","Isaiah Burse (7989047)","Isaiah Burse",7989047,3000,"SD@Cle 01:00PM ET","SD","Isaiah","Burse","Cle",0,0,14,0.00206185567010309,0,0,0
"WR","Jeremy Butler (7989048)","Jeremy Butler",7989048,3000,"SD@Cle 01:00PM ET","SD","Jeremy","Butler","Cle",0,1.3,12,0.00412371134020619,0.71926289647264,0.764014051962784,0
"WR","Ricardo Louis (7989050)","Ricardo Louis",7989050,3000,"SD@Cle 01:00PM ET","Cle","Ricardo","Louis","SD",1.82,0,7,0.0645161290322581,0.710134939905829,0.707336097409145,0
"WR","Rashard Higgins (7989052)","Rashard Higgins",7989052,3000,"SD@Cle 01:00PM ET","Cle","Rashard","Higgins","SD",0,1.6,8,0.0221774193548387,0.88524664181248,0.940324987031119,0
"WR","Mario Alford (7989053)","Mario Alford",7989053,3000,"SD@Cle 01:00PM ET","Cle","Mario","Alford","SD",0,0,0,0,0,0,0
"RB","Mack Brown (7988905)","Mack Brown",7988905,3000,"Was@Chi 01:00PM ET","Was","Mack","Brown","Chi",0,0,0,0,0,0,0
"RB","Ka'Deem Carey (7988907)","Ka'Deem Carey",7988907,3000,"Was@Chi 01:00PM ET","Chi","Ka'Deem","Carey","Was",1.23,2.5,13,0.013671875,1.86312423831781,1.94729262729835,0
"RB","Paul Lasike (7988909)","Paul Lasike",7988909,3000,"Was@Chi 01:00PM ET","Chi","Paul","Lasike","Was",0,0,0,0,0,0,0
"WR","Eddie Royal (7989054)","Eddie Royal",7989054,3000,"Was@Chi 01:00PM ET","Chi","Eddie","Royal","Was",0,0,5,0.087890625,0,0,1
"WR","Ryan Grant (7989058)","Ryan Grant",7989058,3000,"Was@Chi 01:00PM ET","Was","Ryan","Grant","Chi",0,2.4,7,0.0353634577603143,1.32786996271872,1.41048748054668,0
"WR","Rashad Ross (7989062)","Rashad Ross",7989062,3000,"Was@Chi 01:00PM ET","Was","Rashad","Ross","Chi",0,0,13,0.00392927308447937,0,0,0
"WR","Maurice Harris (7989064)","Maurice Harris",7989064,3000,"Was@Chi 01:00PM ET","Was","Maurice","Harris","Chi",0,0,10,0.0176817288801572,0,0,0
"WR","Daniel Braverman (7989065)","Daniel Braverman",7989065,3000,"Was@Chi 01:00PM ET","Chi","Daniel","Braverman","Was",0,0,14,0.00390625,0,0,0
"TE","Vernon Davis (7989200)","Vernon Davis",7989200,3000,"Was@Chi 01:00PM ET","Was","Vernon","Davis","Chi",7.34,4.1,5,0.0923379174852652,5.13239532124271,5.26224594134588,0
"RB","Mike Tolbert (7988912)","Mike Tolbert",7988912,3000,"Atl@Car 01:00PM ET","Car","Mike","Tolbert","Atl",1.62,1.7,0,0,1.57267269024853,1.62870215465618,0
"RB","Fozzy Whittaker (7988914)","Fozzy Whittaker",7988914,3000,"Atl@Car 01:00PM ET","Car","Fozzy","Whittaker","Atl",4.43,4.1,6,0.0675381263616558,3.99695978545922,4.13128547790599,0
"RB","Patrick DiMarco (7988915)","Patrick DiMarco",7988915,3000,"Atl@Car 01:00PM ET","Atl","Patrick","DiMarco","Car",0,0,0,0,0,0,0
"RB","Terron Ward (7988916)","Terron Ward",7988916,3000,"Atl@Car 01:00PM ET","Atl","Terron","Ward","Car",0,0,13,0.00419287211740042,0,0,0
"WR","Eric Weems (7989066)","Eric Weems",7989066,3000,"Atl@Car 01:00PM ET","Atl","Eric","Weems","Car",0,0,0,0,0,0,0
"WR","Brenton Bersin (7989070)","Brenton Bersin",7989070,3000,"Atl@Car 01:00PM ET","Car","Brenton","Bersin","Atl",0,0,10,0.00435729847494553,0,0,0
"WR","Nick Williams (7989072)","Nick Williams",7989072,3000,"Atl@Car 01:00PM ET","Atl","Nick","Williams","Car",0,0,12,0.010482180293501,0,0,0
"WR","Corey Brown (7989074)","Corey Brown",7989074,3000,"Atl@Car 01:00PM ET","Car","Corey","Brown","Atl",0,3.4,5,0.0958605664488017,1.88114911385152,1.99819059744113,0
"WR","J.D. McKissic (7989076)","J.D. McKissic",7989076,3000,"Atl@Car 01:00PM ET","Atl","J.D.","McKissic","Car",0,0,0,0,0,0,0
"RB","Taiwan Jones (7988921)","Taiwan Jones",7988921,3000,"Ind@Oak 04:05PM ET","Oak","Taiwan","Jones","Ind",0,2.5,12,0.0072202166064982,1.383197877832,1.46925779223612,0
"RB","Jordan Todman (7988923)","Jordan Todman",7988923,3000,"Ind@Oak 04:05PM ET","Ind","Jordan","Todman","Oak",0,0,13,0.00188679245283019,0,0,0
"RB","Jamize Olawale (7988925)","Jamize Olawale",7988925,3000,"Ind@Oak 04:05PM ET","Oak","Jamize","Olawale","Ind",0,2.5,0,0,1.383197877832,1.46925779223612,0
"RB","Josh Ferguson (7988927)","Josh Ferguson",7988927,3000,"Ind@Oak 04:05PM ET","Ind","Josh","Ferguson","Oak",0,1.4,9,0.0490566037735849,0.77459081158592,0.822784363652229,0
"WR","Devin Street (7989081)","Devin Street",7989081,3000,"Ind@Oak 04:05PM ET","Ind","Devin","Street","Oak",0,0,11,0.0113207547169811,0,0,0
"WR","Andre Holmes (7989082)","Andre Holmes",7989082,3000,"Ind@Oak 04:05PM ET","Oak","Andre","Holmes","Ind",3.51,4.3,9,0.0342960288808664,3.74864630540371,3.89127159050663,0
"WR","Chester Rogers (7989086)","Chester Rogers",7989086,3000,"Ind@Oak 04:05PM ET","Ind","Chester","Rogers","Oak",0,0,7,0.0547169811320755,0,0,0
"WR","Seth Roberts (7989087)","Seth Roberts",7989087,3000,"Ind@Oak 04:05PM ET","Oak","Seth","Roberts","Ind",8.05,6.7,3,0.133574007220217,6.84795177755785,7.06621285250249,0
"WR","Johnny Holton (7989088)","Johnny Holton",7989088,3000,"Ind@Oak 04:05PM ET","Oak","Johnny","Holton","Ind",0,0,13,0.00541516245487365,0,0,0
"RB","Marcel Reece (7988929)","Marcel Reece",7988929,3000,"Ari@Sea 04:25PM ET","Sea","Marcel","Reece","Ari",0,3,0,0,1.6598374533984,1.76310935068335,0
"RB","Stepfan Taylor (7988931)","Stepfan Taylor",7988931,3000,"Ari@Sea 04:25PM ET","Ari","Stepfan","Taylor","Sea",0,0,0,0,0,0,0
"RB","Kerwynn Williams (7988932)","Kerwynn Williams",7988932,3000,"Ari@Sea 04:25PM ET","Ari","Kerwynn","Williams","Sea",1.34,0,0,0,0.52284660410649,0.520785917872667,0
"RB","Kelvin Taylor (7988936)","Kelvin Taylor",7988936,3000,"Ari@Sea 04:25PM ET","Sea","Kelvin","Taylor","Ari",0,0,0,0,0,0,0
"RB","Alex Collins (7988937)","Alex Collins",7988937,3000,"Ari@Sea 04:25PM ET","Sea","Alex","Collins","Ari",3.6,2.9,10,0.0133630289532294,3.00917205678017,3.10346538551749,0
"WR","Jeremy Ross (7989090)","Jeremy Ross",7989090,3000,"Ari@Sea 04:25PM ET","Ari","Jeremy","Ross","Sea",0,0,0,0,0,0,0
"WR","Jermaine Kearse (7989092)","Jermaine Kearse",7989092,3000,"Ari@Sea 04:25PM ET","Sea","Jermaine","Kearse","Ari",4.49,9.5,3,0.164810690423163,7.00807824355125,7.32820108157807,0
"WR","Paul Richardson (7989095)","Paul Richardson",7989095,3000,"Ari@Sea 04:25PM ET","Sea","Paul","Richardson","Ari",0,3.9,5,0.0534521158129176,2.15778868941792,2.29204215588835,0
"WR","Tanner McEvoy (7989096)","Tanner McEvoy",7989096,3000,"Ari@Sea 04:25PM ET","Sea","Tanner","McEvoy","Ari",2.46,0,9,0.0178173719376392,0.959852720971616,0.956069670124449,0
"WR","Brittan Golden (7989098)","Brittan Golden",7989098,3000,"Ari@Sea 04:25PM ET","Ari","Brittan","Golden","Sea",0,2.4,9,0.0173410404624277,1.32786996271872,1.41048748054668,0
"WR","Marquis Bundy (7989099)","Marquis Bundy",7989099,3000,"Ari@Sea 04:25PM ET","Ari","Marquis","Bundy","Sea",0,0,0,0,0,0,0
"RB","Shaun Draughn (7988938)","Shaun Draughn",7988938,3000,"SF@LA 04:25PM ET","SF","Shaun","Draughn","LA",4.09,4.8,7,0.0622119815668203,4.25159262006098,4.41053794922709,0
"RB","Chase Reynolds (7988939)","Chase Reynolds",7988939,3000,"SF@LA 04:25PM ET","LA","Chase","Reynolds","SF",0,0,0,0,0,0,0
"RB","Malcolm Brown (7988942)","Malcolm Brown",7988942,3000,"SF@LA 04:25PM ET","LA","Malcolm","Brown","SF",3.06,5.3,11,0.00616016427104723,4.12634264172463,4.30408391408563,0
"RB","Mike Davis (7988943)","Mike Davis",7988943,3000,"SF@LA 04:25PM ET","SF","Mike","Davis","LA",0,0,13,0.0115207373271889,0,0,0
"WR","Rod Streater (7989105)","Rod Streater",7989105,3000,"SF@LA 04:25PM ET","SF","Rod","Streater","LA",2.64,4.9,8,0.0460829493087558,3.74115368744709,3.90577126023343,0
"WR","Bradley Marquez (7989107)","Bradley Marquez",7989107,3000,"SF@LA 04:25PM ET","LA","Bradley","Marquez","SF",0,0,9,0.0164271047227926,0,0,0
"WR","Chris Harper (7989108)","Chris Harper",7989108,3000,"SF@LA 04:25PM ET","SF","Chris","Harper","LA",3.59,4.3,9,0.0414746543778802,3.77986102803693,3.92236328709604,0
"WR","Aaron Burbridge (7989109)","Aaron Burbridge",7989109,3000,"SF@LA 04:25PM ET","SF","Aaron","Burbridge","LA",2.62,1.7,10,0.0253456221198157,1.96285672316382,2.01734836202384,0
"WR","Pharoh Cooper (7989110)","Pharoh Cooper",7989110,3000,"SF@LA 04:25PM ET","LA","Pharoh","Cooper","SF",4.15,1.7,8,0.026694045174538,2.55983829352422,2.61197705929636,0
"WR","Mike Thomas (7989111)","Mike Thomas",7989111,3000,"SF@LA 04:25PM ET","LA","Mike","Thomas","SF",0,0,9,0.0164271047227926,0,0,0
"RB","Cedric Peerman (7988945)","Cedric Peerman",7988945,3000,"Cin@Hou 08:25PM ET","Cin","Cedric","Peerman","Hou",0,0,0,0,0,0,0
"RB","Jonathan Grimes (7988946)","Jonathan Grimes",7988946,3000,"Cin@Hou 08:25PM ET","Hou","Jonathan","Grimes","Cin",2.86,3.4,9,0.0252918287937743,2.99707544798925,3.10971875051264,0
"RB","Jay Prosch (7988950)","Jay Prosch",7988950,3000,"Cin@Hou 08:25PM ET","Hou","Jay","Prosch","Cin",0,0,0,0,0,0,0
"RB","Tyler Ervin (7988951)","Tyler Ervin",7988951,3000,"Cin@Hou 08:25PM ET","Hou","Tyler","Ervin","Cin",0,0,12,0.00972762645914397,0,0,0
"RB","Akeem Hunt (7988952)","Akeem Hunt",7988952,3000,"Cin@Hou 08:25PM ET","Hou","Akeem","Hunt","Cin",0,0,14,0.00389105058365759,0,0,0
"WR","James Wright (7989114)","James Wright",7989114,3000,"Cin@Hou 08:25PM ET","Cin","James","Wright","Hou",0,0,8,0.0401606425702811,0,0,0
"WR","Keith Mumphery (7989115)","Keith Mumphery",7989115,3000,"Cin@Hou 08:25PM ET","Hou","Keith","Mumphery","Cin",4.07,2.7,11,0.0136186770428016,3.08190272202379,3.1685884796014,0
"WR","Alex Erickson (7989117)","Alex Erickson",7989117,3000,"Cin@Hou 08:25PM ET","Cin","Alex","Erickson","Hou",0,0,12,0.0140562248995984,0,0,0
"WR","Cody Core (7989118)","Cody Core",7989118,3000,"Cin@Hou 08:25PM ET","Cin","Cody","Core","Hou",2.23,0,11,0.0160642570281124,0.870110393401099,0.866681042429886,0
"WR","Wendall Williams (7989121)","Wendall Williams",7989121,3000,"Cin@Hou 08:25PM ET","Hou","Wendall","Williams","Cin",0,0,13,0.00583657587548638,0,0,0
"RB","Kyle Juszczyk (7988955)","Kyle Juszczyk",7988955,3000,"Bal@Pit 04:30PM ET","Bal","Kyle","Juszczyk","Pit",0,3.9,0,0,2.15778868941792,2.29204215588835,0
"RB","Roosevelt Nix (7988958)","Roosevelt Nix",7988958,3000,"Bal@Pit 04:30PM ET","Pit","Roosevelt","Nix","Bal",0,0,0,0,0,0,0
"RB","Javorius Allen (7988960)","Javorius Allen",7988960,3000,"Bal@Pit 04:30PM ET","Bal","Javorius","Allen","Pit",0,0,12,0.0103806228373702,0,0,0
"RB","Daryl Richardson (7988961)","Daryl Richardson",7988961,3000,"Bal@Pit 04:30PM ET","Pit","Daryl","Richardson","Bal",0,0,0,0,0,0,0
"WR","Darrius Heyward-Bey (7989123)","Darrius Heyward-Bey",7989123,3000,"Bal@Pit 04:30PM ET","Pit","Darrius","Heyward-Bey","Bal",0,1.5,10,0.0295748613678373,0.8299187266992,0.881554675341674,0
"WR","Kamar Aiken (7989125)","Kamar Aiken",7989125,3000,"Bal@Pit 04:30PM ET","Bal","Kamar","Aiken","Pit",4.22,5.6,5,0.0847750865051903,4.74493986524621,4.93122444970045,0
"WR","Michael Campanaro (7989127)","Michael Campanaro",7989127,3000,"Bal@Pit 04:30PM ET","Bal","Michael","Campanaro","Pit",0,0,0,0,0,0,0
"WR","Cobi Hamilton (7989128)","Cobi Hamilton",7989128,3000,"Bal@Pit 04:30PM ET","Pit","Cobi","Hamilton","Bal",4.59,4.4,7,0.0480591497227357,4.2253729760655,4.36977980615315,0
"WR","Sammie Coates (7989129)","Sammie Coates",7989129,3000,"Bal@Pit 04:30PM ET","Pit","Sammie","Coates","Bal",0,1.7,5,0.088724584103512,0.94057455692576,0.999095298720564,1
"WR","Chris Moore (7989130)","Chris Moore",7989130,3000,"Bal@Pit 04:30PM ET","Bal","Chris","Moore","Pit",0,0,9,0.0294117647058824,0,0,0
"WR","Breshad Perriman (7989132)","Breshad Perriman",7989132,3000,"Bal@Pit 04:30PM ET","Bal","Breshad","Perriman","Pit",6.29,5.6,4,0.0951557093425606,5.55262081338086,5.73572209895151,0
"WR","Demarcus Ayers (7989133)","Demarcus Ayers",7989133,3000,"Bal@Pit 04:30PM ET","Pit","Demarcus","Ayers","Bal",0,0,0,0,0,0,0
"TE","Dennis Pitta (7989242)","Dennis Pitta",7989242,3000,"Bal@Pit 04:30PM ET","Bal","Dennis","Pitta","Pit",8.23,8.8,2,0.166089965397924,8.08007112086148,8.37034571530701,0
"RB","Anthony Sherman (7988965)","Anthony Sherman",7988965,3000,"Den@KC 08:30PM ET","KC","Anthony","Sherman","Den",0,0,0,0,0,0,0
"RB","Knile Davis (7988966)","Knile Davis",7988966,3000,"Den@KC 08:30PM ET","KC","Knile","Davis","Den",0,0,12,0.0082815734989648,0,0,0
"RB","Juwan Thompson (7988968)","Juwan Thompson",7988968,3000,"Den@KC 08:30PM ET","Den","Juwan","Thompson","KC",0,1.3,0,0,0.71926289647264,0.764014051962784,0
"WR","Jordan Norwood (7989134)","Jordan Norwood",7989134,3000,"Den@KC 08:30PM ET","Den","Jordan","Norwood","KC",2.28,5,4,0.0658682634730539,3.65601535071086,3.82462893727052,0
"WR","Bennie Fowler (7989138)","Bennie Fowler",7989138,3000,"Den@KC 08:30PM ET","Den","Bennie","Fowler","KC",2.82,0,7,0.0439121756487026,1.10031897282112,1.09598230477681,0
"WR","Jordan Taylor (7989139)","Jordan Taylor",7989139,3000,"Den@KC 08:30PM ET","Den","Jordan","Taylor","KC",0,2.2,8,0.0399201596806387,1.21721413249216,1.29294685716779,0
"WR","Albert Wilson (7989140)","Albert Wilson",7989140,3000,"Den@KC 08:30PM ET","KC","Albert","Wilson","Den",4.4,2.5,5,0.101449275362319,3.10000762265928,3.17930110465384,1
"WR","Chris Conley (7989141)","Chris Conley",7989141,3000,"Den@KC 08:30PM ET","KC","Chris","Conley","Den",3.28,5.5,3,0.136645962732919,4.32283895919255,4.5071267030854,0
"WR","De'Anthony Thomas (7989142)","De'Anthony Thomas",7989142,3000,"Den@KC 08:30PM ET","KC","De'Anthony","Thomas","Den",2.82,0,9,0.0186335403726708,1.10031897282112,1.09598230477681,0
"WR","Cody Latimer (7989143)","Cody Latimer",7989143,3000,"Den@KC 08:30PM ET","Den","Cody","Latimer","KC",1.89,1.8,11,0.0159680638722555,1.73335029424894,1.79240694233489,0
"WR","Kalif Raymond (7989144)","Kalif Raymond",7989144,3000,"Den@KC 08:30PM ET","Den","Kalif","Raymond","KC",0,0,0,0,0,0,0
"WR","Demarcus Robinson (7989145)","Demarcus Robinson",7989145,3000,"Den@KC 08:30PM ET","KC","Demarcus","Robinson","Den",0,0,0,0,0,0,0
"RB","Lance Dunbar (7988973)","Lance Dunbar",7988973,3000,"Det@Dal 08:30PM ET","Dal","Lance","Dunbar","Det",2.97,2.5,7,0.0427927927927928,2.54204445559041,2.62353702811808,0
"RB","Joique Bell (7988975)","Joique Bell",7988975,3000,"Det@Dal 08:30PM ET","Det","Joique","Bell","Dal",0,0,13,0.00193050193050193,0,0,0
"RB","Michael Burton (7988976)","Michael Burton",7988976,3000,"Det@Dal 08:30PM ET","Det","Michael","Burton","Dal",0,0,0,0,0,0,0
"RB","Keith Smith (7988977)","Keith Smith",7988977,3000,"Det@Dal 08:30PM ET","Dal","Keith","Smith","Det",0,0,0,0,0,0,0
"WR","Andre Roberts (7989148)","Andre Roberts",7989148,3000,"Det@Dal 08:30PM ET","Det","Andre","Roberts","Dal",3.58,2.6,6,0.0463320463320463,2.83538463078202,2.9193815263018,0
"WR","Brice Butler (7989151)","Brice Butler",7989151,3000,"Det@Dal 08:30PM ET","Dal","Brice","Butler","Det",2.82,1.9,6,0.0653153153153153,2.15154935997344,2.21261822687626,0
"WR","TJ Jones (7989155)","TJ Jones",7989155,3000,"Det@Dal 08:30PM ET","Det","TJ","Jones","Dal",0,0,0,0,0,0,0
"WR","Lucky Whitehead (7989156)","Lucky Whitehead",7989156,3000,"Det@Dal 08:30PM ET","Dal","Lucky","Whitehead","Det",0,0,11,0.00675675675675676,0,0,0
"WR","Vince Mayle (7989157)","Vince Mayle",7989157,3000,"Det@Dal 08:30PM ET","Dal","Vince","Mayle","Det",0,0,0,0,0,0,0
"TE","Lance Kendricks (7989227)","Lance Kendricks",7989227,2900,"SF@LA 04:25PM ET","LA","Lance","Kendricks","SF",7,8.5,3,0.166324435318275,7.43416101503584,7.71599994517645,0
"TE","Garrett Celek (7989228)","Garrett Celek",7989228,2900,"SF@LA 04:25PM ET","SF","Garrett","Celek","LA",8.84,6.5,5,0.0967741935483871,7.04554133333437,7.25570273294405,0
"TE","Gary Barnidge (7989193)","Gary Barnidge",7989193,2800,"SD@Cle 01:00PM ET","Cle","Gary","Barnidge","SD",8.01,8.2,3,0.149193548387097,7.66226314294044,7.93222167954946,0
"TE","Jack Doyle (7989216)","Jack Doyle",7989216,2800,"Ind@Oak 04:05PM ET","Ind","Jack","Doyle","Oak",7.24,7.3,2,0.122641509433962,6.86387020157615,7.10403129467135,0
"TE","Erik Swoope (7989217)","Erik Swoope",7989217,2700,"Ind@Oak 04:05PM ET","Ind","Erik","Swoope","Oak",4.91,0,10,0.039622641509434,1.91580360161408,1.90825287817522,0
"TE","Dion Sims (7989161)","Dion Sims",7989161,2600,"Mia@Buf 01:00PM ET","Mia","Dion","Sims","Buf",8,4.6,5,0.075609756097561,5.66655635853321,5.81260399665576,0
"TE","Dwayne Allen (7989215)","Dwayne Allen",7989215,2600,"Ind@Oak 04:05PM ET","Ind","Dwayne","Allen","Oak",6.62,6.5,6,0.0886792452830189,6.17933278026243,6.39290815258784,0
"TE","MarQueis Gray (7989159)","MarQueis Gray",7989159,2500,"Mia@Buf 01:00PM ET","Mia","MarQueis","Gray","Buf",4.16,1.4,7,0.0414634146341463,2.39775638851353,2.4395525863017,0
"TE","Logan Thomas (7989160)","Logan Thomas",7989160,2500,"Mia@Buf 01:00PM ET","Buf","Logan","Thomas","Mia",0,0,0,0,0,0,0
"TE","Gerald Christian (7989162)","Gerald Christian",7989162,2500,"Mia@Buf 01:00PM ET","Buf","Gerald","Christian","Mia",0,0,15,0.00488997555012225,0,0,0
"TE","Nick O'Leary (7989163)","Nick O'Leary",7989163,2500,"Mia@Buf 01:00PM ET","Buf","Nick","O'Leary","Mia",1.95,1.5,8,0.0342298288508557,1.59077759088402,1.63941477970861,0
"TE","Dominique Jones (7989164)","Dominique Jones",7989164,2500,"Mia@Buf 01:00PM ET","Mia","Dominique","Jones","Buf",0,0,8,0.0292682926829268,0,0,0
"TE","Thomas Duarte (7989165)","Thomas Duarte",7989165,2500,"Mia@Buf 01:00PM ET","Mia","Thomas","Duarte","Buf",0,0,0,0,0,0,0
"TE","Brandon Myers (7989166)","Brandon Myers",7989166,2500,"TB@NO 04:25PM ET","TB","Brandon","Myers","NO",1.71,0,10,0.0216110019646365,0.667214696285147,0.664585014598702,0
"TE","Andrew DePaola (7989167)","Andrew DePaola",7989167,2500,"TB@NO 04:25PM ET","TB","Andrew","DePaola","NO",0,0,0,0,0,0,0
"TE","John Phillips (7989168)","John Phillips",7989168,2500,"TB@NO 04:25PM ET","NO","John","Phillips","TB",1.98,3.2,13,0.0050761421319797,2.54305766879724,2.65016946465021,0
"TE","Luke Stocker (7989169)","Luke Stocker",7989169,2500,"TB@NO 04:25PM ET","TB","Luke","Stocker","NO",0,0,14,0.0117878192534381,0,0,0
"TE","Alan Cross (7989172)","Alan Cross",7989172,2500,"TB@NO 04:25PM ET","TB","Alan","Cross","NO",0,0,0,0,0,0,0
"TE","Matt Lengel (7989174)","Matt Lengel",7989174,2500,"NYJ@NE 01:00PM ET","NE","Matt","Lengel","NYJ",0,1.2,0,0,0.66393498135936,0.705243740273339,0
"TE","Brandon Bostick (7989175)","Brandon Bostick",7989175,2500,"NYJ@NE 01:00PM ET","NYJ","Brandon","Bostick","NE",1.46,0,10,0.0181086519114688,0.569668688056325,0.567423462756787,0
"TE","Eric Tomlinson (7989176)","Eric Tomlinson",7989176,2500,"NYJ@NE 01:00PM ET","NYJ","Eric","Tomlinson","NE",0,0,0,0,0,0,0
"TE","Austin Seferian-Jenkins (7989177)","Austin Seferian-Jenkins",7989177,2500,"NYJ@NE 01:00PM ET","NYJ","Austin","Seferian-Jenkins","NE",3.04,1.6,9,0.028169014084507,2.07140610187496,2.12180945742881,0
"TE","Anthony Fasano (7989178)","Anthony Fasano",7989178,2500,"Ten@Jax 01:00PM ET","Ten","Anthony","Fasano","Jax",1.88,0,8,0.0337078651685393,0.733545981880747,0.730654869851205,0
"TE","Beau Brinkley (7989180)","Beau Brinkley",7989180,2500,"Ten@Jax 01:00PM ET","Ten","Beau","Brinkley","Jax",0,0,0,0,0,0,0
"TE","Neal Sterling (7989181)","Neal Sterling",7989181,2500,"Ten@Jax 01:00PM ET","Jax","Neal","Sterling","Ten",6.68,0,10,0.0301418439716312,2.60642933987414,2.59615666521598,0
"TE","Jace Amaro (7989182)","Jace Amaro",7989182,2500,"Ten@Jax 01:00PM ET","Ten","Jace","Amaro","Jax",0,0,11,0.00898876404494382,0,0,0
"TE","Alex Ellis (7989183)","Alex Ellis",7989183,2500,"Ten@Jax 01:00PM ET","Jax","Alex","Ellis","Ten",0,0,15,0.00354609929078014,0,0,0
"TE","Ben Koyack (7989184)","Ben Koyack",7989184,2500,"Ten@Jax 01:00PM ET","Jax","Ben","Koyack","Ten",2.82,3.5,9,0.0319148936170213,3.03679600178592,3.15294321390738,0
"TE","Phillip Supernaw (7989185)","Phillip Supernaw",7989185,2500,"Ten@Jax 01:00PM ET","Ten","Phillip","Supernaw","Jax",0,0,10,0.0134831460674157,0,0,0
"TE","Rhett Ellison (7989187)","Rhett Ellison",7989187,2500,"Min@GB 01:00PM ET","Min","Rhett","Ellison","GB",1.38,1.7,8,0.02734375,1.47902852234886,1.53542706488794,0
"TE","Kevin McDermott (7989188)","Kevin McDermott",7989188,2500,"Min@GB 01:00PM ET","Min","Kevin","McDermott","GB",0,0,0,0,0,0,0
