"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn"
"DST","Seahawks  (7989697)","Seahawks ",7989697,3700,"Ari@Sea 04:25PM ET","Sea","Seahawks","","Ari",9.38,8.6
"DST","Patriots  (7989682)","Patriots ",7989682,3600,"NYJ@NE 01:00PM ET","NE","Patriots","","NYJ",11.32,13.7
"DST","Rams  (7989698)","Rams ",7989698,3500,"SF@LA 04:25PM ET","LA","Rams","","SF",9.1,9.2
"DST","Chiefs  (7989705)","Chiefs ",7989705,3500,"Den@KC 08:30PM ET","KC","Chiefs","","Den",10.08,10.1
"DST","Titans  (7989684)","Titans ",7989684,3400,"Ten@Jax 01:00PM ET","Ten","Titans","","Jax",8.58,9.1
"DST","Chargers  (7989689)","Chargers ",7989689,3400,"SD@Cle 01:00PM ET","SD","Chargers","","Cle",11.4,10.3
"DST","Packers  (7989686)","Packers ",7989686,3300,"Min@GB 01:00PM ET","GB","Packers","","Min",8.9,8.4
"DST","Broncos  (7989704)","Broncos ",7989704,3300,"Den@KC 08:30PM ET","Den","Broncos","","KC",8.95,7.4
"DST","Redskins  (7989691)","Redskins ",7989691,3200,"Was@Chi 01:00PM ET","Was","Redskins","","Chi",7.36,9.1
"DST","Bengals  (7989701)","Bengals ",7989701,3200,"Cin@Hou 08:25PM ET","Cin","Bengals","","Hou",7.83,7.5
"DST","Bills  (7989678)","Bills ",7989678,3100,"Mia@Buf 01:00PM ET","Buf","Bills","","Mia",8.98,7.8
"DST","Texans  (7989700)","Texans ",7989700,3100,"Cin@Hou 08:25PM ET","Hou","Texans","","Cin",7.12,7.8
"DST","Dolphins  (7989679)","Dolphins ",7989679,3000,"Mia@Buf 01:00PM ET","Mia","Dolphins","","Buf",8.07,9.8
"DST","Steelers  (7989702)","Steelers ",7989702,3000,"Bal@Pit 04:30PM ET","Pit","Steelers","","Bal",7.9,8.3
"DST","Jaguars  (7989685)","Jaguars ",7989685,2900,"Ten@Jax 01:00PM ET","Jax","Jaguars","","Ten",5.74,5.7
"DST","Vikings  (7989687)","Vikings ",7989687,2900,"Min@GB 01:00PM ET","Min","Vikings","","GB",7.24,7.8
"DST","Ravens  (7989703)","Ravens ",7989703,2900,"Bal@Pit 04:30PM ET","Bal","Ravens","","Pit",8.28,6.9
"DST","Raiders  (7989695)","Raiders ",7989695,2800,"Ind@Oak 04:05PM ET","Oak","Raiders","","Ind",7.16,9.3
"DST","49ers  (7989699)","49ers ",7989699,2800,"SF@LA 04:25PM ET","SF","49ers","","LA",5.59,7.5
"DST","Cowboys  (7989706)","Cowboys ",7989706,2800,"Det@Dal 08:30PM ET","Dal","Cowboys","","Det",7.04,10
"DST","Falcons  (7989692)","Falcons ",7989692,2700,"Atl@Car 01:00PM ET","Atl","Falcons","","Car",7.4,7.7
"DST","Lions  (7989707)","Lions ",7989707,2700,"Det@Dal 08:30PM ET","Det","Lions","","Dal",5.98,4.5
"DST","Buccaneers  (7989681)","Buccaneers ",7989681,2600,"TB@NO 04:25PM ET","TB","Buccaneers","","NO",4.69,9
"DST","Cardinals  (7989696)","Cardinals ",7989696,2600,"Ari@Sea 04:25PM ET","Ari","Cardinals","","Sea",8.18,7.8
"DST","Panthers  (7989693)","Panthers ",7989693,2500,"Atl@Car 01:00PM ET","Car","Panthers","","Atl",7.62,6.2
"DST","Colts  (7989694)","Colts ",7989694,2500,"Ind@Oak 04:05PM ET","Ind","Colts","","Oak",6.12,5.1
"DST","Saints  (7989680)","Saints ",7989680,2400,"TB@NO 04:25PM ET","NO","Saints","","TB",5.4,9.1
"DST","Jets  (7989683)","Jets ",7989683,2300,"NYJ@NE 01:00PM ET","NYJ","Jets","","NE",3.04,5.8
"DST","Bears  (7989690)","Bears ",7989690,2300,"Was@Chi 01:00PM ET","Chi","Bears","","Was",5.82,4.6
"DST","Browns  (7989688)","Browns ",7989688,2200,"SD@Cle 01:00PM ET","Cle","Browns","","SD",4.84,5.7
