"Nolan Arenado_COL","Hunter Pence_SF","Paul Goldschmidt_ARI","Buster Posey_SF","Charlie Blackmon_COL","Brandon Belt_SF","Eduardo Nunez_SF","Carlos Gonzalez_COL","Trevor Story_COL","Denard Span_SF","Joe Panik_SF","Ian Desmond_COL","Brandon Crawford_SF","Corey Seager_LAD","David Dahl_COL","DJ LeMahieu_COL","Mark Reynolds_COL","Jarrett Parker_SF","Nick Hundley_SF","AJ Pollock_ARI","Jake Lamb_ARI","Mac Williamson_SF","Adrian Gonzalez_LAD","Yasiel Puig_LAD","Yasmany Tomas_ARI","Kelby Tomlinson_SF","Gerardo Parra_COL","Logan Forsythe_LAD","Joc Pederson_LAD","Justin Turner_LAD","David Peralta_ARI","Aaron Hill_SF","Gorkys Hernandez_SF","Yasmani Grandal_LAD","Chase Utley_LAD","Brandon Drury_ARI","Chris Owings_ARI","Franklin Gutierrez_LAD","Conor Gillaspie_SF","Stephen Cardullo_COL","Raimel Tapia_COL","Dustin Garneau_COL","Cody Bellinger_LAD","Chris Taylor_LAD","Jeremy Hazelbaker_ARI","Tom Murphy_COL","Chris Herrmann_ARI","Trayce Thompson_LAD","Austin Barnes_LAD","Andrew Toles_LAD","Socrates Brito_ARI","Tim Federowicz_SF","Pat Valaika_COL","Rob Segedin_LAD","Tony Wolters_COL","Andre Ethier_LAD","Scott Van Slyke_LAD","Kike Hernandez_LAD","Cristhian Adames_COL","Chris Marrero_SF","Chris Iannetta_ARI","Alexi Amarista_COL","Daniel Descalso_ARI","Nick Ahmed_ARI","Jeff Mathis_ARI","Brett Eibner_LAD"
92.0714285714286,0,0,0,1.11881902523662,0,0,-0.687467504715818,8.00466911323341,0,0,0,0,0,0,-13.7379653558858,10.9035610621217,0,0,0,0,0,0,0,0,0,25.1953582562347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.13433565630788,0,0,0,0,0,0,0,0,0,0,0
0,34.4095238095238,0,14.0652285632102,0,10.9175875865563,27.8944963305766,0,0,1.78897818725377,0.212781349689488,0,19.9703494245492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34.3455882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30867228837683,15.0294260654323,0,0,0,3.4972375314467,0,0,0,0,0,22.8213854202651,0,0,0,0,19.3881466113397,-3.65603749034246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35849120298716,0
0,14.0652285632102,0,38.7777777777778,0,9.05296847856248,-13.0933811739119,0,0,0,5.75451881542037,0,-7.38810080132428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.11881902523662,0,0,0,35.956043956044,0,0,9.58242503965873,-11.2260335182272,0,0,0,0,0,0,-10.6696346442686,-13.0276815197897,0,0,0,0,0,0,0,0,0,-4.81882839951091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6993986601611,0,0,0,0,0,0,0,0,0,0,0
0,10.9175875865563,0,9.05296847856248,0,32.5274725274725,1.23739292096344,0,0,1.39580923885414,8.38113745670432,0,6.2728344133114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,27.8944963305766,0,-13.0933811739119,0,1.23739292096344,57.6923076923077,0,0,12.0770331645078,29.0051023797396,0,21.7490394846557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.687467504715818,0,0,0,9.58242503965873,0,0,17.7307692307692,3.1276488708941,0,0,0,0,0,0,-4.47988833442697,-14.5352827563929,0,0,0,0,0,0,0,0,0,15.6841511351464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.08995262657792,0,0,0,0,0,0,0,0,0,0,0
8.00466911323341,0,0,0,-11.2260335182272,0,0,3.1276488708941,33.2564102564103,0,0,0,0,0,0,0.414274855629479,4.25196029145411,0,0,0,0,0,0,0,0,0,20.5835893724222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-28.2056823755054,0,0,0,0,0,0,0,0,0,0,0
0,1.78897818725377,0,0,0,1.39580923885414,12.0770331645078,0,0,12.9888888888889,-8.83668068178667,0,2.41678161934269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
