"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
1,1,10800,37.4074074074074,40.4,"Chris Archer","TB",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,8,0,0,0,5,0,1
2,2,4500,79.1111111111111,35.6,"German Marquez","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,0,0,0,3,1,0
3,1,3700,91.8918918918919,34,"Aaron Altherr","PHI",NA,"OF",3,2,2,4,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,2,4700,65.9574468085106,31,"Robinson Cano","SEA",NA,"2B",3,2,1,3,0,5,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,3,3500,82.8571428571428,29,"Danny Valencia","SEA",NA,"1B",5,2,1,2,0,6,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,4,3400,82.3529411764706,28,"Colby Rasmus","TB",NA,"OF",6,2,1,4,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,4800,55.7291666666667,26.75,"Zack Godley","ARI",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,7,0,0,1,4,1,0
8,5,2600,100,26,"Ezequiel Carrera","TOR",NA,"OF",2,3,1,2,0,5,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,9200,27.9891304347826,25.75,"Kenta Maeda","LAD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,8.33333333333333,0,0,2,5,0,0
10,6,2600,92.3076923076923,24,"Erick Aybar","SD",NA,"SS",6,1,1,1,1,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,7,3700,64.8648648648649,24,"Tommy Joseph","PHI",NA,"1B",5,2,1,1,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,8,4200,57.1428571428571,24,"Jose Bautista","TOR",NA,"OF",3,2,1,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,9,4200,54.7619047619048,23,"Buster Posey","SF",NA,"C/1B",4,3,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,10,2700,85.1851851851852,23,"Rickie Weeks","TB",NA,"1B",5,2,1,2,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,11,2300,100,23,"Nick Ahmed","ARI",NA,"SS",8,2,1,1,0,3,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,12,4100,53.6585365853659,22,"Dee Gordon","MIA",NA,"2B",9,1,0,0,2,3,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,13,3200,68.75,22,"Justin Bour","MIA",NA,"1B",6,1,1,3,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,14,3300,66.6666666666667,22,"Logan Morrison","TB",NA,"1B",4,2,1,3,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,15,3900,56.4102564102564,22,"Jedd Gyorko","STL",NA,"3B",4,1,0,2,1,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,16,3300,63.6363636363636,21,"Brandon Drury","ARI",NA,"2B",6,2,1,1,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,17,3400,61.7647058823529,21,"Corey Dickerson","TB",NA,"OF",1,3,0,1,0,4,1,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,18,3700,56.7567567567568,21,"Michael Taylor","WAS",NA,"OF",8,1,1,3,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,19,4200,50,21,"Jayson Werth","WAS",NA,"OF",2,1,1,1,0,3,1,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,5,7800,26.474358974359,20.65,"Kyle Hendricks","CHC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6.33333333333333,0,0,2,4,2,0
25,20,3600,55.5555555555556,20,"Shin-Soo Choo","TEX",NA,"OF",1,1,0,1,1,3,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,6,8500,23.4117647058824,19.9,"Andrew Triggs","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,1,3,3,0
27,21,4000,47.5,19,"Christian Yelich","MIA",NA,"OF",3,1,1,1,0,5,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,22,4700,40.4255319148936,19,"Jay Bruce","NYM",NA,"OF",3,1,1,1,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,23,4100,46.3414634146341,19,"Mark Trumbo","BAL",NA,"OF",5,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,24,2800,67.8571428571429,19,"Francisco Cervelli","PIT",NA,"C",2,1,1,2,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,25,5000,36,18,"Carlos Correa","HOU",NA,"SS",4,1,0,2,0,3,0,2,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,7,7700,22.4675324675325,17.3,"Joe Musgrove","HOU",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,6,0,0,2,4,3,0
33,26,4500,37.7777777777778,17,"Jackie Bradley","BOS",NA,"OF",6,1,1,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,27,4600,36.9565217391304,17,"Eric Thames","MIL",NA,"1B/OF",2,1,0,1,1,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,28,3700,45.9459459459459,17,"Yasmani Grandal","LAD",NA,"C",5,1,0,1,0,3,2,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,29,3500,48.5714285714286,17,"Travis Shaw","MIL",NA,"3B",4,2,0,1,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,30,3200,50,16,"Jarrod Dyson","SEA",NA,"OF",7,2,0,1,0,4,0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,31,4800,33.3333333333333,16,"Freddie Freeman","ATL",NA,"1B/3B",3,1,1,1,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,32,3700,43.2432432432432,16,"Yasmany Tomas","ARI",NA,"OF",5,1,1,2,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,33,4700,34.0425531914894,16,"Paul Goldschmidt","ARI",NA,"1B",3,1,0,0,1,2,1,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,34,4000,40,16,"Jason Kipnis","CLE",NA,"2B",3,1,0,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,35,3900,41.025641025641,16,"Cody Bellinger","LAD",NA,"1B/OF",4,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,36,2300,69.5652173913043,16,"Chad Pinder","OAK",NA,"2B/SS",7,1,1,2,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,8,10700,14.2990654205607,15.3,"Yu Darvish","TEX",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,6,0,0,3,7,0,0
45,9,8300,18.2530120481928,15.15,"Jesse Chavez","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5.66666666666667,0,0,2,3,2,1
46,37,2700,55.5555555555556,15,"Carlos Ruiz","SEA",NA,"C",8,1,0,4,0,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,38,3400,44.1176470588235,15,"Wilmer Flores","NYM",NA,"1B/3B",6,0,0,2,0,5,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,39,3300,45.4545454545455,15,"Domingo Santana","MIL",NA,"OF",5,1,0,1,1,4,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,40,2600,57.6923076923077,15,"Ryan Goins","TOR",NA,"2B/SS",6,0,0,2,0,4,3,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,10,6000,24.8333333333333,14.9,"Luis Perdomo","SD",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,6,0,0,3,7,4,0
51,11,10400,14.3269230769231,14.9,"Stephen Strasburg","WAS",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,6,0,0,5,8,2,1
52,41,4200,33.3333333333333,14,"Wil Myers","SD",NA,"1B",3,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,42,2900,48.2758620689655,14,"Brandon Guyer","CLE",NA,"OF",6,0,0,3,0,4,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,43,4800,29.1666666666667,14,"Manny Machado","BAL",NA,"3B",3,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,44,4100,34.1463414634146,14,"Dexter Fowler","STL",NA,"OF",9,1,0,2,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,45,3500,40,14,"Adonis Garcia","ATL",NA,"3B",6,1,1,1,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,46,3100,45.1612903225806,14,"Ben Gamel","SEA",NA,"OF",2,2,0,0,0,4,2,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,47,3200,43.75,14,"Christian Arroyo","SF",NA,"SS/3B",5,0,0,3,0,5,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,48,3800,34.2105263157895,13,"Matt Wieters","WAS",NA,"C",7,0,0,2,0,5,3,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,49,3300,39.3939393939394,13,"Josh Harrison","PIT",NA,"2B/3B",1,1,0,0,0,4,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
