"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,791896202,"wining247 (2/19)",0,188.3,"P José Berríos 3B Kris Bryant C Willson Contreras SS Javier Báez 2B Ben Zobrist 1B Anthony Rizzo OF Michael Conforto OF Jay Bruce OF Yoenis Céspedes P Kenta Maeda",NA,"Robinson Canó","30.61%",20
2,791761137,"jk1492 (1/2)",0,184.4,"P Jimmy Nelson C Willson Contreras SS Javier Báez 2B Robinson Canó OF Nelson Cruz OF Yoenis Céspedes P Aaron Nola 1B Cody Bellinger OF Billy Hamilton 3B Nolan Arenado",NA,"Max Scherzer","25.08%",2.25
3,791949656,"backs2424 (1/2)",0,183.65,"3B Josh Donaldson OF José Bautista 1B Justin Smoak SS Didi Gregorius P José Berríos C Buster Posey P Jimmy Nelson 2B Robinson Canó OF Yoenis Céspedes OF Charlie Blackmon",NA,"Jimmy Nelson","23.39%",23.3
4,791959530,"maddoc",0,176.05,"SS Ryan Goins 3B Josh Donaldson C Russell Martin OF José Bautista 1B Anthony Rizzo 2B Robinson Canó OF Michael Conforto OF Jay Bruce P Aaron Nola P Kenta Maeda",NA,"Nolan Arenado","21.49%",23
5,791476312,"cnyce131",0,175.95,"1B Justin Smoak P Dylan Bundy SS Didi Gregorius P José Berríos C Willson Contreras 2B Robinson Canó OF Michael Conforto OF Yoenis Céspedes OF Corey Dickerson 3B Nolan Arenado",NA,"Yoenis Céspedes","20.87%",12
6,791493662,"RunHotSports (2/3)",0,175.9,"3B Josh Donaldson OF José Bautista 1B Justin Smoak P Dylan Bundy C Gary Sánchez SS Didi Gregorius OF Brett Gardner OF Aaron Judge P Jimmy Nelson 2B Robinson Canó",NA,"Nelson Cruz","19.89%",17
7,791672637,"ChipotleAddict (94/150)",0,174.5,"OF Kevin Pillar 3B Josh Donaldson 1B Justin Smoak C Gary Sánchez OF Clint Frazier SS Didi Gregorius P Jeff Samardzija P Jimmy Nelson 2B Robinson Canó OF Nelson Cruz",NA,"Aaron Judge","19.79%",0
8,791556783,"goodboyruslan",0,173.55,"3B Josh Donaldson OF Mookie Betts P José Berríos P Jeff Samardzija C Buster Posey 2B Robinson Canó OF Nelson Cruz SS Elvis Andrus 1B Cody Bellinger OF Charlie Blackmon",NA,"José Berríos","17.61%",19.35
9,791743672,"ShipMyMoney (3/5)",0,172.65,"1B Justin Smoak 3B Nicholas Castellanos C John Hicks SS Didi Gregorius P José Berríos P Jimmy Nelson 2B Robinson Canó OF Michael Conforto OF Jay Bruce OF Yoenis Céspedes",NA,"Chris Sale","17.08%",1.85
10,791934416,"BrandonAdams (42/49)",0,172.05,"OF José Bautista P Carlos Martínez P Jeff Samardzija 3B Kris Bryant C Willson Contreras SS Javier Báez 2B Ian Happ 1B Anthony Rizzo OF Nelson Cruz OF Yoenis Céspedes",NA,"Carlos Martínez","16.60%",13.85
11,791983516,"Sweaty_Mercury",0,171.05,"P Ricky Nolasco SS Didi Gregorius P José Berríos 2B Robinson Canó OF Ben Gamel 1B Joey Gallo OF Michael Conforto OF Jay Bruce C Yasmani Grandal 3B Nolan Arenado",NA,"Michael Conforto","16.32%",12
12,791743673,"ShipMyMoney (4/5)",0,171,"1B Justin Smoak OF Trey Mancini P Ricky Nolasco C John Hicks P Jimmy Nelson 2B Robinson Canó OF Cody Bellinger OF Charlie Blackmon 3B Nolan Arenado SS Trevor Story",NA,"José Bautista","15.09%",9
13,791575657,"dirtyrandy315",0,170.6,"OF Mike Trout C Buster Posey P Jimmy Nelson OF Jay Bruce 1B Cody Bellinger SS Corey Seager P Homer Bailey OF Billy Hamilton 3B Nolan Arenado 2B DJ LeMahieu",NA,"Trevor Story","14.52%",5
14,791828181,"TheGreatWinchini",0,169.55,"3B Josh Donaldson C Russell Martin OF José Bautista 1B Justin Smoak OF Mike Trout SS Didi Gregorius P José Berríos P Jeff Samardzija 2B Robinson Canó OF Yoenis Céspedes",NA,"Sean Manaea","13.70%",-1.25
