"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Hyun-Jin Ryu","P","LAD","@ SF",3.76,"Cain, R 3.31","L",5.87,0,0,5.1,10.1,1.5,NA,10200,21.5,11.2,15.58,15.58,"%",73,1.5,NA,NA
"Chris Archer","P","TB","@ BAL",3.65,"Jimenez, R 5.51","R",3.2,0,0,6.3,9.7,1.3,NA,10100,24,20.3,17.92,17.92,"%",85,1.8,NA,NA
"Francisco Liriano","P","TOR","@ LAA",4.03,"Chavez, R 5.50","L",5.11,0,0,4.1,12.5,1.54,NA,9700,50.1,13.5,14.87,14.87,"%",0,1.5,NA,NA
"Zack Greinke","P","ARI","vs SD",4.04,"Chacin, R 5.09","R",3.28,0,0,6.2,7.3,1.22,NA,9400,37.3,15.9,17.24,17.24,"%",37,1.8,NA,NA
"Jason Vargas","P","KC","@ CWS",3.8,"Gonzalez, R 2.84","L",0.44,0,0,6.9,10,0.77,NA,8000,28.4,31,17.55,17.55,"%",82,2.2,NA,NA
"Miguel Gonzalez","P","CWS","vs KC",3.7,"Vargas, L 0.44","R",2.84,0,0,6.3,7.1,1.37,NA,7500,30.1,17.7,14.63,14.63,"%",56,2,NA,NA
"Brett Anderson","P","CHC","@ PIT",3.66,"Kuhl, R 2.60","L",4.4,0,0,4.8,6.9,1.47,NA,7300,22.4,10.6,9.51,9.51,"%",39,1.3,NA,NA
"Chad Kuhl","P","PIT","vs CHC",4.34,"Anderson, L 4.40","R",2.6,0,0,4.3,7.3,1.04,NA,7000,27.1,12.3,11.55,11.55,"%",37,1.7,NA,NA
"Ubaldo Jimenez","P","BAL","vs TB",3.85,"Archer, R 3.20","R",5.51,0,0,5.4,5,1.47,NA,6800,37.9,8.1,14.65,14.65,"%",0,2.2,NA,NA
"Jesse Chavez","P","LAA","vs TOR",3.47,"Liriano, L 5.11","R",5.5,0,0,4.5,8,1.39,NA,6700,33.9,9.9,12.73,12.73,"%",0,1.9,NA,NA
"Amir Garrett","P","CIN","@ MIL",4.25,"Garza, R","L",1.83,0,0,6.6,9.5,0.86,NA,6700,23.6,25.2,15.3,15.3,"%",83,2.3,NA,NA
"Martin Perez","P","TEX","vs MIN",4.52,"Hughes, R 5.40","L",3.6,0,0,5,7.2,1.75,NA,6300,27,11,11.03,11.03,"%",27,1.8,NA,NA
"Matt Cain","P","SF","vs LAD",4.25,"Ryu, L 5.87","R",3.31,0,0,5.4,6.7,1.41,NA,6100,25.5,13,10.07,10.07,"%",41,1.7,NA,NA
"Jhoulys Chacin","P","SD","@ ARI",4.96,"Greinke, R 3.28","R",5.09,0,0,5.8,5.9,1.22,NA,5700,42.5,11.6,7.95,7.95,"%",0,1.4,NA,NA
"Matt Garza","P","MIL","vs CIN",4.25,"Garrett, L 1.83","R",NA,0,0,0,0,0,NA,5600,11.8,NA,11.8,11.8,"%",0,2.1,NA,NA
"Daniel Murphy","2B","WSH","@ COL",5.06,"Anderson, L 7.32","L",0.324,0.385,0.216,0,0,0,4,5600,33.7,9.5,14.34,14.34,"%",49,2.6,NA,NA
"Nolan Arenado","3B","COL","vs WSH",6.44,"TBD","R",0.329,0.441,0.343,0,0,0,3,5600,35.4,10.3,18.46,18.46,"%",59,3.3,NA,NA
"Phil Hughes","P","MIN","@ TEX",5.48,"Perez, L 3.60","R",5.4,0,0,5,6.7,1.4,NA,5500,20.9,11.1,5.82,5.82,"%",32,1.1,NA,NA
"Trea Turner","OF/SS","WSH","@ COL",5.06,"Anderson, L 7.32","R",0.214,0.234,0.071,0,0,0,1,5500,22.9,5.9,14.63,14.63,"%",65,2.7,NA,NA
"Charlie Blackmon","OF","COL","vs WSH",6.44,"TBD","L",0.27,0.368,0.324,0,0,0,1,5500,32.6,9.7,17.58,17.58,"%",61,3.2,NA,NA
"Adam Eaton","OF","WSH","@ COL",5.06,"Anderson, L 7.32","L",0.284,0.365,0.134,0,0,0,2,5500,28.7,9.1,14.49,14.49,"%",61,2.6,NA,NA
"Ryan Braun","OF","MIL","vs CIN",4.25,"Garrett, L 1.83","R",0.297,0.431,0.328,0,0,0,3,5400,28.3,11.1,11.43,11.43,"%",62,2.1,NA,NA
"Tyler Anderson","P","COL","vs WSH",5.06,"TBD","L",7.32,0,0,4.9,7.9,1.58,NA,5400,24.4,7.9,9.41,9.41,"%",5,1.7,NA,NA
"Trevor Story","SS","COL","vs WSH",6.44,"TBD","R",0.154,0.284,0.246,0,0,0,7,5400,23.9,6.9,10.91,10.91,"%",53,2,NA,NA
"Anthony Rizzo","1B","CHC","@ PIT",4.34,"Kuhl, R 2.60","L",0.296,0.412,0.239,0,0,0,3,5300,27,10.3,12.76,12.76,"%",66,2.4,NA,NA
"Mike Trout","OF","LAA","vs TOR",4.03,"Liriano, L 5.11","R",0.351,0.458,0.324,0,0,0,3,5300,22.6,11.1,11.75,11.75,"%",75,2.2,NA,NA
"Brian Dozier","2B","MIN","@ TEX",4.52,"Perez, L 3.60","R",0.246,0.309,0.13,0,0,0,1,5300,22.6,8.1,11.5,11.5,"%",66,2.2,NA,NA
"Carlos Gonzalez","OF","COL","vs WSH",6.44,"TBD","L",0.197,0.252,0.106,0,0,0,4,5300,24,4.7,16.17,16.17,"%",58,3.1,NA,NA
"Anthony Rendon","3B","WSH","@ COL",5.06,"Anderson, L 7.32","R",0.215,0.261,0.031,0,0,0,3,5200,20.5,4.4,13.02,13.02,"%",57,2.5,NA,NA
"Evan Longoria","3B","TB","@ BAL",3.85,"Jimenez, R 5.51","R",0.234,0.321,0.182,0,0,0,3,5100,22.6,7.5,9.75,9.75,"%",57,1.9,NA,NA
"Joey Votto","1B","CIN","@ MIL",4.25,"Garza, R","L",0.229,0.357,0.314,0,0,0,3,5100,28.9,9.3,12.08,12.08,"%",55,2.4,NA,NA
"Kris Bryant","3B","CHC","@ PIT",4.34,"Kuhl, R 2.60","R",0.23,0.318,0.162,0,0,0,2,5000,28.2,8.7,12.1,12.1,"%",54,2.4,NA,NA
"Jayson Werth","OF","WSH","@ COL",5.06,"Anderson, L 7.32","R",0.271,0.341,0.188,0,0,0,6,5000,22.2,6.9,9.94,9.94,"%",56,2,NA,NA
"Manny Machado","3B","BAL","vs TB",3.65,"Archer, R 3.20","R",0.206,0.3,0.191,0,0,0,3,4900,20.9,6.9,8.8,8.8,"%",56,1.8,NA,NA
"Ryan Zimmerman","1B","WSH","@ COL",5.06,"Anderson, L 7.32","R",0.387,0.504,0.387,0,0,0,5,4900,29.1,10.9,11.59,11.59,"%",60,2.4,NA,NA
"Jonathan Villar","2B","MIL","vs CIN",4.25,"Garrett, L 1.83","B",0.185,0.254,0.136,0,0,0,1,4800,26.1,7.1,9.38,9.38,"%",41,2,NA,NA
"DJ LeMahieu","2B","COL","vs WSH",6.44,"TBD","R",0.275,0.337,0.116,0,0,0,2,4800,27.4,6.3,14.94,14.94,"%",51,3.1,NA,NA
"Wil Myers","1B","SD","@ ARI",4.04,"Greinke, R 3.28","R",0.354,0.417,0.266,0,0,0,2,4800,26.9,9.5,10.77,10.77,"%",57,2.2,NA,NA
"Michael Taylor","OF","WSH","@ COL",5.06,"Anderson, L 7.32","R",0.071,0.06,0,0,0,0,7,4800,10.9,0.9,7.53,7.53,"%",6,1.6,NA,NA
"Adam Duvall","OF","CIN","@ MIL",4.25,"Garza, R","R",0.239,0.332,0.269,0,0,0,4,4700,29.4,8.9,10.13,10.13,"%",46,2.2,NA,NA
"Rougned Odor","2B","TEX","vs MIN",5.48,"Hughes, R 5.40","L",0.187,0.253,0.173,0,0,0,5,4700,26.4,6.1,10.61,10.61,"%",35,2.3,NA,NA
"Miguel Sano","3B","MIN","@ TEX",4.52,"Perez, L 3.60","R",0.241,0.419,0.328,0,0,0,3,4700,25.4,9.6,10.59,10.59,"%",61,2.3,NA,NA
