Position,Name + ID, Name, ID, Salary,GameInfo,TeamAbbrev 
RB,David Johnson (7809693),David Johnson,7809693,8900,Ari@Atl 01:00PM ET,Ari
WR,Odell Beckham Jr. (7809820),Odell Beckham Jr.,7809820,8800,NYG@Cle 01:00PM ET,NYG
WR,Julio Jones (7809806),Julio Jones,7809806,8500,Ari@Atl 01:00PM ET,Atl
WR,A.J. Green (7809796),A.J. Green,7809796,7800,Cin@Bal 01:00PM ET,Cin
QB,Tom Brady (7809657),Tom Brady,7809657,7800,NE@NYJ 04:25PM ET,NE
RB,DeMarco Murray (7809662),DeMarco Murray,7809662,7700,Ten@Chi 01:00PM ET,Ten
WR,Amari Cooper (7809878),Amari Cooper,7809878,7700,Car@Oak 04:25PM ET,Oak
RB,Jay Ajayi (7809718),Jay Ajayi,7809718,7600,SF@Mia 01:00PM ET,Mia
WR,Mike Evans (7809868),Mike Evans,7809868,7500,Sea@TB 04:05PM ET,TB
RB,LeSean McCoy (7809674),LeSean McCoy,7809674,7300,Jax@Buf 01:00PM ET,Buf
QB,Marcus Mariota (7809601),Marcus Mariota,7809601,7200,Ten@Chi 01:00PM ET,Ten
WR,Allen Robinson (7809790),Allen Robinson,7809790,7200,Jax@Buf 01:00PM ET,Jax
QB,Drew Brees (7809625),Drew Brees,7809625,7100,LA@NO 01:00PM ET,NO
WR,Larry Fitzgerald (7809804),Larry Fitzgerald,7809804,7000,Ari@Atl 01:00PM ET,Ari
RB,Melvin Gordon (7809728),Melvin Gordon,7809728,7000,SD@Hou 01:00PM ET,SD
QB,Matt Ryan (7809615),Matt Ryan,7809615,6900,Ari@Atl 01:00PM ET,Atl
WR,Demaryius Thomas (7809885),Demaryius Thomas,7809885,6900,KC@Den 08:30PM ET,Den
TE,Rob Gronkowski (7809992),Rob Gronkowski,7809992,6900,NE@NYJ 04:25PM ET,NE
WR,Brandin Cooks (7809833),Brandin Cooks,7809833,6800,LA@NO 01:00PM ET,NO
QB,Cam Newton (7809647),Cam Newton,7809647,6800,Car@Oak 04:25PM ET,Car
WR,Julian Edelman (7809897),Julian Edelman,7809897,6800,NE@NYJ 04:25PM ET,NE
QB,Russell Wilson (7809640),Russell Wilson,7809640,6700,Sea@TB 04:05PM ET,Sea
WR,Kelvin Benjamin (7809877),Kelvin Benjamin,7809877,6700,Car@Oak 04:25PM ET,Car
WR,Michael Thomas (7809835),Michael Thomas,7809835,6600,LA@NO 01:00PM ET,NO
QB,Eli Manning (7809618),Eli Manning,7809618,6500,NYG@Cle 01:00PM ET,NYG
WR,Michael Crabtree (7809873),Michael Crabtree,7809873,6500,Car@Oak 04:25PM ET,Oak
RB,Devonta Freeman (7809695),Devonta Freeman,7809695,6400,Ari@Atl 01:00PM ET,Atl
WR,Doug Baldwin (7809862),Doug Baldwin,7809862,6400,Sea@TB 04:05PM ET,Sea
QB,Philip Rivers (7809636),Philip Rivers,7809636,6300,SD@Hou 01:00PM ET,SD
WR,DeAndre Hopkins (7809855),DeAndre Hopkins,7809855,6300,SD@Hou 01:00PM ET,Hou
WR,Emmanuel Sanders (7809883),Emmanuel Sanders,7809883,6200,KC@Den 08:30PM ET,Den
QB,Derek Carr (7809649),Derek Carr,7809649,6100,Car@Oak 04:25PM ET,Oak
RB,Spencer Ware (7809751),Spencer Ware,7809751,6100,KC@Den 08:30PM ET,KC
WR,Brandon Marshall (7809894),Brandon Marshall,7809894,6100,NE@NYJ 04:25PM ET,NYJ
WR,Steve Smith Sr. (7809791),Steve Smith Sr.,7809791,6000,Cin@Bal 01:00PM ET,Bal
WR,Tyrell Williams (7809859),Tyrell Williams,7809859,6000,SD@Hou 01:00PM ET,SD
QB,Tyrod Taylor (7809603),Tyrod Taylor,7809603,5900,Jax@Buf 01:00PM ET,Buf
WR,Jarvis Landry (7809843),Jarvis Landry,7809843,5900,SF@Mia 01:00PM ET,Mia
RB,LeGarrette Blount (7809762),LeGarrette Blount,7809762,5900,NE@NYJ 04:25PM ET,NE
WR,Rishard Matthews (7809773),Rishard Matthews,7809773,5800,Ten@Chi 01:00PM ET,Ten
RB,Lamar Miller (7809723),Lamar Miller,7809723,5800,SD@Hou 01:00PM ET,Hou
TE,Greg Olsen (7809977),Greg Olsen,7809977,5800,Car@Oak 04:25PM ET,Car
RB,Todd Gurley (7809714),Todd Gurley,7809714,5700,LA@NO 01:00PM ET,LA
QB,Colin Kaepernick (7809631),Colin Kaepernick,7809631,5700,SF@Mia 01:00PM ET,SF
RB,Thomas Rawls (7809735),Thomas Rawls,7809735,5700,Sea@TB 04:05PM ET,Sea
QB,Blake Bortles (7809605),Blake Bortles,7809605,5600,Jax@Buf 01:00PM ET,Jax
TE,Tyler Eifert (7809925),Tyler Eifert,7809925,5600,Cin@Bal 01:00PM ET,Cin
RB,Rashad Jennings (7809697),Rashad Jennings,7809697,5600,NYG@Cle 01:00PM ET,NYG
WR,Terrelle Pryor Sr. (7809819),Terrelle Pryor Sr.,7809819,5600,NYG@Cle 01:00PM ET,Cle
RB,Devontae Booker (7809756),Devontae Booker,7809756,5600,KC@Den 08:30PM ET,Den
WR,Sterling Shepard (7809822),Sterling Shepard,7809822,5500,NYG@Cle 01:00PM ET,NYG
QB,Ryan Tannehill (7809633),Ryan Tannehill,7809633,5500,SF@Mia 01:00PM ET,Mia
RB,Latavius Murray (7809744),Latavius Murray,7809744,5500,Car@Oak 04:25PM ET,Oak
RB,Matt Forte (7809758),Matt Forte,7809758,5500,NE@NYJ 04:25PM ET,NYJ
QB,Andy Dalton (7809609),Andy Dalton,7809609,5400,Cin@Bal 01:00PM ET,Cin
RB,Tim Hightower (7809705),Tim Hightower,7809705,5400,LA@NO 01:00PM ET,NO
WR,Kenny Britt (7809827),Kenny Britt,7809827,5400,LA@NO 01:00PM ET,LA
QB,Jameis Winston (7809644),Jameis Winston,7809644,5400,Sea@TB 04:05PM ET,TB
RB,Jordan Howard (7809670),Jordan Howard,7809670,5300,Ten@Chi 01:00PM ET,Chi
QB,Joe Flacco (7809608),Joe Flacco,7809608,5300,Cin@Bal 01:00PM ET,Bal
WR,Mike Wallace (7809794),Mike Wallace,7809794,5300,Cin@Bal 01:00PM ET,Bal
QB,Carson Palmer (7809613),Carson Palmer,7809613,5300,Ari@Atl 01:00PM ET,Ari
TE,Jimmy Graham (7809969),Jimmy Graham,7809969,5300,Sea@TB 04:05PM ET,Sea
QB,Jay Cutler (7809599),Jay Cutler,7809599,5200,Ten@Chi 01:00PM ET,Chi
RB,Derrick Henry (7809669),Derrick Henry,7809669,5200,Ten@Chi 01:00PM ET,Ten
QB,Jared Goff (7809629),Jared Goff,7809629,5200,LA@NO 01:00PM ET,LA
WR,Willie Snead (7809831),Willie Snead,7809831,5200,LA@NO 01:00PM ET,NO
QB,Brock Osweiler (7809638),Brock Osweiler,7809638,5100,SD@Hou 01:00PM ET,Hou
WR,Will Fuller (7809861),Will Fuller,7809861,5100,SD@Hou 01:00PM ET,Hou
RB,C.J. Prosise (7809736),C.J. Prosise,7809736,5100,Sea@TB 04:05PM ET,Sea
QB,Trevor Siemian (7809655),Trevor Siemian,7809655,5100,KC@Den 08:30PM ET,Den
QB,Ryan Fitzpatrick (7809658),Ryan Fitzpatrick,7809658,5100,NE@NYJ 04:25PM ET,NYJ
QB,Matt Cassel (7809598),Matt Cassel,7809598,5000,Ten@Chi 01:00PM ET,Ten
QB,Matt Barkley (7809600),Matt Barkley,7809600,5000,Ten@Chi 01:00PM ET,Chi
QB,Chad Henne (7809602),Chad Henne,7809602,5000,Jax@Buf 01:00PM ET,Jax
QB,EJ Manuel (7809604),EJ Manuel,7809604,5000,Jax@Buf 01:00PM ET,Buf
QB,Brandon Allen (7809606),Brandon Allen,7809606,5000,Jax@Buf 01:00PM ET,Jax
QB,Cardale Jones (7809607),Cardale Jones,7809607,5000,Jax@Buf 01:00PM ET,Buf
WR,Sammy Watkins (7809788),Sammy Watkins,7809788,5000,Jax@Buf 01:00PM ET,Buf
QB,Ryan Mallett (7809610),Ryan Mallett,7809610,5000,Cin@Bal 01:00PM ET,Bal
QB,AJ McCarron (7809611),AJ McCarron,7809611,5000,Cin@Bal 01:00PM ET,Cin
QB,Jeff Driskel (7809612),Jeff Driskel,7809612,5000,Cin@Bal 01:00PM ET,Cin
QB,Drew Stanton (7809614),Drew Stanton,7809614,5000,Ari@Atl 01:00PM ET,Ari
QB,Matt Schaub (7809616),Matt Schaub,7809616,5000,Ari@Atl 01:00PM ET,Atl
QB,Josh McCown (7809617),Josh McCown,7809617,5000,NYG@Cle 01:00PM ET,Cle
QB,Josh Johnson (7809619),Josh Johnson,7809619,5000,NYG@Cle 01:00PM ET,NYG
QB,Robert Griffin III (7809620),Robert Griffin III,7809620,5000,NYG@Cle 01:00PM ET,Cle
QB,Ryan Nassib (7809621),Ryan Nassib,7809621,5000,NYG@Cle 01:00PM ET,NYG
QB,Cody Kessler (7809622),Cody Kessler,7809622,5000,NYG@Cle 01:00PM ET,Cle
QB,Kevin Hogan (7809623),Kevin Hogan,7809623,5000,NYG@Cle 01:00PM ET,Cle
QB,Joe Callahan (7809624),Joe Callahan,7809624,5000,NYG@Cle 01:00PM ET,Cle
QB,Luke McCown (7809626),Luke McCown,7809626,5000,LA@NO 01:00PM ET,NO
QB,Case Keenum (7809627),Case Keenum,7809627,5000,LA@NO 01:00PM ET,LA
QB,Sean Mannion (7809628),Sean Mannion,7809628,5000,LA@NO 01:00PM ET,LA
RB,Mark Ingram (7809709),Mark Ingram,7809709,5000,LA@NO 01:00PM ET,NO
QB,Matt Moore (7809630),Matt Moore,7809630,5000,SF@Mia 01:00PM ET,Mia
QB,Christian Ponder (7809632),Christian Ponder,7809632,5000,SF@Mia 01:00PM ET,SF
QB,Blaine Gabbert (7809634),Blaine Gabbert,7809634,5000,SF@Mia 01:00PM ET,SF
QB,Kellen Clemens (7809635),Kellen Clemens,7809635,5000,SD@Hou 01:00PM ET,SD
