"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Bryce Harper",5500,"WAS@MIA 12:10PM ET",10.921,"WAS","MIA",10.16,9.3,0,NA,"3","3",0
"OF","Mookie Betts",5300,"BOS@KC 02:15PM ET",9.612,"BOS","KC",9.95,11,7,NA,"1","1",7
"SS","Trea Turner",5300,"WAS@MIA 12:10PM ET",10,"WAS","MIA",8.75,10.7,0,NA,"1","1",0
"1B","Anthony Rizzo",5000,"SD@CHC 02:20PM ET",9.565,"CHC","SD",10.66,10.1,0,NA,"1","1",0
"3B","Kris Bryant",4900,"SD@CHC 02:20PM ET",8.91,"CHC","SD",8.93,9.2,5,NA,"3","2",5
"2B","Daniel Murphy",4900,"WAS@MIA 12:10PM ET",9.576,"WAS","MIA",9,0,1.76,NA,"x","x",NA
"OF","Lorenzo Cain",4800,"BOS@KC 02:15PM ET",8.731,"KC","BOS",7.2,8.2,4,NA,"3","3",4
"1B","Joey Votto",4700,"CIN@TB 12:10PM ET",10.333,"CIN","TB",9.77,9.2,6,NA,"3","3",6
"1B","Logan Morrison",4700,"CIN@TB 12:10PM ET",8.739,"TB","CIN",8.82,8.4,9,NA,"4","4",9
"SS","Xander Bogaerts",4600,"BOS@KC 02:15PM ET",8.576,"BOS","KC",7.73,8.9,18,NA,"3","3",18
"1B","Ryan Zimmerman",4600,"WAS@MIA 12:10PM ET",10.328,"WAS","MIA",8.48,0,1.47,NA,"x","x",NA
"OF","Steven Souza",4500,"CIN@TB 12:10PM ET",8.746,"TB","CIN",NA,7.5,17,NA,"5","3",17
"OF","Corey Dickerson",4500,"CIN@TB 12:10PM ET",9.456,"TB","CIN",9.42,8.9,9,NA,"2","2",9
"2B","Yangervis Solarte",4400,"SD@CHC 02:20PM ET",7.229,"SD","CHC",NA,0,1.68,NA,"x","x",NA
"1B","Wil Myers",4300,"SD@CHC 02:20PM ET",8.386,"SD","CHC",8.35,9.9,10,NA,"3","3",10
"2B","Ian Happ",4300,"SD@CHC 02:20PM ET",7.438,"CHC","SD",8.06,7.5,16,NA,"2","5",16
"OF","Giancarlo Stanton",4300,"WAS@MIA 12:10PM ET",9.269,"MIA","WAS",6.78,6.3,5,NA,"2","2",5
"3B","Anthony Rendon",4300,"WAS@MIA 12:10PM ET",8.892,"WAS","MIA",7.55,7.5,5,NA,"6","4",5
"OF","Jackie Bradley",4200,"BOS@KC 02:15PM ET",7.642,"BOS","KC",7.8,8.5,5,NA,"7","6",5
"OF","Andrew Benintendi",4200,"BOS@KC 02:15PM ET",8.121,"BOS","KC",8.2,9.2,14,NA,"5","2",14
