"Place_lo","Place_hi","Payout"
"1","1","50000"
"2","2","25000"
"3","3","10000"
"4","4","7000"
"5","5","5000"
"6","6","3000"
"7","8","2000"
"9","10","1500"
"11","20","1000"
"21","30","750"
"31","50","500"
"51","90","400"
"91","140","300"
"141","190","250"
"191","240","200"
"241","340","150"
"341","540","125"
"541","750","100"
"751","1249","80"
"1250","2267","60"
