"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Mookie Betts",5600,"BOS@TEX 08:05PM ET",10.074,"BOS","TEX",10.49,10.8,11.26,NA,"1","1",0
"3B","Miguel Sano",4700,"LAA@MIN 08:10PM ET",9.154,"MIN","LAA",8.62,9.4,10.7,NA,"4","3",3
"OF","Mike Trout",4500,"LAA@MIN 08:10PM ET",12.02,"LAA","MIN",NA,0,NA,NA,"x","x",NA
"1B","Mike Napoli",4500,"BOS@TEX 08:05PM ET",6.855,"TEX","BOS",6.86,6.5,8.72,NA,"8","6",4
"SS","Andrelton Simmons",4400,"LAA@MIN 08:10PM ET",7.586,"LAA","MIN",7.03,7.3,7.47,NA,"5","6",8
"OF","Tommy Pham",4400,"MIA@STL 08:15PM ET",9,"STL","MIA",NA,8.1,NA,NA,"2","2",18
"2B","Dustin Pedroia",4400,"BOS@TEX 08:05PM ET",7.439,"BOS","TEX",8.07,8.1,8.96,NA,"2","2",0
"SS","Elvis Andrus",4400,"BOS@TEX 08:05PM ET",9.476,"TEX","BOS",7.08,0,10.06,NA,"x","x",NA
"SS","Xander Bogaerts",4400,"BOS@TEX 08:05PM ET",8.291,"BOS","TEX",8.29,8.6,9.42,NA,"3","3",16
"1B","Hanley Ramirez",4300,"BOS@TEX 08:05PM ET",7.414,"BOS","TEX",8.72,8.3,8.07,NA,"6","5",0
"OF","Dexter Fowler",4200,"MIA@STL 08:15PM ET",8.075,"STL","MIA",NA,0,NA,NA,"x","x",NA
"OF","Jackie Bradley",4200,"BOS@TEX 08:05PM ET",8.075,"BOS","TEX",7.37,9,8.08,NA,"7","7",3
"OF","Andrew Benintendi",4200,"BOS@TEX 08:05PM ET",8.688,"BOS","TEX",9.05,9,8.88,NA,"5","6",4
"2B","Brian Dozier",4100,"LAA@MIN 08:10PM ET",8.26,"MIN","LAA",8.26,9.1,11.42,NA,"1","1",7
"1B","Justin Bour",4100,"MIA@STL 08:15PM ET",8.278,"MIA","STL",8.09,8.2,7.19,NA,"5","5",19
"3B","Jedd Gyorko",4100,"MIA@STL 08:15PM ET",7.946,"STL","MIA",7.42,0,7.94,NA,"x","x",NA
"2B","Paul DeJong",4100,"MIA@STL 08:15PM ET",6.484,"STL","MIA",4.83,6.1,6.35,NA,"7","7",7
"3B","Adrian Beltre",4100,"BOS@TEX 08:05PM ET",8.516,"TEX","BOS",8.25,7.6,9.7,NA,"4","4",11
"OF","Shin-Soo Choo",4100,"BOS@TEX 08:05PM ET",8.28,"TEX","BOS",7.38,10,10.35,NA,"1","1",14
