"Ryan Braun_Mil","Dexter Fowler_StL","Matt Carpenter_StL","Lorenzo Cain_KC","Jonathan Villar_Mil","Aledmys Diaz_StL","Stephen Piscotty_StL","Eric Hosmer_KC","Rougned Odor_Tex","Shin-Soo Choo_Tex","Adrian Beltre_Tex","Randal Grichuk_StL","Jonathan Lucroy_Tex","Alex Gordon_KC","Mike Napoli_Tex","Brandon Moss_KC","Carlos Gomez_Tex","Jorge Soler_KC","Jedd Gyorko_StL","Whit Merrifield_KC","Elvis Andrus_Tex","Peter O'Brien_KC","Yadier Molina_StL","Keon Broxton_Mil","Salvador Perez_KC","Nomar Mazara_Tex","Eric Thames_Mil","Domingo Santana_Mil","Cheslor Cuthbert_KC","Joey Gallo_Tex","Alcides Escobar_KC","Mike Moustakas_KC","Paulo Orlando_KC","Billy Burns_KC","Jhonny Peralta_StL","Travis Shaw_Mil","Hernan Perez_Mil","Delino DeShields_Tex","Orlando Arcia_Mil","Matt Adams_StL","Kolten Wong_StL","Nick Franklin_Mil","Jurickson Profar_Tex","Jesus Aguilar_Mil","Harrison Bader_StL","Ryan O'Hearn_KC","Jose Martinez_StL","Robinson Chirinos_Tex","Terrance Gore_KC","Andrew Susac_Mil","Greg Garcia_StL","Kirk Nieuwenhuis_Mil","Brett Nicholas_Tex","Christian Colon_KC","Ryan Rua_Tex","Manny Pina_Mil","Carson Kelly_StL","Raul Mondesi_KC","Eric Fryer_StL","Jett Bandy_Mil","Hanser Alberto_Tex","Drew Butera_KC","Drew Robinson_Tex"
81.5641025641026,0,0,0,-27.7727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24.4722222222222,0,0,37.8,10.8363636363636,0,0,0,0,0,0,0,-25.7272727272727,-5,0,-2.90909090909091,0,0,0,0,-12.5,0,0,0,0,0,0,0,-12.0833333333333,0,0,0,12.2142857142857,0,0,0,61.2,0,0,0
0,67.032967032967,-16.4727272727273,0,0,20.4090909090909,-5.70512820512821,0,0,0,0,-0.727272727272727,0,0,0,0,0,0,-43.1428571428571,0,0,0,0.545454545454545,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,6.25,-20.3333333333333,0,0,0,0,0,4.25,0,0,0,-23.55,0,0,0,0,0,0,0,7,0,0,0,0
0,-16.4727272727273,35.3636363636364,0,0,12.7083333333333,4.57777777777778,0,0,0,0,10.5694444444444,0,0,0,0,0,0,32.3333333333333,0,0,0,0.222222222222222,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,-1.75,9.82142857142857,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14.7878787878788,0,0,0,-2.3030303030303,0,0,0,0,0,0.151515151515152,0,-11.9166666666667,0,0,0,-42,0,0,0,0,3.54545454545455,0,0,0,2.83333333333333,0,-1.96969696969697,-1.5,4.21111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,0,0,7.88888888888889,0,0,0,0,0
-27.7727272727273,0,0,0,92.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411111111111111,0,0,-35.1909090909091,-3.22727272727273,0,0,0,0,0,0,0,-16.9487179487179,-1.86666666666667,0,8.25,0,0,0,0,-36.6666666666667,0,0,0,0,0,0,0,-19,0,0,0,51.4666666666667,0,0,0,-3.03571428571429,0,0,0
0,20.4090909090909,12.7083333333333,0,0,136.265151515152,-4.33636363636364,0,0,0,0,33.3333333333333,0,0,0,0,0,0,17.8666666666667,0,0,0,17.3727272727273,0,0,0,0,0,0,0,0,0,0,0,-3.73809523809524,0,0,0,0,55.5,-0.142857142857143,0,0,0,0,0,7.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5.70512820512821,4.57777777777778,0,0,-4.33636363636364,65.974358974359,0,0,0,0,-5.25454545454545,0,0,0,0,0,0,13.5,0,0,0,4.18181818181818,0,0,0,0,0,0,0,0,0,0,0,5.47619047619048,0,0,0,0,-15.5,-9.75,0,0,0,0,0,-6.8,0,0,0,45.45,0,0,0,0,0,0,0,27,0,0,0,0
0,0,0,-2.3030303030303,0,0,0,16.4469696969697,0,0,0,0,0,7.56060606060606,0,7,0,0,0,-21,0,0,0,0,8.36363636363636,0,0,0,46.75,0,-0.651515151515151,2.11111111111111,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13,0,0,0,0.666666666666667,0,0,0,0,0
0,0,0,0,0,0,0,0,29.9175824175824,14.7272727272727,0,0,2.78181818181818,0,7.11538461538461,0,23.6538461538462,0,0,0,3.72527472527473,0,0,0,0,31.1978021978022,0,0,0,-0.67032967032967,0,0,0,0,0,0,0,8.16666666666667,0,0,0,0,1.21428571428571,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,14.7272727272727,66.0606060606061,0,0,21.8611111111111,0,-6.87878787878788,0,11.0909090909091,0,0,0,-11.9090909090909,0,0,0,0,53.5151515151515,0,0,0,-15.2424242424242,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,0,0,0,0,45,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0
