"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Giancarlo Stanton",5600,"MIA@WAS 07:05PM ET",10.155,"MIA","WAS",8.47,9.9,8.68,NA,"2","2",16
"OF","Andrew McCutchen",5500,"PIT@DET 01:10PM ET",9.207,"PIT","DET",8.94,9.5,8.15,NA,"3","3",2
"2B","Jose Altuve",5500,"HOU@CWS 08:10PM ET",10.743,"HOU","CWS",10.4,10.6,11.6,NA,"3","2",11
"OF","Bryce Harper",5500,"MIA@WAS 07:05PM ET",10.971,"WAS","MIA",10.64,10.6,11.08,NA,"3","3",7
"OF","Aaron Judge",5300,"NYY@TOR 07:07PM ET",10.694,"NYY","TOR",10.64,9.4,9.7,NA,"4","3",7
"OF","Mike Trout",5300,"LAA@SEA 10:10PM ET",11.889,"LAA","SEA",9.26,10.1,9.43,NA,"2","2",14
"1B","Joey Votto",5300,"SD@CIN 12:35PM ET",10.061,"CIN","SD",10.25,9.2,9.13,NA,"3","3",22
"2B","Brian Dozier",5200,"MIN@MIL 08:10PM ET",8.876,"MIN","MIL",7.84,8.6,8.22,NA,"1","1",0
"OF","Nelson Cruz",5200,"LAA@SEA 10:10PM ET",8.649,"SEA","LAA",9.15,9.6,8.37,NA,"4","4",16
"1B/OF","Cody Bellinger",5200,"LAD@ARI 09:40PM ET",10.149,"LAD","ARI",8.37,9.2,8.39,NA,"4","4",2
"1B","Yuli Gurriel",5100,"HOU@CWS 08:10PM ET",7.879,"HOU","CWS",8.22,8.9,9,NA,"4","4",8
"2B/OF","Chris Taylor",5100,"LAD@ARI 09:40PM ET",8.969,"LAD","ARI",NA,10.5,7.84,NA,"1","1",18
"2B","Daniel Murphy",5100,"MIA@WAS 07:05PM ET",9.413,"WAS","MIA",8.5,8.3,10.13,NA,"5","5",0
"OF","George Springer",5000,"HOU@CWS 08:10PM ET",10.489,"HOU","CWS",9.24,11.8,2.16,NA,"1","1",2
"SS","Carlos Correa",5000,"HOU@CWS 08:10PM ET",10.143,"HOU","CWS",NA,0,NA,NA,"x","x",NA
"3B","Alex Bregman",4900,"HOU@CWS 08:10PM ET",7.822,"HOU","CWS",8,10.5,9.74,NA,"2","5",5
"SS","Francisco Lindor",4900,"CLE@TB 07:10PM ET",8.367,"CLE","TB",8.94,9.1,7.66,NA,"1","1",7
"OF","Josh Reddick",4800,"HOU@CWS 08:10PM ET",8.041,"HOU","CWS",5.54,5.9,9.55,NA,"7","3",3
"2B/3B","Jose Ramirez",4800,"CLE@TB 07:10PM ET",9.218,"CLE","TB",8.99,8.6,8.42,NA,"3","3",5
"3B","Manny Machado",4800,"BAL@OAK 10:05PM ET",8.046,"BAL","OAK",8.18,9,9.13,NA,"2","2",2
"OF","Ryan Braun",4800,"MIN@MIL 08:10PM ET",8.677,"MIL","MIN",9.14,10.1,8.42,NA,"2","3",6
"SS","Corey Seager",4800,"LAD@ARI 09:40PM ET",8.962,"LAD","ARI",7.3,9.3,8.27,NA,"2","2",12
"1B","Paul Goldschmidt",4800,"LAD@ARI 09:40PM ET",11.036,"ARI","LAD",9.49,8.9,8.14,NA,"4","4",0
"OF","Starling Marte",4700,"PIT@DET 01:10PM ET",7.647,"PIT","DET",7.97,10.2,8.74,NA,"1","1",12
"OF","Justin Upton",4700,"PIT@DET 01:10PM ET",9,"DET","PIT",7.43,8.4,8.21,NA,"3","3",8
"OF/SS","Marwin Gonzalez",4700,"HOU@CWS 08:10PM ET",8.553,"HOU","CWS",8.37,8.5,8.75,NA,"5","6",10
"OF","Michael Conforto",4700,"NYM@PHI 07:05PM ET",9.011,"NYM","PHI",8.8,9.9,7.98,NA,"1","4",24
"3B","Justin Turner",4700,"LAD@ARI 09:40PM ET",9.261,"LAD","ARI",6.12,9.4,8.49,NA,"3","3",14
"SS","Zack Cozart",4600,"SD@CIN 12:35PM ET",8.768,"CIN","SD",6.9,7,7.21,NA,"2","2",23
"OF","Adam Duvall",4600,"SD@CIN 12:35PM ET",8.664,"CIN","SD",7.38,7.5,7.84,NA,"4","4",0
"3B","Anthony Rendon",4600,"MIA@WAS 07:05PM ET",9.163,"WAS","MIA",NA,0,8.9,NA,"x","x",NA
"1B","Edwin Encarnacion",4500,"CLE@TB 07:10PM ET",8.22,"CLE","TB",9.52,8.5,7.55,NA,"4","4",2
"2B","Jonathan Schoop",4500,"BAL@OAK 10:05PM ET",8.911,"BAL","OAK",8.7,8.2,8.73,NA,"3","3",2
"OF","Domingo Santana",4500,"MIN@MIL 08:10PM ET",8.109,"MIL","MIN",8.27,9.3,7.83,NA,"1","1",0
"3B","Miguel Sano",4500,"MIN@MIL 08:10PM ET",8.786,"MIN","MIL",7.82,8.7,7.95,NA,"4","4",10
"3B","Travis Shaw",4500,"MIN@MIL 08:10PM ET",9.422,"MIL","MIN",5.89,7.7,7.71,NA,"x","4",8
"SS","Jean Segura",4500,"LAA@SEA 10:10PM ET",8.714,"SEA","LAA",7.97,7.8,8.34,NA,"1","1",19
"SS","Trea Turner",4500,"MIA@WAS 07:05PM ET",10.559,"WAS","MIA",NA,0,NA,NA,"x","x",NA
"2B/3B","Josh Harrison",4400,"PIT@DET 01:10PM ET",7.407,"PIT","DET",NA,0,1.67,NA,"x","x",NA
"OF","Tommy Pham",4400,"KC@STL 07:15PM ET",9.224,"STL","KC",NA,8.5,NA,NA,"2","2",14
"OF","Jay Bruce",4400,"CLE@TB 07:10PM ET",8.806,"CLE","TB",NA,0,1.56,NA,"x","x",NA
"OF","Billy Hamilton",4400,"SD@CIN 12:35PM ET",8.604,"CIN","SD",NA,0,1.7,NA,"x","x",NA
"1B/OF","Jose Osuna",4300,"PIT@DET 01:10PM ET",4.5,"PIT","DET",NA,0,1.65,NA,"x","x",NA
"C","Gary Sanchez",4300,"NYY@TOR 07:07PM ET",8.671,"NYY","TOR",7.98,9,8.32,NA,"5","5",5
"2B/SS","Paul DeJong",4300,"KC@STL 07:15PM ET",7.787,"STL","KC",7.31,7.7,8.39,NA,"3","3",18
"3B","Jake Lamb",4300,"LAD@ARI 09:40PM ET",9.533,"ARI","LAD",5.59,9.3,7.4,NA,"3","3",0
"OF","JD Martinez",4300,"LAD@ARI 09:40PM ET",9.587,"ARI","LAD",8.11,7.8,7.46,NA,"5","5",16
"OF","Derek Fisher",4200,"HOU@CWS 08:10PM ET",8.368,"HOU","CWS",6.04,0,2.04,NA,"x","x",NA
"SS","Didi Gregorius",4200,"NYY@TOR 07:07PM ET",8.352,"NYY","TOR",8.1,7.5,7.52,NA,"3","4",5
"1B","Matt Carpenter",4200,"KC@STL 07:15PM ET",7.882,"STL","KC",8.12,8.8,9.03,NA,"1","1",5
"2B","Jason Kipnis",4200,"CLE@TB 07:10PM ET",6.614,"CLE","TB",6.12,7,1.53,NA,"x","2",5
"1B","Carlos Santana",4200,"CLE@TB 07:10PM ET",8.075,"CLE","TB",8.17,8.1,7.14,NA,"5","5",0
"OF","Bradley Zimmer",4200,"CLE@TB 07:10PM ET",7,"CLE","TB",5.65,0,6.13,NA,"x","x",NA
"OF","Khris Davis",4200,"BAL@OAK 10:05PM ET",8.901,"OAK","BAL",9.43,8.7,9.95,NA,"4","4",4
"2B","Dee Gordon",4200,"MIA@WAS 07:05PM ET",8.376,"MIA","WAS",7.37,8.7,8.24,NA,"1","1",8
"OF","Marcell Ozuna",4200,"MIA@WAS 07:05PM ET",9.036,"MIA","WAS",6.82,8.2,7.36,NA,"4","4",5
"3B","Josh Donaldson",4100,"NYY@TOR 07:07PM ET",8.141,"TOR","NYY",6.77,8.7,7.71,NA,"3","3",7
"OF","Clint Frazier",4100,"NYY@TOR 07:07PM ET",7.1,"NYY","TOR",6.88,0,7.41,NA,"x","x",NA
"OF","Adam Jones",4100,"BAL@OAK 10:05PM ET",7.541,"BAL","OAK",7.21,8,8.34,NA,"1","4",23
"OF","Rajai Davis",4100,"BAL@OAK 10:05PM ET",6.289,"OAK","BAL",7.26,8.6,9.84,NA,"1","1",10
"2B","Robinson Cano",4100,"LAA@SEA 10:10PM ET",8.19,"SEA","LAA",6,7.9,8.5,NA,"3","3",10
"2B","Yangervis Solarte",4100,"SD@CIN 12:35PM ET",7.188,"SD","CIN",6.98,8.2,6.93,NA,"4","4",3
"OF","Yoenis Cespedes",4100,"NYM@PHI 07:05PM ET",7.455,"NYM","PHI",6.8,10.1,8.35,NA,"3","3",10
"OF","Curtis Granderson",4100,"NYM@PHI 07:05PM ET",6.51,"NYM","PHI",7.05,8.5,7.74,NA,"4","1",21
"OF","AJ Pollock",4100,"LAD@ARI 09:40PM ET",8.612,"ARI","LAD",7.54,8.5,8,NA,"2","2",5
