"Jose Altuve_HOU","Charlie Blackmon_COL","Nolan Arenado_COL","Michael Conforto_NYM","Mark Reynolds_COL","Jay Bruce_NYM","Gerardo Parra_COL","JD Martinez_ARI","Adrian Beltre_TEX","Nomar Mazara_TEX","Curtis Granderson_NYM","Ian Desmond_COL","DJ LeMahieu_COL","Anthony Rizzo_CHC","Paul Goldschmidt_ARI","Carlos Correa_HOU","Asdrubal Cabrera_NYM","Tommy Pham_STL","Travis Shaw_MIL","Rougned Odor_TEX","Wilmer Flores_NYM","David Dahl_COL","Gregor Blanco_ARI","Nelson Cruz_SEA","Marwin Gonzalez_HOU","David Wright_NYM","Dexter Fowler_STL","Domingo Santana_MIL","Shin-Soo Choo_TEX","Josh Reddick_HOU","Lucas Duda_TB","Corey Dickerson_TB","George Springer_HOU","Trevor Story_COL","Mike Zunino_SEA","Jake Marisnick_HOU","Alex Bregman_HOU","Neil Walker_NYM","Elvis Andrus_TEX","Steven Souza_TB","Paul DeJong_STL","Kris Bryant_CHC","Ryan Braun_MIL","Matt Carpenter_STL","Stephen Piscotty_STL","Aledmys Diaz_STL","Carlos Gomez_TEX","Kyle Seager_SEA","Jose Reyes_NYM","Raimel Tapia_COL","Yoenis Cespedes_NYM","AJ Pollock_ARI","Willson Contreras_CHC","Eric Thames_MIL","Robinson Cano_SEA","Jean Segura_SEA","Ben Gamel_SEA","Guillermo Heredia_SEA","Evan Gattis_HOU","Pat Valaika_COL","Kyle Schwarber_CHC","Mitch Haniger_SEA","Ronald Guzman_TEX","Carlos Beltran_HOU","Manny Pina_MIL","Keon Broxton_MIL","Brian McCann_HOU","Derek Fisher_HOU","Amed Rosario_NYM","Dominic Smith_NYM","Jonathan Villar_MIL","Leonys Martin_SEA","Travis d'Arnaud_NYM","Stephen Cardullo_COL","Jake Lamb_ARI","Jarrod Dyson_SEA","Taylor Motter_SEA","Dustin Garneau_COL","Brandon Nimmo_NYM","TJ Rivera_NYM","Daniel Descalso_ARI","Ian Happ_CHC","Yadier Molina_STL","Randal Grichuk_STL","Hernan Perez_MIL","Jedd Gyorko_STL","Yuli Gurriel_HOU","Carlos Gonzalez_COL","Tom Murphy_COL","Victor Caratini_CHC","Jose Martinez_STL","Jesus Aguilar_MIL","Orlando Arcia_MIL","Delino DeShields_TEX","Mallex Smith_TB","Juan Lagares_NYM","Gavin Cecchini_NYM","Jordan Patterson_COL","Ben Zobrist_CHC","Yasmany Tomas_ARI","Stephen Vogt_MIL","Danny Espinosa_SEA","Jurickson Profar_TEX","Joey Gallo_TEX","Logan Morrison_TB","Evan Longoria_TB","Jonathan Lucroy_COL","Matt Reynolds_NYM","Jon Jay_CHC","Chris Owings_ARI","Addison Russell_CHC","Kevin Kiermaier_TB","Kevin Plawecki_NYM","Jason Heyward_CHC","Ketel Marte_ARI","Kolten Wong_STL","Michael Reed_MIL","Mike Napoli_TEX","Danny Valencia_SEA","Colby Rasmus_TB","Ryan Hanigan_COL","Tony Wolters_COL","Kirk Nieuwenhuis_MIL","Andrew Susac_MIL","Lewis Brinson_MIL","Harrison Bader_STL","Robinson Chirinos_TEX","Pete Kozma_TEX","Brett Nicholas_TEX","Jared Hoying_TEX","Matt Duffy_TB","Alexi Amarista_COL","Mike Tauchman_COL","Javier Baez_CHC","Eric Sogard_MIL","Shawn O'Malley_SEA","Andy Ibanez_TEX","JD Davis_HOU","Cristhian Adames_COL","Chris Iannetta_ARI","Chris Herrmann_ARI","Rey Fuentes_ARI","Jeremy Hazelbaker_ARI","Christian Walker_ARI","Nick Ahmed_ARI","Jacob Nottingham_MIL","Carlos Ruiz_SEA","Boog Powell_SEA","Wilson Ramos_TB","David Peralta_ARI","Mark Zagunis_CHC","Greg Garcia_STL","Magneuris Sierra_STL","Tuffy Gosewisch_SEA","Trevor Plouffe_TB","Peter Bourjos_TB","Jake Bauers_TB","Alex Avila_CHC","Socrates Brito_ARI","Albert Almora_CHC","Carson Kelly_STL","Brett Phillips_MIL","Corey Ray_MIL","Hanser Alberto_TEX","Ryan Rua_TEX","Brad Miller_TB","Jeff Mathis_ARI","Tommy La Stella_CHC","Eric Fryer_STL","Luke Voit_STL","Drew Stubbs_TEX","DJ Peterson_SEA","Daniel Vogelbach_SEA","Kyle Lewis_SEA","Rickie Weeks_TB","Derek Norris_TB","AJ Reed_HOU","Brandon Drury_ARI","Yadiel Rivera_MIL","Jett Bandy_MIL","Ryan Cordell_MIL","Drew Robinson_TEX","Jesus Sucre_TB","Curt Casali_TB","Kyle Tucker_HOU","Rene Rivera_NYM","Tyler Smith_TEX","Adeiny Hechavarria_TB","Daniel Robertson_TB","Alex Mejia_STL","Juan Centeno_HOU","Tony Kemp_HOU","Colin Moran_HOU","Adam Rosales_ARI","Shane Peterson_TB","Tyler White_HOU","Emilio Bonifacio_ARI","Ildemaro Vargas_ARI","Jack Reinheimer_ARI","Dawel Lugo_ARI","Domingo Leyba_ARI","Taylor Featherston_TB","Willy Adames_TB"
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,64,0,0,0,0,71,0,0,82,0,0,42,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,76,0,0,59,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,0,0,0
0,94,90,0,83,0,45,0,0,0,0,53,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,56,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,90,93,0,82,0,46,0,0,0,0,54,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,54,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,70,0,66,0,0,0,0,49,0,0,0,0,0,45,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,57,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,83,82,0,86,0,38,0,0,0,0,47,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,50,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,66,0,93,0,0,0,0,69,0,0,0,0,0,63,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,78,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45,46,0,38,0,47,0,0,0,0,17,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,49,41,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,22,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,41,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,17,79,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,30,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
