"Max Kepler_MIN","Miguel Sano_MIN","Chris Davis_BAL","Eduardo Escobar_MIN","Dexter Fowler_STL","Manny Machado_BAL","Tommy Pham_STL","Jonathan Schoop_BAL","Curtis Granderson_NYM","Brian Dozier_MIN","Trey Mancini_BAL","Michael Conforto_NYM","Mark Trumbo_BAL","Byron Buxton_MIN","Jedd Gyorko_STL","Eddie Rosario_MIN","Aledmys Diaz_STL","Jay Bruce_NYM","Lucas Duda_NYM","Joe Mauer_MIN","Adam Jones_BAL","Seth Smith_BAL","Kennys Vargas_MIN","Matt Carpenter_STL","Yoenis Cespedes_NYM","Jose Reyes_NYM","Robbie Grossman_MIN","David Wright_NYM","Asdrubal Cabrera_NYM","Randal Grichuk_STL","TJ Rivera_NYM","Jason Castro_MIN","Neil Walker_NYM","Wilmer Flores_NYM","Joey Rickard_BAL","Stephen Piscotty_STL","Craig Gentry_BAL","Jorge Polanco_MIN","Yadier Molina_STL","Travis d'Arnaud_NYM","JJ Hardy_BAL","Chris Gimenez_MIN","Daniel Palka_MIN","Welington Castillo_BAL","Zack Granite_MIN","Rene Rivera_NYM","Kolten Wong_STL","Greg Garcia_STL","Brandon Nimmo_NYM","Amed Rosario_NYM","Harrison Bader_STL","Caleb Joseph_BAL","Ehire Adrianza_MIN","Jose Martinez_STL","Paul DeJong_STL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Chad Huffman_STL","Juan Lagares_NYM","Gavin Cecchini_NYM","Paul Janish_BAL","Ruben Tejada_BAL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Magneuris Sierra_STL","David Washington_BAL","Anthony Santander_BAL","Luke Voit_STL","Carson Kelly_STL","Eric Fryer_STL","Alex Mejia_STL","Johnny Giavotella_BAL"
59.4344262295082,29.4925925925926,0,17.5098039215686,0,0,0,0,0,19.4077922077922,0,0,0,6.26093514328808,0,15.7044897959184,0,0,0,19.3039832285115,0,0,0,0,0,0,21.0755813953488,0,0,0,0,6.72777777777778,0,0,0,0,0,10.1117021276596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4925925925926,77.7249417249417,0,18.1038406827881,0,0,0,0,0,-1.66610169491525,0,0,0,13.1127995324372,0,-4.35993265993266,0,0,0,20.1806966618287,0,0,0,0,0,0,12.5338775510204,0,0,0,0,3.58636363636364,0,0,0,0,0,12.7835294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.8477443609023,0,0,-2.28882438316401,0,5.23993506493507,0,0,10.0761904761905,0,14.6372180451128,0,0,0,0,0,0,0,20.1121568627451,7.66382575757576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.39592760181,0,0,20.8870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.5098039215686,18.1038406827881,0,51.649494949495,0,0,0,0,0,1.84495021337127,0,0,0,13.207957957958,0,4.53078078078078,0,0,0,-6.51041666666667,0,0,0,0,0,0,11.8258064516129,0,0,0,0,5.73978494623656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64.2524839275278,0,6.04761904761905,0,0,0,0,0,0,0,-3.35753931544866,0,-4.43450980392157,0,0,0,0,0,0,-7.45283018867925,0,0,0,0,0,-0.620265151515151,0,0,0,0,0,6.4390919158361,0,0,5.65469387755102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2.28882438316401,0,0,78.7522214627478,0,2.10245614035088,0,0,6.48701298701299,0,11.799043062201,0,0,0,0,0,0,0,-1.23400402414487,24.1227053140097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28720538720539,0,0,3.16570048309179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.04761904761905,0,85.2322695035461,0,0,0,0,0,0,0,28.025,0,-9.24789915966386,0,0,0,0,0,0,5.61733615221987,0,0,0,0,0,-5.19047619047619,0,0,0,0,0,0.0687830687830688,0,0,0.342105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.23993506493507,0,0,2.10245614035088,0,56.5555379746835,0,0,13.3907071887785,0,1.09240506329114,0,0,0,0,0,0,0,12.6350837138508,1.50552721088435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4609800362976,0,0,-0.668882978723404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,52.8167832167832,0,0,-14.4918699186992,0,0,0,0,0,-0.102326811210999,7.14894795127353,0,0,0,0,0,0,-2.19702467343977,0,0,15.3662790697674,0,0,0,-3.49795918367347,-2.20238095238095,0,0,0,0,0,9.91269841269841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19.4077922077922,-1.66610169491525,0,1.84495021337127,0,0,0,0,0,43.3401175938489,0,0,0,7.22323049001815,0,14.3171717171717,0,0,0,8.22012578616352,0,0,0,0,0,0,0.915294117647059,0,0,0,0,10.6551418439716,0,0,0,0,0,7.19882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10.0761904761905,0,0,6.48701298701299,0,13.3907071887785,0,0,69.0991525423729,0,19.5940677966102,0,0,0,0,0,0,0,10.2670033670034,6.35221674876847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5458768873403,0,0,21.549786628734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-14.4918699186992,0,0,97.0362844702467,0,0,0,0,0,-11.7257142857143,11.0285204991087,0,0,0,0,0,0,-1.12369337979094,0,0,3.16206896551724,0,0,0,3.3,5.33128078817734,0,0,0,0,0,-7.92857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,14.6372180451128,0,0,11.799043062201,0,1.09240506329114,0,0,19.5940677966102,0,57.2364197530864,0,0,0,0,0,0,0,18.1390225842281,0.918792517006803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0689655172414,0,0,33.2646276595745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.26093514328808,13.1127995324372,0,13.207957957958,0,0,0,0,0,7.22323049001815,0,0,0,45.1388888888889,0,2.37028657616893,0,0,0,5.66,0,0,0,0,0,0,7.11594202898551,0,0,0,0,3.77589852008457,0,0,0,0,0,2.97247360482655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-3.35753931544866,0,28.025,0,0,0,0,0,0,0,58.3552447552448,0,12.2938775510204,0,0,0,0,0,0,5.58743169398907,0,0,0,0,0,-1.03205128205128,0,0,0,0,0,4.31395348837209,0,0,4.16510025062657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
