"Max Kepler_MIN","Miguel Sano_MIN","Chris Davis_BAL","Eduardo Escobar_MIN","Dexter Fowler_STL","Manny Machado_BAL","Tommy Pham_STL","Jonathan Schoop_BAL","Curtis Granderson_NYM","Brian Dozier_MIN","Trey Mancini_BAL","Michael Conforto_NYM","Mark Trumbo_BAL","Byron Buxton_MIN","Jedd Gyorko_STL","Eddie Rosario_MIN","Aledmys Diaz_STL","Jay Bruce_NYM","Lucas Duda_NYM","Joe Mauer_MIN","Adam Jones_BAL","Seth Smith_BAL","Kennys Vargas_MIN","Matt Carpenter_STL","Yoenis Cespedes_NYM","Jose Reyes_NYM","Robbie Grossman_MIN","David Wright_NYM","Asdrubal Cabrera_NYM","Randal Grichuk_STL","TJ Rivera_NYM","Jason Castro_MIN","Neil Walker_NYM","Wilmer Flores_NYM","Joey Rickard_BAL","Stephen Piscotty_STL","Craig Gentry_BAL","Jorge Polanco_MIN","Yadier Molina_STL","Travis d'Arnaud_NYM","JJ Hardy_BAL","Chris Gimenez_MIN","Daniel Palka_MIN","Welington Castillo_BAL","Zack Granite_MIN","Rene Rivera_NYM","Kolten Wong_STL","Greg Garcia_STL","Brandon Nimmo_NYM","Amed Rosario_NYM","Harrison Bader_STL","Caleb Joseph_BAL","Ehire Adrianza_MIN","Jose Martinez_STL","Paul DeJong_STL","Francisco Pena_BAL","Ryan Flaherty_BAL","Hyun Soo Kim_BAL","Luis Sardinas_BAL","Chad Huffman_STL","Juan Lagares_NYM","Gavin Cecchini_NYM","Paul Janish_BAL","Ruben Tejada_BAL","Matt Reynolds_NYM","Kevin Plawecki_NYM","Magneuris Sierra_STL","David Washington_BAL","Anthony Santander_BAL","Luke Voit_STL","Carson Kelly_STL","Eric Fryer_STL","Alex Mejia_STL","Johnny Giavotella_BAL"
59.4344262295082,29.4925925925926,0,17.5098039215686,0,0,0,0,0,19.4077922077922,0,0,0,6.26093514328808,0,15.7044897959184,0,0,0,19.3039832285115,0,0,11.5711462450593,0,0,0,21.0755813953488,0,0,0,0,6.72777777777778,0,0,0,0,0,10.1117021276596,0,0,0,9.36601307189543,0,0,0,0,0,0,0,0,0,0,5.14545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.4925925925926,77.7249417249417,0,18.1038406827881,0,0,0,0,0,-1.66610169491525,0,0,0,13.1127995324372,0,-4.35993265993266,0,0,0,20.1806966618287,0,0,4.20923076923077,0,0,0,12.5338775510204,0,0,0,0,3.58636363636364,0,0,0,0,0,12.7835294117647,0,0,0,3.0995670995671,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,70.8477443609023,0,0,-2.28882438316401,0,5.23993506493507,0,0,10.0761904761905,0,14.6372180451128,0,0,0,0,0,0,0,20.1121568627451,7.66382575757576,0,0,0,0,0,0,0,0,0,0,0,0,-12.0661764705882,0,3.80952380952381,0,0,0,13.39592760181,0,0,20.8870967741935,0,0,0,0,0,0,0,7.52307692307692,0,0,0,50,85.5,0,0,0,0,0,0,-28.3333333333333,0,0,0,0,0,0,0,0,0,0
17.5098039215686,18.1038406827881,0,51.649494949495,0,0,0,0,0,1.84495021337127,0,0,0,13.207957957958,0,4.53078078078078,0,0,0,-6.51041666666667,0,0,23.1973684210526,0,0,0,11.8258064516129,0,0,0,0,5.73978494623656,0,0,0,0,0,1,0,0,0,-16.8419117647059,0,0,0,0,0,0,0,0,0,0,1.02777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64.2524839275278,0,6.04761904761905,0,0,0,0,0,0,0,-3.35753931544866,0,-4.43450980392157,0,0,0,0,0,0,-7.45283018867925,0,0,0,0,0,-0.620265151515151,0,0,0,0,0,6.4390919158361,0,0,5.65469387755102,0,0,0,0,0,0,0,3.01290322580645,13.9,0,0,0,0,0,0.39047619047619,30.8104575163399,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,-4.52777777777778,0,0
0,0,-2.28882438316401,0,0,78.7522214627478,0,2.10245614035088,0,0,6.48701298701299,0,11.799043062201,0,0,0,0,0,0,0,-1.23400402414487,24.1227053140097,0,0,0,0,0,0,0,0,0,0,0,0,-3.39,0,28.9120879120879,0,0,0,6.28720538720539,0,0,3.16570048309179,0,0,0,0,0,0,0,-5.90430107526882,0,0,0,-95,-28.5,0,0,0,0,0,4.83333333333333,17.7777777777778,0,0,0,0,0,0,0,0,0,0
0,0,0,0,6.04761904761905,0,85.2322695035461,0,0,0,0,0,0,0,28.025,0,-9.24789915966386,0,0,0,0,0,0,5.61733615221987,0,0,0,0,0,-5.19047619047619,0,0,0,0,0,0.0687830687830688,0,0,0.342105263157895,0,0,0,0,0,0,0,6.28571428571429,-0.389705882352941,0,0,0,0,0,5.07142857142857,16.9365079365079,0,0,0,0,0,0,0,0,0,0,0,-2.6,0,0,35.1666666666667,0,2.41071428571429,-171,0
0,0,5.23993506493507,0,0,2.10245614035088,0,56.5555379746835,0,0,13.3907071887785,0,1.09240506329114,0,0,0,0,0,0,0,12.6350837138508,1.50552721088435,0,0,0,0,0,0,0,0,0,0,0,0,-5.33846153846154,0,0.318681318681319,0,0,0,12.4609800362976,0,0,-0.668882978723404,0,0,0,0,0,0,0,0.814393939393939,0,0,0,-187.5,-9.66666666666667,0,0,0,0,0,2.83333333333333,10.7307692307692,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,52.8167832167832,0,0,-14.4918699186992,0,0,0,0,0,-0.102326811210999,7.14894795127353,0,0,0,0,0,14.365,-2.19702467343977,0,0,15.3662790697674,0,-0.568376068376068,0,-3.49795918367347,-2.20238095238095,0,0,0,0,0,9.91269841269841,0,0,0,0,0,25.0138461538462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6666666666667,0,0,0,20.3333333333333,-12.5,0,0,0,0,0,0,0,0
19.4077922077922,-1.66610169491525,0,1.84495021337127,0,0,0,0,0,43.3401175938489,0,0,0,7.22323049001815,0,14.3171717171717,0,0,0,8.22012578616352,0,0,10.8333333333333,0,0,0,0.915294117647059,0,0,0,0,10.6551418439716,0,0,0,0,0,7.19882352941177,0,0,0,5.5452380952381,0,0,0,0,0,0,0,0,0,0,-3.57777777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
