"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1,765148663,"kobe245rings (2/3)",0,199.8,"OF Rajai Davis SS Troy Tulowitzki P Clayton Kershaw C Yasmani Grandal 1B Justin Smoak OF Charlie Blackmon 3B Nolan Arenado OF Kevin Pillar 2B José Ramírez P Kyle Freeland",NA,"Clayton Kershaw","59.44%",32.15
2,764950723,"mashram",0,188.8,"P Clayton Kershaw 2B Daniel Murphy OF Khris Davis 3B Josh Donaldson C Yasmani Grandal 1B Justin Smoak OF Charlie Blackmon OF Kevin Pillar P Kyle Freeland SS Corey Seager",NA,"Stephen Strasburg","55.03%",25.1
3,765014818,"izzydawg (5/20)",0,181.15,"2B Chase Utley P Francisco Liriano OF Rajai Davis 3B Josh Donaldson C Yasmani Grandal 1B Justin Smoak OF Charlie Blackmon P Stephen Strasburg OF Kevin Pillar SS Trevor Story",NA,"Carlos González","50.43%",2
4,765069490,"Chizzam35",0,178.8,"C Ryan Hanigan P Clayton Kershaw OF Khris Davis 1B Justin Smoak OF Charlie Blackmon 3B Nolan Arenado OF Kevin Pillar 2B José Ramírez P Kyle Freeland SS Chad Pinder",NA,"Chad Pinder","38.22%",2
5,765025347,"KillaRedOG (1/2)",0,178.25,"OF Rajai Davis 3B Trevor Plouffe P Clayton Kershaw OF Lonnie Chisenhall C Yasmani Grandal 1B Justin Smoak P Stephen Strasburg OF Kevin Pillar SS Corey Seager 2B Chad Pinder",NA,"Khris Davis","34.46%",9
6,765091646,"rkeilly",0,176.25,"OF Ryan Raburn OF Rajai Davis C Ryan Hanigan 2B Jed Lowrie P Clayton Kershaw 3B Josh Donaldson 1B Justin Smoak P Stephen Strasburg SS Ryan Goins OF Kevin Pillar",NA,"Kevin Pillar","34.12%",22
7,765140640,"nitsuj1313",0,176.2,"P Francisco Liriano OF Rajai Davis SS Troy Tulowitzki OF Austin Jackson P Clayton Kershaw 3B Josh Donaldson C Yasmani Grandal 1B Justin Smoak OF Kevin Pillar 2B José Ramírez",NA,"Charlie Blackmon","33.75%",18
8,765153314,"billftball (3/9)",0,173.25,"OF Rajai Davis 3B Trevor Plouffe SS Troy Tulowitzki P Clayton Kershaw C Roberto Pérez 2B Darwin Barney 1B Justin Smoak OF Charlie Blackmon P Stephen Strasburg OF Kevin Pillar",NA,"Jharel Cotton","27.17%",8.7
9,765124872,"SharpEagles",0,171.8,"2B Jed Lowrie P Clayton Kershaw 3B Josh Donaldson C Yasmani Grandal 1B Justin Smoak OF Charlie Blackmon OF Bryce Harper OF Kevin Pillar P Kyle Freeland SS Corey Seager",NA,"José Bautista","26.98%",0
10,765172558,"drtoboggan",0,171.25,"OF Rajai Davis C Ryan Hanigan 3B Trevor Plouffe SS Troy Tulowitzki 2B Jed Lowrie P Clayton Kershaw OF Khris Davis 1B Justin Smoak P Stephen Strasburg OF Kevin Pillar",NA,"Ryon Healy","25.50%",0
