"Player","Pos","Team","Opp","Runs","vs. Pitcher","Hand","ERA/AVG","wOBA","ISO","Avg innings","K/9","WHIP","Order","Salary","Ceiling","Avg","FC Proj","My Proj","Exposure","Con.","Value","Actual Score","Actual Val"
"Dallas Keuchel","P","HOU","@ MIA",3.32,"Koehler, R 5.60","L",1.69,0,0,7.3,7.8,0.87,NA,11800,36.2,25.7,23.37,23.37,"%",75,2,16.85,1.4
"Stephen Strasburg","P","WSH","@ PIT",3.86,"Kuhl, R 5.81","R",3.28,0,0,6.7,8.6,1.14,NA,11400,28.2,20.1,15.91,15.91,"%",69,1.4,13.3,1.2
"Yu Darvish","P","TEX","vs PHI",3.61,"Eickhoff, R 4.99","R",2.79,0,0,6.5,9,1.12,NA,11300,42,20.7,22.59,22.59,"%",53,2,32.15,2.8
"Zack Greinke","P","ARI","vs NYM",3.91,"Milone, L 5.88","R",2.79,0,0,5.7,10.1,1.03,NA,11000,46.4,20.5,20.31,20.31,"%",36,1.8,22.8,2.1
"Marco Estrada","P","TOR","vs ATL",3.92,"Garcia, L 4.33","R",3.12,0,0,6.1,9.7,1.16,NA,10600,32.5,19.4,18.09,18.09,"%",63,1.7,8.7,0.8
"John Lackey","P","CHC","vs CIN",4.47,"Arroyo, R 5.94","R",4.29,0,0,6,9.9,1.31,NA,9400,34.2,17.8,14.06,14.06,"%",43,1.5,10.6,1.1
"Danny Salazar","P","CLE","vs TB",4.18,"Odorizzi, R 2.61","R",5.2,0,0,5.2,13.2,1.57,NA,9200,32.4,16.9,15.92,15.92,"%",51,1.7,14.45,1.6
"Jake Odorizzi","P","TB","@ CLE",5.32,"Salazar, R 5.20","R",2.61,0,0,5.2,6.9,0.81,NA,8900,26.1,15.4,9.19,9.19,"%",45,1,14.7,1.7
"Rich Hill","P","LAD","@ SF",3.45,"Blach, L 4.88","L",3.38,0,0,4,7.9,1.5,NA,8700,34.5,11.4,16.81,16.81,"%",0,1.9,17.05,2
"Andrew Triggs","P","OAK","@ SEA",4.31,"De, R 7.85","R",2.21,0,0,5.8,6.8,1.03,NA,8100,31.4,18.1,12.2,12.2,"%",47,1.5,15.3,1.9
"Eduardo Rodriguez","P","BOS","@ STL",4.07,"Lynn, R 2.75","L",2.8,0,0,5,10.8,1.1,NA,8000,28.2,17.4,13.17,13.17,"%",57,1.6,16.7,2.1
"Wade Miley","P","BAL","@ DET",4.9,"Boyd, L 3.89","L",2.45,0,0,5.2,10.6,1.39,NA,7800,32.1,17.3,10.79,10.79,"%",38,1.4,2.05,0.3
"Kyle Freeland","P","COL","@ MIN",4.93,"Hughes, R 4.74","L",2.93,0,0,5.7,5.8,1.3,NA,7700,27.3,13.7,10.02,10.02,"%",37,1.3,12.1,1.6
"Jimmy Nelson","P","MIL","@ SD",3.97,"Richard, L 4.34","R",3.99,0,0,5.5,7.7,1.36,NA,7600,34.7,12.9,12.24,12.24,"%",13,1.6,24.7,3.3
"Jaime Garcia","P","ATL","@ TOR",4.58,"Estrada, R 3.12","L",4.33,0,0,5.9,5.3,1.42,NA,7500,20.2,10.2,8.89,8.89,"%",45,1.2,7.8,1
"Lance Lynn","P","STL","vs BOS",3.93,"Rodriguez, L 2.80","R",2.75,0,0,5.6,8.2,1.19,NA,7500,32.6,17.4,15.31,15.31,"%",50,2,14.5,1.9
"Derek Holland","P","CWS","@ LAA",4.37,"Ramirez, R 4.20","L",3.32,0,0,5.8,7.3,1.18,NA,7300,29.9,15.6,11.08,11.08,"%",40,1.5,12.1,1.7
"CC Sabathia","P","NYY","@ KC",4.69,"Hammel, R 5.97","L",5.77,0,0,5.6,6.3,1.51,NA,7200,27.4,8.9,9.14,9.14,"%",0,1.3,22.8,3.2
"Jerad Eickhoff","P","PHI","@ TEX",4.89,"Darvish, R 2.79","R",4.99,0,0,5.7,7.9,1.36,NA,7100,28.3,11.8,9.6,9.6,"%",21,1.4,20.1,2.8
"Jason Hammel","P","KC","vs NYY",4.81,"Sabathia, L 5.77","R",5.97,0,0,5,7.9,1.73,NA,7000,23.7,8.6,9.04,9.04,"%",15,1.3,-2.5,NA
"Matt Boyd","P","DET","vs BAL",4.61,"Miley, L 2.45","L",3.89,0,0,5.6,6.6,1.37,NA,6800,30.3,12.6,11.29,11.29,"%",24,1.7,-12.75,NA
"J.C. Ramirez","P","LAA","vs CWS",3.13,"Holland, L 3.32","R",4.2,0,0,4.5,8.2,1.23,NA,6600,35.2,12.1,15.7,15.7,"%",19,2.4,12.75,1.9
"Chase De Jong","P","SEA","vs OAK",4.19,"Triggs, R 2.21","R",7.85,0,0,3.7,3.4,1.69,NA,6600,30.9,0.9,10.45,10.45,"%",0,1.6,7.5,1.1
"Phil Hughes","P","MIN","vs COL",4.57,"Freeland, L 2.93","R",4.74,0,0,5.4,5.5,1.39,NA,6200,21.9,10.7,8.97,8.97,"%",39,1.4,1.85,0.3
"Tom Koehler","P","MIA","vs HOU",4.19,"Keuchel, L 1.69","R",5.6,0,0,5,7.2,1.39,NA,6100,21.2,9.2,9.74,9.74,"%",38,1.6,-9.85,NA
"Tommy Milone","P","NYM","@ ARI",5.09,"Greinke, R 2.79","L",5.88,0,0,3.7,7.3,1.5,NA,6000,21.7,6.7,6.75,6.75,"%",0,1.1,6.55,1.1
"Clayton Richard","P","SD","vs MIL",3.53,"Nelson, R 3.99","L",4.34,0,0,6,6,1.51,NA,5900,36,11.2,13.04,13.04,"%",0,2.2,9.5,1.6
"Ty Blach","P","SF","vs LAD",4.06,"Hill, L 3.38","L",4.88,0,0,2.5,2.2,1.23,NA,5800,22.8,2.3,6.54,6.54,"%",0,1.1,21.55,3.7
"Bryce Harper","OF","WSH","@ PIT",4.64,"Kuhl, R 5.81","L",0.38,0.515,0.355,0,0,0,3,5600,37.3,13.2,15.17,15.17,"%",58,2.7,23,4.1
"Paul Goldschmidt","1B","ARI","vs NYM",5.09,"Milone, L 5.88","R",0.317,0.447,0.275,0,0,0,3,5500,32.5,11.6,14.69,14.69,"%",62,2.7,9,1.6
"Chad Kuhl","P","PIT","vs WSH",4.64,"Strasburg, R 3.28","R",5.81,0,0,4.4,7.4,1.48,NA,5400,32.1,7.9,8.86,8.86,"%",0,1.6,-3.6,NA
"Mike Trout","OF","LAA","vs CWS",4.37,"Holland, L 3.32","R",0.352,0.491,0.4,0,0,0,2,5400,25.8,12.3,12.57,12.57,"%",73,2.3,11,2
"Bronson Arroyo","P","CIN","@ CHC",6.53,"Lackey, R 4.29","R",5.94,0,0,5.2,6.2,1.32,NA,5300,24.3,9.6,5.74,5.74,"%",3,1.1,-2.75,NA
"Freddie Freeman","1B","ATL","@ TOR",3.92,"Estrada, R 3.12","L",0.338,0.491,0.4,0,0,0,3,5300,31.6,12.4,11.62,11.62,"%",60,2.2,23,4.3
"Mookie Betts","OF","BOS","@ STL",3.93,"Lynn, R 2.75","R",0.296,0.388,0.23,0,0,0,1,5200,31.6,10,11.79,11.79,"%",50,2.3,16,3.1
"Francisco Lindor","SS","CLE","vs TB",5.32,"Odorizzi, R 2.61","B",0.279,0.371,0.272,0,0,0,2,5000,30.7,9.4,13.39,13.39,"%",54,2.7,5,1
"Aaron Judge","OF","NYY","@ KC",4.81,"Hammel, R 5.97","R",0.316,0.477,0.439,0,0,0,5,5000,34.8,12.2,13.1,13.1,"%",56,2.6,11,2.2
