"Mookie Betts_BOS","Anthony Rizzo_CHC","Justin Smoak_TOR","Yangervis Solarte_SD","Lorenzo Cain_KC","Wil Myers_SD","Kris Bryant_CHC","Shin-Soo Choo_TEX","Elvis Andrus_TEX","Josh Donaldson_TOR","Xander Bogaerts_BOS","Kendrys Morales_TOR","Rougned Odor_TEX","Mike Moustakas_KC","Carlos Gomez_TEX","Mitch Moreland_BOS","Whit Merrifield_KC","Andrew Benintendi_BOS","Ben Zobrist_CHC","Addison Russell_CHC","Jackie Bradley_BOS","Nomar Mazara_TEX","Eric Hosmer_KC","Ian Happ_CHC","Devon Travis_TOR","Kevin Pillar_TOR","Joey Gallo_TEX","Jorge Bonifacio_KC","Jose Pirela_SD","Adrian Beltre_TEX","Delino DeShields_TEX","Jason Heyward_CHC","Willson Contreras_CHC","Hunter Renfroe_SD","Jose Bautista_TOR","Russell Martin_TOR","Steve Pearce_TOR","Salvador Perez_KC","Franchy Cordero_SD","Kyle Schwarber_CHC","Robinson Chirinos_TEX","Hanley Ramirez_BOS","Dustin Pedroia_BOS","Jorge Soler_KC","Mike Napoli_TEX","Dalton Pompey_TOR","Peter O'Brien_TEX","Rowdy Tellez_TOR","Chris Young_BOS","Brock Holt_BOS","Ryan Schimpf_SD","Alex Gordon_KC","Jon Jay_CHC","Albert Almora_CHC","Troy Tulowitzki_TOR","Jonathan Lucroy_TEX","Jurickson Profar_TEX","Alcides Escobar_KC","Cheslor Cuthbert_KC","Miguel Montero_CHC","Jeimer Candelario_CHC","Manuel Margot_SD","Mark Zagunis_CHC","Jarrod Saltalamacchia_TOR","Ezequiel Carrera_TOR","Pablo Sandoval_BOS","Paulo Orlando_KC","Billy Burns_KC","Alex Dickerson_SD","Austin Hedges_SD","Darrell Ceciliani_TOR","Steve Selsky_BOS","Marco Hernandez_BOS","Jose Rondon_SD","Javier Baez_CHC","Cory Spangenberg_SD","Chris Coghlan_TOR","Pete Kozma_TEX","Brett Nicholas_TEX","Anthony Alford_TOR","Travis Jankowski_SD","Tommy La Stella_CHC","Jared Hoying_TEX","Dwight Smith_TOR","Ryan Rua_TEX","Andy Ibanez_TEX","Brandon Moss_KC","Sandy Leon_BOS","Christian Vazquez_BOS","Deven Marrero_BOS","Sam Travis_BOS","Ryan O'Hearn_KC","Erick Aybar_SD","Matt Szczur_SD","Ryan Goins_TOR","Josh Rutledge_BOS","Terrance Gore_KC","Chase d'Arnaud_SD","Allen Cordoba_SD","Hanser Alberto_TEX","Ronald Guzman_TEX","Christian Bethancourt_SD","Luis Urias_SD","Drew Stubbs_TEX","Luke Maile_TOR","Raul Mondesi_KC","Jabari Blash_SD","Carlos Asuaje_SD","Eloy Jimenez_CHC","Darwin Barney_TOR","Mike Ohlman_TOR","Drew Robinson_TEX","Harold Ramirez_TOR","Richard Urena_TOR","Hector Sanchez_SD","Drew Butera_KC","Ramon Torres_KC","Hunter Dozier_KC","Luis Torrens_SD"
95.7228979375992,0,0,0,0,0,0,0,0,0,12.6490356516657,0,0,0,0,4.43815513626834,0,28.8811447811448,0,0,11.3256244218316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77224489795918,15.4113475177305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8004032258065,-0.995402298850575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,70.1039132734003,0,0,0,0,14.5269423558897,0,0,0,0,0,0,0,0,0,0,0,5.12458471760797,3.48979591836735,0,0,0,0,0,0,0,0,0,0,0,26.3690476190476,25.8067552602436,0,0,0,0,0,0,8.34285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790697674418605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,84.7427609427609,0,0,0,0,0,0,0,0,9.82117647058823,0,0,0,0,0,0,0,0,0,0,0,0,24.1315789473684,0.91799709724238,0,0,0,0,0,0,0,0,-4.6030303030303,18.5378787878788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9987684729064,0,0,0,0,0,0,0,0,0,7.01108870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.5793226381462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12.2136752136752,0,0,0,0,0,0,0,0,0
0,0,0,44.2857142857143,0,14.9549180327869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.50621468926554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509291521486643,0,0,0,0,0,0,0,0,0,0,4.05833333333333,0,0,0,0,0,0,0,8.55411764705882,0,0,0,0,0,12.070564516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45410628019324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,59.8677595628415,0,0,0,0,0,0,0,0,-1.84696016771488,0,0,3.09951690821256,0,0,0,0,0,4.03114754098361,0,0,0,0,-5.61153846153846,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42457912457913,0,0,0,0,0,8.62021857923497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89676113360324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,14.9549180327869,0,59.3421470121629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.449444769140853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.49651567944251,0,0,0,0,0,0,0,0,0,0,11.6640243902439,0,0,0,0,0,0,0,9.25551020408163,0,0,0,0,0,-8.04193548387097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723232323232323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,14.5269423558897,0,0,0,0,77.653962492438,0,0,0,0,0,0,0,0,0,0,0,17.4738675958188,13.3279370952821,0,0,0,0,0,0,0,0,0,0,0,18.6063829787234,16.1012145748988,0,0,0,0,0,0,2.23496762257169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2640243902439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,60.3258145363409,5.72895622895623,0,0,0,1.85087719298246,0,11.4659090909091,0,0,0,0,0,0,21.499574829932,0,0,0,0,5.11236802413273,0,0,0,24.1588235294118,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.2717948717949,0,0,0,0,0,0,0,0,0,0,-2.44939024390244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,5.72895622895623,63.5571126388154,0,0,0,-7.43680592279217,0,2.5518018018018,0,0,0,0,0,0,5.35849056603774,0,0,0,0,-1.47775689223058,0,0,0,7.46153846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.98454106280193,0,0,0,0,0,0,0,0,0,0,0.828985507246377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
