"Charlie Blackmon_COL","Bryce Harper_WAS","Nolan Arenado_COL","Robinson Cano_SEA","Nelson Cruz_SEA","Cameron Maybin_LAA","Mike Trout_LAA","Mark Reynolds_COL","Ryan Zimmerman_WAS","Freddie Freeman_ATL","Anthony Rendon_WAS","Trea Turner_WAS","Daniel Murphy_WAS","Jean Segura_SEA","Carlos Gonzalez_COL","David Dahl_COL","Ender Inciarte_ATL","Ian Desmond_COL","Trevor Story_COL","Matt Kemp_ATL","DJ LeMahieu_COL","Mitch Haniger_SEA","Adam Eaton_WAS","Albert Pujols_LAA","Kyle Seager_SEA","Brandon Belt_SF","Andrelton Simmons_LAA","Gerardo Parra_COL","Hunter Pence_SF","Buster Posey_SF","CJ Cron_LAA","Ben Gamel_SEA","Brandon Phillips_ATL","Jefry Marte_LAA","Taylor Motter_SEA","Eduardo Nunez_SF","Matt Adams_ATL","Leonys Martin_SEA","Pat Valaika_COL","Jayson Werth_WAS","Michael Taylor_WAS","Nick Markakis_ATL","Tyler Flowers_ATL","Adonis Garcia_ATL","Danny Valencia_SEA","Jarrod Dyson_SEA","Alexi Amarista_COL","Yunel Escobar_LAA","Brandon Crawford_SF","Luis Valbuena_LAA","Ben Revere_LAA","Stephen Cardullo_COL","Raimel Tapia_COL","Adam Lind_WAS","Matt Wieters_WAS","Kurt Suzuki_ATL","Dustin Garneau_COL","Guillermo Heredia_SEA","Denard Span_SF","Joe Panik_SF","Martin Maldonado_LAA","Tony Wolters_COL","Tom Murphy_COL","Nick Hundley_SF","Jarrett Parker_SF","Danny Santana_ATL","Micah Johnson_ATL","Dansby Swanson_ATL","Shawn O'Malley_SEA","Mike Zunino_SEA","Brian Goodwin_WAS","Eric Young_LAA","Kole Calhoun_LAA","Jace Peterson_ATL","Rio Ruiz_ATL","Carlos Ruiz_SEA","Boog Powell_SEA","Stephen Drew_WAS","Wilmer Difo_WAS","Kelby Tomlinson_SF","Mac Williamson_SF","Danny Espinosa_LAA","Ryan Hanigan_COL","Tuffy Gosewisch_SEA","Cristhian Adames_COL","Chris Heisey_WAS","Nolan Fontana_LAA","Aaron Hill_SF","Juan Graterol_LAA","Daniel Vogelbach_SEA","Gorkys Hernandez_SF","Conor Gillaspie_SF","Rafael Bautista_WAS","Christian Arroyo_SF","Carlos Perez_LAA","Jose Lobaton_WAS","Justin Ruggiano_SF","Cliff Pennington_LAA","Anthony Recker_ATL","Michael Morse_SF","Emilio Bonifacio_ATL","Lane Adams_ATL","Johan Camargo_ATL","Chris Marrero_SF","Grant Green_WAS","Tim Federowicz_SF"
77.3545893719807,0,6.33989898989899,0,0,0,0,11.3536585365854,0,0,0,0,0,0,8.88501742160279,0,0,3.16666666666667,7.02217741935484,0,0.940199335548173,0,0,0,0,0,0,18.9553846153846,0,0,0,0,0,0,0,0,0,0,15.375,0,0,0,0,0,0,0,23.5777777777778,0,0,0,0,5.4,0,0,0,0,4.21428571428571,0,0,0,0,26.8913043478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,117.539024390244,0,0,0,0,0,0,33.3111111111111,0,35.8798798798799,29.8758620689655,9.88738738738739,0,0,0,0,0,0,0,0,0,53.8235294117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.065873015873,13.6847826086957,0,0,0,0,0,0,0,0,0,0,0,0,-31.4,27.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.9166666666667,32.9230769230769,0,0,0,0,0,0,-35.5,0,0,0,0,0,0,0,0,0,23.2636363636364,0,0,0,0,0,0,0,0,0,0
6.33989898989899,0,60.3718778908418,0,0,0,0,13.4564459930314,0,0,0,0,0,0,3.40418118466899,0,0,19.6580086580087,4.21774193548387,0,1.54545454545455,0,0,0,0,0,0,-5.93650793650794,0,0,0,0,0,0,0,0,0,0,68.5694444444444,0,0,0,0,0,0,0,35.8909090909091,0,0,0,0,14.05,0,0,0,0,-2.2,0,0,0,0,1.83695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,71.4358974358974,9.21111111111111,0,0,0,0,0,0,0,0,4.93650793650794,0,0,0,0,0,0,0,6.69473684210526,0,0,5.46666666666667,0,0,0,0,0,0,27.7426470588235,0,0,10.6645021645022,0,0,3.03205128205128,0,0,0,0,0,0,6.90860215053763,13.0663865546218,0,0,0,0,0,0,0,0,0,0,0,5.59076923076923,0,0,0,0,0,0,0,0,0,0,0,-4.24358974358974,0,0,0,0,0,50.0075757575758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9.21111111111111,62.7850241545894,0,0,0,0,0,0,0,0,13.831550802139,0,0,0,0,0,0,0,4.31052631578947,0,0,9.95121951219512,0,0,0,0,0,0,4.78458498023715,0,0,23.5881720430108,0,0,17.3653846153846,0,0,0,0,0,0,6.27927927927928,4.81025641025641,0,0,0,0,0,0,0,0,0,0,0,12.1942528735632,0,0,0,0,0,0,0,0,0,0,0,-1.53833333333333,0,0,0,0,0,-3.08333333333333,0,0,0,0,0,0,0,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,54.9378048780488,10.7924369747899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.46880570409982,0,0,15.4658536585366,0,0,0,2.19230769230769,0,0,4.15714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.45299145299145,0,-10.0698529411765,4.15909090909091,0,0,0,0,0,0,0,0,0,-2.36096256684492,0,0,0,0,0,0,0,0,0,0,0,1.48648648648649,0,0,0,0,0,0,0,0,11.8440860215054,0,0,0,0,-13.4166666666667,0,1.33333333333333,0,0,0,0,0,0,0,0,3.78571428571429,0,0,0,0,0,0,0,0
0,0,0,0,0,10.7924369747899,50.5264270613108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.81906906906907,0,0,11.0741971207087,0,0,0,11.0584795321637,0,0,13.3116883116883,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6551724137931,0,6.43406593406593,21.9125,0,0,0,0,0,0,0,0,0,-5.80714285714286,0,0,0,0,0,0,0,0,0,0,0,0.496153846153846,0,0,0,0,0,0,0,0,18.9019607843137,0,0,0,0,-19.8333333333333,0,16.55,0,0,0,0,0,0,0,0,12.875,0,0,0,0,0,0,0,0
11.3536585365854,0,13.4564459930314,0,0,0,0,65.9468438538206,0,0,0,0,0,0,-2.51209103840683,0,0,1.84210526315789,8.14252873563218,0,8.61538461538461,0,0,0,0,0,0,2.59090909090909,0,0,0,0,0,0,0,0,0,0,24.6111111111111,0,0,0,0,0,0,0,40.25,0,0,0,0,0.1,0,0,0,0,2.06593406593407,0,0,0,0,11.0666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,33.3111111111111,0,0,0,0,0,0,77.693657219973,0,11.2698412698413,9.83225806451613,1.31680672268908,0,0,0,0,0,0,0,0,0,9.58571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.40285204991087,0.401538461538462,0,0,0,0,0,0,0,0,0,0,0,0,28,15.9113756613757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,145.833333333333,23.0090909090909,0,0,0,0,0,0,-45.1666666666667,0,0,0,0,0,0,0,0,0,-12.9272727272727,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,100.139495798319,0,0,0,0,0,0,6.03949579831933,0,0,10.4366666666667,0,0,0,0,0,0,0,0,0,0,0,0,-11.0135467980296,0,0,0,0,0,0,0,0,-1.10168067226891,4.62105263157895,6.87956989247312,0,0,0,0,0,0,0,0,0,0,0,-4.91208791208791,0,0,0,0,0,0,0,0,0,0,0,24.1016042780749,0,0,0,0,0,-0.792397660818713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,0,0,0,0,0
