"Position","Name","Salary","GameInfo","AvgPointsPerGame","teamAbbrev","Opponent","Projection","Projection_dfn","Projection_baseballmonster","Projection_rotowire","Batting_Order_Projected","Batting_Order_Confirmed","Actual_fpts"
"OF","Charlie Blackmon",5500,"NYM@COL 03:10PM ET",10.925,"COL","NYM",0,12.9,13.7,NA,"1",NA,26
"3B","Nolan Arenado",5400,"NYM@COL 03:10PM ET",10.095,"COL","NYM",0,12.1,13.03,NA,"3",NA,12
"OF","Michael Conforto",5300,"NYM@COL 03:10PM ET",9.102,"NYM","COL",0,13,11.2,NA,"1",NA,5
"1B","Anthony Rizzo",5200,"ARI@CHC 02:20PM ET",9.423,"CHC","ARI",0,10,10.16,NA,"3",NA,12
"2B","DJ LeMahieu",5200,"NYM@COL 03:10PM ET",7.637,"COL","NYM",0,9.5,11.3,NA,"2",NA,19
"OF","Gerardo Parra",5100,"NYM@COL 03:10PM ET",7.403,"COL","NYM",0,10.2,11.15,NA,"5",NA,5
"OF","Jay Bruce",5100,"NYM@COL 03:10PM ET",9.051,"NYM","COL",0,11.8,11.4,NA,"4",NA,0
"1B","Paul Goldschmidt",5000,"ARI@CHC 02:20PM ET",10.743,"ARI","CHC",0,11.9,10.33,NA,"4",NA,52
"OF","Tommy Pham",5000,"STL@MIL 02:10PM ET",9.442,"STL","MIL",NA,8.6,NA,NA,"2",NA,3
"1B/OF","Ian Desmond",5000,"NYM@COL 03:10PM ET",7.338,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"OF","David Dahl",4900,"NYM@COL 03:10PM ET",0,"COL","NYM",NA,0,2.38,NA,"x",NA,NA
"OF","Yoenis Cespedes",4900,"NYM@COL 03:10PM ET",7.559,"NYM","COL",0,12.5,11.62,NA,"3",NA,14
"OF","Gregor Blanco",4800,"ARI@CHC 02:20PM ET",5.932,"ARI","CHC",NA,0,1.87,NA,"x",NA,5
"OF","Curtis Granderson",4800,"NYM@COL 03:10PM ET",6.378,"NYM","COL",NA,0,9.93,NA,"x",NA,9
"1B","Mark Reynolds",4800,"NYM@COL 03:10PM ET",8.644,"COL","NYM",0,11.2,10.74,NA,"4",NA,14
"2B/SS","Paul DeJong",4700,"STL@MIL 02:10PM ET",7.778,"STL","MIL",0,7.8,9.73,NA,"3",NA,NA
"OF","Dexter Fowler",4700,"STL@MIL 02:10PM ET",7.556,"STL","MIL",NA,0,NA,NA,"x",NA,NA
"2B/SS","Asdrubal Cabrera",4600,"NYM@COL 03:10PM ET",6.963,"NYM","COL",0,10.7,10.75,NA,"2",NA,13
"SS","Trevor Story",4600,"NYM@COL 03:10PM ET",6.815,"COL","NYM",0,9.2,10.14,NA,"6",NA,0
"OF","AJ Pollock",4500,"ARI@CHC 02:20PM ET",9.05,"ARI","CHC",0,10.1,9.99,NA,"2",NA,5
"3B","Kris Bryant",4500,"ARI@CHC 02:20PM ET",9.04,"CHC","ARI",0,9.3,9.99,NA,"2",NA,5
"3B","David Wright",4500,"NYM@COL 03:10PM ET",0,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"OF","JD Martinez",4400,"ARI@CHC 02:20PM ET",9.662,"ARI","CHC",0,10.5,9.48,NA,"5",NA,20
"OF","Domingo Santana",4400,"STL@MIL 02:10PM ET",8.402,"MIL","STL",0,7.4,9.17,NA,"5",NA,2
"1B/OF","Eric Thames",4300,"STL@MIL 02:10PM ET",8.681,"MIL","STL",0,9.2,9.42,NA,"2",NA,0
"SS","Aledmys Diaz",4300,"STL@MIL 02:10PM ET",6.028,"STL","MIL",NA,0,NA,NA,"x",NA,NA
"3B/SS","Jose Reyes",4300,"NYM@COL 03:10PM ET",6.441,"NYM","COL",NA,0,7.95,NA,"x",NA,2
"3B","Travis Shaw",4200,"STL@MIL 02:10PM ET",9.789,"MIL","STL",0,7.8,8.74,NA,"4",NA,8
"1B/3B","Wilmer Flores",4200,"NYM@COL 03:10PM ET",5.88,"NYM","COL",0,10,8.61,NA,"6",NA,NA
"OF","Raimel Tapia",4100,"NYM@COL 03:10PM ET",5.512,"COL","NYM",NA,0,2.37,NA,"x",NA,NA
"2B/SS","Pat Valaika",4100,"NYM@COL 03:10PM ET",4.014,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"C","Manny Pina",4000,"STL@MIL 02:10PM ET",6.662,"MIL","STL",NA,0,6.34,NA,"x",NA,NA
"OF","Ryan Braun",4000,"STL@MIL 02:10PM ET",8.818,"MIL","STL",0,8.5,10.17,NA,"3",NA,NA
"2B/OF","Ian Happ",3900,"ARI@CHC 02:20PM ET",7.877,"CHC","ARI",NA,0,2.02,NA,"x",NA,0
"1B","Matt Carpenter",3900,"STL@MIL 02:10PM ET",7.755,"STL","MIL",0,10.8,10.39,NA,"1",NA,0
"2B","Neil Walker",3900,"NYM@COL 03:10PM ET",7.547,"NYM","COL",0,11.1,10.24,NA,"5",NA,NA
"OF","Kyle Schwarber",3800,"ARI@CHC 02:20PM ET",6.69,"CHC","ARI",0,8.4,8.25,NA,"5",NA,3
"SS","Amed Rosario",3800,"NYM@COL 03:10PM ET",3,"NYM","COL",0,9,1.88,NA,"7",NA,10
"OF","Stephen Cardullo",3800,"NYM@COL 03:10PM ET",2,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"3B","Jake Lamb",3700,"ARI@CHC 02:20PM ET",9.45,"ARI","CHC",0,6.5,1.97,NA,"6",NA,12
"1B/3B","TJ Rivera",3700,"NYM@COL 03:10PM ET",5.384,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"C","Travis d'Arnaud",3700,"NYM@COL 03:10PM ET",5.75,"NYM","COL",NA,0,7.5,NA,"x",NA,NA
"OF","Brandon Nimmo",3700,"NYM@COL 03:10PM ET",2.188,"NYM","COL",NA,0,2.1,NA,"x",NA,NA
"OF","Mike Tauchman",3700,"NYM@COL 03:10PM ET",2,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"C","Willson Contreras",3600,"ARI@CHC 02:20PM ET",7.287,"CHC","ARI",0,7.6,8.65,NA,"4",NA,39
"2B","Jonathan Villar",3600,"STL@MIL 02:10PM ET",6.759,"MIL","STL",NA,0,10.22,NA,"x",NA,NA
"C","Dustin Garneau",3600,"NYM@COL 03:10PM ET",4.318,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"OF","Carlos Gonzalez",3600,"NYM@COL 03:10PM ET",5.716,"COL","NYM",0,10.6,10.18,NA,"7",NA,0
"C","Tom Murphy",3600,"NYM@COL 03:10PM ET",1.625,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"3B","Jedd Gyorko",3500,"STL@MIL 02:10PM ET",7.323,"STL","MIL",0,7.9,10.01,NA,"4",NA,3
"1B/OF","Jose Martinez",3500,"STL@MIL 02:10PM ET",5.298,"STL","MIL",NA,0,2.09,NA,"x",NA,4
"C","Yadier Molina",3500,"STL@MIL 02:10PM ET",6.479,"STL","MIL",0,6.4,8.01,NA,"5",NA,7
"OF","Jordan Patterson",3500,"NYM@COL 03:10PM ET",0,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"C","Jonathan Lucroy",3500,"NYM@COL 03:10PM ET",5.397,"COL","NYM",0,8.9,8.84,NA,"8",NA,10
"OF","Yasmany Tomas",3400,"ARI@CHC 02:20PM ET",6.896,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"2B/OF","Daniel Descalso",3400,"ARI@CHC 02:20PM ET",5.429,"ARI","CHC",NA,0,6.38,NA,"x",NA,NA
"3B/OF","Hernan Perez",3400,"STL@MIL 02:10PM ET",6.26,"MIL","STL",NA,0,2.09,NA,"x",NA,11
"OF","Juan Lagares",3400,"NYM@COL 03:10PM ET",3.787,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"2B","Gavin Cecchini",3400,"NYM@COL 03:10PM ET",5,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"2B/SS","Javier Baez",3300,"ARI@CHC 02:20PM ET",6.29,"CHC","ARI",NA,0,1.82,NA,"x",NA,22
"OF/SS","Chris Owings",3300,"ARI@CHC 02:20PM ET",7.245,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"OF","Randal Grichuk",3300,"STL@MIL 02:10PM ET",7.167,"STL","MIL",0,7.6,8.02,NA,"8",NA,NA
"2B","Kolten Wong",3300,"STL@MIL 02:10PM ET",6.106,"STL","MIL",0,8.6,7.54,NA,"7",NA,8
"1B","Jesus Aguilar",3300,"STL@MIL 02:10PM ET",4.532,"MIL","STL",NA,0,2,NA,"x",NA,14
"3B/SS","Matt Reynolds",3300,"NYM@COL 03:10PM ET",1.784,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"C","Kevin Plawecki",3300,"NYM@COL 03:10PM ET",2.7,"NYM","COL",NA,0,NA,NA,"x",NA,NA
"SS","Addison Russell",3200,"ARI@CHC 02:20PM ET",6.031,"CHC","ARI",0,7.2,6.35,NA,"6",NA,NA
"C","Stephen Vogt",3200,"STL@MIL 02:10PM ET",4.955,"MIL","STL",NA,0,NA,NA,"x",NA,NA
"C","Tony Wolters",3200,"NYM@COL 03:10PM ET",4.761,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"2B/OF","Ben Zobrist",3100,"ARI@CHC 02:20PM ET",6.26,"CHC","ARI",0,8,8.03,NA,"1",NA,NA
"C","Victor Caratini",3100,"ARI@CHC 02:20PM ET",3.636,"CHC","ARI",NA,0,NA,NA,"x",NA,NA
"OF","Jon Jay",3100,"ARI@CHC 02:20PM ET",4.667,"CHC","ARI",0,5.3,6.04,NA,"8",NA,11
"SS","Adam Rosales",3100,"ARI@CHC 02:20PM ET",4.431,"ARI","CHC",0,7.7,7.97,NA,"3",NA,5
"OF","Lewis Brinson",3100,"STL@MIL 02:10PM ET",3.25,"MIL","STL",NA,0,8.03,NA,"x",NA,NA
"OF","Stephen Piscotty",3100,"STL@MIL 02:10PM ET",6.429,"STL","MIL",0,7,8.43,NA,"6",NA,2
"SS","Orlando Arcia",3100,"STL@MIL 02:10PM ET",6.165,"MIL","STL",0,5.9,7,NA,"8",NA,6
"OF","Harrison Bader",3100,"STL@MIL 02:10PM ET",4.667,"STL","MIL",NA,0,NA,NA,"x",NA,NA
"2B/SS","Alexi Amarista",3100,"NYM@COL 03:10PM ET",3.215,"COL","NYM",NA,0,2.05,NA,"x",NA,NA
"OF","Jason Heyward",3000,"ARI@CHC 02:20PM ET",6.747,"CHC","ARI",0,7.2,6.85,NA,"7",NA,4
"OF","Michael Reed",3000,"STL@MIL 02:10PM ET",0,"MIL","STL",NA,0,NA,NA,"x",NA,NA
"2B/SS","Cristhian Adames",3000,"NYM@COL 03:10PM ET",0.333,"COL","NYM",NA,0,NA,NA,"x",NA,NA
"C","Ryan Hanigan",3000,"NYM@COL 03:10PM ET",5.259,"COL","NYM",NA,0,1.89,NA,"x",NA,NA
"OF","David Peralta",2900,"ARI@CHC 02:20PM ET",7.527,"ARI","CHC",0,7.5,9.44,NA,"1",NA,NA
"1B","Christian Walker",2900,"ARI@CHC 02:20PM ET",0,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"C/OF","Chris Herrmann",2900,"ARI@CHC 02:20PM ET",3.705,"ARI","CHC",NA,0,1.69,NA,"x",NA,NA
"OF","Jeremy Hazelbaker",2900,"ARI@CHC 02:20PM ET",3.242,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"SS","Ketel Marte",2900,"ARI@CHC 02:20PM ET",5.4,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"OF","Rey Fuentes",2900,"ARI@CHC 02:20PM ET",3.902,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"SS","Nick Ahmed",2900,"ARI@CHC 02:20PM ET",5.962,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"C","Chris Iannetta",2900,"ARI@CHC 02:20PM ET",6.34,"ARI","CHC",NA,0,1.69,NA,"x",NA,NA
"OF","Keon Broxton",2900,"STL@MIL 02:10PM ET",7.043,"MIL","STL",0,6.4,2.11,NA,"7",NA,7
"C","Andrew Susac",2900,"STL@MIL 02:10PM ET",0,"MIL","STL",NA,0,NA,NA,"x",NA,NA
"OF","Kirk Nieuwenhuis",2900,"STL@MIL 02:10PM ET",2.25,"MIL","STL",NA,0,NA,NA,"x",NA,NA
"2B/SS","Eric Sogard",2900,"STL@MIL 02:10PM ET",6.608,"MIL","STL",0,6.8,1.62,NA,"1",NA,NA
"1B","Luke Voit",2800,"STL@MIL 02:10PM ET",4.714,"STL","MIL",NA,0,2.01,NA,"x",NA,NA
"OF","Magneuris Sierra",2800,"STL@MIL 02:10PM ET",8.154,"STL","MIL",NA,0,NA,NA,"x",NA,NA
"2B/3B","Greg Garcia",2800,"STL@MIL 02:10PM ET",2.738,"STL","MIL",NA,0,1.7,NA,"x",NA,5
"OF","Albert Almora",2700,"ARI@CHC 02:20PM ET",4.165,"CHC","ARI",NA,0,5.76,NA,"x",NA,NA
"OF","Mark Zagunis",2700,"ARI@CHC 02:20PM ET",2.857,"CHC","ARI",NA,0,NA,NA,"x",NA,NA
"OF","Socrates Brito",2700,"ARI@CHC 02:20PM ET",0,"ARI","CHC",NA,0,NA,NA,"x",NA,NA
"C","Jeff Mathis",2700,"ARI@CHC 02:20PM ET",4.48,"ARI","CHC",0,6.3,5.4,NA,"8",NA,3
