"Place_lo","Place_hi","Payout"
"1","1","700"
"2","2","525"
"3","3","375"
"4","4","250"
"5","5","175"
"6","6","125"
"7","8","100"
"9","10","75"
"11","15","55"
"16","25","40"
"26","35","30"
"36","45","25"
"46","60","20"
"61","80","15"
"81","110","12"
"111","155","10"
"156","220","8"
"221","305","7"
"306","430","6"
